opera_id,dcTitle_opera,dcTitle_persona,column,data
69784,"Trio, pf,vl,vlc, op. 97, Sib, L'Arciduca","Beethoven, Ludwig van",relazione,compositore
69785,"Intermezzi goldoniani, archi, op. 127","Bossi, Marco Enrico",relazione,compositore
69786,"Fra Holbergs tid (Aus Holbergs Zeit) / Dai tempi di Holberg, pf, op. 40, trascrizione per orch","Grieg, Edvard",relazione,compositore
69787,Antiche danze e arie per liuto. Suite III,"Respighi, Ottorino",relazione,compositore
69788,"Quartetto, archi n. 2","Mortari, Virgilio",relazione,compositore
69789,"Frühlingsglaube, lied: «Die linden Lüfte sind erwacht», voce,pf n. 2, op. 20, D 686","Schubert, Franz",relazione,compositore
69790,Auf der Donau,"Schubert, Franz",relazione,compositore
69791,"Der Musensohn n. 1, op. 92, D 764","Schubert, Franz",relazione,compositore
69792,"Sinfonia n. 4, op. 60, Sib","Beethoven, Ludwig van",relazione,compositore
69793,"Sinfonia n. 6, op. 74, Si min., Patetica","Čajkovskij, Pëtr Il'ič",relazione,compositore
69794,"Fünf Gedichte, voce,pf, op. 19","Brahms, Johannes",relazione,compositore
69795,"Sechs Lieder, voce,pf, op. 85","Brahms, Johannes",relazione,compositore
69796,"Bachiana brasileira, orch n. 9","Villa-Lobos, Heitor",relazione,compositore
69797,"Zwölf Gedichte, voce,pf, op. 35","Schumann, Robert",relazione,compositore
69798,"Myrthen, op. 25","Schumann, Robert",relazione,compositore
69799,"Fünf Lieder, voce,pf, op. 40","Schumann, Robert",relazione,compositore
69800,"Liederkreis, voce,pf, op. 39","Schumann, Robert",relazione,compositore
69801,Begegnung,"Strauss, Richard",relazione,compositore
69802,"Sechs Lieder, voce,pf, op. 56","Strauss, Richard",relazione,compositore
69803,"Five kid's songs, voce,pf","Bernstein, Leonard",relazione,compositore
69804,"Simple Symphony, archi, op. 4","Britten, Benjamin",relazione,compositore
69805,"Quartetto dorico, archi","Respighi, Ottorino",relazione,compositore
69806,"Concerto, archi","Rota, Nino",relazione,compositore
69807,"Messa, 2sp,ct,tn,bs,coro,orch, Si min., BWV 232","Bach, Johann Sebastian",relazione,compositore
69808,"Cinque Danze tedesche con sette Trii e una coda, archi, D 90","Schubert, Franz",relazione,compositore
69809,"Serenade, 2vl,vla,vlc, Sol, Italienische Serenade","Wolf, Hugo",relazione,compositore
69810,"Quartetto, archi n. 6","Bartók, Béla",relazione,compositore
69811,"Divertimento per archi, archi, Sz 113","Bartók, Béla",relazione,compositore
69812,"Sonata, cl,pf","Poulenc, Francis",relazione,compositore
69813,"Passio D.N.J.C. secundum Matthaeum / Passione secondo Matteo, sp,2tn,ct,br,bs,2coro,2orch, BWV 244, Matthäus-Passion","Bach, Johann Sebastian",relazione,compositore
69813,"Passio D.N.J.C. secundum Matthaeum / Passione secondo Matteo, sp,2tn,ct,br,bs,2coro,2orch, BWV 244, Matthäus-Passion","Henrici, Christian Friedrich",relazione,testi secondari di
69814,"Phantasiestücke, cl(o vl/vlc),pf, op. 73","Schumann, Robert",relazione,compositore
69815,"Fantasia, pf, op. 17, Do","Schumann, Robert",relazione,compositore
69816,"Quattro pezzi, cl,pf, op. 5","Berg, Alban",relazione,compositore
69817,"Siegfried, WWV 86C","Wagner, Richard",relazione,"compositore,librettista"
69818,"Der Ring des Nibelungen, WWV 86","Wagner, Richard",relazione,"compositore,librettista"
69819,"Lohengrin, WWV 75","Wagner, Richard",relazione,"compositore,librettista"
69820,"Rienzi der letzte der Tribunen, WWV 49","Wagner, Richard",relazione,"compositore,librettista"
69820,"Rienzi der letzte der Tribunen, WWV 49","Bulwer-Lytton, Edward George",relazione,testo di
69821,Luisa Miller,"Verdi, Giuseppe",relazione,compositore
69821,Luisa Miller,"Cammarano, Salvatore",relazione,librettista
69821,Luisa Miller,"Schiller, Friedrich",relazione,testo di
69822,"Al telaio del tempo, cl","Gentilucci, Armando",relazione,compositore
69823,Construction 1 - 3,"Cage, John",relazione,compositore
69824,"Le couvent sur l'eau. Fragments symphoniques, sp,orch, op. 19","Casella, Alfredo",relazione,compositore
69825,"Concerto, pf,tr,archi n. 1, op. 35, Do min.","Šostakovič, Dmitrij",relazione,compositore
69826,Eloignements,"Roqué Alsina, Carlos",relazione,compositore
69827,"Psychopompos, percuss","Battistelli, Giorgio",relazione,compositore
69828,Tre commedie goldoniane,"Goldoni, Carlo",relazione,testo di
69828,Tre commedie goldoniane,"Malipiero, Gianfrancesco",relazione,compositore
69829,Le baruffe chiozzotte,"Sinigaglia, Leone",relazione,compositore
69830,"Scene veneziane, orch","Mancinelli, Luigi",relazione,compositore
69831,Il Campiello,"Wolf-Ferrari, Ermanno",relazione,compositore
69831,Il Campiello,"Goldoni, Carlo",relazione,testo di
69831,Il Campiello,"Ghisalberti, Mario",relazione,librettista
69832,"Il Carnevale di Venezia, orch","Tommasini, Vincenzo",relazione,compositore
69833,Tutti in maschera,"Goldoni, Carlo",relazione,testo di
69833,Tutti in maschera,"Pedrotti, Carlo",relazione,compositore
69833,Tutti in maschera,"Marcello, Marco Marcelliano",relazione,librettista
69834,"Les Préludes, orch, R 414","Liszt, Franz",relazione,compositore
69835,"Galántai táncok / Danze di Galánta, orch","Kodály, Zoltán",relazione,compositore
69836,"Sonata, vl,pf n. 5, La, K 305","Mozart, Wolfgang Amadeus",relazione,compositore
69837,"Sonata, vl,pf, op. 18, Mib","Strauss, Richard",relazione,compositore
69838,Amleto,"Boito, Arrigo",relazione,librettista
69838,Amleto,"Faccio, Francesco Antonio",relazione,compositore
69839,"La bisbetica domata: Ouverture, orch, op. 61","Castelnuovo-Tedesco, Mario",relazione,compositore
69840,"Cinq Grimaces pour ""Le songe d'une nuit d'été"", orch","Satie, Erik",relazione,compositore
69841,"Le Roi Lear, op. 4","Berlioz, Hector",relazione,compositore
69842,"Macbeth, op. 23","Strauss, Richard",relazione,compositore
69842,"Macbeth, op. 23","Shakespeare, William",relazione,testo di
69843,"Romeo e Giulietta, orch, Si min.","Čajkovskij, Pëtr Il'ič",relazione,compositore
69844,"Sonata, cemb, Re min.","Soler, Antonio Francisco Javier José",relazione,compositore
69845,"Sonata, cemb, Do# min.","Soler, Antonio Francisco Javier José",relazione,compositore
69846,"Serenata andaluza, pf","De Falla, Manuel",relazione,compositore
69847,"Cuatro piezas españolas, pf","De Falla, Manuel",relazione,compositore
69848,"Fantasia bética, pf","De Falla, Manuel",relazione,compositore
69849,"Hiérophonie V, 6percuss,voci","Taira, Yoshihisa",relazione,compositore
69850,"Sonata postuma, vl,pf","Ravel, Maurice",relazione,compositore
69851,"Enoch Arden, op. 38","Strauss, Richard",relazione,compositore
69852,"Sehnsucht, voce,pf","Schubert, Franz",relazione,compositore
69853,"Pierino e il lupo, vr,orch, op. 67","Prokof'ev, Sergej",relazione,"compositore,librettista"
69854,"Histoire de Babar le petit éléphant, vr,pf, trascrizione per orch","Poulenc, Francis",relazione,compositore
69855,"Sonata, pf 4mani, Fa, K 497, trascrizione per fiati","Mozart, Wolfgang Amadeus",relazione,compositore
69856,"Concerto, vl,orch, Re, K 218, Strassburger","Mozart, Wolfgang Amadeus",relazione,compositore
69857,"Serenata, 2vl,vla,vlc,cb, Sol, K 525, Eine kleine Nachtmusik","Mozart, Wolfgang Amadeus",relazione,compositore
69858,"Sinfonia, orch, Re, K 202","Mozart, Wolfgang Amadeus",relazione,compositore
69859,"Concerto, vl,orch n. 3, Sol, K 216","Mozart, Wolfgang Amadeus",relazione,compositore
69860,"Sinfonia, orch n. 36, Do, K 425, Linz","Mozart, Wolfgang Amadeus",relazione,compositore
69861,"Concerto, pf,orch, La, K 488","Mozart, Wolfgang Amadeus",relazione,compositore
69862,"Sinfonia, orch n. 41, Do, K 551, Jupiter","Mozart, Wolfgang Amadeus",relazione,compositore
69863,"Sonata, vl,pf, Sol, K 379","Mozart, Wolfgang Amadeus",relazione,compositore
69864,"Quintetto, cl,2vl,vla,vlc, La, K 581, Stadler","Mozart, Wolfgang Amadeus",relazione,compositore
69865,"Sinfonia concertante, vl,vla,orch, Mib, K 364","Mozart, Wolfgang Amadeus",relazione,compositore
69866,"Ottetto, 2ob,2cl,2cor,2fag, op. 103, Mib","Beethoven, Ludwig van",relazione,compositore
69867,"Concerto, pf,orch n. 5, op. 73, Mib, Imperatore","Beethoven, Ludwig van",relazione,compositore
69868,"Concerto, pf,orch n. 4, op. 58, Sol","Beethoven, Ludwig van",relazione,compositore
69869,"Sinfonia, 8voci,coro,orch n. 9, op. 125, Re min., R 376, trascrizione per 2pf","Beethoven, Ludwig van",relazione,testo di
69869,"Sinfonia, 8voci,coro,orch n. 9, op. 125, Re min., R 376, trascrizione per 2pf","Liszt, Franz",relazione,compositore
69870,"Die eiserne Brigade, pf,2vl,vla,vlc","Schönberg, Arnold",relazione,compositore
69871,"Ein Stelldichein, ob,cl,vl,vlc,pf","Schönberg, Arnold",relazione,compositore
69872,"Das Lied von der Erde, voce,orch, trascrizione per cc, Sinfonia","Mahler, Gustav",relazione,compositore
69873,"Sinfonia n. 1, op. 11, Do min.","Mendelssohn-Bartholdy, Felix",relazione,compositore
69874,"Lieder ohne Worte, op. 19","Mendelssohn-Bartholdy, Felix",relazione,compositore
69875,"Lieder ohne Worte, pf, op. 38","Mendelssohn-Bartholdy, Felix",relazione,compositore
69876,"Lieder ohne Worte, pf, op. 102","Mendelssohn-Bartholdy, Felix",relazione,compositore
69877,"Lieder ohne Worte, pf, op. 62","Mendelssohn-Bartholdy, Felix",relazione,compositore
69878,"Lieder ohne Worte, pf, op. 53","Mendelssohn-Bartholdy, Felix",relazione,compositore
69879,"Concerto, 2vl,archi,bc, Re min., BWV 1043","Bach, Johann Sebastian",relazione,compositore
69880,"Sei Suites, vlc","Bach, Johann Sebastian",relazione,compositore
69881,"Sei Suites [inglesi], cemb, BWV 807","Bach, Johann Sebastian",relazione,compositore
69882,"Sonata, vl,cc","Schnittke, Alfred",relazione,compositore
69883,"Due Sonate, vl,pf","Schnittke, Alfred",relazione,compositore
69884,"Trio-Sonata, cc","Schnittke, Alfred",relazione,compositore
69885,"Preludio e scherzo, archi, op. 11","Šostakovič, Dmitrij",relazione,compositore
69886,"Quartetto, archi n. 4, op. 83, Re","Šostakovič, Dmitrij",relazione,compositore
69887,"Quartetto, archi n. 11, op. 122, Fa min.","Šostakovič, Dmitrij",relazione,compositore
69888,"Ma mère l'oye, orch","Ravel, Maurice",relazione,compositore
69888,"Ma mère l'oye, orch","Perrault, Charles",relazione,testo di
69889,"Cinq Mélodies populaires grecques, voce,pf","Ravel, Maurice",relazione,compositore
69890,"Sinfonia, Sib, Hob.I 102","Haydn, Franz Joseph",relazione,compositore
69891,"Sinfonia, Mib, Hob.I 103, Mit dem Paukenwirbel/Drumroll","Haydn, Franz Joseph",relazione,compositore
69892,"Concerto, cemb (pf),orch n. 9, Re, Hob.VIII:11","Haydn, Franz Joseph",relazione,compositore
69893,"Dodici studi, chit","Villa-Lobos, Heitor",relazione,compositore
69894,"Trois Poèmes de Stéphane Mallarmé, voce,ott,fl,cl,archi,pf","Ravel, Maurice",relazione,compositore
69894,"Trois Poèmes de Stéphane Mallarmé, voce,ott,fl,cl,archi,pf","Mallarmé, Stéphane",relazione,testo di
69895,"Ouverture (Suite per orchestra), fl trav,archi,bc n. 2, Si min., BWV 1067","Bach, Johann Sebastian",relazione,compositore
69896,"Otto Variazioni su un tema originale, pf 4mani, op. 35, Lab, D 813","Schubert, Franz",relazione,compositore
69897,"Dodici Walzer, diciassette Ländler, nove Ecossaises, pf, op. 18, D 145","Schubert, Franz",relazione,compositore
69898,"Ständchen, ct,coro,pf, op. 135, D 920","Schubert, Franz",relazione,compositore
69898,"Ständchen, ct,coro,pf, op. 135, D 920","Grillparzer, Franz",relazione,librettista
69899,"Trio, vl,vla,vlc, Sib, D 581","Schubert, Franz",relazione,compositore
69900,"Quintetto, 2vl,vla,2vlc, op. 163, Do, D 956","Schubert, Franz",relazione,compositore
69901,"Sevillana, chit, op. 29","Turina, Joaquin",relazione,compositore
69902,"Variaties en fuga op een thema van J. Kuhnau, archi","Andriessen, Hendrik",relazione,compositore
69903,"Sinfonia, orch n. 9, Re min.","Bruckner, Anton",relazione,compositore
69904,"Sinfonia, orch n. 8, Do min.","Bruckner, Anton",relazione,compositore
69905,"Concerto, archi n. 25, Re, ""Basle""","Stravinskij, Igor'",relazione,compositore
69906,"Tre arie religiose, voce,orch","Gavazzeni, Gianandrea",relazione,compositore
69907,"Carnaval: Scènes mignonnes sur quatre notes, pf, op. 9","Schumann, Robert",relazione,compositore
69908,"Otto Klavierstücke, pf, op. 76","Brahms, Johannes",relazione,compositore
69909,"Tre intermezzi, pf, op. 117","Brahms, Johannes",relazione,compositore
69910,"Oh, voce che mi sfuggi, fl","Gentilucci, Armando",relazione,compositore
69911,"Harmonies poétiques et religieuses, pf, R 14","Liszt, Franz",relazione,compositore
69912,"Quarantaquattro duetti, 2vl","Bartók, Béla",relazione,compositore
69913,"Marosséki táncok / Danze di Marosszék, orch, trascrizione per pf","Kodály, Zoltán",relazione,compositore
69914,"Trois gymnopédies, pf","Satie, Erik",relazione,compositore
69915,"Le clessidre di Dürer, cl,vl,vlc,pf","Gentilucci, Armando",relazione,compositore
69916,Vortex Temporum,"Grisey, Gérard",relazione,compositore
69917,Trio per archi n. 1,"Lachenmann, Helmut Friedrich",relazione,compositore
69918,Le voci sottovetro,"Sciarrino, Salvatore",relazione,compositore
69918,Le voci sottovetro,"Gesualdo da Venosa, Carlo",relazione,autore delle musiche
69919,"Il cerchio tagliato dei suoni, 4fl solisti,100fl migranti","Sciarrino, Salvatore",relazione,compositore
69920,"Bird's Fractal Voice, pf,cl,vlc","Di Bari, Marco",relazione,compositore
69921,"Trio, pf,cl (o vla),vlc, op. 114","Brahms, Johannes",relazione,compositore
69922,"Musiche delle tradizioni andalusa, sefardita e cristiana",AA. VV.,relazione,compositore
69923,"Crescendo, vl,vlc,pf","Gentilucci, Armando",relazione,compositore
69924,"Pour un rag-time englouti, pf","Gentilucci, Armando",relazione,compositore
69925,Ai confini dell'aurora,"Gentilucci, Armando",relazione,compositore
69926,"Gesti e risonanze, clLa,percuss","Gentilucci, Armando",relazione,compositore
69927,"Fibre di una tela all'orizzonte, cb","Gentilucci, Armando",relazione,compositore
69928,"Le trame di un labirinto, sax contr in Mi bem","Gentilucci, Armando",relazione,compositore
69929,"In acque solitarie, fl","Gentilucci, Armando",relazione,compositore
69930,"Il sorriso svanito, fl,cl basso,percuss,vl,vla","Manzoni, Giacomo",relazione,compositore
69931,Dialogo,"Gandolfi, Paolo",relazione,compositore
69932,"Ramo di foglia verde, bs,vb,orch","Gentilucci, Armando",relazione,compositore
69933,"Manfred, vr,soli,coro,orch, op. 115","Schumann, Robert",relazione,compositore
69933,"Manfred, vr,soli,coro,orch, op. 115","Byron, George Gordon",relazione,librettista
69934,"L'Enamourée, voce,pf, trascrizione per orch","Hahn, Reynaldo",relazione,compositore
69934,"L'Enamourée, voce,pf, trascrizione per orch","Banville, Théodore de",relazione,librettista
69935,"Capriccio, op. 85","Strauss, Richard",relazione,compositore
69935,"Capriccio, op. 85","Krauss, Clemens",relazione,librettista
69936,"Der Freischütz, op. 77, J 277","Weber, Carl Maria von",relazione,compositore
69936,"Der Freischütz, op. 77, J 277","Kind, Johann Friedrich",relazione,librettista
69937,"Sinfonia, orch n. 1, op. 39, Mi min.","Sibelius, Jean",relazione,compositore
69938,"Messa da Requiem, Re min.","Donizetti, Gaetano",relazione,compositore
69939,"Sicilienne, vlc,pf, op. 78, Sol min.","Fauré, Gabriel",relazione,compositore
69940,"Trois Mélodies, op. 7","Fauré, Gabriel",relazione,compositore
69941,"Canción de cuna para dormir a un negrito, sp,pf, trascrizione per orch","Montsalvatge Bassols, Xavier",relazione,compositore
69941,"Canción de cuna para dormir a un negrito, sp,pf, trascrizione per orch","Valdés, Juan de",relazione,librettista
69942,My fair Lady,"Lerner, Alan Jay",relazione,librettista
69942,My fair Lady,"Shaw, George Bernard",relazione,testo di
69942,My fair Lady,"Loewe, Frederick",relazione,compositore
69943,"Irish lullaby, voce,pf, trascrizione per orch","Montsalvatge Bassols, Xavier",relazione,compositore
69944,"Sleep, voce,pf, trascrizione per orch","Gurney, Ivor Bertie",relazione,compositore
69944,"Sleep, voce,pf, trascrizione per orch","Fletcher, John Gould",relazione,librettista
69945,"Down by the Salley Gardens, voce,pf, trascrizione per orch","Gurney, Ivor Bertie",relazione,compositore
69945,"Down by the Salley Gardens, voce,pf, trascrizione per orch","Yeats, William Butler",relazione,librettista
69946,"The Children's Hour, voce,pf, trascrizione per orch","Ives, Charles",relazione,compositore
69947,"Down East, voce,pf, trascrizione per orch","Ives, Charles",relazione,compositore
69948,"Era la vo, trascrizione per orch","Scarpa, Eugenia",relazione,compositore
69949,Au cimitière,"Saint-Saëns, Camille",relazione,compositore
69950,Dunaj / Il Danubio,"Janácek, Leós",relazione,compositore
69951,Sogno viennese,"Lehár, Franz",relazione,compositore
69952,"Concerto, pf,orch n. 2, op. 225","Milhaud, Darius",relazione,compositore
69953,"La création du monde, pf,2vl,vla,vlc, op. 81 b","Milhaud, Darius",relazione,compositore
69954,"I got Rhythm Variations, pf,orch","Gershwin, George",relazione,compositore
69955,Tres Canciones populares españolas,"Obradors, Fernando",relazione,compositore
69956,Hemos perdido aun este crepúsculo,"Zanettovich, Daniele",relazione,compositore
69956,Hemos perdido aun este crepúsculo,"Neruda, Pablo",relazione,librettista
69957,"Siete canciones populares españolas, ms (br),pf","De Falla, Manuel",relazione,compositore
69958,Tre pezzi in stile barocco,"Penderecki, Krzysztof",relazione,compositore
69959,Canzoni d'Amaranta,"Tosti, Francesco Paolo",relazione,compositore
69960,"Pioggia, ms,pf","Respighi, Ottorino",relazione,compositore
69960,"Pioggia, ms,pf","Aganoor Pompilj, Vittoria",relazione,librettista
69961,"Nevicata, ms,pf","Respighi, Ottorino",relazione,compositore
69961,"Nevicata, ms,pf","Negri, Ada",relazione,librettista
69962,"Nebbie, ms,pf","Respighi, Ottorino",relazione,compositore
69962,"Nebbie, ms,pf","Negri, Ada",relazione,librettista
69963,"Zigeunerlieder, 4voci,pf, op. 103","Brahms, Johannes",relazione,compositore
69964,"Fünf Lieder, voce,pf, op. 107","Brahms, Johannes",relazione,compositore
69965,"Vier Lieder, voce,pf, op. 96","Brahms, Johannes",relazione,compositore
69966,"Sechs Lieder, voce,pf, op. 86","Brahms, Johannes",relazione,compositore
69967,"Sechs Lieder, voce,pf, op. 97","Brahms, Johannes",relazione,compositore
69968,"Vier Gesänge, voce,pf, op. 43","Brahms, Johannes",relazione,compositore
69969,"Fünf Gesänge, voce,pf, op. 72","Brahms, Johannes",relazione,compositore
69970,"Neun Lieder und Gesänge, voce,pf, op. 63","Brahms, Johannes",relazione,compositore
69971,"Neun Lieder und Gesänge, voce,pf, op. 32","Brahms, Johannes",relazione,compositore
69972,"Mignons Lied, voce,pf, R 592","Liszt, Franz",relazione,compositore
69972,"Mignons Lied, voce,pf, R 592","Goethe, Johann Wolfgang : von",relazione,testo di
69973,"Die Loreley, voce,pf, R 591","Liszt, Franz",relazione,compositore
69974,"Oh! quand je dors, voce,pf, R 569","Liszt, Franz",relazione,compositore
69975,"Chants populaires, voce,pf","Ravel, Maurice",relazione,compositore
69976,"Vocalise-étude en forme de habanera, voce,pf","Ravel, Maurice",relazione,compositore
69977,"Deux Mélodies hébraïques, voce,pf","Ravel, Maurice",relazione,compositore
69978,"Neere, voce,pf, trascrizione per orch","Hahn, Reynaldo",relazione,compositore
69978,"Neere, voce,pf, trascrizione per orch","Leconte de Lisle, Charles Marie",relazione,librettista
69979,"L'Heure exquise, voce,pf, trascrizione per orch","Hahn, Reynaldo",relazione,compositore
69979,"L'Heure exquise, voce,pf, trascrizione per orch","Verlaine, Paul",relazione,librettista
69980,Adeus Ema,"Villa-Lobos, Heitor",relazione,compositore
69981,"Oratorium Tempore Nativitatis Christi, soli,coro,orch, BWV 248, Weihnachts-Oratorium","Bach, Johann Sebastian",relazione,compositore
69982,"Due Sonate, vlc,pf, op. 102","Beethoven, Ludwig van",relazione,compositore
69983,"Sonata, vlc,pf n. 3, op. 69, La","Beethoven, Ludwig van",relazione,compositore
69984,"Due Sonate, vlc,pf, op. 5","Beethoven, Ludwig van",relazione,compositore
69985,"Sei divertimenti, archi, op. 20, Hob.III, Sonnenquartette","Haydn, Franz Joseph",relazione,compositore
69986,"Trio, pf,cl,vla, Sib, K 502, trascrizione per pf,vl,vlc","Mozart, Wolfgang Amadeus",relazione,compositore
69987,"Pester Karnaval, pf,vl,vlc, R 470","Liszt, Franz",relazione,compositore
69988,"Octandre, fl,cl,ob,fag,cor,tr,trb,cb","Varèse, Edgard",relazione,compositore
69989,"Intégrales, 2ott,2cl,cor,2tr,3trb,percuss","Varèse, Edgard",relazione,compositore
69990,"Concertino, fl,ob,cor ingl,cl,2fag,2tr,2trb,vl,vlc","Stravinskij, Igor'",relazione,compositore
69991,"Kreuzspiel, ob,cl b,pf,3percuss","Stockhausen, Karlheinz",relazione,compositore
69992,Thalleïn,"Xenakis, Iannis",relazione,compositore
69993,Jalons,"Xenakis, Iannis",relazione,compositore
69994,"Empreintes, orch","Xenakis, Iannis",relazione,compositore
69995,"Passacaglia, op. 1","Webern, Anton",relazione,compositore
69996,From the Steeples and Mountains,"Ives, Charles",relazione,compositore
69997,Two contemplations,"Ives, Charles",relazione,compositore
69998,"Offrandes, sp,orch cam","Varèse, Edgard",relazione,compositore
69999,"Trio, vl,vlc,pf","Ives, Charles",relazione,compositore
70000,"Deutscher mit zwei Trio, D 618, trascrizione per orch","Schubert, Franz",relazione,compositore
70001,"Sechs Lieder für eine Frauenstimme, voce,pf, trascrizione per orch","Wolf, Hugo",relazione,compositore
70002,"Due Quartetti, archi, op. 77, Lobkowitz-Quartette","Haydn, Franz Joseph",relazione,compositore
70003,"Dichterliebe, voce,pf, op. 48","Schumann, Robert",relazione,compositore
70003,"Dichterliebe, voce,pf, op. 48","Heine, Heinrich",relazione,librettista
70005,"Liederkreis, voce,pf, op. 24","Schumann, Robert",relazione,compositore
70005,"Liederkreis, voce,pf, op. 24","Heine, Heinrich",relazione,librettista
70006,"Romanzen und Balladen, voce,pf, op. 45","Schumann, Robert",relazione,compositore
70007,"Fünf Lieder und Gesänge, voce,pf, op. 127","Schumann, Robert",relazione,compositore
70008,Anaktoria,"Xenakis, Iannis",relazione,compositore
70009,"Vier Gesänge, voce,pf, op. 142","Schumann, Robert",relazione,compositore
70010,"Largo risoluto n. 1: As to the Law of Diminishing Returns, archi,pf","Ives, Charles",relazione,compositore
70011,"Largo, vl,cl,pf","Ives, Charles",relazione,compositore
70012,"Largo risoluto n. 3: A Shadow Made - A Silhouette, archi,pf","Ives, Charles",relazione,compositore
70013,"Quartetto, archi n. 2, op. 17","Bartók, Béla",relazione,compositore
70014,Quartetto per archi n. 4,"Scelsi, Giacinto",relazione,compositore
70015,"Lyrische suite, 2vl,vla,vlc","Berg, Alban",relazione,compositore
70016,"Tetras, 2vl,vla,vlc","Xenakis, Iannis",relazione,compositore
70017,"Sei quartetti brevi per quartetto d'archi, archi","Sciarrino, Salvatore",relazione,compositore
70018,Sinfonie di fiati,"Stravinskij, Igor'",relazione,compositore
70019,"Sinfonia n. 2, op. 73, Re","Brahms, Johannes",relazione,compositore
70020,"Concerto, ob,orch","Martinu, Bohuslav",relazione,compositore
70021,"Tánczvit, orch","Bartók, Béla",relazione,compositore
70022,"Sonata, vl,pf, op. 17, La, DD 49","Bartók, Béla",relazione,compositore
70023,"Quartetto, archi n. 4, Do","Bartók, Béla",relazione,compositore
70024,"Mikrokosmos, pf","Bartók, Béla",relazione,compositore
70025,"Images, orch","Debussy, Claude",relazione,compositore
70026,"Première Rapsodie, cl,pf, trascrizione per cl,orch","Debussy, Claude",relazione,compositore
70027,"Due rapsodie, pf, op. 79","Brahms, Johannes",relazione,compositore
70028,"Concerto, orch","Bartók, Béla",relazione,compositore
70029,"Musica per archi, percussione e celesta","Bartók, Béla",relazione,compositore
70030,"Polonaise - Fantaisie, pf n. 14, op. 61, Lab","Chopin, Fryderyk",relazione,compositore
70031,"Trois Nocturnes, pf, op. 15","Chopin, Fryderyk",relazione,compositore
70032,"Concerto, pf,orch n. 3","Bartók, Béla",relazione,compositore
70033,"Feu d'artifice, op. 4","Stravinskij, Igor'",relazione,compositore
70034,"L'Estro Armonico, op. 3","Vivaldi, Antonio",relazione,compositore
70035,"Quartetto, archi, Mi min., trascrizione per orch","Verdi, Giuseppe",relazione,compositore
70036,"Quattro sonate, cemb, Si min., K 87, trascrizione per chit","Scarlatti, Domenico",relazione,compositore
70037,"Eingang und ruf, 4tr","Stockhausen, Karlheinz",relazione,compositore
70038,Abschied,"Stockhausen, Karlheinz",relazione,compositore
70039,Danza pomposa,"Tansman, Alexandre",relazione,compositore
70040,"Oberlippentanz (Protest), tr acuta solista","Stockhausen, Karlheinz",relazione,compositore
70041,Granada,"Albéniz, Isaac",relazione,compositore
70042,Lejenda,"Albéniz, Isaac",relazione,compositore
70043,"Concerto, pf,orch","Lutoslawski, Witold",relazione,compositore
70044,"Canzon cornetto, trascrizione per 4tr","Scheidt, Samuel",relazione,compositore
70045,"Messa, sp,ct,bs,coro,orch, Fa, BWV 233","Bach, Johann Sebastian",relazione,compositore
70046,"G'schichten aus dem Wienerwald, orch n. 184, op. 325","Strauss, Johann",relazione,compositore
70047,"Egyptischer Marsch, orch n. 116, op. 335","Strauss, Johann",relazione,compositore
70048,Auf der Jagd,"Strauss, Johann",relazione,compositore
70049,"Götterdämmerung, WWV 86D","Wagner, Richard",relazione,"compositore,librettista"
70050,"Concerto, vl,orch n. 1, op. 26","Bruch, Max",relazione,compositore
70051,"Danza slava, pf4mani n. 2, op. 72, B 147","Dvorák, Antonín",relazione,compositore
70052,"Rosamunde, Fürstin von Cypern, D 797","Schubert, Franz",relazione,compositore
70052,"Rosamunde, Fürstin von Cypern, D 797","Chézy, Helmine von",relazione,librettista
70053,"Intrada, tr","Ketting, Otto",relazione,compositore
70054,"Morceau de concours, 2tr","Kagel, Mauricio",relazione,compositore
70055,"Fanfanfaren, 4tr","Kagel, Mauricio",relazione,compositore
70056,Assoziationen zu...,"Beetz, Günther",relazione,compositore
70057,"Summa (Credo), coro,orch, trascrizione per 4tr","Pärt, Arvo",relazione,compositore
70058,"Trio, trombe","Gubaidulina, Sofia",relazione,compositore
70059,"Tannhäuser und der Sängerkrieg auf Wartburg, WWV 70","Wagner, Richard",relazione,"compositore,librettista"
70060,"Die Meistersinger von Nürnberg, WWV 96","Wagner, Richard",relazione,"compositore,librettista"
70061,"Refrain, pf,cel,vibr,percuss n. 11","Stockhausen, Karlheinz",relazione,compositore
70062,Inlets,"Cage, John",relazione,compositore
70063,"Concerto da camera, 13strum","Ligeti, György",relazione,compositore
70064,"Sonata, vla","Ligeti, György",relazione,compositore
70065,Poème Symphonique,"Ligeti, György",relazione,compositore
70066,"Lux aeterna, coro","Ligeti, György",relazione,compositore
70067,Artikulation,"Ligeti, György",relazione,compositore
70068,"Quartetto, archi n. 2","Ligeti, György",relazione,compositore
70069,"Living Room Music, voci,percuss","Cage, John",relazione,compositore
70070,"Monument, Selbsportrait, Bewegung, 2pf","Ligeti, György",relazione,compositore
70071,"Doppio concerto, fl,ob,orch","Ligeti, György",relazione,compositore
70072,"Double Music, 4percuss","Cage, John",relazione,compositore
70073,"4' 33""","Cage, John",relazione,compositore
70074,"Mouvement (vor der Erstarrung), 15str","Lachenmann, Helmut Friedrich",relazione,compositore
70075,"TemA , voce,fl,vlc","Lachenmann, Helmut Friedrich",relazione,compositore
70076,"Three Dances, 2pfprep","Cage, John",relazione,compositore
