opera_id,dcTitle_opera,dcTitle_persona,column,data
71441,"Sonata, salt,archi","Jommelli, Niccolò",relazione,compositore
71442,"Calcante e Achille, sp,bs,archi","Porpora, Nicola Antonio",relazione,compositore
71443,Pezzo strumentale (?),Anonimo siciliano,relazione,compositore
71444,"Sonata, cor,pf, op. 17, trascrizione per vlc,pf, Horn Sonata","Beethoven, Ludwig van",relazione,compositore
71445,"Dodici variazioni sopra il tema «Ein Mädchen oder Weibchen», vlc,pf, op. 66, Fa","Beethoven, Ludwig van",relazione,compositore
71446,"Concerto, vl,orch n. 2, Re, K 211","Mozart, Wolfgang Amadeus",relazione,compositore
71447,Billy Budd,"Crozier, Eric",relazione,librettista
71447,Billy Budd,"Forster, E. M.",relazione,librettista
71447,Billy Budd,"Britten, Benjamin",relazione,compositore
71448,...here in hiding...,"MacMillan, James",relazione,compositore
71449,Two pieces from The Cloud of Unknowing,"Wild, Jonathan",relazione,compositore
71451,Ah! Gentle Jesu,Sheryngham,relazione,compositore
71459,Arkhangelos,"Moody, Ivan",relazione,compositore
71460,"A Maria, fonte d'amore",Anonimo (XV sec.),relazione,compositore
71461,Most Holy Mother og God,"Pärt, Arvo",relazione,compositore
71462,Inno del Cherubino,"Raskatov, Alexander",relazione,compositore
71463,La preghiera del Signore,"Raskatov, Alexander",relazione,compositore
71464,Luce delicata (inno della sera),"Raskatov, Alexander",relazione,compositore
71465,Fa' che la mia preghiera ascenda (Salmo 141),"Raskatov, Alexander",relazione,compositore
71466,L'angelo chiamò (Akihostos),"Raskatov, Alexander",relazione,compositore
71467,Larghetto,"Händel, Georg Friedrich",relazione,compositore
71468,"Concerto, vl,orch n. 1, Do","Haydn, Franz Joseph",relazione,compositore
71469,Canti e danze folcloristiche di Cuba,AA. VV.,relazione,compositore
71470,"Canzona, org, Sol","Frescobaldi, Girolamo",relazione,compositore
71472,"Bastien und Bastienne, K 50 (46b)","Mozart, Wolfgang Amadeus",relazione,compositore
71472,"Bastien und Bastienne, K 50 (46b)","Weiskern, Friedrich Wilhelm",relazione,librettista
71473,Francesca da Rimini,"D'Annunzio, Gabriele",relazione,librettista
71473,Francesca da Rimini,"Zandonai, Riccardo",relazione,compositore
71475,"Concerto, pf,orch n. 4, op. 40, Sol min.","Rachmaninov, Sergej",relazione,compositore
71476,"Lo schiaccianoci: «Suite» dal balletto, op. 71a","Čajkovskij, Pëtr Il'ič",relazione,compositore
71477,Capitan spavento,"Malipiero, Gianfrancesco",relazione,"compositore,librettista"
71477,Capitan spavento,Ruzante,relazione,testo di
71477,Capitan spavento,"Fatouville, Nolant de",relazione,testo di
71478,"La fabbrica illuminata, vf,nastro magn","Nono, Luigi",relazione,compositore
71479,Katerina Izmajlova,"Šostakovič, Dmitrij",relazione,"compositore,librettista"
71479,Katerina Izmajlova,"Prejs, Aleksandr",relazione,librettista
71479,Katerina Izmajlova,"Leskov, Nikolaj Semënovic",relazione,testo di
71480,Hänsel und Gretel,"Humperdinck, Engelbert",relazione,compositore
71480,Hänsel und Gretel,"Wette, Adelheid",relazione,librettista
71481,A Kékszakállú Herceg vára / Il castello del principe Barbablù,"Bartók, Béla",relazione,compositore
71481,A Kékszakállú Herceg vára / Il castello del principe Barbablù,"Balázs, Béla",relazione,librettista
71482,Prodaná nevesta / La sposa venduta,"Smetana, Bedrich",relazione,compositore
71482,Prodaná nevesta / La sposa venduta,"Sabina, Karel",relazione,librettista
71483,The greek Passion,"Martinu, Bohuslav",relazione,"compositore,librettista"
71483,The greek Passion,"Kazantzakis, Nikos",relazione,testo di
71484,Il dottore di vetro,"Spaziani, Maria Luisa",relazione,librettista
71484,Il dottore di vetro,"Vlad, Roman",relazione,compositore
71485,Un quarto di vita,"Gaslini, Giorgio",relazione,"compositore,librettista"
71486,"Trio, pf,vl,vlc, Mib, Hob.XV 29","Haydn, Franz Joseph",relazione,compositore
71487,"Trio, vl,vlc,pf n. 3, op. 110, Sol min.","Schumann, Robert",relazione,compositore
71488,"Quartetto n. 4, I voli di Niccolò","Francesconi, Luca",relazione,compositore
71489,String Quartet,"Kyburz, Hanspeter",relazione,compositore
71490,The Flood / Il diluvio,"Stravinskij, Igor'",relazione,compositore
71490,The Flood / Il diluvio,"Craft, Robert",relazione,librettista
71491,L'Enfant et les sortilèges,"Ravel, Maurice",relazione,compositore
71491,L'Enfant et les sortilèges,Colette,relazione,librettista
71492,"Sonata, pf, Do, K 330","Mozart, Wolfgang Amadeus",relazione,compositore
71493,"Kinderszenen, pf, op. 15","Schumann, Robert",relazione,compositore
71494,"Preludio, pf n. 5, op. 23, Sol min.","Rachmaninov, Sergej",relazione,compositore
71495,Il barbiere di Siviglia,"Paisiello, Giovanni",relazione,compositore
71495,Il barbiere di Siviglia,"Petrosellini, Giuseppe",relazione,librettista
71496,Vacanze romane,"Porter, Cole",relazione,compositore
71496,Vacanze romane,"Trovajoli, Armando",relazione,compositore
71496,Vacanze romane,"Blake, Paul",relazione,librettista
71497,La Duchessa di Chicago,"Kálmán, Emmerich",relazione,compositore
71497,La Duchessa di Chicago,"Grünwald, Alfred",relazione,librettista
71497,La Duchessa di Chicago,"Brammer, Julius",relazione,librettista
71498,Canti e danze popolari della repubblica sovietica lituana,AA. VV.,relazione,compositore
71498,Canti e danze popolari della repubblica sovietica lituana,"Lingys, Josas",relazione,autore
71499,"Sinfonia, orch n. 7, op. 60, Do, ""Leningrado""","Šostakovič, Dmitrij",relazione,compositore
71500,Job,"Dallapiccola, Luigi",relazione,"compositore,librettista"
71501,"Quartetto, fl,vl,vla,vlc, Do, K 171 (K 285b)","Mozart, Wolfgang Amadeus",relazione,compositore
71502,"Quintetto, archi, op. 77, Sol","Dvorák, Antonín",relazione,compositore
71503,"Concerto, pf,orch n. 3, op. 26, Do","Prokof'ev, Sergej",relazione,compositore
71504,"Concerto, pf,orch, op. 54, La min.","Schumann, Robert",relazione,compositore
71505,"Sinfonia n. 4, op. 112, Do","Prokof'ev, Sergej",relazione,compositore
71506,1812,"Čajkovskij, Pëtr Il'ič",relazione,compositore
71507,"Il paese senz'alba, orch","Sciarrino, Salvatore",relazione,compositore
71508,"Solo, archi","Donatoni, Franco",relazione,compositore
71509,"Capriccio, pf,orch","Panni, Marcello",relazione,compositore
71510,"Piano Concerto, pf,orch","Krauze, Zygmunt",relazione,compositore
71511,"Some other where, orch","Togni, Camillo",relazione,compositore
71512,Suite in stile antico,"Schnittke, Alfred",relazione,compositore
71513,"Tema originale con variazioni, op. 15","Wieniawski, Henryk",relazione,compositore
71514,"Jesu, meine Freude n. 173, BWV 87/7","Bach, Johann Sebastian",relazione,compositore
71515,"Lobet den Herren, denn er ist freundlich, BWV 374","Bach, Johann Sebastian",relazione,compositore
71516,"O là o che bon ecco, 8voci","Lasso, Orlando di",relazione,compositore
71517,"Matona mia cara, 4voci","Lasso, Orlando di",relazione,compositore
71518,"Chanter je veux, 5voci","Lasso, Orlando di",relazione,compositore
71519,"Un jour vis un foulon, 4voci","Lasso, Orlando di",relazione,compositore
71520,"Je l'ayme bien, 4voci","Lasso, Orlando di",relazione,compositore
71521,"Quand mon mary vient dehors, 4voci","Lasso, Orlando di",relazione,compositore
71522,"Madrigali a sei voci, Libro V","Marenzio, Luca",relazione,compositore
71523,"Madrigali a cinque voci, Libro III","Marenzio, Luca",relazione,compositore
71524,"Villanelle a tre voci, Libro V","Marenzio, Luca",relazione,compositore
71525,Musiciens qui chantez,"Waelrant, Hubert",relazione,compositore
71526,Benvenuto Cellini,"Berlioz, Hector",relazione,compositore
71526,Benvenuto Cellini,"Wailly, Léon de",relazione,librettista
71526,Benvenuto Cellini,"Barbier, Auguste",relazione,librettista
71527,"Sinfonia, orch, Do","Bizet, Georges",relazione,compositore
71528,"Quartetto, archi n. 3, Mib, G 167","Boccherini, Luigi",relazione,compositore
71529,"Quartetto, archi n. 1, op. 7","Bartók, Béla",relazione,compositore
71530,Tancrède,"Campra, André",relazione,compositore
71531,Pygmalion,"Rameau, Jean-Philippe",relazione,compositore
71532,"Concerto grosso, archi,bc n. 6, op. 6, Sol min., HWV 324","Händel, Georg Friedrich",relazione,compositore
71533,Fiori musicali di diverse compositioni,"Frescobaldi, Girolamo",relazione,compositore
71534,"Pietà, Signore, di me dolente","Stradella, Alessandro",relazione,compositore
71535,"Undici preludi-corali, org, op. 122","Brahms, Johannes",relazione,compositore
71536,"Fünf Gesänge, voce,pf, op. 49","Brahms, Johannes",relazione,compositore
71537,"Fünf Gesänge, lied: «Wiegenlied», voce,pf n. 4, op. 49","Brahms, Johannes",relazione,compositore
71538,"Sei Lieder, voce,pf, op. 48","Beethoven, Ludwig van",relazione,compositore
71539,"Toccata, org, Sol min.","Pachelbel, Johann",relazione,compositore
71540,"Fantasia, org","Pachelbel, Johann",relazione,compositore
71541,Allein Gott in der Höh sei Ehr,"Pachelbel, Johann",relazione,compositore
71542,"Meine Seele erhebt den Herren, org","Pachelbel, Johann",relazione,compositore
71543,"Gelobet seist du, Jesu Christ, org","Pachelbel, Johann",relazione,compositore
71544,"Fuga, org, Re min.","Pachelbel, Johann",relazione,compositore
71545,Laudario di Cortona: Gloria in cielo,Anonimo (XIII sec.),relazione,compositore
71546,Assassinio nella cattedrale,"Pizzetti, Ildebrando",relazione,"compositore,librettista"
71546,Assassinio nella cattedrale,"Eliot, Thomas Stearns",relazione,testo di
71547,Kát'a Kabanová,"Janácek, Leós",relazione,"compositore,librettista"
71548,"Sonata, vl,pf n. 2, op. 12, La","Beethoven, Ludwig van",relazione,compositore
71549,"Sonata, vl,pf n. 3, op. 12, Mib","Beethoven, Ludwig van",relazione,compositore
71550,"Sonata, vl,pf, op. 23, La","Beethoven, Ludwig van",relazione,compositore
71551,"Variations serieuses, pf, op. 54, Re min.","Mendelssohn-Bartholdy, Felix",relazione,compositore
71552,"Passione secondo San Luca, soli,coro,orch","Telemann, Georg Philipp",relazione,compositore
71553,"Stabat mater, soli,coro,orch, op. 58, B. 71","Dvorák, Antonín",relazione,compositore
71554,"Concerto, chit,orch","Villa-Lobos, Heitor",relazione,compositore
71555,"Sei variazioni, pf, Do, Hob.XVII 5","Haydn, Franz Joseph",relazione,compositore
71556,"Sarcasmes, pf, op. 17","Prokof'ev, Sergej",relazione,compositore
71557,"Suite per pianoforte da 'Romeo e Giulietta', op. 75","Prokof'ev, Sergej",relazione,compositore
71558,"Coriolan, orch, op. 62, Do min.","Beethoven, Ludwig van",relazione,compositore
71559,"Partita sopra il Corale «Ach wie fluechtig, ach wie nichtig»","Bach, Johann Sebastian",relazione,autore delle musiche
71559,"Partita sopra il Corale «Ach wie fluechtig, ach wie nichtig»","Böhm, Georg",relazione,compositore
71560,"Toccata, org n. 11","Muffat, Georg",relazione,compositore
71561,"Fantasia sopra il Corale «Wie schön leuchtet der Morgerstern», org","Buxtehude, Dietrich",relazione,compositore
71562,"Fantasia e Fuga (op. spuria), org, La min., BWV 561","Bach, Johann Sebastian",relazione,compositore
71563,"Partita sopra il Corale «O Gott, du frommer Gott», org, BWV 767","Bach, Johann Sebastian",relazione,compositore
71564,"Fantasia, org, Fa min., K 594","Mozart, Wolfgang Amadeus",relazione,compositore
71565,"Deuxième Suite, org","Balbastre, Claude",relazione,compositore
71566,Musiche cinesi tradizionali e contemporanee,AA. VV.,relazione,compositore
71567,"Sinfonia, Do min., Hob.I 95","Haydn, Franz Joseph",relazione,compositore
71568,"Canticum Canticorum, coro","Palestrina, Giovanni Pierluigi da",relazione,compositore
71569,"Vespro in memoriam S. Smolenskij, op. 37","Rachmaninov, Sergej",relazione,compositore
71570,"Deux rhapsodies roumaines, orch, op. 11","Enescu, George",relazione,compositore
71571,"Das Paradies und die Peri, soli,coro,orch, op. 50","Schumann, Robert",relazione,compositore
71572,"Porgy and Bess. Symphonic picture, orch","Gershwin, George",relazione,compositore
71573,"Cuban overture, orch","Gershwin, George",relazione,compositore
71574,"Sonata, cemb, Re, K 479","Scarlatti, Domenico",relazione,compositore
71575,"Sonata, cemb, Sol min., K 347","Scarlatti, Domenico",relazione,compositore
71576,"Sonata, cemb, Sol, K 348","Scarlatti, Domenico",relazione,compositore
71577,"Sonata, cemb, Re min., K 213","Scarlatti, Domenico",relazione,compositore
71578,"Sonata, cemb, Re, K 214","Scarlatti, Domenico",relazione,compositore
71579,"Sonata, cemb, Fa#, K 318","Scarlatti, Domenico",relazione,compositore
71580,"Sonata, cemb, Fa#, K 319","Scarlatti, Domenico",relazione,compositore
71581,"Sonata, cemb, Mi, K 380","Scarlatti, Domenico",relazione,compositore
71582,"Sonata, cemb, Mi, K 381","Scarlatti, Domenico",relazione,compositore
71583,"Sonata, cemb, Do, K 356","Scarlatti, Domenico",relazione,compositore
71584,"Sonata, cemb, Do, K 357","Scarlatti, Domenico",relazione,compositore
71585,"Sonata, cemb, Do min., K 526","Scarlatti, Domenico",relazione,compositore
71586,"Sonata, cemb, Do, K 527","Scarlatti, Domenico",relazione,compositore
71587,"Sonata, cemb, Fa, K 524","Scarlatti, Domenico",relazione,compositore
71588,"Sonata, cemb, Fa, K 525","Scarlatti, Domenico",relazione,compositore
71589,"Sonata, cemb, Sol, K 454","Scarlatti, Domenico",relazione,compositore
71590,"Sonata, cemb, Sol, K 455","Scarlatti, Domenico",relazione,compositore
71591,"Mia speranza adorata... Ah, non sai qual pena sia, sp,orch, Sib, K 416","Mozart, Wolfgang Amadeus",relazione,compositore
71592,"Così dunque tradisci... Aspri rimorsi atroci, br,orch, Fa min., K 432","Mozart, Wolfgang Amadeus",relazione,compositore
71593,"Nun, liebes Weibchen, ziehst mit mir, sp,br,orch, Fa, K 625","Mozart, Wolfgang Amadeus",relazione,compositore
71594,"Epitaffio per Federico García Lorca: España en el corazón, sp,br,coro,orch","Nono, Luigi",relazione,compositore
71595,"Nisi Dominus, ct,vla d'amore,archi,bc, RV 608","Vivaldi, Antonio",relazione,compositore
71596,"Wachet auf, ruft uns die Stimme, sp,tn,bs,coro,orch, BWV 140/4","Bach, Johann Sebastian",relazione,compositore
71597,"Messa, soli,coro,orch, op. 48, Do, D 452","Schubert, Franz",relazione,compositore
71598,"Stabat mater, ct,archi,bc, Fa min.","Vivaldi, Antonio",relazione,compositore
71599,"Concerto, tr,orch, Re","Torelli, Giuseppe",relazione,compositore
71600,"Stabat mater, sp,ct,tn,br,orch","Caldara, Antonio",relazione,compositore
71601,Alma grande e nobil core,"Mozart, Wolfgang Amadeus",relazione,compositore
71602,Die Gartnerin aus Liebe,"Mozart, Wolfgang Amadeus",relazione,compositore
71603,"The King shall rejoice, HWV 264","Händel, Georg Friedrich",relazione,compositore
71604,"Chacony, 4archi, Sol","Purcell, Henry",relazione,compositore
71605,"Hear my prayer, o God, soli,coro,org","Purcell, Henry",relazione,compositore
71606,"Concerto grosso, archi,bc n. 7, op. 6, Sib, HWV 325","Händel, Georg Friedrich",relazione,compositore
71607,"My heart is inditing, HWV 261","Händel, Georg Friedrich",relazione,compositore
71608,"Let thy hand be strengthened, HWV 259","Händel, Georg Friedrich",relazione,compositore
71609,"Concerto grosso, archi,bc n. 11, op. 6, La, HWV 329","Händel, Georg Friedrich",relazione,compositore
71610,"Zadok the Priest, HWV 258","Händel, Georg Friedrich",relazione,compositore
71611,"Clavier-Übung, cemb","Bach, Johann Sebastian",relazione,compositore
71612,"Trois mazurkas, pf, op. 63","Chopin, Fryderyk",relazione,compositore
71613,"Quatre mazurkas, pf, op. 30","Chopin, Fryderyk",relazione,compositore
71614,"Quatre mazurkas, pf, op. 17","Chopin, Fryderyk",relazione,compositore
71615,"Barcarolle, pf, op. 60, BI 158, Fa#","Chopin, Fryderyk",relazione,compositore
71616,"Sei danze in ritmo bulgaro, pf","Bartók, Béla",relazione,compositore
71617,"Maple leaf rag, pf","Joplin, Scott",relazione,compositore
71618,"The Entertainer, pf","Joplin, Scott",relazione,compositore
71619,"Rose leaf rag, pf","Joplin, Scott",relazione,compositore
71620,Rags,AA. VV.,relazione,autore
71621,"Malinconia, vlc,pf, op. 20","Sibelius, Jean",relazione,compositore
71622,"Trio, pf,cl,vla, Sol, K 564, trascrizione per pf,vl,vlc","Mozart, Wolfgang Amadeus",relazione,compositore
71623,"Trio, pf,cl,vla, Do, K 548, trascrizione per pf,vl,vlc","Mozart, Wolfgang Amadeus",relazione,compositore
71624,"Sonata, ct,pf","Honegger, Arthur",relazione,compositore
71625,"Tensioni, vla,pf","Gentilucci, Armando",relazione,compositore
71626,"Zwei Gesänge, ct (ms),vla,pf, op. 91","Brahms, Johannes",relazione,compositore
71627,"Sonata, pf, op. 122, Mib, D 568","Schubert, Franz",relazione,compositore
71628,"Eljen a Magyar!, orch, op. 332","Strauss, Johann",relazione,compositore
71629,Crown Imperial,"Walton, William Turner",relazione,compositore
71630,Grimethorpe Aria,"Birtwistle, Harrison",relazione,compositore
71631,Severn Suite,"Elgar, Edward",relazione,compositore
71632,Music Hall Suite,"Horowitz, Joseph",relazione,compositore
71633,Ragtimes and Habaneras,"Henze, Hans Werner",relazione,compositore
71634,Variations for Brass Band,"Vaughan Williams, Ralph",relazione,compositore
71635,Fireworks,"Howarth, Elgar",relazione,compositore
71636,"Sonata, vl,pf","Walton, William Turner",relazione,compositore
71637,"La Diva, sp,pf","Visetti, Alberto Antonio",relazione,compositore
71637,"La Diva, sp,pf","Bristol, Margaret",relazione,librettista
71638,Un cuor britanno,"Pinsuti, Ciro",relazione,compositore
71639,La fanciulla romana e il bersagliere,Avignone,relazione,compositore
71640,Messaggero amoroso,"Buzzi Peccia, Arturo",relazione,compositore
71641,San Francesco,"Tirindelli, Pier Adolfo",relazione,compositore
71642,Ninna nanna per il principe ereditario,"Leoncavallo, Ruggero",relazione,compositore
71643,La maschera nuda,"Leoncavallo, Ruggero",relazione,compositore
71645,L'orologio,"Arditi, Luigi",relazione,compositore
71646,"Dopo!, voce,pf","Tosti, Francesco Paolo",relazione,compositore
71647,Ostriche,"Denza, Luigi",relazione,compositore
71648,Due scherzi musicali inediti,"Rossini, Gioachino",relazione,compositore
71649,The Cuckoo,"Lehmann, Liza",relazione,compositore
71650,Clavelitos,"Valverde, Joaquin",relazione,compositore
71651,"Coplas, coro,soli,nastro magn","Taverner, John",relazione,compositore
71652,"O Magnum misteryum, soli,coro","Maxwell Davies, Peter",relazione,compositore
71653,"Colonna sonora per ""Henry V""","Walton, William Turner",relazione,compositore
71654,"A ceremony of Carols, voci acute,arp, op. 28","Britten, Benjamin",relazione,compositore
71655,"Suite, arp, op. 83, Do","Britten, Benjamin",relazione,compositore
71656,"Cantico del sole, coro a capp","Walton, William Turner",relazione,compositore
71657,Canticle of the Mother of God,"Taverner, John",relazione,compositore
71658,Little requiem for Father Malachy,"Taverner, John",relazione,compositore
71659,Heddaqua,"Colombo, Eugenio",relazione,compositore
71660,Studio contrappuntistico,"Trovesi, Gianluigi",relazione,compositore
71661,Reg & Billy,"Schiaffini, Giancarlo",relazione,compositore
71661,Reg & Billy,"Rutherford, Paul",relazione,compositore
71661,Reg & Billy,"Guy, Barry",relazione,compositore
71662,Trios,"Rava, Enrico",relazione,compositore
71662,Trios,"Parker, Evan",relazione,compositore
71662,Trios,"Guy, Barry",relazione,compositore
71662,Trios,"Iannaccone, Michele",relazione,compositore
71663,Causes are events,"Wheeler, Kenny",relazione,compositore
71664,Statements IX,"Guy, Barry",relazione,compositore
71665,Double or nothing,"Guy, Barry",relazione,compositore
71665,Double or nothing,"Iannaccone, Michele",relazione,compositore
71666,Gossip piece,"Joseph, Martin",relazione,compositore
71667,Incontri,"Schiaffini, Giancarlo",relazione,compositore
71667,Incontri,"Wheeler, Kenny",relazione,compositore
71667,Incontri,"Rutherford, Paul",relazione,compositore
71667,Incontri,"Parker, Evan",relazione,compositore
71667,Incontri,"Guy, Barry",relazione,compositore
71668,Pezzo tuscio,"Schiaffini, Giancarlo",relazione,compositore
71669,Aces high,"Stephens, Denzil",relazione,compositore
71670,Albertie,"Stephens, Denzil",relazione,compositore
71671,"Second Suite in F, band, op. 28b, Fa","Holst, Gustave",relazione,compositore
71672,Les Francs-Juges,"Berlioz, Hector",relazione,compositore
71673,British Genadiers,Anonimo del Galles,relazione,compositore
71674,Night flight to Madrid,"Leslie, Kermit",relazione,compositore
71675,La Belle americaine,"Rimmer, William",relazione,compositore
71676,Miller Magic: Estratti,"Miller, Glenn",relazione,compositore
71677,Il silenzio,"Verdi, Giuseppe",relazione,compositore
71678,Prometheus,"Ferneyhough, Brian",relazione,compositore
71679,The Sinking of the Titanic,"Bryars, Gavin",relazione,compositore
71680,Scottish Dances,"Maxwell Davies, Peter",relazione,compositore
71681,"A Fancy, 2liut","Danyel, John",relazione,compositore
71682,"The Leaves be green, 2liut","Johnson, John",relazione,compositore
71683,"Fantasia a tre, fl,vla,vla basso","Holborne, Anthony",relazione,compositore
71684,It was a lover and his lass,"Morley, Thomas",relazione,compositore
71685,"My mistress hath a pretty thing, vla basso","Hume, Tobias",relazione,compositore
71686,"See, mine own sweet jewel, voce,ens,","Morley, Thomas",relazione,compositore
71687,"Lady, if you so spite me, liut","Dowland, John",relazione,compositore
71688,"A Dump, 2liut","Johnson, John",relazione,compositore
71689,"Go from my window, ens,cetra","Allison, Richard",relazione,compositore
71690,"Fantasia a tre, 3vla","Gibbons, Orlando",relazione,compositore
71696,"Du bas et du haut ou du haut et du bas, 13strumenti","Monnet, Marc",relazione,compositore
71697,"Ogive, 12archi,cemb","Gaussin, Alain",relazione,compositore
71698,Les Espaces acoustiques,"Grisey, Gérard",relazione,compositore
71699,"Atrées, 12esecutori","Xenakis, Iannis",relazione,compositore
71700,"Les Guetteurs de son, 3percuss","Aperghis, Georges",relazione,compositore
71701,"Profil, 7esecutori,nastro magn","Risset, Jean Claude",relazione,compositore
71702,"Vendre le vent, 9fiati,pf,percuss","Globokar, Vinko",relazione,compositore
71703,"Herakles 2, 5fiati,bat,live","Goebbels, Heiner",relazione,compositore
71704,"Collective Writings, pf,bat,live","Goebbels, Heiner",relazione,compositore
71705,"Writings II, pf,batt,live","Goebbels, Heiner",relazione,compositore
71706,La Jalousie,"Goebbels, Heiner",relazione,compositore
71706,La Jalousie,"Robbe-Grillet, Alain",relazione,librettista
71707,2003,"Clementi, Aldo",relazione,compositore
71708,"Variazioni, voce","Clementi, Aldo",relazione,compositore
71709,"Etwas, 6strumenti","Clementi, Aldo",relazione,compositore
71710,"Lamento, fl,cl,vl,vlc,pf","Clementi, Aldo",relazione,compositore
71711,Berceuse,"Clementi, Aldo",relazione,compositore
71712,"Corali dell'Autografo di Lipsia, org","Bach, Johann Sebastian",relazione,compositore
71713,Lumen 3. Suono Buio Sento,"Prati, Walter",relazione,compositore
71713,Lumen 3. Suono Buio Sento,"Corti, Giuliano",relazione,autore
71714,"Quartetto per archi, archi n. 3","Scelsi, Giacinto",relazione,compositore
71715,"Tre pezzi, sax","Scelsi, Giacinto",relazione,compositore
71716,"Kya, sax,cor ingl,cor,cl,tr,trb,vla,vlc","Scelsi, Giacinto",relazione,compositore
71717,"Intermezzo II, pf","Sugiyama, Yoichi",relazione,compositore
71718,"Treize couleurs du soleil couchant, fl,cl,vl,vlc,pf","Murail, Tristan",relazione,compositore
71719,"Orazi e Curiazi, 2percuss","Battistelli, Giorgio",relazione,compositore
71720,"Body & Sound, 3percuss,live","Battista, Tonino",relazione,compositore
71721,Ali di pietra: I° segmento,"Tamborrino, Giovanni",relazione,"compositore,librettista"
71723,Ali di pietra: II° segmento,"Tamborrino, Giovanni",relazione,"compositore,librettista"
71724,Ali di pietra: III° segmento,"Tamborrino, Giovanni",relazione,"compositore,librettista"
71726,Suite costiera all'Avvocata,"Citarella, Nando",relazione,compositore
71727,È un uomo,"Asher, Meira",relazione,"compositore,librettista"
71728,Torture bodyparts,"Asher, Meira",relazione,"compositore,librettista"
71728,Torture bodyparts,"Harries, Guy",relazione,compositore
71729,Type it,"Asher, Meira",relazione,compositore
71730,Lineboy,"Harries, Guy",relazione,"compositore,librettista"
71731,No Crossin',"Asher, Meira",relazione,compositore
71731,No Crossin',"Harries, Guy",relazione,compositore
71732,Architecture,"Harries, Guy",relazione,"compositore,librettista"
71733,BadToys,"Asher, Meira",relazione,compositore
71733,BadToys,"Harries, Guy",relazione,compositore
71734,Skateboys,"Harries, Guy",relazione,"compositore,librettista"
71735,Airplanes,"Asher, Meira",relazione,"compositore,librettista"
71736,"Flutter, fl,live","Harries, Guy",relazione,compositore
71737,Luanda,"Asher, Meira",relazione,"compositore,testo di"
71738,Chilsoldier list,"Asher, Meira",relazione,compositore
71738,Chilsoldier list,"Harries, Guy",relazione,librettista
71739,The Plague,"Harries, Guy",relazione,"compositore,librettista"
71740,Torture ABC,"Asher, Meira",relazione,"compositore,librettista"
71740,Torture ABC,"Harries, Guy",relazione,compositore
71741,Tots,"Asher, Meira",relazione,"compositore,librettista"
71741,Tots,"Harries, Guy",relazione,compositore
71742,Grafin Mariza,"Kálmán, Emmerich",relazione,compositore
71742,Grafin Mariza,"Grünwald, Alfred",relazione,librettista
71742,Grafin Mariza,"Brammer, Julius",relazione,librettista
71743,Rita ou Le mari battu,"Donizetti, Gaetano",relazione,compositore
71744,Lo speziale,"Haydn, Franz Joseph",relazione,compositore
71744,Lo speziale,"Goldoni, Carlo",relazione,librettista
71745,La damnation de Faust,"Berlioz, Hector",relazione,"compositore,librettista"
71745,La damnation de Faust,"Gandonnière, Almire",relazione,librettista
71745,La damnation de Faust,"Nerval, Gérard de",relazione,librettista
71745,La damnation de Faust,"Goetze, Walter W.",relazione,testo di
71746,Romeo e Giulietta,"Prokof'ev, Sergej",relazione,compositore
71747,L'histoire du soldat / La storia del soldato,"Stravinskij, Igor'",relazione,compositore
71747,L'histoire du soldat / La storia del soldato,"Ramuz, Charles-Ferdinand",relazione,librettista
71748,"Romanze, duetti, terzetti e quartetti delle più celebri opere del repertorio lirico",AA. VV.,relazione,compositore
71749,Il figliuol prodigo,"Malipiero, Gianfrancesco",relazione,"compositore,librettista"
71749,Il figliuol prodigo,"Castellano de' Castellani, Pierozzo",relazione,testo di
71750,Venere prigioniera,"Malipiero, Gianfrancesco",relazione,"compositore,librettista"
71750,Venere prigioniera,"Gonzalés, Emmanuel",relazione,testo di
71751,There Is Always Room For Love,"Coleman, Ornette",relazione,compositore
71752,"West Side Story.
[Versione cinematografica]","Bernstein, Leonard",relazione,compositore
71752,"West Side Story.
[Versione cinematografica]","Robbins, Jerôme",relazione,autore
71752,"West Side Story.
[Versione cinematografica]","Wise, Robert",relazione,autore
71753,La  sabbia del tempo,"Romitelli, Fausto",relazione,compositore
71754,Yokomono / Devolution,Staalplaat Soundsystem,relazione,musiche
71755,Heteroguits #1,"Menafra, Andrea",relazione,compositore
71756,Heterophonic # 4,"Verrando, Giovanni",relazione,compositore
71757,Machines / Perky (Pat),Staalplaat Soundsystem,relazione,musiche
71758,5 Frammenti da Heterodyne,"Viel, Massimiliano",relazione,compositore
71759,Machines / God promises eternal life. We can deliver it,"Nova, Riccardo",relazione,compositore
71759,Machines / God promises eternal life. We can deliver it,Staalplaat Soundsystem,relazione,tecnico del suono
71760,Tetralogia del sogno e del dolore,"Ruggeri, Gianluca",relazione,autore delle musiche
71760,Tetralogia del sogno e del dolore,Popol Vuh,relazione,autore delle musiche
71760,Tetralogia del sogno e del dolore,"Fricke, Florian",relazione,autore delle musiche
71761,Saltimbanchi si muore,"Jannacci, Enzo",relazione,compositore
71762,The Sound of Music / Tutti insieme appassionatamente,"Rodgers, Richard",relazione,compositore
71762,The Sound of Music / Tutti insieme appassionatamente,"Hammerstein II, Oscar",relazione,librettista
71762,The Sound of Music / Tutti insieme appassionatamente,"Lindsay, Howard",relazione,librettista
71762,The Sound of Music / Tutti insieme appassionatamente,"Crouse, Russel",relazione,librettista
