,opera_id,dcTitle_opera,autori
3368,72755,"L'officina della Resurrezione, br,2vl,vla,vlc,live","Panisello, Fabián: compositore, De Luca, Erri: librettista"
3369,72756,Noise for Syd,"Avital, Yuval: compositore"
3370,72757,Variations on a theme of Frank Bridge n. 10,"Britten, Benjamin: compositore"
3371,72758,Jazz Suite n. 2,"Šostakovič, Dmitrij: compositore"
3372,72759,"Concerto, vl,orch, op. Sz 36","Bartók, Béla: compositore"
3373,72760,Lo scoiattolo in gamba,"Rota, Nino: compositore, De Filippo, Eduardo: librettista"
3374,72761,Brundibár,"Krása, Hans: compositore, Hoffmeister, Adolf: librettista"
3375,72762,"Concerto grosso, 2ob,archi,bc, Do, HWV 318, Alexander's Feast","Händel, Georg Friedrich: compositore"
3376,72763,"Music for the Royal Fireworks, Re, HWV 351","Händel, Georg Friedrich: compositore"
3377,72764,Wassermusik,"Telemann, Georg Philipp: compositore"
3378,72765,"Sonata, vlc,pf n. 2, op. 58, Re","Mendelssohn-Bartholdy, Felix: compositore"
3379,72766,"Romance sans parole, vlc,pf","Fauré, Gabriel: compositore"
3380,72767,"Pampiana, vlc","Ginastera, Alberto Evaristo: compositore"
3381,72768,"Sonata, pf 4mani, K 357","Mozart, Wolfgang Amadeus: compositore"
3382,72769,"Trio, vl,vlc,pf, op. post. 148, Mib, D 897, Notturno","Schubert, Franz: compositore"
3383,72770,"Adagio e fuga, 2vl,vla,vlc,ctb, K 546, do min.","Mozart, Wolfgang Amadeus: compositore"
3384,72771,Lupus in fabula,"Sargenti, Raffaele: compositore, Avantaggiato, Andrea: librettista"
3385,72772,"Trois Nocturnes, pf, op. 9","Chopin, Fryderyk: compositore"
3386,72773,"Trois valses, pf, op. 64","Chopin, Fryderyk: compositore"
3387,72774,"Concerto, Mib, ""Dumbarton Oaks""","Stravinskij, Igor': compositore"
3388,72775,"O sacrum convivium!, coro","Messiaen, Olivier: compositore"
3389,72777,Melody,"Cage, John: compositore"
3390,72778,La guerra di Piero,"De André, Fabrizio: compositore"
3391,72779,"New York, New York","Kander, John: compositore, Ebb, Fred: librettista"
3392,72780,Le Carneval des animaux,"Saint-Saëns, Camille: compositore"
3393,72781,Credito Italiano Verdi,"Gentilini, Christian: compositore, Cafiso, Alessandro: compositore, Beddini, Eleonora: compositore, De Cia, Rocco: compositore, Foresi, Michele: compositore, Macaretti, Antonio: compositore, Mohammadi, Ammirabbas: compositore, Quarello, Elisa: compositore"
3394,72782,Il Trovatore ballabile,"Verdi, Giuseppe: autore delle musiche, AA. VV.: compositore"
3395,72783,Spring awakening,"Wedekind, Frank: testo di, Sater, Steven: librettista, Sheik, Duncan: compositore"
3396,72784,Cantando sotto la pioggia,"Brown, Nacio Herb: compositore, Freed, Arthur: compositore"
3397,72785,Arcadiana,"Adès, Thomas: compositore"
3398,72786,4° Quartetto d'archi Ritratto di Gesualdo,"Pintscher, Matthias: compositore"
3399,72787,"Quartetto, archi n. 9, op. 117, Mib","Šostakovič, Dmitrij: compositore"
3400,72788,"Concerto, pf,orch n. 23, La, K 488","Mozart, Wolfgang Amadeus: compositore"
3401,72789,"Sinfonia, orch n. 33, Sib, K 319","Mozart, Wolfgang Amadeus: compositore"
3402,72790,Danze popolari rumene,"Bartók, Béla: compositore"
3403,72791,"Quatre Mazurkas, pf, op. 33","Chopin, Fryderyk: compositore"
3404,72792,Bergakungen,"Alfvén, Hugo: compositore"
3405,72794,27'10.554'',"Cage, John: compositore"
3406,72795,Empty words,"Cage, John: compositore"
3407,72796,"Silver Streetcar for the Orchestra, triang","Lucier, Alvin: compositore"
3408,72797,"Suite for Toy Piano, percuss","Cage, John: compositore"
3409,72798,One4,"Cage, John: compositore"
3410,72799,"A Room, pf prep, trascrizione per percuss,chit el","Cage, John: compositore"
3411,72800,And the earth shall bear again,"Cage, John: compositore"
3412,72801,"In a Landscape, pf, trascrizione per percuss,basso","Cage, John: compositore"
3413,72802,Grab it!,Jacob TV: compositore
3414,72803,An Unhappy set of Coincidences,"Polansky, Larry: compositore"
3415,72804,"Quartetto in re maggiore, 2vl,vla,vlc","Schönberg, Arnold: compositore"
3416,72805,"Trio, vl,vla,vlc, op. 45","Schönberg, Arnold: compositore"
3417,72806,"Dreizehn Kanons, coro femm, op. 113","Brahms, Johannes: compositore"
3418,72807,"Deutsches Volkslieder, sp,coro,pf, WoO 33","Brahms, Johannes: compositore"
3419,72808,Canoni,"Schönberg, Arnold: compositore"
3420,72809,"Drei Volksliedbearbeitungen, coro","Schönberg, Arnold: compositore"
3421,72810,"Drei kanonische Chöre, coro","Schönberg, Arnold: compositore"
3422,72811,"Drei Volkliedsätze, coro, op. 49","Schönberg, Arnold: compositore"
3423,72812,"Sechs Kleine Klavierstücke, pf, op. 19, trascrizione per fl,cl,pf,harm,2vl,vla,vlc,cb","Schönberg, Arnold: compositore"
3424,72813,String Quartet in Four Parts,"Cage, John: compositore"
3425,72814,Begleitungsmusik zu einer Lichtspielszene,"Schönberg, Arnold: compositore"
3426,72815,"Quartetto, archi n. 2, op. 20, Do","Haydn, Franz Joseph: compositore"
3427,72816,"Quartetto, archi n.10 op. 125, Mib, D 87","Schubert, Franz: compositore"
3428,72817,"Sette Quartetti su Le 7 ultime parole del nostro Redentore in croce, op. 51","Haydn, Franz Joseph: compositore"
3429,72819,Crepacuore,"Redeghieri, Mara: compositore"
3430,72820,Three Places in New England,"Ives, Charles: compositore"
3431,72821,Suite di danze,"Bartók, Béla: compositore"
3432,72822,Dance Symphony,"Copland, Aaron: compositore"
3433,72823,"Short ride in a fast machine, orch","Adams, John: compositore"
3434,72824,"Quartetto, archi n. 3, op. 30, Mib min.","Čajkovskij, Pëtr Il'ič: compositore"
3435,72825,"Notturno, archi, Sol","Haydn, Michael: compositore"
3436,72826,Andante cantabile,"Čajkovskij, Pëtr Il'ič: compositore"
3437,72827,Apollon Musagète,"Stravinskij, Igor': compositore"
3438,72828,"Sonata, pf, Do min., D 958","Schubert, Franz: compositore"
3439,72829,"Due Scherzi, D 953","Schubert, Franz: compositore"
3440,72830,"Ouverture, orch, Do, D 591, Im italienischen Stil","Schubert, Franz: compositore"
3441,72831,Année de pèlerinage. I. Suisse,"Liszt, Franz: compositore"
3442,72832,Cercasi Cenerentola,"Cenci, Stefano: compositore, Marconi, Saverio: librettista, D'Orazio, Stefano: compositore, D'Orazio, Stefano: librettista"
3443,72833,Music for paper bags,"Pivak, L.: compositore"
3444,72834,Tubi n. 2,"Ramadori, Leonardo: compositore"
3445,72835,Cucchiai,"Saveri, Gianluca: compositore"
3446,72837,Psyco,"Hermann, Bernard: compositore"
3447,72838,Tabular Bells,"Oldfield, Mike: compositore"
3448,72839,"La vita è bella.
[Colonna sonora]","Piovani, Nicola: compositore"
3449,72840,La donna cannone,"De Gregori, Francesco: compositore"
3450,72841,Serenata rap,Jovanotti: compositore
3451,72842,"Milo, Maya e il giro del mondo","Capaccioli, Lisa: librettista, Franceschini, Matteo: compositore"
3452,72843,Il viaggio di Milo e Maya,"Capaccioli, Lisa: librettista, Franceschini, Matteo: compositore"
3453,72844,Celeste Aida,"Verdi, Giuseppe: autore delle musiche, Falasconi, Federica: autore, Marchegiano, Francesca: librettista"
3454,72845,Il vascello fantasma,"Wagner, Richard: autore delle musiche, Falasconi, Federica: autore, Premoli, Alessandra: librettista"
3455,72846,Voci vicine,"Cifariello Ciardi, Fabio: compositore"
3456,72847,"Golfi d'ombra, percuss","Romitelli, Fausto: compositore"
3457,72848,"Trash TV trance, chit el","Romitelli, Fausto: compositore"
3458,72849,"Embodying Surfaces, percuss,chit el","Manfrin, Luigi: compositore"
3459,72850,"La nostra rabbia intatta, chit el,percuss","Montalbetti, Mauro: compositore"
3460,72851,"Hortus Conclusus Primus, chit el,percuss","Rusconi, Roberto David: compositore"
3461,72852,"Primes seventeen, percuss,chit el","Nova, Riccardo: compositore"
3462,72853,Il sogno di una cosa,"Baliani, Marco: librettista, Montalbetti, Mauro: compositore"
3463,72854,"Dogma 6, 6strum","Del Corno, Filippo: compositore"
3464,72855,"Her Dancing Eyes, ens","Montalbetti, Mauro: compositore"
3465,72856,"Due domeniche alla periferia dell'impero, 4strum","Romitelli, Fausto: compositore"
3466,72857,Bad Blood,"Boccadoro, Carlo: compositore"
3467,72858,"Langsamer Satz, 2vl,vla,vlc","Webern, Anton: compositore"
3468,72859,Adagio,"Schubert, Franz: compositore"
3469,72860,"Capriccio, 2vl,vla,vlc n. 9","Dvorák, Antonín: compositore"
3470,72861,"Polka, 2vl,vla,vlc","Šostakovič, Dmitrij: compositore"
3471,72862,"Quintetto, 2vl,2vla,vlc n. 3, op. 97, Mi","Dvorák, Antonín: compositore"
3472,72863,"Sonata, pf n. 2, op. 40, Si min.","Clementi, Muzio: compositore"
3473,72864,"La Valse, orch, riduzione per pf","Ravel, Maurice: compositore"
3474,72865,"Quartetto, archi, Re min., D 810, trascrizione per orch archi, Der Tod und das Mädchen","Schubert, Franz: compositore"
3475,72866,"Serenata, archi, op. 48, Do","Čajkovskij, Pëtr Il'ič: compositore"
3476,72867,Elektra,"Strauss, Richard: compositore"
3477,72868,"Billy Elliot, il Musical","John, Elton: compositore, Hall, Lee: librettista, Daldry, Stephen: testo di"
3478,72869,"Cinque canti senza parole, vl,pf, op. 35 bis","Prokof'ev, Sergej: compositore"
3479,72870,Il Libro della scienza della Musica,"Cantemir, Dimitrie: compositore"
3480,72871,"Concerto, pf,orch n. 2, op. 40, Re min.","Mendelssohn-Bartholdy, Felix: compositore"
3481,72872,Rapunzel,"Grimm, Jacob: testo di, Grimm, Wilhelm: testo di, Magnabosco, Davide: compositore, Procacci, Alex: compositore, Barillari, Paolo: compositore"
3482,72873,Ouverture di Alice,"Morelli, Walter: compositore"
3483,72874,"Fantasie a quattro: n. 10, Mi min.","Purcell, Henry: compositore"
3484,72875,"Fantasie a quattro: n. 6, Fa","Beethoven, Ludwig van: compositore"
3485,72876,"Fantasie a quattro: n. 7, Do min.","Purcell, Henry: compositore"
3486,72877,"Due Valzer, op. 54, B 105","Dvorák, Antonín: compositore"
3487,72878,"Divertimento, archi n. 1, op. 20, riduzione per 2vl,vla,vlc","Weiner, Leo: compositore"
3488,72879,"Quartetto, archi, op. 42, Re min.","Haydn, Franz Joseph: compositore"
3489,72880,"Quintetto, cl,2vl,vla,vlc, op. 115, Si min.","Brahms, Johannes: compositore"
3490,72881,"Quartetto n. 3, H 183","Martinu, Bohuslav: compositore"
3491,72882,"Quintetto, op. 57, Sol min.","Šostakovič, Dmitrij: compositore"
3492,72883,"Divertimento, archi, K 563, Gran Trio","Mozart, Wolfgang Amadeus: compositore"
3493,72884,"Quartetto, archi n. 5, op. 20, Fa min.","Haydn, Franz Joseph: compositore"
3494,72885,Giordano Bruno,"Filidei, Francesco: compositore, Busellato, Stefano: librettista"
3495,72886,"Sonata Humana, cl basso,pf","Bermel, Derek: compositore"
3496,72887,"Seraf'im, sp,vl,cl,vlc,pf","Olivero, Betty: compositore"
3497,72888,"In forma di canzone d'amore, ens,live","Agostini, Andrea: compositore"
3498,72889,Canti di lavoro,AA. VV.: autore
3499,72890,Lo stridere luttuoso degli acciai,"Guarnieri, Adriano: compositore, Luzzi, Giorgio: librettista"
3500,72891,"Ko-Lho, fl,cl","Scelsi, Giacinto: compositore"
3501,72892,"Uversa, cor di bassetto,live","Stockhausen, Karlheinz: compositore"
3502,72893,"Breathe, ott","Fineberg, Joshua: compositore"
3503,72894,"Dialogue de l'ombre double, cl,nastro magn","Boulez, Pierre: compositore"
3504,72895,"A Pierre. Dell'azzurro silenzio, inquietum","Nono, Luigi: compositore"
3505,72896,L'eco di uno sparo,"Zamboni, Massimo: compositore"
3506,72897,T... come Turandot,"Puccini, Giacomo: autore delle musiche, Falasconi, Federica: autore"
3507,72898,The Sacred Mind of Johnny Dolphin,AA. VV.: compositore
3508,72899,The Country that gave the freedom symbol to America,AA. VV.: autore
3509,72900,Wagner Cirkus,"Wagner, Richard: autore delle musiche"
3510,72901,Mimì è una civetta,"Puccini, Giacomo: autore delle musiche, Illica, Luigi: testo di, Giacosa, Giuseppe: testo di, Mazzavillani Muti, Cristina: autore, Cosentino, Alessandro: compositore"
3511,72902,Nessun dorma! Briciole di Turandot,"Puccini, Giacomo: autore delle musiche, Falasconi, Federica: autore"
3512,72903,"Quartetto n. 1, op. 49, Do","Šostakovič, Dmitrij: compositore"
3513,72904,"Notturno, 2vl,vla,vlc,cb,pf","Serra, Luciano Maria: compositore"
3514,72905,"Laudate pueri, sp,ct,tn,bs,sp,ct,tn,bs","Palestrina, Giovanni Pierluigi da: compositore"
3515,72906,"Virgo prudentissima, sp,sp,ct,ct,tn,tn,bs","Palestrina, Giovanni Pierluigi da: compositore"
3516,72907,"Messa a quattro voci da cappella, sp,ms,ct,tn,bc","Monteverdi, Claudio: compositore"
3517,72908,"Miserere mei Deus, 9voci","Allegri, Gregorio: compositore"
3518,72909,"Recordare, Domine, 6v","Muhly, Nico: compositore"
3519,72910,"Crucifixus, 8voci","Lotti, Antonio: compositore"
3520,72911,"Crucifixus, ct,tn,tn,bs,bc","Monteverdi, Claudio: compositore"
3521,72912,"Adoramus te, Christe","Monteverdi, Claudio: compositore"
3522,72913,"Domine, ne in furore tuo, sp,sp,ct,tn,tn,bs,bc","Monteverdi, Claudio: compositore"
3523,72914,"Cantate Domino, sp,sp,ct,tn,tn,bs,bc","Monteverdi, Claudio: compositore"
3524,72915,"O nata lux, sp,ct,tn,tn,bs","Tallis, Thomas: compositore"
3525,72916,"Sonata, vl,pf n. 1, op. 78, Sol, Regensonate","Brahms, Johannes: compositore"
3526,72917,"Sinfonia, orch n. 15, op. 141, La","Šostakovič, Dmitrij: compositore"
3527,72918,"Sinfonia, orch n. 12, op. 112, Re min., L'anno 1917","Šostakovič, Dmitrij: compositore"
3528,72919,"Le ultime sette parole di Cristo sulla croce, orch, Hob:XX.1","Haydn, Franz Joseph: compositore"
3529,72920,"Fünf Sätze, trascr. orch archi, op. 5","Webern, Anton: compositore, Webern, Anton: autore della trascrizione / riduzione"
3530,72921,"Langsamer Satz, trascr. orch archi","Webern, Anton: compositore, Schwarz, Gerard: autore della trascrizione / riduzione"
3531,72922,"Dodici variazioni sul tema infantile ""Ah, vous dirais-je, Maman"", pf, op. K 265","Mozart, Wolfgang Amadeus: compositore"
3532,72924,Cantigas de Santa Maria,"Alfonso X ""el Sabio"": compositore"
3533,72928,Sister act. Il musical,"Menken, Alan: compositore, Slater, Glenn: librettista, Steinkellner, Cheri: librettista, Steinkellner, Bill: librettista, Carter Beane, Douglas: librettista"
3534,72929,La febbre del sabato sera,"Cohn, Nick: compositore, Stigwood, Robert: librettista, Oaks, Bill: librettista, Abbinati, David: librettista, Cercone, Sean: librettista"
3535,72930,Brimborium! ossia L'armadio dei ricordi,"Montalbetti, Mauro: compositore, Peri, Francesco: librettista"
3536,72931,"Tubi, fischio,voci","Ramadori, Leonardo: compositore"
3537,72933,"Geographical Fugue, coro","Bloch, Ernest: compositore"
3538,72934,Clapping Music,"Reich, Steve: compositore"
3539,72935,Body Chacha,"Maestrucci, Gianni: compositore"
3540,72936,Il corpo sonoro n. 12,"Ramadori, Leonardo: compositore"
3541,72937,Carporel,"Globokar, Vinko: compositore"
3542,72938,Briciole di Barbiere,"Rossini, Gioachino: autore delle musiche, Falasconi, Federica: autore"
3543,72939,Il Barbiere di vaniglia!,"Rossini, Gioachino: autore delle musiche, Falasconi, Federica: autore"
3544,72940,L'arte e la maniera di affrontare il proprio capo per chiedergli un aumento,"Montalti, Vittorio: compositore, Compagno, Giuliano: librettista, Perec, Georges: testo di"
3545,72941,"Polaris, percuss","Pagliei, Lorenzo: compositore"
3546,72942,"Déserts, fiati,percuss,pf,nastro mag","Varèse, Edgard: compositore"
3547,72943,"REKA v.2 - ""Reka Re""","Avital, Yuval: compositore"
3548,72944,Saba,"Farhang, Alireza: compositore"
3549,72945,As Far As Possible,"Keyhani, Karen: compositore"
3550,72946,Kamanche Concerto,"Khayami, Mehdi: compositore"
3551,72948,10 Etudes. First Book,"Glass, Philip: compositore"
3552,72949,"Excercises d'improvisation, pf,nastro magn","Ferrari, Luc: compositore"
3553,72950,"Trois petites pièces montées, pf4 mani","Satie, Erik: compositore"
3554,72951,Aperçus désagréables,"Satie, Erik: compositore"
3555,72952,"L'embarquement pour Cythère, 2pf","Poulenc, Francis: compositore"
3556,72953,"Winnsboro Cotton Mill Blues, 2pf","Rzewski, Frederick: compositore"
3557,72954,"Fantasia per 3 pianoforti, 3pf","Montalbetti, Mauro: compositore"
3558,72955,Passage through the world,"Namjoo, Mohsen: compositore"
3559,72956,"In a Landscape, pf, trascrizione per ens","Cage, John: compositore"
3560,72958,"Density 2.0, fl,ens","Rivolta, Renato: compositore"
3561,72959,Musica Leggera Marziana #6,"Leddi, Tommaso: compositore"
3562,72960,Musica Leggera Marziana #31,"Leddi, Tommaso: compositore"
3563,72961,Studio #2,"Nancarrow, Conlon: compositore"
3564,72962,"Discarica, ens","Zago, Francesco: compositore"
3565,72963,"De(Ionisation), ens","Zago, Francesco: compositore"
3566,72964,"Cives Nitai, ens","Rivolta, Renato: compositore"
3567,72966,"Voyelles, sp,orch da camera","Rimbaud, Arthur: librettista, Festa, Fabrizio: compositore"
3568,72967,"La sera fiesolana, sp,orch da camera","D'Annunzio, Gabriele: librettista, Festa, Fabrizio: compositore"
3569,72968,Alla bandiera rossa,"Pasolini, Pier Paolo: librettista, Festa, Fabrizio: compositore"
3570,72969,"La vita, sp,pf","Festa, Fabrizio: compositore, Penna, Sandro: librettista"
3571,72970,"Sinfonia, orch n. 32, Sol, K 318","Mozart, Wolfgang Amadeus: compositore"
3572,72971,"Visions fugitives, pf, op. 22","Prokof'ev, Sergej: compositore"
3573,72972,"Quintetto, 2vl,vla,vlc,chit, n. 6, op. 30, Do, G 324 ""La musica notturna delle strade di Madrid""","Boccherini, Luigi: compositore"
3574,72973,"Fra Holbergs tid (Aus Holbergs Zeit) / Dai tempi di Holberg, orch archi, op. 40","Grieg, Edvard: compositore"
3575,72974,"Delirio amoroso, sp,orch,bc, op. HWV 99","Händel, Georg Friedrich: compositore"
3576,72975,"Blossomig, 2vl,vla,vlc","Hosokawa, Toshio: compositore"
3577,72976,"Di tumulti e d'ombre, 2vl,vla,vlc","Colasanti, Silvia: compositore"
3578,72977,"Das Märchen von der schönen Melusine, orch, op. 32","Mendelssohn-Bartholdy, Felix: compositore"
3579,72978,"Papillons, pf, op. 2","Schumann, Robert: compositore"
3580,72979,"Danze popolari rumene, orch archi, Sz 68","Bartók, Béla: compositore"
3581,72980,"Sinfonia, Re, Hob.I 96, Il miracolo","Haydn, Franz Joseph: compositore"
3582,72981,"Sur le même accord, vl,orch, riduzione per vlc","Dutilleux, Henry: compositore"
3583,72982,Mamma mia!,"Andersson, Benny: compositore, Anderson, Stig ""Stikkan"" Erik Leopold: compositore, Ulvaeus, Björn: compositore"
3584,72983,La regina di ghiaccio,"Colombi, Maurizio: librettista, Magnabosco, Davide: compositore, Procacci, Alex: compositore, Barillari, Paolo: compositore, Nannini, Giulio: librettista"
3585,72984,Jersey Boys. Il Musical,"Brickman, Marshall: librettista, Elice, Rick: librettista, Gaudio, Bob: compositore, Crewe, Bob: librettista"
3586,72985,"Sonata, pf, Re, K 311","Mozart, Wolfgang Amadeus: compositore"
3587,72986,Gigì - Innamorarsi a Parigi,"Lerner, Alan Jay: librettista, Loewe, Frederick: compositore"
3588,72987,Musica ribelle,"Finardi, Eugenio: compositore, Niccolini, Francesco: librettista, Contorno, Pietro: testi secondari di"
3589,72988,Il mondo delle percussioni,"Sollima, Giovanni: autore delle musiche, Ramadori, Leonardo: autore delle musiche, Peck, Russel: autore delle musiche, Gomez, Alice: autore delle musiche"
3590,72989,Carmen. Rose rosse per te,"Bizet, Georges: autore delle musiche, Falasconi, Federica: autore"
3591,72990,"Quartetto, archi n. 3, op. 19","Zemlinsky, Alexander von: compositore"
3592,72991,"Divertimento, ob,cl,fag n. 1, K 439b","Mozart, Wolfgang Amadeus: compositore"
3593,72992,"Variazioni sul tema ""Là ci darem la mano"" di Mozart, pf,ob,cl,fg,cor, Wo0 28","Beethoven, Ludwig van: compositore"
3594,72993,"Giardino religioso, orch","Maderna, Bruno: compositore"
3595,72994,The Little Sweep / Il piccolo spazzacamino,"Crozier, Eric: librettista, Britten, Benjamin: compositore"
3596,72995,"Haye: le parole, la notte","Montalbetti, Mauro: compositore, Leogrande, Alessandro: librettista"
3597,72996,La Steinquerque,"Couperin, Francois: compositore"
3598,72997,Le Parnasse ou l'Apothéose de Corelli,"Couperin, Francois: compositore"
3599,72998,Les Nations,"Couperin, Francois: compositore"
3600,72999,"Concert instrumentale sous le titre d'Apothéose composé à la mémoire immortelle de l'incomparable Mr de Lully, Apothéose de Lully","Couperin, Francois: compositore"
3601,73000,"Quartetto, archi n. 2, op. 56","Szymanowski, Karol: compositore"
3602,73001,"Wooden, percuss","Borzelli, Silvia: compositore"
3603,73002,"One Man Band, percuss","Svensson, Johan: compositore"
3604,73003,"Mari, percuss","Donatoni, Franco: compositore"
3605,73004,a (grammatica del delirio),"Nova, Riccardo: compositore"
3606,73005,"Sonata, pf n. 7, op. 64","Skrjabin, Aleksandr: compositore"
3607,73006,"Cinque Pezzi per orchestra, orch, op. 16, riduzione per orch da camera","Schönberg, Arnold: compositore"
3608,73007,"...Im Himmelreich, 9strum","Clementi, Aldo: compositore"
3609,73008,"Konzert, 9strum, op. 24","Webern, Anton: compositore"
3610,73009,"For Grilly, 7strum","Donatoni, Franco: compositore"
3611,73010,"En blanc et noir, 2pf","Debussy, Claude: compositore"
3612,73011,"Prometeo ""Il poema del fuoco"", riduzione per 2pf","Skrjabin, Aleksandr: compositore"
3613,73012,Rituals of a Sufi Order: Estratti,"Hartmann, Thomas: compositore, Gurdjeff, Georges: librettista"
3614,73013,33 Variazioni sulle Variazioni su un valzer di Anton Diabelli,"Beethoven, Ludwig van: autore delle musiche, AA. VV.: compositore"
3615,73014,Symphony Device,"Giomi, Francesco: compositore, Canavese, Francesco: compositore, Casciaro, Francesco: compositore, Meacci, Damiano: compositore"
3616,73015,Iconic-Sonic Postcards Triptych n.1,"Avital, Yuval: compositore"
3617,73016,Silent,"Marangoni, Gabriele: compositore"
3618,73017,"Partita a pugni, tn,br,coro,orch","Conosciani, Luciano: librettista, Tosatti, Vieri: compositore"
3619,73018,I sette peccati,"Veretti, Antonio: compositore"
3620,73019,Allez-Hop,"Berio, Luciano: compositore"
3621,73020,24 Preludi per violoncello,"Vajnberg, Mojsei: compositore"
3622,73021,Lontano da qui,"Fazi, Riccardo: librettista, Perocco, Filippo: compositore"
3623,73022,"Until it blazes, chit el","Beglarian, Eve: compositore"
3624,73023,"Two, chit","Pratt, Ryan: compositore"
3625,73024,"Three Electric Creatures, chit el","Agostini, Andrea: compositore"
3626,73025,"Slow Earth, chit","Norton, Nick: compositore"
3627,73026,Notturni,"Roccato, Daniele: compositore"
3628,73027,Rebel Songs,"Guidi, Giovanni: compositore"
3629,73028,"Divertimento, fl, Re","Paisiello, Giovanni: compositore"
3630,73029,"Sonata a quattro, 2vl,vlc,cb n. 1, Sol","Rossini, Gioachino: compositore"
3631,73030,"Trio, vl,cl,pf","Berg, Alban: compositore"
3632,73031,"Sonata, vla,pf n. 1, op. 120, Fa min.","Brahms, Johannes: compositore"
3633,73032,"Sonata a quattro, 2vl,vlc,cb n. 3, Do","Rossini, Gioachino: compositore"
3634,73033,"Sonata a quattro, 2vl,vlc,cb n. 6, Re ""La tempesta""","Rossini, Gioachino: compositore"
3635,73034,"Quartetto, archi n. 1, op. 51, Do min.","Brahms, Johannes: compositore"
3636,73035,"Quartetto, archi n. 2, op. 44, Mi min.","Mendelssohn-Bartholdy, Felix: compositore"
3637,73036,"Concerti grossi con duoi Violini e Violoncello di Concertino obligati, ... op. 6, n. 1","Corelli, Arcangelo: compositore"
3638,73037,"Concerti grossi con duoi Violini e Violoncello di Concertino obligati, ... op. 6, n. 2","Corelli, Arcangelo: compositore"
3639,73038,"Concerti grossi con duoi Violini e Violoncello di Concertino obligati, ... op. 6, n. 5","Corelli, Arcangelo: compositore"
3640,73039,"Concerti grossi con duoi Violini e Violoncello di Concertino obligati, ... op. 6, n. 4","Corelli, Arcangelo: compositore"
3641,73040,"Concerti grossi con duoi Violini e Violoncello di Concertino obligati, ... op. 6, n. 7","Corelli, Arcangelo: compositore"
3642,73041,"Concerti grossi con duoi Violini e Violoncello di Concertino obligati, ... op. 6, n. 8","Corelli, Arcangelo: compositore"
3643,73042,"Concerti grossi con duoi Violini e Violoncello di Concertino obligati, ... op. 6, n. 11","Corelli, Arcangelo: compositore"
3644,73043,"Quartetto, archi n. 3, op. 18, Re","Beethoven, Ludwig van: compositore"
3645,73044,"Quartetto, archi n. 3, op. 59, Do Rasumovsky","Beethoven, Ludwig van: compositore"
3646,73045,"Quartetto, archi n. 5, op. 18, La","Beethoven, Ludwig van: compositore"
3647,73046,"Quartetto, archi n. 2, op. 18, Sol","Beethoven, Ludwig van: compositore"
3648,73047,"Quartetto, archi n. 1, op. 59, Fa Rasumovsky","Beethoven, Ludwig van: compositore"
3649,73048,"Quartetto, archi n. 1, op. 18, Fa","Beethoven, Ludwig van: compositore"
3650,73049,"Quartetto, archi n. 6, op. 18, Sib","Beethoven, Ludwig van: compositore"
3651,73050,"Quartetto, archi n. 4, op. 18, Do min.","Beethoven, Ludwig van: compositore"
3652,73051,"Quartetto, archi n. 2, op. 59, Mi min. Rasumovsky","Beethoven, Ludwig van: compositore"
3653,73052,"Divertimento, archi n. 2, op. 20, Do, Hob.III 32","Haydn, Franz Joseph: compositore"
3654,73053,"Quartetto, archi n. 3, op. 76, Do, Hob.III 77, Kaiserquartette","Haydn, Franz Joseph: compositore"
3655,73054,"Quartetto, archi n. 2, op. 51, La min.","Brahms, Johannes: compositore"
3656,73055,"Quartetto, archi n. 3, op. 41, La","Schumann, Robert: compositore"
3657,73056,"Quartetto, archi n. 2, op. 41, Fa","Schumann, Robert: compositore"
3658,73057,"Quartetto, archi n. 1, op. 41, La min.","Schumann, Robert: compositore"
3659,73058,"Quartetto, archi n. 4","Malipiero, Gianfrancesco: compositore"
3660,73059,"Cantari alla madrigalesca, archi n. 3","Malipiero, Gianfrancesco: compositore"
3661,73060,"Quartetto, archi n. 2, op. 76, Re min., Hob.III 76, Quintenquartette","Haydn, Franz Joseph: compositore"
3662,73061,"Quartetto, archi n. 1, op. 76, Sol, Hob.III 75","Haydn, Franz Joseph: compositore"
3663,73062,"Trio, pf,vl,vlc n. 1, op. 70, Re, Degli spettri","Beethoven, Ludwig van: compositore"
3664,73063,"L'Arca di Noè, archi n. 6","Malipiero, Gianfrancesco: compositore"
3665,73064,"Sonata, cl (o vla),pf n. 2, op. 120, Mib","Brahms, Johannes: compositore"
3666,73065,"Construction I, 6percuss","Cage, John: compositore"
3667,73066,"Suite, vlc n. 6, Re, BWV 1012, trascrizione per chit","Bach, Johann Sebastian: compositore"
3668,73067,"Suite [inglese], cemb n. 2, La min., BWV 807","Bach, Johann Sebastian: compositore"
3669,73068,"Sonata, vl,pf n. 2, Quasi una sonata","Schnittke, Alfred: compositore"
3670,73069,"Studio, chit n. 10","Villa-Lobos, Heitor: compositore"
3671,73070,"Studio, chit n. 8","Villa-Lobos, Heitor: compositore"
3672,73071,"Studio, chit n. 1","Villa-Lobos, Heitor: compositore"
3673,73072,"Studio, chit n. 9","Villa-Lobos, Heitor: compositore"
3674,73073,"Studio, chit n. 2","Villa-Lobos, Heitor: compositore"
3675,73074,"Gymnopédie, pf n. 1, trascrizione per orch","Satie, Erik: compositore"
3676,73075,"Sonata, vlc,pf n. 1, op. 102, Do","Beethoven, Ludwig van: compositore"
