id,fullpath,compositions_id,dcTitle,composizione_entity_identifiers,composizione_uri,durata,from,to,datetext,source_id,autore_testo,autore_musica,autore_compositore,autore_opera_letteraria,autore_testi_secondari,adattamento_musicale,autore_musica_clean,autore_testo_clean,autore_opera_letteraria.1,literary_author_name,literary_author_id,wikidata_entity_id,operaLabel,character_wikidata_id,character_name,voice_type,character_gender,Anno
teatro_regio_40021,"/Composizioni (52556)/Capuleti e i Montecchi, I (40021)",40021,I Capuleti e i Montecchi,Q1071307,https://www.wikidata.org/wiki/Q1071307,,1830-01-01,1830-12-31,01-01-1830 - 31-12-1830,object_id_4,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,/Voci di autorità/Persone/William Shakespeare (3956),,,Vincenzo Bellini,Felice Romani,William Shakespeare,William Shakespeare,3956,Q1071307,I Capuleti e i Montecchi,Q55032741,Giulietta,soprano,femmina,1830
teatro_regio_40022,/Composizioni (52556)/Norma (40022),40022,Norma,Q320353,https://www.wikidata.org/wiki/Q320353,,1831-09-01,1831-11-30,01-09-1831 - 30-11-1831,object_id_5,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,/Voci di autorità/Persone/Alexandre Soumet (19123),,,Vincenzo Bellini,Felice Romani,Alexandre Soumet,Alexandre Soumet,19123,Q320353,Norma,Q55000279,Pollione,tenore,maschio,1831
teatro_regio_40022,/Composizioni (52556)/Norma (40022),40022,Norma,Q320353,https://www.wikidata.org/wiki/Q320353,,1831-09-01,1831-11-30,01-09-1831 - 30-11-1831,object_id_5,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,/Voci di autorità/Persone/Alexandre Soumet (19123),,,Vincenzo Bellini,Felice Romani,Alexandre Soumet,Alexandre Soumet,19123,Q320353,Norma,Q55000279,Pollione,tenore lirico,maschio,1831
teatro_regio_40022,/Composizioni (52556)/Norma (40022),40022,Norma,Q320353,https://www.wikidata.org/wiki/Q320353,,1831-09-01,1831-11-30,01-09-1831 - 30-11-1831,object_id_5,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,/Voci di autorità/Persone/Alexandre Soumet (19123),,,Vincenzo Bellini,Felice Romani,Alexandre Soumet,Alexandre Soumet,19123,Q320353,Norma,Q55000284,Oroveso,basso,maschio,1831
teatro_regio_40022,/Composizioni (52556)/Norma (40022),40022,Norma,Q320353,https://www.wikidata.org/wiki/Q320353,,1831-09-01,1831-11-30,01-09-1831 - 30-11-1831,object_id_5,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,/Voci di autorità/Persone/Alexandre Soumet (19123),,,Vincenzo Bellini,Felice Romani,Alexandre Soumet,Alexandre Soumet,19123,Q320353,Norma,Q55000289,Adalgisa,soprano,femmina,1831
teatro_regio_40022,/Composizioni (52556)/Norma (40022),40022,Norma,Q320353,https://www.wikidata.org/wiki/Q320353,,1831-09-01,1831-11-30,01-09-1831 - 30-11-1831,object_id_5,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,/Voci di autorità/Persone/Alexandre Soumet (19123),,,Vincenzo Bellini,Felice Romani,Alexandre Soumet,Alexandre Soumet,19123,Q320353,Norma,Q55000289,Adalgisa,mezzosoprano,femmina,1831
teatro_regio_40022,/Composizioni (52556)/Norma (40022),40022,Norma,Q320353,https://www.wikidata.org/wiki/Q320353,,1831-09-01,1831-11-30,01-09-1831 - 30-11-1831,object_id_5,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,/Voci di autorità/Persone/Alexandre Soumet (19123),,,Vincenzo Bellini,Felice Romani,Alexandre Soumet,Alexandre Soumet,19123,Q320353,Norma,Q55000293,Clotilde,soprano,femmina,1831
teatro_regio_40022,/Composizioni (52556)/Norma (40022),40022,Norma,Q320353,https://www.wikidata.org/wiki/Q320353,,1831-09-01,1831-11-30,01-09-1831 - 30-11-1831,object_id_5,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,/Voci di autorità/Persone/Alexandre Soumet (19123),,,Vincenzo Bellini,Felice Romani,Alexandre Soumet,Alexandre Soumet,19123,Q320353,Norma,Q55000295,Flavio,tenore,maschio,1831
teatro_regio_40022,/Composizioni (52556)/Norma (40022),40022,Norma,Q320353,https://www.wikidata.org/wiki/Q320353,,1831-09-01,1831-11-30,01-09-1831 - 30-11-1831,object_id_5,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,/Voci di autorità/Persone/Alexandre Soumet (19123),,,Vincenzo Bellini,Felice Romani,Alexandre Soumet,Alexandre Soumet,19123,Q320353,Norma,Q55000295,Flavio,tenore lirico,maschio,1831
teatro_regio_40022,/Composizioni (52556)/Norma (40022),40022,Norma,Q320353,https://www.wikidata.org/wiki/Q320353,,1831-09-01,1831-11-30,01-09-1831 - 30-11-1831,object_id_5,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,/Voci di autorità/Persone/Alexandre Soumet (19123),,,Vincenzo Bellini,Felice Romani,Alexandre Soumet,Alexandre Soumet,19123,Q320353,Norma,Q55000297,"Due fanciulli, figli di Norma e Pollione",,,1831
teatro_regio_40022,/Composizioni (52556)/Norma (40022),40022,Norma,Q320353,https://www.wikidata.org/wiki/Q320353,,1831-09-01,1831-11-30,01-09-1831 - 30-11-1831,object_id_5,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,/Voci di autorità/Persone/Alexandre Soumet (19123),,,Vincenzo Bellini,Felice Romani,Alexandre Soumet,Alexandre Soumet,19123,Q320353,Norma,Q55068861,Norma,baritono,,1831
teatro_regio_40023,"/Composizioni (52556)/Pirata, Il (40023)",40023,Il pirata,Q467292,https://www.wikidata.org/wiki/Q467292,,1827-01-01,1827-12-31,01-01-1827 - 31-12-1827,object_id_6,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,,,,Vincenzo Bellini,Felice Romani,,,,Q467292,Il pirata,Q63676345,Q63676345,,,1827
teatro_regio_40023,"/Composizioni (52556)/Pirata, Il (40023)",40023,Il pirata,Q467292,https://www.wikidata.org/wiki/Q467292,,1827-01-01,1827-12-31,01-01-1827 - 31-12-1827,object_id_6,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,,,,Vincenzo Bellini,Felice Romani,,,,Q467292,Il pirata,Q55031385,Imogene,tenore,maschio,1827
teatro_regio_40023,"/Composizioni (52556)/Pirata, Il (40023)",40023,Il pirata,Q467292,https://www.wikidata.org/wiki/Q467292,,1827-01-01,1827-12-31,01-01-1827 - 31-12-1827,object_id_6,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,,,,Vincenzo Bellini,Felice Romani,,,,Q467292,Il pirata,Q55031385,Imogene,soprano,maschio,1827
teatro_regio_40023,"/Composizioni (52556)/Pirata, Il (40023)",40023,Il pirata,Q467292,https://www.wikidata.org/wiki/Q467292,,1827-01-01,1827-12-31,01-01-1827 - 31-12-1827,object_id_6,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,,,,Vincenzo Bellini,Felice Romani,,,,Q467292,Il pirata,Q55031387,Adele,soprano,femmina,1827
teatro_regio_40023,"/Composizioni (52556)/Pirata, Il (40023)",40023,Il pirata,Q467292,https://www.wikidata.org/wiki/Q467292,,1827-01-01,1827-12-31,01-01-1827 - 31-12-1827,object_id_6,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,,,,Vincenzo Bellini,Felice Romani,,,,Q467292,Il pirata,Q55031390,A little boy,,,1827
teatro_regio_40023,"/Composizioni (52556)/Pirata, Il (40023)",40023,Il pirata,Q467292,https://www.wikidata.org/wiki/Q467292,,1827-01-01,1827-12-31,01-01-1827 - 31-12-1827,object_id_6,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,,,,Vincenzo Bellini,Felice Romani,,,,Q467292,Il pirata,Q63532820,Goffredo,soprano drammatico,,1827
teatro_regio_40023,"/Composizioni (52556)/Pirata, Il (40023)",40023,Il pirata,Q467292,https://www.wikidata.org/wiki/Q467292,,1827-01-01,1827-12-31,01-01-1827 - 31-12-1827,object_id_6,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,,,,Vincenzo Bellini,Felice Romani,,,,Q467292,Il pirata,Q63532825,Ernesto,baritono,maschio,1827
teatro_regio_40023,"/Composizioni (52556)/Pirata, Il (40023)",40023,Il pirata,Q467292,https://www.wikidata.org/wiki/Q467292,,1827-01-01,1827-12-31,01-01-1827 - 31-12-1827,object_id_6,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,,,,Vincenzo Bellini,Felice Romani,,,,Q467292,Il pirata,Q63532829,Gualtiero,tenore,maschio,1827
teatro_regio_40023,"/Composizioni (52556)/Pirata, Il (40023)",40023,Il pirata,Q467292,https://www.wikidata.org/wiki/Q467292,,1827-01-01,1827-12-31,01-01-1827 - 31-12-1827,object_id_6,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,,,,Vincenzo Bellini,Felice Romani,,,,Q467292,Il pirata,Q63532832,Itulbo,tenore,maschio,1827
teatro_regio_40024,"/Composizioni (52556)/Puritani, I (40024)",40024,I puritani,Q470886,https://www.wikidata.org/wiki/Q470886,,1834-01-01,1835-12-31,01-01-1834 - 31-12-1835,object_id_7,/Voci di autorità/Persone/Carlo Pepoli (2602),/Voci di autorità/Persone/Vincenzo Bellini (2530),,"/Voci di autorità/Persone/Jacques-François Ancelot (7951),/Voci di autorità/Persone/Xavier Boniface Saintine (8051)",,,Vincenzo Bellini,Carlo Pepoli,Jacques-François Ancelot,"Jacques-François Ancelot, Xavier Boniface Saintine","7951, 8051",Q470886,I puritani,Q55030747,Elvira,soprano,femmina,1835
teatro_regio_40024,"/Composizioni (52556)/Puritani, I (40024)",40024,I puritani,Q470886,https://www.wikidata.org/wiki/Q470886,,1834-01-01,1835-12-31,01-01-1834 - 31-12-1835,object_id_7,/Voci di autorità/Persone/Carlo Pepoli (2602),/Voci di autorità/Persone/Vincenzo Bellini (2530),,"/Voci di autorità/Persone/Jacques-François Ancelot (7951),/Voci di autorità/Persone/Xavier Boniface Saintine (8051)",,,Vincenzo Bellini,Carlo Pepoli,Jacques-François Ancelot,"Jacques-François Ancelot, Xavier Boniface Saintine","7951, 8051",Q470886,I puritani,Q63532959,Lord Arturo Talbo,tenore,maschio,1835
teatro_regio_40024,"/Composizioni (52556)/Puritani, I (40024)",40024,I puritani,Q470886,https://www.wikidata.org/wiki/Q470886,,1834-01-01,1835-12-31,01-01-1834 - 31-12-1835,object_id_7,/Voci di autorità/Persone/Carlo Pepoli (2602),/Voci di autorità/Persone/Vincenzo Bellini (2530),,"/Voci di autorità/Persone/Jacques-François Ancelot (7951),/Voci di autorità/Persone/Xavier Boniface Saintine (8051)",,,Vincenzo Bellini,Carlo Pepoli,Jacques-François Ancelot,"Jacques-François Ancelot, Xavier Boniface Saintine","7951, 8051",Q470886,I puritani,Q63532960,Sir Bruno Robertson,tenore,maschio,1835
teatro_regio_40024,"/Composizioni (52556)/Puritani, I (40024)",40024,I puritani,Q470886,https://www.wikidata.org/wiki/Q470886,,1834-01-01,1835-12-31,01-01-1834 - 31-12-1835,object_id_7,/Voci di autorità/Persone/Carlo Pepoli (2602),/Voci di autorità/Persone/Vincenzo Bellini (2530),,"/Voci di autorità/Persone/Jacques-François Ancelot (7951),/Voci di autorità/Persone/Xavier Boniface Saintine (8051)",,,Vincenzo Bellini,Carlo Pepoli,Jacques-François Ancelot,"Jacques-François Ancelot, Xavier Boniface Saintine","7951, 8051",Q470886,I puritani,Q63532962,Lord Gualtiero Valton,basso,maschio,1835
teatro_regio_40024,"/Composizioni (52556)/Puritani, I (40024)",40024,I puritani,Q470886,https://www.wikidata.org/wiki/Q470886,,1834-01-01,1835-12-31,01-01-1834 - 31-12-1835,object_id_7,/Voci di autorità/Persone/Carlo Pepoli (2602),/Voci di autorità/Persone/Vincenzo Bellini (2530),,"/Voci di autorità/Persone/Jacques-François Ancelot (7951),/Voci di autorità/Persone/Xavier Boniface Saintine (8051)",,,Vincenzo Bellini,Carlo Pepoli,Jacques-François Ancelot,"Jacques-François Ancelot, Xavier Boniface Saintine","7951, 8051",Q470886,I puritani,Q63532964,Sir Giorgio Valton,basso,maschio,1835
teatro_regio_40024,"/Composizioni (52556)/Puritani, I (40024)",40024,I puritani,Q470886,https://www.wikidata.org/wiki/Q470886,,1834-01-01,1835-12-31,01-01-1834 - 31-12-1835,object_id_7,/Voci di autorità/Persone/Carlo Pepoli (2602),/Voci di autorità/Persone/Vincenzo Bellini (2530),,"/Voci di autorità/Persone/Jacques-François Ancelot (7951),/Voci di autorità/Persone/Xavier Boniface Saintine (8051)",,,Vincenzo Bellini,Carlo Pepoli,Jacques-François Ancelot,"Jacques-François Ancelot, Xavier Boniface Saintine","7951, 8051",Q470886,I puritani,Q63532965,Sir Riccardo Forth,baritono,maschio,1835
teatro_regio_40024,"/Composizioni (52556)/Puritani, I (40024)",40024,I puritani,Q470886,https://www.wikidata.org/wiki/Q470886,,1834-01-01,1835-12-31,01-01-1834 - 31-12-1835,object_id_7,/Voci di autorità/Persone/Carlo Pepoli (2602),/Voci di autorità/Persone/Vincenzo Bellini (2530),,"/Voci di autorità/Persone/Jacques-François Ancelot (7951),/Voci di autorità/Persone/Xavier Boniface Saintine (8051)",,,Vincenzo Bellini,Carlo Pepoli,Jacques-François Ancelot,"Jacques-François Ancelot, Xavier Boniface Saintine","7951, 8051",Q470886,I puritani,Q63532966,Enrichetta di Francia,mezzosoprano,femmina,1835
teatro_regio_40025,"/Composizioni (52556)/Sonnambula, La (40025)",40025,La sonnambula,Q753123,https://www.wikidata.org/wiki/Q753123,,1831-01-01,1831-12-31,01-01-1831 - 31-12-1831,object_id_8,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,"/Voci di autorità/Persone/Augustin-Eugène Scribe (2596),/Voci di autorità/Persone/Jean-François Casimir Delavigne (18088)",,,Vincenzo Bellini,Felice Romani,Augustin-Eugène Scribe,"Augustin-Eugène Scribe, Jean-François Casimir Delavigne","2596, 18088",Q753123,La sonnambula,Q55028689,Count Rodolfo,basso,maschio,1831
teatro_regio_40025,"/Composizioni (52556)/Sonnambula, La (40025)",40025,La sonnambula,Q753123,https://www.wikidata.org/wiki/Q753123,,1831-01-01,1831-12-31,01-01-1831 - 31-12-1831,object_id_8,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,"/Voci di autorità/Persone/Augustin-Eugène Scribe (2596),/Voci di autorità/Persone/Jean-François Casimir Delavigne (18088)",,,Vincenzo Bellini,Felice Romani,Augustin-Eugène Scribe,"Augustin-Eugène Scribe, Jean-François Casimir Delavigne","2596, 18088",Q753123,La sonnambula,Q55028693,Teresa,mezzosoprano,femmina,1831
teatro_regio_40025,"/Composizioni (52556)/Sonnambula, La (40025)",40025,La sonnambula,Q753123,https://www.wikidata.org/wiki/Q753123,,1831-01-01,1831-12-31,01-01-1831 - 31-12-1831,object_id_8,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,"/Voci di autorità/Persone/Augustin-Eugène Scribe (2596),/Voci di autorità/Persone/Jean-François Casimir Delavigne (18088)",,,Vincenzo Bellini,Felice Romani,Augustin-Eugène Scribe,"Augustin-Eugène Scribe, Jean-François Casimir Delavigne","2596, 18088",Q753123,La sonnambula,Q55028699,Notary,tenore,maschio,1831
teatro_regio_40025,"/Composizioni (52556)/Sonnambula, La (40025)",40025,La sonnambula,Q753123,https://www.wikidata.org/wiki/Q753123,,1831-01-01,1831-12-31,01-01-1831 - 31-12-1831,object_id_8,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,"/Voci di autorità/Persone/Augustin-Eugène Scribe (2596),/Voci di autorità/Persone/Jean-François Casimir Delavigne (18088)",,,Vincenzo Bellini,Felice Romani,Augustin-Eugène Scribe,"Augustin-Eugène Scribe, Jean-François Casimir Delavigne","2596, 18088",Q753123,La sonnambula,Q63536338,Alessio,basso,maschio,1831
teatro_regio_40025,"/Composizioni (52556)/Sonnambula, La (40025)",40025,La sonnambula,Q753123,https://www.wikidata.org/wiki/Q753123,,1831-01-01,1831-12-31,01-01-1831 - 31-12-1831,object_id_8,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,"/Voci di autorità/Persone/Augustin-Eugène Scribe (2596),/Voci di autorità/Persone/Jean-François Casimir Delavigne (18088)",,,Vincenzo Bellini,Felice Romani,Augustin-Eugène Scribe,"Augustin-Eugène Scribe, Jean-François Casimir Delavigne","2596, 18088",Q753123,La sonnambula,Q63536339,Amina,soprano,femmina,1831
teatro_regio_40025,"/Composizioni (52556)/Sonnambula, La (40025)",40025,La sonnambula,Q753123,https://www.wikidata.org/wiki/Q753123,,1831-01-01,1831-12-31,01-01-1831 - 31-12-1831,object_id_8,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,"/Voci di autorità/Persone/Augustin-Eugène Scribe (2596),/Voci di autorità/Persone/Jean-François Casimir Delavigne (18088)",,,Vincenzo Bellini,Felice Romani,Augustin-Eugène Scribe,"Augustin-Eugène Scribe, Jean-François Casimir Delavigne","2596, 18088",Q753123,La sonnambula,Q63536342,Elvino,tenore,maschio,1831
teatro_regio_40025,"/Composizioni (52556)/Sonnambula, La (40025)",40025,La sonnambula,Q753123,https://www.wikidata.org/wiki/Q753123,,1831-01-01,1831-12-31,01-01-1831 - 31-12-1831,object_id_8,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,"/Voci di autorità/Persone/Augustin-Eugène Scribe (2596),/Voci di autorità/Persone/Jean-François Casimir Delavigne (18088)",,,Vincenzo Bellini,Felice Romani,Augustin-Eugène Scribe,"Augustin-Eugène Scribe, Jean-François Casimir Delavigne","2596, 18088",Q753123,La sonnambula,Q63536343,Lisa,soprano,femmina,1831
teatro_regio_40026,"/Composizioni (52556)/Straniera, La (40026)",40026,La straniera,Q785347,https://www.wikidata.org/wiki/Q785347,,1828-01-01,1829-12-31,01-01-1828 - 31-12-1829,object_id_9,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,,,,Vincenzo Bellini,Felice Romani,,,,Q785347,La straniera,Q55032479,Il signore di Montolino,basso,maschio,1829
teatro_regio_40026,"/Composizioni (52556)/Straniera, La (40026)",40026,La straniera,Q785347,https://www.wikidata.org/wiki/Q785347,,1828-01-01,1829-12-31,01-01-1828 - 31-12-1829,object_id_9,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,,,,Vincenzo Bellini,Felice Romani,,,,Q785347,La straniera,Q55032482,Arturo,tenore,maschio,1829
teatro_regio_40026,"/Composizioni (52556)/Straniera, La (40026)",40026,La straniera,Q785347,https://www.wikidata.org/wiki/Q785347,,1828-01-01,1829-12-31,01-01-1828 - 31-12-1829,object_id_9,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,,,,Vincenzo Bellini,Felice Romani,,,,Q785347,La straniera,Q55032485,Valdeburgo,basso,maschio,1829
teatro_regio_40026,"/Composizioni (52556)/Straniera, La (40026)",40026,La straniera,Q785347,https://www.wikidata.org/wiki/Q785347,,1828-01-01,1829-12-31,01-01-1828 - 31-12-1829,object_id_9,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,,,,Vincenzo Bellini,Felice Romani,,,,Q785347,La straniera,Q55032485,Valdeburgo,baritono,maschio,1829
teatro_regio_40026,"/Composizioni (52556)/Straniera, La (40026)",40026,La straniera,Q785347,https://www.wikidata.org/wiki/Q785347,,1828-01-01,1829-12-31,01-01-1828 - 31-12-1829,object_id_9,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,,,,Vincenzo Bellini,Felice Romani,,,,Q785347,La straniera,Q55032486,Il Priore degli Spedalieri,basso,maschio,1829
teatro_regio_40026,"/Composizioni (52556)/Straniera, La (40026)",40026,La straniera,Q785347,https://www.wikidata.org/wiki/Q785347,,1828-01-01,1829-12-31,01-01-1828 - 31-12-1829,object_id_9,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,,,,Vincenzo Bellini,Felice Romani,,,,Q785347,La straniera,Q55032488,Osburgo,tenore,maschio,1829
teatro_regio_40026,"/Composizioni (52556)/Straniera, La (40026)",40026,La straniera,Q785347,https://www.wikidata.org/wiki/Q785347,,1828-01-01,1829-12-31,01-01-1828 - 31-12-1829,object_id_9,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,,,,Vincenzo Bellini,Felice Romani,,,,Q785347,La straniera,Q63536792,Isoletta,mezzosoprano,femmina,1829
teatro_regio_40026,"/Composizioni (52556)/Straniera, La (40026)",40026,La straniera,Q785347,https://www.wikidata.org/wiki/Q785347,,1828-01-01,1829-12-31,01-01-1828 - 31-12-1829,object_id_9,/Voci di autorità/Persone/Felice Romani (2601),/Voci di autorità/Persone/Vincenzo Bellini (2530),,,,,Vincenzo Bellini,Felice Romani,,,,Q785347,La straniera,Q63536793,Alaide,soprano,femmina,1829
teatro_regio_40027,/Composizioni (52556)/Lulu (40027),40027,Lulu,Q837545,https://www.wikidata.org/wiki/Q837545,,1929-01-01,1935-12-31,01-01-1929 - 31-12-1935,object_id_10,/Voci di autorità/Persone/Alban Berg (2531),/Voci di autorità/Persone/Alban Berg (2531),,/Voci di autorità/Persone/Frank Wedekind (4834),,,Alban Berg,Alban Berg,Frank Wedekind,Frank Wedekind,4834,Q837545,Lulu,Q63537390,Jack the Ripper,heldenbaritone,maschio,1935
teatro_regio_40027,/Composizioni (52556)/Lulu (40027),40027,Lulu,Q837545,https://www.wikidata.org/wiki/Q837545,,1929-01-01,1935-12-31,01-01-1929 - 31-12-1935,object_id_10,/Voci di autorità/Persone/Alban Berg (2531),/Voci di autorità/Persone/Alban Berg (2531),,/Voci di autorità/Persone/Frank Wedekind (4834),,,Alban Berg,Alban Berg,Frank Wedekind,Frank Wedekind,4834,Q837545,Lulu,Q63537395,The marquis,tenore,maschio,1935
teatro_regio_40027,/Composizioni (52556)/Lulu (40027),40027,Lulu,Q837545,https://www.wikidata.org/wiki/Q837545,,1929-01-01,1935-12-31,01-01-1929 - 31-12-1935,object_id_10,/Voci di autorità/Persone/Alban Berg (2531),/Voci di autorità/Persone/Alban Berg (2531),,/Voci di autorità/Persone/Frank Wedekind (4834),,,Alban Berg,Alban Berg,Frank Wedekind,Frank Wedekind,4834,Q837545,Lulu,Q63537369,Walter Schwarz,tenore lirico,maschio,1935
teatro_regio_40027,/Composizioni (52556)/Lulu (40027),40027,Lulu,Q837545,https://www.wikidata.org/wiki/Q837545,,1929-01-01,1935-12-31,01-01-1929 - 31-12-1935,object_id_10,/Voci di autorità/Persone/Alban Berg (2531),/Voci di autorità/Persone/Alban Berg (2531),,/Voci di autorità/Persone/Frank Wedekind (4834),,,Alban Berg,Alban Berg,Frank Wedekind,Frank Wedekind,4834,Q837545,Lulu,Q63537371,Rodrigo,basso,maschio,1935
teatro_regio_40027,/Composizioni (52556)/Lulu (40027),40027,Lulu,Q837545,https://www.wikidata.org/wiki/Q837545,,1929-01-01,1935-12-31,01-01-1929 - 31-12-1935,object_id_10,/Voci di autorità/Persone/Alban Berg (2531),/Voci di autorità/Persone/Alban Berg (2531),,/Voci di autorità/Persone/Frank Wedekind (4834),,,Alban Berg,Alban Berg,Frank Wedekind,Frank Wedekind,4834,Q837545,Lulu,Q63537380,A manservant,tenore,maschio,1935
teatro_regio_40027,/Composizioni (52556)/Lulu (40027),40027,Lulu,Q837545,https://www.wikidata.org/wiki/Q837545,,1929-01-01,1935-12-31,01-01-1929 - 31-12-1935,object_id_10,/Voci di autorità/Persone/Alban Berg (2531),/Voci di autorità/Persone/Alban Berg (2531),,/Voci di autorità/Persone/Frank Wedekind (4834),,,Alban Berg,Alban Berg,Frank Wedekind,Frank Wedekind,4834,Q837545,Lulu,Q63537381,A negro,tenore lirico,maschio,1935
teatro_regio_40027,/Composizioni (52556)/Lulu (40027),40027,Lulu,Q837545,https://www.wikidata.org/wiki/Q837545,,1929-01-01,1935-12-31,01-01-1929 - 31-12-1935,object_id_10,/Voci di autorità/Persone/Alban Berg (2531),/Voci di autorità/Persone/Alban Berg (2531),,/Voci di autorità/Persone/Frank Wedekind (4834),,,Alban Berg,Alban Berg,Frank Wedekind,Frank Wedekind,4834,Q837545,Lulu,Q63537382,A schoolboy,contralto,maschio,1935
teatro_regio_40027,/Composizioni (52556)/Lulu (40027),40027,Lulu,Q837545,https://www.wikidata.org/wiki/Q837545,,1929-01-01,1935-12-31,01-01-1929 - 31-12-1935,object_id_10,/Voci di autorità/Persone/Alban Berg (2531),/Voci di autorità/Persone/Alban Berg (2531),,/Voci di autorità/Persone/Frank Wedekind (4834),,,Alban Berg,Alban Berg,Frank Wedekind,Frank Wedekind,4834,Q837545,Lulu,Q63537384,A theatrical dresser,contralto,femmina,1935
teatro_regio_40027,/Composizioni (52556)/Lulu (40027),40027,Lulu,Q837545,https://www.wikidata.org/wiki/Q837545,,1929-01-01,1935-12-31,01-01-1929 - 31-12-1935,object_id_10,/Voci di autorità/Persone/Alban Berg (2531),/Voci di autorità/Persone/Alban Berg (2531),,/Voci di autorità/Persone/Frank Wedekind (4834),,,Alban Berg,Alban Berg,Frank Wedekind,Frank Wedekind,4834,Q837545,Lulu,Q63537387,An animal tamer,basso,maschio,1935
teatro_regio_40027,/Composizioni (52556)/Lulu (40027),40027,Lulu,Q837545,https://www.wikidata.org/wiki/Q837545,,1929-01-01,1935-12-31,01-01-1929 - 31-12-1935,object_id_10,/Voci di autorità/Persone/Alban Berg (2531),/Voci di autorità/Persone/Alban Berg (2531),,/Voci di autorità/Persone/Frank Wedekind (4834),,,Alban Berg,Alban Berg,Frank Wedekind,Frank Wedekind,4834,Q837545,Lulu,Q54999689,Lulu,soprano,femmina,1935
teatro_regio_40027,/Composizioni (52556)/Lulu (40027),40027,Lulu,Q837545,https://www.wikidata.org/wiki/Q837545,,1929-01-01,1935-12-31,01-01-1929 - 31-12-1935,object_id_10,/Voci di autorità/Persone/Alban Berg (2531),/Voci di autorità/Persone/Alban Berg (2531),,/Voci di autorità/Persone/Frank Wedekind (4834),,,Alban Berg,Alban Berg,Frank Wedekind,Frank Wedekind,4834,Q837545,Lulu,Q54999692,Countess Martha Geschwitz,mezzosoprano,femmina,1935
