production_id,credit_type,person_id,person_name,person_role,work_title,performance_start_date,performance_end_date,year,date_text,first_location,first_venue,related_work_id,source_id
33606,artistic,24954,Bruno Ciulli,Luci,Andrea Chénier,2013-01-15,2013-01-30,2013,15-01-2013 - 30-01-2013,Torino,Teatro Regio,40102,object_id_29510
33606,artistic,7177,Lamberto Puggelli,Regista,Andrea Chénier,2013-01-15,2013-01-30,2013,15-01-2013 - 30-01-2013,Torino,Teatro Regio,40102,object_id_29510
33606,artistic,24953,Salvo Piro,Collaboratore alla regia,Andrea Chénier,2013-01-15,2013-01-30,2013,15-01-2013 - 30-01-2013,Torino,Teatro Regio,40102,object_id_29510
33606,artistic,6251,Paolo Bregni,Scenografo,Andrea Chénier,2013-01-15,2013-01-30,2013,15-01-2013 - 30-01-2013,Torino,Teatro Regio,40102,object_id_29510
33606,artistic,4838,Luisa Spinatelli,Costumista,Andrea Chénier,2013-01-15,2013-01-30,2013,15-01-2013 - 30-01-2013,Torino,Teatro Regio,40102,object_id_29510
33606,artistic,7548,Tiziana Tosco,Coreografo,Andrea Chénier,2013-01-15,2013-01-30,2013,15-01-2013 - 30-01-2013,Torino,Teatro Regio,40102,object_id_29510
33606,artistic,11444,Monia Felicia Torchia,Assistente ai costumi,Andrea Chénier,2013-01-15,2013-01-30,2013,15-01-2013 - 30-01-2013,Torino,Teatro Regio,40102,object_id_29510
33606,technical,21438,"Teatro Carlo Felice, Genova",Realizzazione,Andrea Chénier,2013-01-15,2013-01-30,2013,15-01-2013 - 30-01-2013,Torino,Teatro Regio,40102,object_id_29510
33606,technical,7158,"Brancato, Milano",Sartoria,Andrea Chénier,2013-01-15,2013-01-30,2013,15-01-2013 - 30-01-2013,Torino,Teatro Regio,40102,object_id_29510
33606,technical,9579,"Traiano Luce 73, Torino",Attrezzeria,Andrea Chénier,2013-01-15,2013-01-30,2013,15-01-2013 - 30-01-2013,Torino,Teatro Regio,40102,object_id_29510
33606,technical,7160,"Epoca (di Biagio), Milano",Calzature,Andrea Chénier,2013-01-15,2013-01-30,2013,15-01-2013 - 30-01-2013,Torino,Teatro Regio,40102,object_id_29510
33606,technical,7159,"Mario Audello, Torino",Parrucche,Andrea Chénier,2013-01-15,2013-01-30,2013,15-01-2013 - 30-01-2013,Torino,Teatro Regio,40102,object_id_29510
33606,technical,6441,"Teatro Regio, Torino",Attrezzeria,Andrea Chénier,2013-01-15,2013-01-30,2013,15-01-2013 - 30-01-2013,Torino,Teatro Regio,40102,object_id_29510
33607,artistic,7169,Andrea Anfossi,Luci,Bohème,2013-01-19,2013-01-29,2013,19-01-2013 - 29-01-2013,Torino,Teatro Regio,,object_id_29511
33607,artistic,7487,Vittorio Borrelli,Regista,Bohème,2013-01-19,2013-01-29,2013,19-01-2013 - 29-01-2013,Torino,Teatro Regio,,object_id_29511
33607,artistic,7220,Eugenio Guglielminetti,"Costumista,Scenografo",Bohème,2013-01-19,2013-01-29,2013,19-01-2013 - 29-01-2013,Torino,Teatro Regio,,object_id_29511
33607,artistic,10685,Saverio Santoliquido,Scenografo,Bohème,2013-01-19,2013-01-29,2013,19-01-2013 - 29-01-2013,Torino,Teatro Regio,,object_id_29511
33607,artistic,10116,Claudia Boasso,Scenografo,Bohème,2013-01-19,2013-01-29,2013,19-01-2013 - 29-01-2013,Torino,Teatro Regio,,object_id_29511
33607,artistic,7860,Laura Viglione,Costumista,Bohème,2013-01-19,2013-01-29,2013,19-01-2013 - 29-01-2013,Torino,Teatro Regio,,object_id_29511
33607,technical,7883,"G.P. 11, Roma",Sartoria,Bohème,2013-01-19,2013-01-29,2013,19-01-2013 - 29-01-2013,Torino,Teatro Regio,,object_id_29511
33607,technical,7178,"C.T.C. Pedrazzoli, Milano",Calzature,Bohème,2013-01-19,2013-01-29,2013,19-01-2013 - 29-01-2013,Torino,Teatro Regio,,object_id_29511
33607,technical,7159,"Mario Audello, Torino",Parrucche,Bohème,2013-01-19,2013-01-29,2013,19-01-2013 - 29-01-2013,Torino,Teatro Regio,,object_id_29511
33607,technical,10878,"Compagnia di San Paolo, Torino",Sponsor,Bohème,2013-01-19,2013-01-29,2013,19-01-2013 - 29-01-2013,Torino,Teatro Regio,,object_id_29511
33607,technical,6441,"Teatro Regio, Torino","Realizzazione,Attrezzeria,Calzature",Bohème,2013-01-19,2013-01-29,2013,19-01-2013 - 29-01-2013,Torino,Teatro Regio,,object_id_29511
33608,artistic,7169,Andrea Anfossi,Luci,Don Giovanni,2013-02-15,2013-02-24,2013,15-02-2013 - 24-02-2013,Torino,Teatro Regio,40194,object_id_29512
33608,artistic,9519,Michele Placido,Regista,Don Giovanni,2013-02-15,2013-02-24,2013,15-02-2013 - 24-02-2013,Torino,Teatro Regio,40194,object_id_29512
33608,artistic,7487,Vittorio Borrelli,Ripresa della regia,Don Giovanni,2013-02-15,2013-02-24,2013,15-02-2013 - 24-02-2013,Torino,Teatro Regio,40194,object_id_29512
33608,artistic,4053,Maurizio Balò,"Costumista,Scenografo",Don Giovanni,2013-02-15,2013-02-24,2013,15-02-2013 - 24-02-2013,Torino,Teatro Regio,40194,object_id_29512
33608,artistic,7548,Tiziana Tosco,Coreografo,Don Giovanni,2013-02-15,2013-02-24,2013,15-02-2013 - 24-02-2013,Torino,Teatro Regio,40194,object_id_29512
33608,technical,6441,"Teatro Regio, Torino","Realizzazione,Attrezzeria",Don Giovanni,2013-02-15,2013-02-24,2013,15-02-2013 - 24-02-2013,Torino,Teatro Regio,40194,object_id_29512
33608,technical,7883,"G.P. 11, Roma",Sartoria,Don Giovanni,2013-02-15,2013-02-24,2013,15-02-2013 - 24-02-2013,Torino,Teatro Regio,40194,object_id_29512
33608,technical,7167,"Pompei 2000, Roma",Calzature,Don Giovanni,2013-02-15,2013-02-24,2013,15-02-2013 - 24-02-2013,Torino,Teatro Regio,40194,object_id_29512
33608,technical,7159,"Mario Audello, Torino",Parrucche,Don Giovanni,2013-02-15,2013-02-24,2013,15-02-2013 - 24-02-2013,Torino,Teatro Regio,40194,object_id_29512
33609,artistic,7169,Andrea Anfossi,Luci,Traviata,2013-03-05,2013-03-13,2013,05-03-2013 - 13-03-2013,Torino,Teatro Regio,,object_id_29513
33609,artistic,10592,Laurent Pelly,"Costumista,Regista",Traviata,2013-03-05,2013-03-13,2013,05-03-2013 - 13-03-2013,Torino,Teatro Regio,,object_id_29513
33609,artistic,7511,Anna Maria Bruzzese,Ripresa della regia,Traviata,2013-03-05,2013-03-13,2013,05-03-2013 - 13-03-2013,Torino,Teatro Regio,,object_id_29513
33609,artistic,10593,Chantal Thomas,Scenografo,Traviata,2013-03-05,2013-03-13,2013,05-03-2013 - 13-03-2013,Torino,Teatro Regio,,object_id_29513
33609,artistic,10684,Gary Marder,Luci,Traviata,2013-03-05,2013-03-13,2013,05-03-2013 - 13-03-2013,Torino,Teatro Regio,,object_id_29513
33609,technical,10595,Santa Fe Opera Festival,"Attrezzeria,Sartoria",Traviata,2013-03-05,2013-03-13,2013,05-03-2013 - 13-03-2013,Torino,Teatro Regio,,object_id_29513
33609,technical,7544,Annamode 68 S.r.l.,Sartoria,Traviata,2013-03-05,2013-03-13,2013,05-03-2013 - 13-03-2013,Torino,Teatro Regio,,object_id_29513
33609,technical,7883,"G.P. 11, Roma",Sartoria,Traviata,2013-03-05,2013-03-13,2013,05-03-2013 - 13-03-2013,Torino,Teatro Regio,,object_id_29513
33609,technical,7159,"Mario Audello, Torino",Parrucche,Traviata,2013-03-05,2013-03-13,2013,05-03-2013 - 13-03-2013,Torino,Teatro Regio,,object_id_29513
33609,technical,6441,"Teatro Regio, Torino","Realizzazione,Calzature",Traviata,2013-03-05,2013-03-13,2013,05-03-2013 - 13-03-2013,Torino,Teatro Regio,,object_id_29513
33609,technical,11222,"Italgas, Torino",Sponsor,Traviata,2013-03-05,2013-03-13,2013,05-03-2013 - 13-03-2013,Torino,Teatro Regio,,object_id_29513
33610,artistic,7169,Andrea Anfossi,Luci,Simon Boccanegra,2013-10-09,2013-10-23,2013,09-10-2013 - 23-10-2013,Torino,Teatro Regio,40636,object_id_29554
33610,artistic,8485,Sylvano Bussotti,"Costumista,Regista,Scenografo",Simon Boccanegra,2013-10-09,2013-10-23,2013,09-10-2013 - 23-10-2013,Torino,Teatro Regio,40636,object_id_29554
33610,artistic,7487,Vittorio Borrelli,Ripresa della regia,Simon Boccanegra,2013-10-09,2013-10-23,2013,09-10-2013 - 23-10-2013,Torino,Teatro Regio,40636,object_id_29554
33610,technical,7544,Annamode 68 S.r.l.,Sartoria,Simon Boccanegra,2013-10-09,2013-10-23,2013,09-10-2013 - 23-10-2013,Torino,Teatro Regio,40636,object_id_29554
33610,technical,10521,"Calzature artistiche Sacchi, Firenze",Calzature,Simon Boccanegra,2013-10-09,2013-10-23,2013,09-10-2013 - 23-10-2013,Torino,Teatro Regio,40636,object_id_29554
33610,technical,7159,"Mario Audello, Torino",Parrucche,Simon Boccanegra,2013-10-09,2013-10-23,2013,09-10-2013 - 23-10-2013,Torino,Teatro Regio,40636,object_id_29554
33610,technical,10879,"Intesa Sanpaolo S.p.A., Torino",Sponsor,Simon Boccanegra,2013-10-09,2013-10-23,2013,09-10-2013 - 23-10-2013,Torino,Teatro Regio,40636,object_id_29554
33610,technical,6441,"Teatro Regio, Torino","Realizzazione,Attrezzeria",Simon Boccanegra,2013-10-09,2013-10-23,2013,09-10-2013 - 23-10-2013,Torino,Teatro Regio,40636,object_id_29554
33611,artistic,7169,Andrea Anfossi,Luci,Rigoletto,2013-10-17,2013-10-25,2013,17-10-2013 - 25-10-2013,Torino,Teatro Regio,42015,object_id_29583
33611,artistic,10901,Fabio Banfo,Regista,Rigoletto,2013-10-17,2013-10-25,2013,17-10-2013 - 25-10-2013,Torino,Teatro Regio,42015,object_id_29583
33611,artistic,7511,Anna Maria Bruzzese,Ripresa della regia,Rigoletto,2013-10-17,2013-10-25,2013,17-10-2013 - 25-10-2013,Torino,Teatro Regio,42015,object_id_29583
33611,artistic,10902,Luca Ghirardosi,Scenografo,Rigoletto,2013-10-17,2013-10-25,2013,17-10-2013 - 25-10-2013,Torino,Teatro Regio,42015,object_id_29583
33611,artistic,10903,Valentina Caspani,Costumista,Rigoletto,2013-10-17,2013-10-25,2013,17-10-2013 - 25-10-2013,Torino,Teatro Regio,42015,object_id_29583
33611,technical,6441,"Teatro Regio, Torino",Attrezzeria,Rigoletto,2013-10-17,2013-10-25,2013,17-10-2013 - 25-10-2013,Torino,Teatro Regio,42015,object_id_29583
33611,technical,10906,"Studio Cromo S.n.c., Biassono","Realizzazione,Attrezzeria",Rigoletto,2013-10-17,2013-10-25,2013,17-10-2013 - 25-10-2013,Torino,Teatro Regio,42015,object_id_29583
33611,technical,10907,"Gruber, Milano",Sartoria,Rigoletto,2013-10-17,2013-10-25,2013,17-10-2013 - 25-10-2013,Torino,Teatro Regio,42015,object_id_29583
33611,technical,7176,"Arrigo, Milano",Sartoria,Rigoletto,2013-10-17,2013-10-25,2013,17-10-2013 - 25-10-2013,Torino,Teatro Regio,42015,object_id_29583
33611,technical,10908,"La Botteguccia di Elena Guzzon, Milano",Sartoria,Rigoletto,2013-10-17,2013-10-25,2013,17-10-2013 - 25-10-2013,Torino,Teatro Regio,42015,object_id_29583
33611,technical,7178,"C.T.C. Pedrazzoli, Milano",Calzature,Rigoletto,2013-10-17,2013-10-25,2013,17-10-2013 - 25-10-2013,Torino,Teatro Regio,42015,object_id_29583
33611,technical,7159,"Mario Audello, Torino",Parrucche,Rigoletto,2013-10-17,2013-10-25,2013,17-10-2013 - 25-10-2013,Torino,Teatro Regio,42015,object_id_29583
33612,artistic,7169,Andrea Anfossi,Luci,Traviata,2013-10-18,2013-10-27,2013,18-10-2013 - 27-10-2013,Torino,Teatro Regio,,object_id_29657
33612,artistic,10592,Laurent Pelly,Regista,Traviata,2013-10-18,2013-10-27,2013,18-10-2013 - 27-10-2013,Torino,Teatro Regio,,object_id_29657
33612,artistic,7518,Laurie Feldman,Ripresa della regia,Traviata,2013-10-18,2013-10-27,2013,18-10-2013 - 27-10-2013,Torino,Teatro Regio,,object_id_29657
33612,artistic,10593,Chantal Thomas,Scenografo,Traviata,2013-10-18,2013-10-27,2013,18-10-2013 - 27-10-2013,Torino,Teatro Regio,,object_id_29657
33612,artistic,10684,Gary Marder,Luci,Traviata,2013-10-18,2013-10-27,2013,18-10-2013 - 27-10-2013,Torino,Teatro Regio,,object_id_29657
33612,artistic,7511,Anna Maria Bruzzese,Coreografo,Traviata,2013-10-18,2013-10-27,2013,18-10-2013 - 27-10-2013,Torino,Teatro Regio,,object_id_29657
33612,technical,10595,Santa Fe Opera Festival,"Attrezzeria,Sartoria",Traviata,2013-10-18,2013-10-27,2013,18-10-2013 - 27-10-2013,Torino,Teatro Regio,,object_id_29657
33612,technical,7544,Annamode 68 S.r.l.,Sartoria,Traviata,2013-10-18,2013-10-27,2013,18-10-2013 - 27-10-2013,Torino,Teatro Regio,,object_id_29657
33612,technical,7883,"G.P. 11, Roma",Sartoria,Traviata,2013-10-18,2013-10-27,2013,18-10-2013 - 27-10-2013,Torino,Teatro Regio,,object_id_29657
33612,technical,7159,"Mario Audello, Torino",Parrucche,Traviata,2013-10-18,2013-10-27,2013,18-10-2013 - 27-10-2013,Torino,Teatro Regio,,object_id_29657
33612,technical,6441,"Teatro Regio, Torino","Realizzazione,Calzature",Traviata,2013-10-18,2013-10-27,2013,18-10-2013 - 27-10-2013,Torino,Teatro Regio,,object_id_29657
33613,artistic,10792,Damiano Michieletto,Regista,Madama Butterfly,2014-02-01,2014-02-06,2014,01-02-2014 - 06-02-2014,Torino,Teatro Regio,40248,object_id_29906
33613,artistic,10794,Roberto Pizzuto,Ripresa della regia,Madama Butterfly,2014-02-01,2014-02-06,2014,01-02-2014 - 06-02-2014,Torino,Teatro Regio,40248,object_id_29906
33613,artistic,10793,Paolo Fantin,Scenografo,Madama Butterfly,2014-02-01,2014-02-06,2014,01-02-2014 - 06-02-2014,Torino,Teatro Regio,40248,object_id_29906
33613,artistic,10778,Carla Teti,Costumista,Madama Butterfly,2014-02-01,2014-02-06,2014,01-02-2014 - 06-02-2014,Torino,Teatro Regio,40248,object_id_29906
33613,artistic,7358,Marco Filibeck,Luci,Madama Butterfly,2014-02-01,2014-02-06,2014,01-02-2014 - 06-02-2014,Torino,Teatro Regio,40248,object_id_29906
33613,technical,7175,"Arianese, Pero (MI)",Realizzazione,Madama Butterfly,2014-02-01,2014-02-06,2014,01-02-2014 - 06-02-2014,Torino,Teatro Regio,40248,object_id_29906
33613,technical,7883,"G.P. 11, Roma",Sartoria,Madama Butterfly,2014-02-01,2014-02-06,2014,01-02-2014 - 06-02-2014,Torino,Teatro Regio,40248,object_id_29906
33613,technical,10798,Facis S.p.a.,Sartoria,Madama Butterfly,2014-02-01,2014-02-06,2014,01-02-2014 - 06-02-2014,Torino,Teatro Regio,40248,object_id_29906
33613,technical,7178,"C.T.C. Pedrazzoli, Milano",Calzature,Madama Butterfly,2014-02-01,2014-02-06,2014,01-02-2014 - 06-02-2014,Torino,Teatro Regio,40248,object_id_29906
33613,technical,7160,"Epoca (di Biagio), Milano",Calzature,Madama Butterfly,2014-02-01,2014-02-06,2014,01-02-2014 - 06-02-2014,Torino,Teatro Regio,40248,object_id_29906
33613,technical,7159,"Mario Audello, Torino",Parrucche,Madama Butterfly,2014-02-01,2014-02-06,2014,01-02-2014 - 06-02-2014,Torino,Teatro Regio,40248,object_id_29906
33613,technical,6441,"Teatro Regio, Torino","Attrezzeria,Sartoria",Madama Butterfly,2014-02-01,2014-02-06,2014,01-02-2014 - 06-02-2014,Torino,Teatro Regio,40248,object_id_29906
33614,artistic,8643,Virginio Puecher,"Regista,Scenografo",Manon Lescaut,1977-01-22,1977-02-26,1977,22-01-1977 - 26-02-1977,Torino,Teatro Regio,40252,object_id_30074
33614,artistic,25325,Patricia Gracis,Collaboratore alla regia,Manon Lescaut,1977-01-22,1977-02-26,1977,22-01-1977 - 26-02-1977,Torino,Teatro Regio,40252,object_id_30074
33614,artistic,5301,Vittorio Rossi,Costumista,Manon Lescaut,1977-01-22,1977-02-26,1977,22-01-1977 - 26-02-1977,Torino,Teatro Regio,40252,object_id_30074
33614,technical,25326,"Cantini Peruzzi, Roma",Sartoria,Manon Lescaut,1977-01-22,1977-02-26,1977,22-01-1977 - 26-02-1977,Torino,Teatro Regio,40252,object_id_30074
33614,technical,10521,"Calzature artistiche Sacchi, Firenze",Attrezzeria,Manon Lescaut,1977-01-22,1977-02-26,1977,22-01-1977 - 26-02-1977,Torino,Teatro Regio,40252,object_id_30074
33614,technical,6441,"Teatro Regio, Torino","Realizzazione,Parrucche",Manon Lescaut,1977-01-22,1977-02-26,1977,22-01-1977 - 26-02-1977,Torino,Teatro Regio,40252,object_id_30074
33614,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria,Manon Lescaut,1977-01-22,1977-02-26,1977,22-01-1977 - 26-02-1977,Torino,Teatro Regio,40252,object_id_30074
33615,artistic,9254,Milorad Mišković,Coreografo,Silfidi,1978-01-19,1978-01-19,1978,19-01-1978 - 19-01-1978,Torino,Teatro Regio,,object_id_30090
33615,artistic,6930,Aleksandr Benois,Costumista,Silfidi,1978-01-19,1978-01-19,1978,19-01-1978 - 19-01-1978,Torino,Teatro Regio,,object_id_30090
33615,technical,6425,"Teatro alla Scala, Milano",Realizzazione,Silfidi,1978-01-19,1978-01-19,1978,19-01-1978 - 19-01-1978,Torino,Teatro Regio,,object_id_30090
33615,technical,9276,Nervo,Sartoria,Silfidi,1978-01-19,1978-01-19,1978,19-01-1978 - 19-01-1978,Torino,Teatro Regio,,object_id_30090
33616,artistic,10286,Eva Schaeffer,"Costumista,Scenografo",Romeo e Giulietta,1978-10-06,1978-10-08,1978,06-10-1978 - 08-10-1978,Torino,Teatro Alfieri,,object_id_30139
33617,artistic,7169,Andrea Anfossi,Luci,Elisir d’amore,1994-10-12,1994-10-23,1994,12-10-1994 - 23-10-1994,Torino,Teatro Regio,,object_id_30627
33617,artistic,7487,Vittorio Borrelli,Regista,Elisir d’amore,1994-10-12,1994-10-23,1994,12-10-1994 - 23-10-1994,Torino,Teatro Regio,,object_id_30627
33617,artistic,4615,Aldo De Lorenzo,Scenografo,Elisir d’amore,1994-10-12,1994-10-23,1994,12-10-1994 - 23-10-1994,Torino,Teatro Regio,,object_id_30627
33617,artistic,5114,Zaira De Vincentiis,Costumista,Elisir d’amore,1994-10-12,1994-10-23,1994,12-10-1994 - 23-10-1994,Torino,Teatro Regio,,object_id_30627
33617,technical,7160,"Epoca (di Biagio), Milano",Calzature,Elisir d’amore,1994-10-12,1994-10-23,1994,12-10-1994 - 23-10-1994,Torino,Teatro Regio,,object_id_30627
33617,technical,7159,"Mario Audello, Torino",Parrucche,Elisir d’amore,1994-10-12,1994-10-23,1994,12-10-1994 - 23-10-1994,Torino,Teatro Regio,,object_id_30627
33618,artistic,9048,John Taras,Coreografo,Oiseau de feu,1986-06-25,1986-06-27,1986,25-06-1986 - 27-06-1986,Torino,Teatro Regio,,object_id_30841
33619,artistic,7169,Andrea Anfossi,Luci,Aida,2015-10-14,2015-10-25,2015,14-10-2015 - 25-10-2015,Torino,Teatro Regio,40322,object_id_31938
33619,artistic,9555,William Friedkin,Regista,Aida,2015-10-14,2015-10-25,2015,14-10-2015 - 25-10-2015,Torino,Teatro Regio,40322,object_id_31938
33619,artistic,4054,Carlo Diappi,"Costumista,Scenografo",Aida,2015-10-14,2015-10-25,2015,14-10-2015 - 25-10-2015,Torino,Teatro Regio,40322,object_id_31938
33619,artistic,9547,Marc Ribaud,Coreografo,Aida,2015-10-14,2015-10-25,2015,14-10-2015 - 25-10-2015,Torino,Teatro Regio,40322,object_id_31938
33619,artistic,7511,Anna Maria Bruzzese,Coreografo,Aida,2015-10-14,2015-10-25,2015,14-10-2015 - 25-10-2015,Torino,Teatro Regio,40322,object_id_31938
33619,technical,7883,"G.P. 11, Roma",Sartoria,Aida,2015-10-14,2015-10-25,2015,14-10-2015 - 25-10-2015,Torino,Teatro Regio,40322,object_id_31938
33619,technical,7749,"Mekane, Guidonia (Roma)",Attrezzeria,Aida,2015-10-14,2015-10-25,2015,14-10-2015 - 25-10-2015,Torino,Teatro Regio,40322,object_id_31938
33619,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria,Aida,2015-10-14,2015-10-25,2015,14-10-2015 - 25-10-2015,Torino,Teatro Regio,40322,object_id_31938
33619,technical,7167,"Pompei 2000, Roma",Calzature,Aida,2015-10-14,2015-10-25,2015,14-10-2015 - 25-10-2015,Torino,Teatro Regio,40322,object_id_31938
33619,technical,7159,"Mario Audello, Torino",Parrucche,Aida,2015-10-14,2015-10-25,2015,14-10-2015 - 25-10-2015,Torino,Teatro Regio,40322,object_id_31938
33619,technical,10879,"Intesa Sanpaolo S.p.A., Torino",Sponsor,Aida,2015-10-14,2015-10-25,2015,14-10-2015 - 25-10-2015,Torino,Teatro Regio,40322,object_id_31938
33619,technical,6441,"Teatro Regio, Torino","Realizzazione,Attrezzeria",Aida,2015-10-14,2015-10-25,2015,14-10-2015 - 25-10-2015,Torino,Teatro Regio,40322,object_id_31938
33620,artistic,6588,Daniele Abbado,Regista,Tosca,2016-02-09,2016-02-21,2016,09-02-2016 - 21-02-2016,,,40256,object_id_32128
33620,artistic,3664,Luigi Perego,"Costumista,Scenografo",Tosca,2016-02-09,2016-02-21,2016,09-02-2016 - 21-02-2016,,,40256,object_id_32128
33620,artistic,26821,Valerio Alfieri,Luci,Tosca,2016-02-09,2016-02-21,2016,09-02-2016 - 21-02-2016,,,40256,object_id_32128
33620,artistic,11199,Luca Scarzella,Video,Tosca,2016-02-09,2016-02-21,2016,09-02-2016 - 21-02-2016,,,40256,object_id_32128
33620,artistic,11445,Patrizia Frini,Assistente alla regia,Tosca,2016-02-09,2016-02-21,2016,09-02-2016 - 21-02-2016,,,40256,object_id_32128
33620,technical,11063,"Tecnoscena S.r.l, Guidonia Montecelio (Roma)",Realizzazione,Tosca,2016-02-09,2016-02-21,2016,09-02-2016 - 21-02-2016,,,40256,object_id_32128
33620,technical,26822,Roberto Devalle,Sartoria,Tosca,2016-02-09,2016-02-21,2016,09-02-2016 - 21-02-2016,,,40256,object_id_32128
33620,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria,Tosca,2016-02-09,2016-02-21,2016,09-02-2016 - 21-02-2016,,,40256,object_id_32128
33620,technical,7160,"Epoca (di Biagio), Milano",Calzature,Tosca,2016-02-09,2016-02-21,2016,09-02-2016 - 21-02-2016,,,40256,object_id_32128
33620,technical,7159,"Mario Audello, Torino",Parrucche,Tosca,2016-02-09,2016-02-21,2016,09-02-2016 - 21-02-2016,,,40256,object_id_32128
33620,technical,25478,Reale Mutua Assicurazioni,Sponsor,Tosca,2016-02-09,2016-02-21,2016,09-02-2016 - 21-02-2016,,,40256,object_id_32128
33620,technical,6441,"Teatro Regio, Torino",Realizzazione,Tosca,2016-02-09,2016-02-21,2016,09-02-2016 - 21-02-2016,,,40256,object_id_32128
33622,technical,11047,"Fondazione CRT, Torino",Sponsor,Yutaka Sado. Filarmonica ’900 del Teatro Regio,2012-11-19,2012-11-19,2012,19-11-2012 - 19-11-2012,Torino,Teatro Regio,,object_id_32230
33623,technical,20791,"Antica Cantina, Canelli",Sponsor,Gianandrea Noseda. Orchestra del Teatro Regio,2012-12-30,2012-12-31,2012,30-12-2012 - 31-12-2012,Torino,Teatro Regio,,object_id_32232
33625,artistic,7169,Andrea Anfossi,Luci,Simon Boccanegra,2016-02-26,2016-03-01,2016,26-02-2016 - 01-03-2016,Hong Kong,Hong Kong Cultural Centre - Grand Theatre,40636,object_id_32249
33625,artistic,25403,Vladi Spigarolo,Luci,Simon Boccanegra,2016-02-26,2016-03-01,2016,26-02-2016 - 01-03-2016,Hong Kong,Hong Kong Cultural Centre - Grand Theatre,40636,object_id_32249
33625,artistic,8485,Sylvano Bussotti,"Costumista,Regista,Scenografo",Simon Boccanegra,2016-02-26,2016-03-01,2016,26-02-2016 - 01-03-2016,Hong Kong,Hong Kong Cultural Centre - Grand Theatre,40636,object_id_32249
33625,artistic,7487,Vittorio Borrelli,Ripresa della regia,Simon Boccanegra,2016-02-26,2016-03-01,2016,26-02-2016 - 01-03-2016,Hong Kong,Hong Kong Cultural Centre - Grand Theatre,40636,object_id_32249
33625,technical,7544,Annamode 68 S.r.l.,Sartoria,Simon Boccanegra,2016-02-26,2016-03-01,2016,26-02-2016 - 01-03-2016,Hong Kong,Hong Kong Cultural Centre - Grand Theatre,40636,object_id_32249
33625,technical,10521,"Calzature artistiche Sacchi, Firenze",Calzature,Simon Boccanegra,2016-02-26,2016-03-01,2016,26-02-2016 - 01-03-2016,Hong Kong,Hong Kong Cultural Centre - Grand Theatre,40636,object_id_32249
33625,technical,7159,"Mario Audello, Torino",Parrucche,Simon Boccanegra,2016-02-26,2016-03-01,2016,26-02-2016 - 01-03-2016,Hong Kong,Hong Kong Cultural Centre - Grand Theatre,40636,object_id_32249
33625,technical,26941,Alcantara S.p.A.,Sponsor,Simon Boccanegra,2016-02-26,2016-03-01,2016,26-02-2016 - 01-03-2016,Hong Kong,Hong Kong Cultural Centre - Grand Theatre,40636,object_id_32249
33625,technical,6441,"Teatro Regio, Torino","Realizzazione,Attrezzeria",Simon Boccanegra,2016-02-26,2016-03-01,2016,26-02-2016 - 01-03-2016,Hong Kong,Hong Kong Cultural Centre - Grand Theatre,40636,object_id_32249
33626,artistic,10792,Damiano Michieletto,Regista,Lucia di Lammermoor,2016-05-11,2016-05-22,2016,11-05-2016 - 22-05-2016,Torino,Teatro Regio,40083,object_id_32524
33626,artistic,10794,Roberto Pizzuto,Ripresa della regia,Lucia di Lammermoor,2016-05-11,2016-05-22,2016,11-05-2016 - 22-05-2016,Torino,Teatro Regio,40083,object_id_32524
33626,artistic,10793,Paolo Fantin,Scenografo,Lucia di Lammermoor,2016-05-11,2016-05-22,2016,11-05-2016 - 22-05-2016,Torino,Teatro Regio,40083,object_id_32524
33626,artistic,10778,Carla Teti,Costumista,Lucia di Lammermoor,2016-05-11,2016-05-22,2016,11-05-2016 - 22-05-2016,Torino,Teatro Regio,40083,object_id_32524
33626,artistic,27186,Martin Gebhardt,Luci,Lucia di Lammermoor,2016-05-11,2016-05-22,2016,11-05-2016 - 22-05-2016,Torino,Teatro Regio,40083,object_id_32524
33626,artistic,27187,Alessandro Carletti,Luci,Lucia di Lammermoor,2016-05-11,2016-05-22,2016,11-05-2016 - 22-05-2016,Torino,Teatro Regio,40083,object_id_32524
33626,artistic,27188,Alessio Rosati,Costumista,Lucia di Lammermoor,2016-05-11,2016-05-22,2016,11-05-2016 - 22-05-2016,Torino,Teatro Regio,40083,object_id_32524
33626,technical,7330,"Opernhaus, Zürich","Realizzazione,Attrezzeria,Sartoria",Lucia di Lammermoor,2016-05-11,2016-05-22,2016,11-05-2016 - 22-05-2016,Torino,Teatro Regio,40083,object_id_32524
33626,technical,7160,"Epoca (di Biagio), Milano",Calzature,Lucia di Lammermoor,2016-05-11,2016-05-22,2016,11-05-2016 - 22-05-2016,Torino,Teatro Regio,40083,object_id_32524
33626,technical,7159,"Mario Audello, Torino",Parrucche,Lucia di Lammermoor,2016-05-11,2016-05-22,2016,11-05-2016 - 22-05-2016,Torino,Teatro Regio,40083,object_id_32524
33626,technical,11222,"Italgas, Torino",Sponsor,Lucia di Lammermoor,2016-05-11,2016-05-22,2016,11-05-2016 - 22-05-2016,Torino,Teatro Regio,40083,object_id_32524
33628,artistic,27601,Àlex Ollé,Regista,Bohème,2016-10-12,2016-10-23,2016,12-10-2016 - 23-10-2016,Torino,Teatro Regio,,object_id_32763
