production_id,credit_type,person_id,person_name,person_role,work_title,performance_start_date,performance_end_date,year,date_text,first_location,first_venue,related_work_id,source_id
32694,technical,7176,"Arrigo, Milano",Sartoria,Assassinio nella cattedrale,2000-03-21,2000-04-05,2000,21-03-2000 - 05-04-2000,Torino,Teatro Regio,42011,object_id_5724
32694,technical,7167,"Pompei 2000, Roma",Calzature,Assassinio nella cattedrale,2000-03-21,2000-04-05,2000,21-03-2000 - 05-04-2000,Torino,Teatro Regio,42011,object_id_5724
32694,technical,7159,"Mario Audello, Torino",Parrucche,Assassinio nella cattedrale,2000-03-21,2000-04-05,2000,21-03-2000 - 05-04-2000,Torino,Teatro Regio,42011,object_id_5724
32694,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria,Assassinio nella cattedrale,2000-03-21,2000-04-05,2000,21-03-2000 - 05-04-2000,Torino,Teatro Regio,42011,object_id_5724
32695,artistic,7177,Lamberto Puggelli,Regista,Fedora,2000-04-12,2000-05-03,2000,12-04-2000 - 03-05-2000,Torino,Teatro Regio,40105,object_id_5731
32695,artistic,4838,Luisa Spinatelli,"Costumista,Scenografo",Fedora,2000-04-12,2000-05-03,2000,12-04-2000 - 03-05-2000,Torino,Teatro Regio,40105,object_id_5731
32695,artistic,11439,Rossella Bisazza,Assistente alla regia,Fedora,2000-04-12,2000-05-03,2000,12-04-2000 - 03-05-2000,Torino,Teatro Regio,40105,object_id_5731
32695,technical,7178,"C.T.C. Pedrazzoli, Milano",Calzature,Fedora,2000-04-12,2000-05-03,2000,12-04-2000 - 03-05-2000,Torino,Teatro Regio,40105,object_id_5731
32695,technical,7159,"Mario Audello, Torino",Parrucche,Fedora,2000-04-12,2000-05-03,2000,12-04-2000 - 03-05-2000,Torino,Teatro Regio,40105,object_id_5731
32696,artistic,7179,Roberto Laganà Manoli,"Costumista,Luci,Regista,Scenografo",Rigoletto,2000-05-12,2000-06-03,2000,12-05-2000 - 03-06-2000,Torino,Teatro Regio,42015,object_id_5740
32696,artistic,7180,Alessandra Panzavolta,Assistente alla regia,Rigoletto,2000-05-12,2000-06-03,2000,12-05-2000 - 03-06-2000,Torino,Teatro Regio,42015,object_id_5740
32696,artistic,11440,Paola Gualtieri,"Assistente ai costumi,Assistente alle scene",Rigoletto,2000-05-12,2000-06-03,2000,12-05-2000 - 03-06-2000,Torino,Teatro Regio,42015,object_id_5740
32696,technical,7176,"Arrigo, Milano",Sartoria,Rigoletto,2000-05-12,2000-06-03,2000,12-05-2000 - 03-06-2000,Torino,Teatro Regio,42015,object_id_5740
32696,technical,7160,"Epoca (di Biagio), Milano",Calzature,Rigoletto,2000-05-12,2000-06-03,2000,12-05-2000 - 03-06-2000,Torino,Teatro Regio,42015,object_id_5740
32696,technical,7159,"Mario Audello, Torino",Parrucche,Rigoletto,2000-05-12,2000-06-03,2000,12-05-2000 - 03-06-2000,Torino,Teatro Regio,42015,object_id_5740
32696,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria,Rigoletto,2000-05-12,2000-06-03,2000,12-05-2000 - 03-06-2000,Torino,Teatro Regio,42015,object_id_5740
32697,artistic,7182,Marc Adam,Regista,Wozzeck,2000-05-30,2000-06-11,2000,30-05-2000 - 11-06-2000,Torino,Teatro Regio,40028,object_id_5752
32697,artistic,7183,Jean Bauer,"Costumista,Scenografo",Wozzeck,2000-05-30,2000-06-11,2000,30-05-2000 - 11-06-2000,Torino,Teatro Regio,40028,object_id_5752
32697,artistic,7184,Hervé Gary,Luci,Wozzeck,2000-05-30,2000-06-11,2000,30-05-2000 - 11-06-2000,Torino,Teatro Regio,40028,object_id_5752
32697,technical,6441,"Teatro Regio, Torino","Realizzazione,Attrezzeria",Wozzeck,2000-05-30,2000-06-11,2000,30-05-2000 - 11-06-2000,Torino,Teatro Regio,40028,object_id_5752
32697,technical,7181,"Théâtre des Arts, Rouen",Sartoria,Wozzeck,2000-05-30,2000-06-11,2000,30-05-2000 - 11-06-2000,Torino,Teatro Regio,40028,object_id_5752
32697,technical,7160,"Epoca (di Biagio), Milano",Calzature,Wozzeck,2000-05-30,2000-06-11,2000,30-05-2000 - 11-06-2000,Torino,Teatro Regio,40028,object_id_5752
32697,technical,7159,"Mario Audello, Torino",Parrucche,Wozzeck,2000-05-30,2000-06-11,2000,30-05-2000 - 11-06-2000,Torino,Teatro Regio,40028,object_id_5752
32697,technical,7162,"Eikon Multivision, Firenze",Realizzazione sopratitoli,Wozzeck,2000-05-30,2000-06-11,2000,30-05-2000 - 11-06-2000,Torino,Teatro Regio,40028,object_id_5752
32698,artistic,4237,Jean-Pierre Ponnelle,"Costumista,Regista,Scenografo",Italiana in Algeri,2000-06-20,2000-07-02,2000,20-06-2000 - 02-07-2000,Torino,Teatro Regio,,object_id_5759
32698,artistic,7185,Sonja Frisell,Regista,Italiana in Algeri,2000-06-20,2000-07-02,2000,20-06-2000 - 02-07-2000,Torino,Teatro Regio,,object_id_5759
32698,technical,6425,"Teatro alla Scala, Milano","Attrezzeria,Sartoria",Italiana in Algeri,2000-06-20,2000-07-02,2000,20-06-2000 - 02-07-2000,Torino,Teatro Regio,,object_id_5759
32698,technical,7167,"Pompei 2000, Roma",Calzature,Italiana in Algeri,2000-06-20,2000-07-02,2000,20-06-2000 - 02-07-2000,Torino,Teatro Regio,,object_id_5759
32698,technical,7159,"Mario Audello, Torino",Parrucche,Italiana in Algeri,2000-06-20,2000-07-02,2000,20-06-2000 - 02-07-2000,Torino,Teatro Regio,,object_id_5759
32698,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria,Italiana in Algeri,2000-06-20,2000-07-02,2000,20-06-2000 - 02-07-2000,Torino,Teatro Regio,,object_id_5759
32699,artistic,7177,Lamberto Puggelli,Regista,Orfeo all’inferno,2000-07-14,2000-07-23,2000,14-07-2000 - 23-07-2000,Torino,Teatro Regio,,object_id_5770
32699,artistic,7221,Laurence Fanon,Coreografo,Orfeo all’inferno,2000-07-14,2000-07-23,2000,14-07-2000 - 23-07-2000,Torino,Teatro Regio,,object_id_5770
32699,artistic,7220,Eugenio Guglielminetti,"Costumista,Scenografo",Orfeo all’inferno,2000-07-14,2000-07-23,2000,14-07-2000 - 23-07-2000,Torino,Teatro Regio,,object_id_5770
32699,artistic,11442,Grazia Pulvirenti,Assistente alla regia,Orfeo all’inferno,2000-07-14,2000-07-23,2000,14-07-2000 - 23-07-2000,Torino,Teatro Regio,,object_id_5770
32699,artistic,11443,Valerie Balmayer,Assistente alla coreografia,Orfeo all’inferno,2000-07-14,2000-07-23,2000,14-07-2000 - 23-07-2000,Torino,Teatro Regio,,object_id_5770
32699,technical,6441,"Teatro Regio, Torino",Costumista,Orfeo all’inferno,2000-07-14,2000-07-23,2000,14-07-2000 - 23-07-2000,Torino,Teatro Regio,,object_id_5770
32699,technical,26822,Roberto Devalle,Costumista,Orfeo all’inferno,2000-07-14,2000-07-23,2000,14-07-2000 - 23-07-2000,Torino,Teatro Regio,,object_id_5770
32699,technical,7160,"Epoca (di Biagio), Milano",Calzature,Orfeo all’inferno,2000-07-14,2000-07-23,2000,14-07-2000 - 23-07-2000,Torino,Teatro Regio,,object_id_5770
32699,technical,7159,"Mario Audello, Torino",Parrucche,Orfeo all’inferno,2000-07-14,2000-07-23,2000,14-07-2000 - 23-07-2000,Torino,Teatro Regio,,object_id_5770
32699,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria,Orfeo all’inferno,2000-07-14,2000-07-23,2000,14-07-2000 - 23-07-2000,Torino,Teatro Regio,,object_id_5770
32700,artistic,7326,Hans Hollmann,Regista,Sly,2000-10-16,2000-11-16,2000,16-10-2000 - 16-11-2000,Torino,Teatro Regio,,object_id_5777
32700,artistic,7327,Hans Hoffer,Scenografo,Sly,2000-10-16,2000-11-16,2000,16-10-2000 - 16-11-2000,Torino,Teatro Regio,,object_id_5777
32700,artistic,7328,Dirk Bodisco,Costumista,Sly,2000-10-16,2000-11-16,2000,16-10-2000 - 16-11-2000,Torino,Teatro Regio,,object_id_5777
32700,artistic,7329,Jürgen Hoffmann,Luci,Sly,2000-10-16,2000-11-16,2000,16-10-2000 - 16-11-2000,Torino,Teatro Regio,,object_id_5777
32700,technical,7159,"Mario Audello, Torino",Parrucche,Sly,2000-10-16,2000-11-16,2000,16-10-2000 - 16-11-2000,Torino,Teatro Regio,,object_id_5777
32701,artistic,7338,Ferruccio Soleri,Regista,Barbiere di Siviglia,2000-12-01,2000-12-31,2000,01-12-2000 - 31-12-2000,Torino,Teatro Regio,,object_id_5788
32701,artistic,4838,Luisa Spinatelli,"Costumista,Scenografo",Barbiere di Siviglia,2000-12-01,2000-12-31,2000,01-12-2000 - 31-12-2000,Torino,Teatro Regio,,object_id_5788
32701,artistic,11439,Rossella Bisazza,Assistente alla regia,Barbiere di Siviglia,2000-12-01,2000-12-31,2000,01-12-2000 - 31-12-2000,Torino,Teatro Regio,,object_id_5788
32701,artistic,11444,Monia Felicia Torchia,Assistente ai costumi,Barbiere di Siviglia,2000-12-01,2000-12-31,2000,01-12-2000 - 31-12-2000,Torino,Teatro Regio,,object_id_5788
32701,technical,7158,"Brancato, Milano",Sartoria,Barbiere di Siviglia,2000-12-01,2000-12-31,2000,01-12-2000 - 31-12-2000,Torino,Teatro Regio,,object_id_5788
32701,technical,7160,"Epoca (di Biagio), Milano",Calzature,Barbiere di Siviglia,2000-12-01,2000-12-31,2000,01-12-2000 - 31-12-2000,Torino,Teatro Regio,,object_id_5788
32701,technical,7159,"Mario Audello, Torino",Parrucche,Barbiere di Siviglia,2000-12-01,2000-12-31,2000,01-12-2000 - 31-12-2000,Torino,Teatro Regio,,object_id_5788
32702,artistic,5247,Filippo Crivelli,Regista,Excelsior,2000-12-20,2001-01-07,2000,20-12-2000 - 07-01-2001,Torino,Teatro Regio,42018,object_id_5806
32702,artistic,11445,Patrizia Frini,Regista,Excelsior,2000-12-20,2001-01-07,2000,20-12-2000 - 07-01-2001,Torino,Teatro Regio,42018,object_id_5806
32702,artistic,3855,Michele Della Cioppa,Scenografo,Excelsior,2000-12-20,2001-01-07,2000,20-12-2000 - 07-01-2001,Torino,Teatro Regio,42018,object_id_5806
32702,artistic,7357,Giulio Coltellacci,"Costumista,Scenografo",Excelsior,2000-12-20,2001-01-07,2000,20-12-2000 - 07-01-2001,Torino,Teatro Regio,42018,object_id_5806
32702,artistic,7358,Marco Filibeck,Luci,Excelsior,2000-12-20,2001-01-07,2000,20-12-2000 - 07-01-2001,Torino,Teatro Regio,42018,object_id_5806
32703,artistic,7386,Nicolas Joel,Regista,Hamlet,2001-01-23,2001-02-04,2001,23-01-2001 - 04-02-2001,Torino,Teatro Regio,42019,object_id_5818
32703,artistic,3678,Ezio Frigerio,Scenografo,Hamlet,2001-01-23,2001-02-04,2001,23-01-2001 - 04-02-2001,Torino,Teatro Regio,42019,object_id_5818
32703,artistic,3679,Franca Squarciapino,Costumista,Hamlet,2001-01-23,2001-02-04,2001,23-01-2001 - 04-02-2001,Torino,Teatro Regio,42019,object_id_5818
32703,artistic,4022,Vinicio Cheli,Luci,Hamlet,2001-01-23,2001-02-04,2001,23-01-2001 - 04-02-2001,Torino,Teatro Regio,42019,object_id_5818
32703,artistic,11446,Arnaud Bernard,Assistente alla regia,Hamlet,2001-01-23,2001-02-04,2001,23-01-2001 - 04-02-2001,Torino,Teatro Regio,42019,object_id_5818
32703,technical,7167,"Pompei 2000, Roma",Calzature,Hamlet,2001-01-23,2001-02-04,2001,23-01-2001 - 04-02-2001,Torino,Teatro Regio,42019,object_id_5818
32703,technical,7159,"Mario Audello, Torino",Parrucche,Hamlet,2001-01-23,2001-02-04,2001,23-01-2001 - 04-02-2001,Torino,Teatro Regio,42019,object_id_5818
32703,technical,7162,"Eikon Multivision, Firenze",Realizzazione sopratitoli,Hamlet,2001-01-23,2001-02-04,2001,23-01-2001 - 04-02-2001,Torino,Teatro Regio,42019,object_id_5818
32704,artistic,11447,Davide Gilioli,Assistente alla regia,Falstaff,2001-02-20,2001-03-06,2001,20-02-2001 - 06-03-2001,Torino,Teatro Regio,40398,object_id_5827
32704,artistic,7169,Andrea Anfossi,Luci,Falstaff,2001-02-20,2001-03-06,2001,20-02-2001 - 06-03-2001,Torino,Teatro Regio,40398,object_id_5827
32704,artistic,7393,Stefano Monti,Regista,Falstaff,2001-02-20,2001-03-06,2001,20-02-2001 - 06-03-2001,Torino,Teatro Regio,40398,object_id_5827
32704,artistic,7394,Antonio Mastromattei,Scenografo,Falstaff,2001-02-20,2001-03-06,2001,20-02-2001 - 06-03-2001,Torino,Teatro Regio,40398,object_id_5827
32704,technical,7176,"Arrigo, Milano",Sartoria,Falstaff,2001-02-20,2001-03-06,2001,20-02-2001 - 06-03-2001,Torino,Teatro Regio,40398,object_id_5827
32704,technical,7160,"Epoca (di Biagio), Milano",Calzature,Falstaff,2001-02-20,2001-03-06,2001,20-02-2001 - 06-03-2001,Torino,Teatro Regio,40398,object_id_5827
32704,technical,7159,"Mario Audello, Torino",Parrucche,Falstaff,2001-02-20,2001-03-06,2001,20-02-2001 - 06-03-2001,Torino,Teatro Regio,40398,object_id_5827
32704,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria,Falstaff,2001-02-20,2001-03-06,2001,20-02-2001 - 06-03-2001,Torino,Teatro Regio,40398,object_id_5827
32705,artistic,7171,José Carlos Plaza,Regista,Johannes-Passion,2001-03-13,2001-03-18,2001,13-03-2001 - 18-03-2001,Torino,Teatro Regio,42020,object_id_5839
32705,artistic,7172,Francisco Leal,"Luci,Scenografo",Johannes-Passion,2001-03-13,2001-03-18,2001,13-03-2001 - 18-03-2001,Torino,Teatro Regio,42020,object_id_5839
32705,artistic,6782,Pedro Moreno,Costumista,Johannes-Passion,2001-03-13,2001-03-18,2001,13-03-2001 - 18-03-2001,Torino,Teatro Regio,42020,object_id_5839
32705,artistic,11448,Riccardo Fracchia,Assistente alle scene,Johannes-Passion,2001-03-13,2001-03-18,2001,13-03-2001 - 18-03-2001,Torino,Teatro Regio,42020,object_id_5839
32705,artistic,11449,Maria Filippi,Assistente ai costumi,Johannes-Passion,2001-03-13,2001-03-18,2001,13-03-2001 - 18-03-2001,Torino,Teatro Regio,42020,object_id_5839
32706,artistic,3919,Ugo Tessitore,Assistente alla regia,Lohengrin,2001-04-10,2001-04-29,2001,10-04-2001 - 29-04-2001,Torino,Teatro Regio,40848,object_id_5846
32706,artistic,4025,Luca Ronconi,Regista,Lohengrin,2001-04-10,2001-04-29,2001,10-04-2001 - 29-04-2001,Torino,Teatro Regio,40848,object_id_5846
32706,artistic,6079,Margherita Palli,Scenografo,Lohengrin,2001-04-10,2001-04-29,2001,10-04-2001 - 29-04-2001,Torino,Teatro Regio,40848,object_id_5846
32706,artistic,3776,Vera Marzot,Costumista,Lohengrin,2001-04-10,2001-04-29,2001,10-04-2001 - 29-04-2001,Torino,Teatro Regio,40848,object_id_5846
32706,artistic,4036,Guido Levi,Luci,Lohengrin,2001-04-10,2001-04-29,2001,10-04-2001 - 29-04-2001,Torino,Teatro Regio,40848,object_id_5846
32706,artistic,11450,Guia Buzzi,Assistente alle scene,Lohengrin,2001-04-10,2001-04-29,2001,10-04-2001 - 29-04-2001,Torino,Teatro Regio,40848,object_id_5846
32706,technical,7160,"Epoca (di Biagio), Milano",Calzature,Lohengrin,2001-04-10,2001-04-29,2001,10-04-2001 - 29-04-2001,Torino,Teatro Regio,40848,object_id_5846
32706,technical,7159,"Mario Audello, Torino",Parrucche,Lohengrin,2001-04-10,2001-04-29,2001,10-04-2001 - 29-04-2001,Torino,Teatro Regio,40848,object_id_5846
32706,technical,7162,"Eikon Multivision, Firenze",Realizzazione sopratitoli,Lohengrin,2001-04-10,2001-04-29,2001,10-04-2001 - 29-04-2001,Torino,Teatro Regio,40848,object_id_5846
32706,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria,Lohengrin,2001-04-10,2001-04-29,2001,10-04-2001 - 29-04-2001,Torino,Teatro Regio,40848,object_id_5846
32707,artistic,3692,Alberto Fassini,Regista,Traviata,2001-05-08,2001-05-15,2001,08-05-2001 - 15-05-2001,Torino,Teatro Regio,,object_id_5857
32707,artistic,7422,Marta Ferri,Coreografo,Traviata,2001-05-08,2001-05-15,2001,08-05-2001 - 15-05-2001,Torino,Teatro Regio,,object_id_5857
32707,artistic,4439,Pier Luigi Samaritani,"Costumista,Scenografo",Traviata,2001-05-08,2001-05-15,2001,08-05-2001 - 15-05-2001,Torino,Teatro Regio,,object_id_5857
32707,artistic,9587,Alessandro Ciammarughi,"Assistente ai costumi,Assistente alle scene",Traviata,2001-05-08,2001-05-15,2001,08-05-2001 - 15-05-2001,Torino,Teatro Regio,,object_id_5857
32707,technical,10801,"Carlo Rubechini, Firenze",Attrezzeria,Traviata,2001-05-08,2001-05-15,2001,08-05-2001 - 15-05-2001,Torino,Teatro Regio,,object_id_5857
32707,technical,7423,"Arditi, Roma",Calzature,Traviata,2001-05-08,2001-05-15,2001,08-05-2001 - 15-05-2001,Torino,Teatro Regio,,object_id_5857
32707,technical,7159,"Mario Audello, Torino",Parrucche,Traviata,2001-05-08,2001-05-15,2001,08-05-2001 - 15-05-2001,Torino,Teatro Regio,,object_id_5857
32707,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria,Traviata,2001-05-08,2001-05-15,2001,08-05-2001 - 15-05-2001,Torino,Teatro Regio,,object_id_5857
32708,artistic,7446,Franco Zeffirelli,"Regista,Scenografo",Pagliacci,2001-05-29,2001-06-10,2001,29-05-2001 - 10-06-2001,Torino,Teatro Regio,40143,object_id_5862
32708,technical,6425,"Teatro alla Scala, Milano",Attrezzeria,Pagliacci,2001-05-29,2001-06-10,2001,29-05-2001 - 10-06-2001,Torino,Teatro Regio,40143,object_id_5862
32708,technical,11521,"Orecchia, Cav., Tavazzano (MI)",Attrezzeria,Pagliacci,2001-05-29,2001-06-10,2001,29-05-2001 - 10-06-2001,Torino,Teatro Regio,40143,object_id_5862
32708,technical,8588,Casa d’arte Cerratelli,Sartoria,Pagliacci,2001-05-29,2001-06-10,2001,29-05-2001 - 10-06-2001,Torino,Teatro Regio,40143,object_id_5862
32708,technical,7160,"Epoca (di Biagio), Milano",Calzature,Pagliacci,2001-05-29,2001-06-10,2001,29-05-2001 - 10-06-2001,Torino,Teatro Regio,40143,object_id_5862
32708,technical,7159,"Mario Audello, Torino",Parrucche,Pagliacci,2001-05-29,2001-06-10,2001,29-05-2001 - 10-06-2001,Torino,Teatro Regio,40143,object_id_5862
32708,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria,Pagliacci,2001-05-29,2001-06-10,2001,29-05-2001 - 10-06-2001,Torino,Teatro Regio,40143,object_id_5862
32718,artistic,3919,Ugo Tessitore,Assistente alla regia,Lear,2001-10-16,2001-10-28,2001,16-10-2001 - 28-10-2001,Torino,Teatro Regio,42024,object_id_5895
32718,artistic,7169,Andrea Anfossi,Luci,Lear,2001-10-16,2001-10-28,2001,16-10-2001 - 28-10-2001,Torino,Teatro Regio,42024,object_id_5895
32718,artistic,4025,Luca Ronconi,Regista,Lear,2001-10-16,2001-10-28,2001,16-10-2001 - 28-10-2001,Torino,Teatro Regio,42024,object_id_5895
32718,artistic,6079,Margherita Palli,Scenografo,Lear,2001-10-16,2001-10-28,2001,16-10-2001 - 28-10-2001,Torino,Teatro Regio,42024,object_id_5895
32718,artistic,3776,Vera Marzot,Costumista,Lear,2001-10-16,2001-10-28,2001,16-10-2001 - 28-10-2001,Torino,Teatro Regio,42024,object_id_5895
32718,artistic,11450,Guia Buzzi,Assistente alle scene,Lear,2001-10-16,2001-10-28,2001,16-10-2001 - 28-10-2001,Torino,Teatro Regio,42024,object_id_5895
32718,artistic,11452,Claudia Barone,Assistente ai costumi,Lear,2001-10-16,2001-10-28,2001,16-10-2001 - 28-10-2001,Torino,Teatro Regio,42024,object_id_5895
32718,technical,26822,Roberto Devalle,Costumista,Lear,2001-10-16,2001-10-28,2001,16-10-2001 - 28-10-2001,Torino,Teatro Regio,42024,object_id_5895
32718,technical,10878,"Compagnia di San Paolo, Torino",Sponsor,Lear,2001-10-16,2001-10-28,2001,16-10-2001 - 28-10-2001,Torino,Teatro Regio,42024,object_id_5895
32718,technical,10801,"Carlo Rubechini, Firenze",Attrezzeria,Lear,2001-10-16,2001-10-28,2001,16-10-2001 - 28-10-2001,Torino,Teatro Regio,42024,object_id_5895
32718,technical,7160,"Epoca (di Biagio), Milano",Calzature,Lear,2001-10-16,2001-10-28,2001,16-10-2001 - 28-10-2001,Torino,Teatro Regio,42024,object_id_5895
32718,technical,7159,"Mario Audello, Torino",Parrucche,Lear,2001-10-16,2001-10-28,2001,16-10-2001 - 28-10-2001,Torino,Teatro Regio,42024,object_id_5895
32719,artistic,7169,Andrea Anfossi,Luci,Carmen 2,2001-11-20,2001-12-02,2001,20-11-2001 - 02-12-2001,Torino,Teatro Regio,,object_id_5903
32719,artistic,5793,Jérôme Savary,Regista,Carmen 2,2001-11-20,2001-12-02,2001,20-11-2001 - 02-12-2001,Torino,Teatro Regio,,object_id_5903
32719,artistic,7489,Michel Lebois,Scenografo,Carmen 2,2001-11-20,2001-12-02,2001,20-11-2001 - 02-12-2001,Torino,Teatro Regio,,object_id_5903
32719,artistic,7490,Michel Dussarrat,Costumista,Carmen 2,2001-11-20,2001-12-02,2001,20-11-2001 - 02-12-2001,Torino,Teatro Regio,,object_id_5903
32719,artistic,11427,Frédérique Lombart,Assistente alla regia,Carmen 2,2001-11-20,2001-12-02,2001,20-11-2001 - 02-12-2001,Torino,Teatro Regio,,object_id_5903
32719,artistic,11453,Aimée Blanc,Assistente ai costumi,Carmen 2,2001-11-20,2001-12-02,2001,20-11-2001 - 02-12-2001,Torino,Teatro Regio,,object_id_5903
32719,technical,6441,"Teatro Regio, Torino",Attrezzeria,Carmen 2,2001-11-20,2001-12-02,2001,20-11-2001 - 02-12-2001,Torino,Teatro Regio,,object_id_5903
32719,technical,6499,"Opéra Comique, Paris",Costumista,Carmen 2,2001-11-20,2001-12-02,2001,20-11-2001 - 02-12-2001,Torino,Teatro Regio,,object_id_5903
32719,technical,11047,"Fondazione CRT, Torino",Sponsor,Carmen 2,2001-11-20,2001-12-02,2001,20-11-2001 - 02-12-2001,Torino,Teatro Regio,,object_id_5903
32719,technical,7492,Plastic,Attrezzeria,Carmen 2,2001-11-20,2001-12-02,2001,20-11-2001 - 02-12-2001,Torino,Teatro Regio,,object_id_5903
32719,technical,7491,Guaschino,Attrezzeria,Carmen 2,2001-11-20,2001-12-02,2001,20-11-2001 - 02-12-2001,Torino,Teatro Regio,,object_id_5903
32719,technical,7160,"Epoca (di Biagio), Milano",Calzature,Carmen 2,2001-11-20,2001-12-02,2001,20-11-2001 - 02-12-2001,Torino,Teatro Regio,,object_id_5903
32719,technical,7159,"Mario Audello, Torino",Parrucche,Carmen 2,2001-11-20,2001-12-02,2001,20-11-2001 - 02-12-2001,Torino,Teatro Regio,,object_id_5903
32720,artistic,6871,Jurij Nikolaevič Grigorovič,Coreografo,Lago dei cigni,2001-12-12,2001-12-19,2001,12-12-2001 - 19-12-2001,Torino,Teatro Regio,,object_id_5914
32720,artistic,6892,Simon Virsaladze,"Costumista,Scenografo",Lago dei cigni,2001-12-12,2001-12-19,2001,12-12-2001 - 19-12-2001,Torino,Teatro Regio,,object_id_5914
32720,technical,11227,"Lancia, Torino",Sponsor,Lago dei cigni,2001-12-12,2001-12-19,2001,12-12-2001 - 19-12-2001,Torino,Teatro Regio,,object_id_5914
32721,artistic,4895,Marius Petipa,Coreografo,Bella addormentata,2001-12-21,2001-12-23,2001,21-12-2001 - 23-12-2001,Torino,Teatro Regio,,object_id_5926
32721,artistic,6871,Jurij Nikolaevič Grigorovič,Coreografo,Bella addormentata,2001-12-21,2001-12-23,2001,21-12-2001 - 23-12-2001,Torino,Teatro Regio,,object_id_5926
32721,artistic,6892,Simon Virsaladze,"Costumista,Scenografo",Bella addormentata,2001-12-21,2001-12-23,2001,21-12-2001 - 23-12-2001,Torino,Teatro Regio,,object_id_5926
32721,technical,11227,"Lancia, Torino",Sponsor,Bella addormentata,2001-12-21,2001-12-23,2001,21-12-2001 - 23-12-2001,Torino,Teatro Regio,,object_id_5926
32722,artistic,3692,Alberto Fassini,Regista,Norma,2002-01-22,2002-02-06,2002,22-01-2002 - 06-02-2002,Torino,Teatro Regio,40022,object_id_5937
32722,artistic,7497,William Orlandi,"Costumista,Scenografo",Norma,2002-01-22,2002-02-06,2002,22-01-2002 - 06-02-2002,Torino,Teatro Regio,40022,object_id_5937
32722,technical,7174,"Opera Scene, Roma",Realizzazione,Norma,2002-01-22,2002-02-06,2002,22-01-2002 - 06-02-2002,Torino,Teatro Regio,40022,object_id_5937
32722,technical,7176,"Arrigo, Milano",Sartoria,Norma,2002-01-22,2002-02-06,2002,22-01-2002 - 06-02-2002,Torino,Teatro Regio,40022,object_id_5937
32722,technical,10521,"Calzature artistiche Sacchi, Firenze",Calzature,Norma,2002-01-22,2002-02-06,2002,22-01-2002 - 06-02-2002,Torino,Teatro Regio,40022,object_id_5937
32722,technical,7159,"Mario Audello, Torino",Parrucche,Norma,2002-01-22,2002-02-06,2002,22-01-2002 - 06-02-2002,Torino,Teatro Regio,40022,object_id_5937
32722,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria,Norma,2002-01-22,2002-02-06,2002,22-01-2002 - 06-02-2002,Torino,Teatro Regio,40022,object_id_5937
32723,artistic,8705,Michael Hampe,Regista,Matrimonio segreto,2002-06-07,2002-06-18,2002,07-06-2002 - 18-06-2002,Torino,Teatro Regio,,object_id_5962
32723,artistic,9309,Jan Schlubach,Scenografo,Matrimonio segreto,2002-06-07,2002-06-18,2002,07-06-2002 - 18-06-2002,Torino,Teatro Regio,,object_id_5962
32723,artistic,9310,Martin Rupprecht,Costumista,Matrimonio segreto,2002-06-07,2002-06-18,2002,07-06-2002 - 18-06-2002,Torino,Teatro Regio,,object_id_5962
32723,technical,7883,"G.P. 11, Roma",Sartoria,Matrimonio segreto,2002-06-07,2002-06-18,2002,07-06-2002 - 18-06-2002,Torino,Teatro Regio,,object_id_5962
32723,technical,7167,"Pompei 2000, Roma",Calzature,Matrimonio segreto,2002-06-07,2002-06-18,2002,07-06-2002 - 18-06-2002,Torino,Teatro Regio,,object_id_5962
32723,technical,7159,"Mario Audello, Torino",Parrucche,Matrimonio segreto,2002-06-07,2002-06-18,2002,07-06-2002 - 18-06-2002,Torino,Teatro Regio,,object_id_5962
32724,artistic,7177,Lamberto Puggelli,Regista,Pulzella d’Orléans,2002-07-03,2002-07-19,2002,03-07-2002 - 19-07-2002,Torino,Teatro Regio,42032,object_id_5972
32724,artistic,7548,Tiziana Tosco,Coreografo,Pulzella d’Orléans,2002-07-03,2002-07-19,2002,03-07-2002 - 19-07-2002,Torino,Teatro Regio,42032,object_id_5972
32724,artistic,4838,Luisa Spinatelli,"Costumista,Scenografo",Pulzella d’Orléans,2002-07-03,2002-07-19,2002,03-07-2002 - 19-07-2002,Torino,Teatro Regio,42032,object_id_5972
32724,artistic,11451,Nathalie Lanzarini,Assistente alla regia,Pulzella d’Orléans,2002-07-03,2002-07-19,2002,03-07-2002 - 19-07-2002,Torino,Teatro Regio,42032,object_id_5972
32724,artistic,11444,Monia Felicia Torchia,"Assistente ai costumi,Assistente alle scene",Pulzella d’Orléans,2002-07-03,2002-07-19,2002,03-07-2002 - 19-07-2002,Torino,Teatro Regio,42032,object_id_5972
32724,technical,6441,"Teatro Regio, Torino",Attrezzeria,Pulzella d’Orléans,2002-07-03,2002-07-19,2002,03-07-2002 - 19-07-2002,Torino,Teatro Regio,42032,object_id_5972
