id_recita,personaggio,personaggio_voce,interprete,interprete_id,ruolo
57176,Anne,soprano,"Brown, Antonia",31587,interprete
57176,Baba the Turk,mezzosoprano,"De Mola, Cinzia",9999,interprete
57176,Tom Rakewell,tenore,"Lavender, Justin",10000,interprete
57176,Nick Shadow,baritono,"Damiani, Davide",10001,interprete
57176,Mother Goose,mezzosoprano,"Zaramella, Sonia",10002,interprete
57176,Trulove,basso,"Battaglia, Paolo",10003,interprete
57176,Sellem,tenore,"Barbacini, Paolo",10004,interprete
57176,Keeper,basso,"Paliaga, Alessandro",10005,interprete
57177,Anne,soprano,"Brown, Antonia",31587,interprete
57177,Baba the Turk,mezzosoprano,"De Mola, Cinzia",9999,interprete
57177,Tom Rakewell,tenore,"Lavender, Justin",10000,interprete
57177,Nick Shadow,baritono,"Carl, Jeffrey",10099,interprete
57177,Mother Goose,mezzosoprano,"Zaramella, Sonia",10002,interprete
57177,Trulove,basso,"Battaglia, Paolo",10003,interprete
57177,Sellem,tenore,"Barbacini, Paolo",10004,interprete
57177,Keeper,basso,"Paliaga, Alessandro",10005,interprete
57178,Fiordiligi,soprano,"Burato, Fiorella",10014,interprete
57178,Dorabella,mezzosoprano,"Cullen, Teresa",10015,interprete
57178,Guglielmo,basso,"Rivenq, Nicholas",10017,interprete
57178,Ferrando,tenore,"Milhofer, Mark",10016,interprete
57178,Despina,soprano,"Perry, Janet",10018,interprete
57178,Don Alfonso,basso,"Echevarria, Alfonso",10019,interprete
57179,Fiordiligi,soprano,"Burato, Fiorella",10014,interprete
57179,Dorabella,mezzosoprano,"Cullen, Teresa",10015,interprete
57179,Guglielmo,basso,"Rivenq, Nicholas",10017,interprete
57179,Ferrando,tenore,"Milhofer, Mark",10016,interprete
57179,Despina,soprano,"Perry, Janet",10018,interprete
57179,Don Alfonso,basso,"Echevarria, Alfonso",10019,interprete
57180,Werther,tenore,"Sabbatini, Giuseppe",10026,interprete
57180,Charlotte,mezzosoprano,"Ganassi, Sonia",10027,interprete
57180,Albert,baritono,"De Candia, Roberto",10028,interprete
57180,Schmidt,tenore,"Zennaro, Jorio",10030,interprete
57180,Johann,basso / baritono,"Patalini, Alessandro",10031,interprete
57180,Sophie,soprano,"Nocentini, Maria Costanza",10033,interprete
57180,Bruhlmann,tenore,"Biavati, Decio",10032,interprete
57180,Kätchen,soprano,"Calzolari, Cristina",10034,interprete
57180,Il podestà,basso / baritono,"Svab, Alessandro",10029,interprete
57181,Werther,tenore,"Sabbatini, Giuseppe",10026,interprete
57181,Charlotte,mezzosoprano,"Ganassi, Sonia",10027,interprete
57181,Albert,baritono,"De Candia, Roberto",10028,interprete
57181,Schmidt,tenore,"Zennaro, Jorio",10030,interprete
57181,Johann,basso / baritono,"Patalini, Alessandro",10031,interprete
57181,Sophie,soprano,"Nocentini, Maria Costanza",10033,interprete
57181,Bruhlmann,tenore,"Biavati, Decio",10032,interprete
57181,Kätchen,soprano,"Calzolari, Cristina",10034,interprete
57181,Il podestà,basso / baritono,"Svab, Alessandro",10029,interprete
57182,Werther,tenore,"Sabbatini, Giuseppe",10026,interprete
57182,Charlotte,mezzosoprano,"Ganassi, Sonia",10027,interprete
57182,Albert,baritono,"De Candia, Roberto",10028,interprete
57182,Schmidt,tenore,"Zennaro, Jorio",10030,interprete
57182,Johann,basso / baritono,"Patalini, Alessandro",10031,interprete
57182,Sophie,soprano,"Nocentini, Maria Costanza",10033,interprete
57182,Bruhlmann,tenore,"Biavati, Decio",10032,interprete
57182,Kätchen,soprano,"Calzolari, Cristina",10034,interprete
57182,Il podestà,basso / baritono,"Svab, Alessandro",10029,interprete
57183,La matrigna,attore,"Marcelli, Rino",10057,interprete
57183,La zingara,attore,"Spinosi, Patrizia",10058,interprete
57183,Il prologo (Bene mio),attore,"Villani, Virgilio",10059,interprete
57183,Il Turco,attore,"Converso, Raffaello",10060,interprete
57183,La gatta Cenerentola,attore,"Bruno, Marina",10061,interprete
57183,La prima figlia Patrizia,attore,"Sica, Filippo",10062,interprete
57183,Cameriera del palazzo reale,attore,"D'Acunzo, Elisabetta",10063,interprete
57183,Il femminella,attore,"Mauriello, Giovanni",10064,interprete
57183,Il militare spagnolo,attore,"Saccardi, Rosario",10065,interprete
57183,Cameriera del palazzo reale,attore,"Gorga, Maria Letizia",10066,interprete
57183,Cameriera del palazzo reale,attore,"Colasanto, Annamaria",10067,interprete
57183,Cameriera del palazzo reale,attore,"Schiavo, Maria Grazia",10068,interprete
57183,Soldato,attore,"Parisi, Giuseppe",10069,interprete
57183,Soldato,attore,"Smimmo, Angelo",10070,interprete
57183,Lavandaia,attore,"Carli, Rosaria",10071,interprete
57183,,direttore d'orchestra,"Piemontese, Renato",10072,interprete
57183,Cameriera del palazzo reale,attore,"Calogero, Fiorenza",10075,interprete
57184,La matrigna,attore,"Marcelli, Rino",10057,interprete
57184,La pettinatrice,attore,"Spinosi, Patrizia",10058,interprete
57184,Il capocoro del rosario,attore,"Villani, Virgilio",10059,interprete
57184,Il militare francese,attore,"Converso, Raffaello",10060,interprete
57184,La gatta Cenerentola,attore,"Bruno, Marina",10061,interprete
57184,La prima figlia Patrizia,attore,"Sica, Filippo",10062,interprete
57184,Cameriera del palazzo reale,attore,"D'Acunzo, Elisabetta",10063,interprete
57184,Il monacello,attore,"Mauriello, Giovanni",10064,interprete
57184,Il militare spagnolo,attore,"Saccardi, Rosario",10065,interprete
57184,Cameriera del palazzo reale,attore,"Gorga, Maria Letizia",10066,interprete
57184,Lavandaia,attore,"Colasanto, Annamaria",10067,interprete
57184,Cameriera del palazzo reale,attore,"Schiavo, Maria Grazia",10068,interprete
57184,Soldato,attore,"Parisi, Giuseppe",10069,interprete
57184,Soldato,attore,"Smimmo, Angelo",10070,interprete
57184,Lavandaia,attore,"Carli, Rosaria",10071,interprete
57184,,direttore d'orchestra,"Piemontese, Renato",10072,interprete
57184,La sarta orfana di madre,attore,"Calogero, Fiorenza",10075,interprete
57185,La matrigna,attore,"Marcelli, Rino",10057,interprete
57185,La pettinatrice,attore,"Spinosi, Patrizia",10058,interprete
57185,Asso di Bastoni,attore,"Villani, Virgilio",10059,interprete
57185,Il militare francese,attore,"Converso, Raffaello",10060,interprete
57185,La gatta Cenerentola,attore,"Bruno, Marina",10061,interprete
57185,La prima figlia Patrizia,attore,"Sica, Filippo",10062,interprete
57185,Cameriera del palazzo reale,attore,"D'Acunzo, Elisabetta",10063,interprete
57185,Il monacello,attore,"Mauriello, Giovanni",10064,interprete
57185,Il militare spagnolo,attore,"Saccardi, Rosario",10065,interprete
57185,Cameriera del palazzo reale,attore,"Gorga, Maria Letizia",10066,interprete
57185,Cameriera del palazzo reale,attore,"Colasanto, Annamaria",10067,interprete
57185,Cameriera del palazzo reale,attore,"Schiavo, Maria Grazia",10068,interprete
57185,Soldato,attore,"Parisi, Giuseppe",10069,interprete
57185,Soldato,attore,"Smimmo, Angelo",10070,interprete
57185,Lavandaia,attore,"Carli, Rosaria",10071,interprete
57185,,direttore d'orchestra,"Piemontese, Renato",10072,interprete
57185,Cameriera del palazzo reale,attore,"Calogero, Fiorenza",10075,interprete
57186,La matrigna,attore,"Marcelli, Rino",10057,interprete
57186,La pettinatrice,attore,"Spinosi, Patrizia",10058,interprete
57186,Il capocoro del rosario,attore,"Villani, Virgilio",10059,interprete
57186,Il militare francese,attore,"Converso, Raffaello",10060,interprete
57186,La gatta Cenerentola,attore,"Bruno, Marina",10061,interprete
57186,La prima figlia Patrizia,attore,"Sica, Filippo",10062,interprete
57186,Cameriera del palazzo reale,attore,"D'Acunzo, Elisabetta",10063,interprete
57186,Il monacello,attore,"Mauriello, Giovanni",10064,interprete
57186,Il militare spagnolo,attore,"Saccardi, Rosario",10065,interprete
57186,Cameriera del palazzo reale,attore,"Gorga, Maria Letizia",10066,interprete
57186,Lavandaia,attore,"Colasanto, Annamaria",10067,interprete
57186,Cameriera del palazzo reale,attore,"Schiavo, Maria Grazia",10068,interprete
57186,Soldato,attore,"Parisi, Giuseppe",10069,interprete
57186,Soldato,attore,"Smimmo, Angelo",10070,interprete
57186,Lavandaia,attore,"Carli, Rosaria",10071,interprete
57186,,direttore d'orchestra,"Piemontese, Renato",10072,interprete
57186,La sarta orfana di madre,attore,"Calogero, Fiorenza",10075,interprete
57187,,ballerino/danzatore,"Caiti, Orazio",10083,interprete
57187,,ballerino/danzatore,"Daudel, Macha",10092,interprete
57187,,ballerino/danzatore,"Soon, Jana",10093,interprete
57187,,ballerino/danzatore,"Berti, Sveva",10094,interprete
57187,,ballerino/danzatore,"Cherradi, Thibaut",10095,interprete
57187,,ballerino/danzatore,"Zambon, Loris",10096,interprete
57187,,ballerino/danzatore,"Mosca, Roberta",13486,interprete
57187,,ballerino/danzatore,"Scala, Valentina",13487,interprete
57187,,ballerino/danzatore,"Garcia y Vincente, Monica",13515,interprete
57188,,ballerino/danzatore,"Caiti, Orazio",10083,interprete
57188,,ballerino/danzatore,"Guillem, Sylvie",10090,interprete
57188,,ballerino/danzatore,"Cope, Jonathan",10091,interprete
57188,,ballerino/danzatore,"Daudel, Macha",10092,interprete
57188,,ballerino/danzatore,"Soon, Jana",10093,interprete
57188,,ballerino/danzatore,"Berti, Sveva",10094,interprete
57188,,ballerino/danzatore,"Cherradi, Thibaut",10095,interprete
57188,,ballerino/danzatore,"Zambon, Loris",10096,interprete
57189,John Gilbert,voce maschile (non impostata),"Ranieri, Massimo",10106,interprete
57189,Greta Garbo,voce maschile (non impostata),"Bedeschi, Julka",10107,interprete
57189,Louis Mayer,voce maschile (non impostata),"Terranova, Gianluca",10108,interprete
57189,Ina Claire,voce femminile (non impostata),"Di Bartolo, Barbara",10109,interprete
57189,Regista,voce maschile (non impostata),"Onofri, Stefano",10110,interprete
57190,John Gilbert,voce maschile (non impostata),"Ranieri, Massimo",10106,interprete
57190,Greta Garbo,voce maschile (non impostata),"Bedeschi, Julka",10107,interprete
57190,Louis Mayer,voce maschile (non impostata),"Terranova, Gianluca",10108,interprete
57190,Ina Claire,voce femminile (non impostata),"Di Bartolo, Barbara",10109,interprete
57190,Regista,voce maschile (non impostata),"Onofri, Stefano",10110,interprete
57191,John Gilbert,voce maschile (non impostata),"Ranieri, Massimo",10106,interprete
57191,Greta Garbo,voce maschile (non impostata),"Bedeschi, Julka",10107,interprete
57191,Louis Mayer,voce maschile (non impostata),"Terranova, Gianluca",10108,interprete
57191,Ina Claire,voce femminile (non impostata),"Di Bartolo, Barbara",10109,interprete
57191,Regista,voce maschile (non impostata),"Onofri, Stefano",10110,interprete
57192,John Gilbert,voce maschile (non impostata),"Ranieri, Massimo",10106,interprete
57192,Greta Garbo,voce maschile (non impostata),"Bedeschi, Julka",10107,interprete
57192,Louis Mayer,voce maschile (non impostata),"Terranova, Gianluca",10108,interprete
57192,Ina Claire,voce femminile (non impostata),"Di Bartolo, Barbara",10109,interprete
57192,Regista,voce maschile (non impostata),"Onofri, Stefano",10110,interprete
57193,Irina Nikolaevna Arkadina,attore,"Moriconi, Valeria",10114,interprete
57193,Boris Alkseevic Trigorin,attore,"Pani, Corrado",10115,interprete
57193,Konstantin Gavrilovic Treplev,attore,"Malatesta, Max",10116,interprete
57193,Petr Nikolaevic Sorin,attore,"Lescovelli, Stefano",10117,interprete
57193,Nina Zarecnaja,attore,"Pasetti, Laura",10118,interprete
57193,Ilja Samraev,attore,"Turrin, Enzo",10119,interprete
57193,Polina Andreevna,attore,"Cancian, Aurora",10120,interprete
57193,Mascia,attore,"Romeo, Patrizia",10121,interprete
57193,Evgenij Sergeevic Dorn,attore,"Nigrelli, Danilo",10122,interprete
57193,Semen Semenovic Medvedenko,attore,"Spadaro, Lino",10123,interprete
57193,Jakov,attore,"Valles, Carlos",10124,interprete
57194,Irina Nikolaevna Arkadina,attore,"Moriconi, Valeria",10114,interprete
57194,Boris Alkseevic Trigorin,attore,"Pani, Corrado",10115,interprete
57194,Konstantin Gavrilovic Treplev,attore,"Malatesta, Max",10116,interprete
57194,Petr Nikolaevic Sorin,attore,"Lescovelli, Stefano",10117,interprete
57194,Nina Zarecnaja,attore,"Pasetti, Laura",10118,interprete
57194,Ilja Samraev,attore,"Turrin, Enzo",10119,interprete
57194,Polina Andreevna,attore,"Cancian, Aurora",10120,interprete
57194,Mascia,attore,"Romeo, Patrizia",10121,interprete
57194,Evgenij Sergeevic Dorn,attore,"Nigrelli, Danilo",10122,interprete
57194,Semen Semenovic Medvedenko,attore,"Spadaro, Lino",10123,interprete
57194,Jakov,attore,"Valles, Carlos",10124,interprete
57195,Irina Nikolaevna Arkadina,attore,"Moriconi, Valeria",10114,interprete
57195,Boris Alkseevic Trigorin,attore,"Pani, Corrado",10115,interprete
57195,Konstantin Gavrilovic Treplev,attore,"Malatesta, Max",10116,interprete
57195,Petr Nikolaevic Sorin,attore,"Lescovelli, Stefano",10117,interprete
57195,Nina Zarecnaja,attore,"Pasetti, Laura",10118,interprete
57195,Ilja Samraev,attore,"Turrin, Enzo",10119,interprete
57195,Polina Andreevna,attore,"Cancian, Aurora",10120,interprete
57195,Mascia,attore,"Romeo, Patrizia",10121,interprete
57195,Evgenij Sergeevic Dorn,attore,"Nigrelli, Danilo",10122,interprete
57195,Semen Semenovic Medvedenko,attore,"Spadaro, Lino",10123,interprete
57195,Jakov,attore,"Valles, Carlos",10124,interprete
57196,Max,attore,"Bonacelli, Paolo",10135,interprete
57196,Lenny,attore,"Sebasti, David",10136,interprete
57196,Sam,attore,"Saliu, Cesare",10137,interprete
57196,Joey,attore,"Caprioli, Carlo",10138,interprete
57196,Teddy,attore,"Calindri, Gabriele",10139,interprete
57196,Ruth,attore,"Monti, Ivana",10140,interprete
57197,Max,attore,"Bonacelli, Paolo",10135,interprete
57197,Lenny,attore,"Sebasti, David",10136,interprete
57197,Sam,attore,"Saliu, Cesare",10137,interprete
57197,Joey,attore,"Caprioli, Carlo",10138,interprete
57197,Teddy,attore,"Calindri, Gabriele",10139,interprete
57197,Ruth,attore,"Monti, Ivana",10140,interprete
57198,L'imperatore,attore,"Valdemarin, Mario",10143,interprete
57198,Federico Wetter,attore,"Ragno, Tommaso",10144,interprete
57198,Contessa Elena,attore,"Aste, Aide",10145,interprete
57198,Eleonora,attore,"Nappo, Monica",10146,interprete
57198,Il Conte Otto Della Fluhe,attore,"Piazza, Graziano",10147,interprete
57198,Gottschalk,attore,"Rignanese, Nicola",10148,interprete
57198,Brigida,attore,"Coppola, Anna",10149,interprete
57198,Cunegonda di Thurneck,attore,"Punzo, Patrizia",10150,interprete
57198,Rosalia,attore,"Filippini, Silvia",10151,interprete
57198,Teobaldo Friedeborn,attore,"Dettori, Giancarlo",10152,interprete
57198,Caterina,attore,"Sacchi, Fabrizia",10153,interprete
57198,Giorgio di Waldstatten,attore,"Benedetto, Francesco",10154,interprete
57198,Vecchia zia di Cunegonda,attore,"Cavicchioli, Marco",10155,interprete
57198,Vecchia zia di Cunegonda,attore,"Mascherpa, Sergio",10156,interprete
57198,Vecchia zia di Cunegonda,attore,"Carucci Viterbi, Emanuele",10157,interprete
57199,L'imperatore,attore,"Valdemarin, Mario",10143,interprete
57199,Federico Wetter,attore,"Ragno, Tommaso",10144,interprete
57199,Federico di Herrnstadt,attore,"Aste, Aide",10145,interprete
57199,Eleonora,attore,"Nappo, Monica",10146,interprete
57199,Cavaliere Flammberg,attore,"Piazza, Graziano",10147,interprete
57199,Gottschalk,attore,"Rignanese, Nicola",10148,interprete
57199,Brigida,attore,"Coppola, Anna",10149,interprete
57199,Cunegonda di Thurneck,attore,"Punzo, Patrizia",10150,interprete
57199,Rosalia,attore,"Filippini, Silvia",10151,interprete
57199,Teobaldo Friedeborn,attore,"Dettori, Giancarlo",10152,interprete
57199,Caterina,attore,"Sacchi, Fabrizia",10153,interprete
57199,Giorgio di Waldstatten,attore,"Benedetto, Francesco",10154,interprete
57199,Il Ringravio di Stein,attore,"Cavicchioli, Marco",10155,interprete
57199,Eginardo Della Wart,attore,"Mascherpa, Sergio",10156,interprete
57199,Vecchia zia di Cunegonda,attore,"Carucci Viterbi, Emanuele",10157,interprete
57200,L'imperatore,attore,"Valdemarin, Mario",10143,interprete
57200,Federico Wetter,attore,"Ragno, Tommaso",10144,interprete
57200,Federico di Herrnstadt,attore,"Aste, Aide",10145,interprete
57200,Eleonora,attore,"Nappo, Monica",10146,interprete
57200,Il Conte Otto Della Fluhe,attore,"Piazza, Graziano",10147,interprete
57200,Gottschalk,attore,"Rignanese, Nicola",10148,interprete
57200,Brigida,attore,"Coppola, Anna",10149,interprete
57200,Cunegonda di Thurneck,attore,"Punzo, Patrizia",10150,interprete
57200,Rosalia,attore,"Filippini, Silvia",10151,interprete
57200,Teobaldo Friedeborn,attore,"Dettori, Giancarlo",10152,interprete
57200,Caterina,attore,"Sacchi, Fabrizia",10153,interprete
57200,Goffredo Friedeborn,attore,"Benedetto, Francesco",10154,interprete
57200,Vecchia zia di Cunegonda,attore,"Cavicchioli, Marco",10155,interprete
57200,Eginardo Della Wart,attore,"Mascherpa, Sergio",10156,interprete
57200,Massimiliano,attore,"Carucci Viterbi, Emanuele",10157,interprete
57201,L'imperatore,attore,"Valdemarin, Mario",10143,interprete
57201,Federico Wetter,attore,"Ragno, Tommaso",10144,interprete
57201,Federico di Herrnstadt,attore,"Aste, Aide",10145,interprete
57201,Eleonora,attore,"Nappo, Monica",10146,interprete
57201,Cavaliere Flammberg,attore,"Piazza, Graziano",10147,interprete
57201,Gottschalk,attore,"Rignanese, Nicola",10148,interprete
57201,Brigida,attore,"Coppola, Anna",10149,interprete
57201,Cunegonda di Thurneck,attore,"Punzo, Patrizia",10150,interprete
57201,Rosalia,attore,"Filippini, Silvia",10151,interprete
57201,Teobaldo Friedeborn,attore,"Dettori, Giancarlo",10152,interprete
57201,Caterina,attore,"Sacchi, Fabrizia",10153,interprete
57201,Goffredo Friedeborn,attore,"Benedetto, Francesco",10154,interprete
57201,Vecchia zia di Cunegonda,attore,"Cavicchioli, Marco",10155,interprete
57201,Vecchia zia di Cunegonda,attore,"Mascherpa, Sergio",10156,interprete
57201,Massimiliano,attore,"Carucci Viterbi, Emanuele",10157,interprete
57201,Un angelo,attore,"Alexa, Florin",10158,interprete
57202,Sam/Jess/Roy,attore,"Dapporto, Massimo",10187,interprete
57202,Karen/Muriel/Norma,attore,"Monti, Maria Amelia",10188,interprete
57202,Cameriere,attore,"Meoni, Francesco",10189,interprete
57202,Jean/Mimsey,attore,"Cerami, Aisha",10190,interprete
57203,Sam/Jess/Roy,attore,"Dapporto, Massimo",10187,interprete
57203,Karen/Muriel/Norma,attore,"Monti, Maria Amelia",10188,interprete
57203,Cameriere,attore,"Meoni, Francesco",10189,interprete
57203,Jean/Mimsey,attore,"Cerami, Aisha",10190,interprete
57204,Sam/Jess/Roy,attore,"Dapporto, Massimo",10187,interprete
57204,Karen/Muriel/Norma,attore,"Monti, Maria Amelia",10188,interprete
57204,Cameriere,attore,"Meoni, Francesco",10189,interprete
57204,Jean/Mimsey,attore,"Cerami, Aisha",10190,interprete
57205,Sam/Jess/Roy,attore,"Dapporto, Massimo",10187,interprete
57205,Karen/Muriel/Norma,attore,"Monti, Maria Amelia",10188,interprete
57205,Cameriere,attore,"Meoni, Francesco",10189,interprete
57205,Jean/Mimsey,attore,"Cerami, Aisha",10190,interprete
57206,Sam/Jess/Roy,attore,"Dapporto, Massimo",10187,interprete
57206,Karen/Muriel/Norma,attore,"Monti, Maria Amelia",10188,interprete
57206,Cameriere,attore,"Meoni, Francesco",10189,interprete
57206,Jean/Mimsey,attore,"Cerami, Aisha",10190,interprete
57207,Don Egidio,attore,"Basile, Sergio",10164,interprete
57207,Donna Florida,attore,"Franzo, Sandra",10165,interprete
57207,Don Sigismondo,attore,"Milani, Roberto",10166,interprete
57207,Il Conte Claudio,attore,"Giuliano, Gianni",10167,interprete
57207,Don Cirillo,attore,"De Marchi, Michele",10168,interprete
57207,Don Fabio,attore,"Bertan, Giorgio",10169,interprete
57207,Don Faustino,attore,"Roman, Luciano",10170,interprete
57207,Don Ferdinando,attore,"Di Clemente, Alessio",10171,interprete
57207,Don Polidoro,attore,"Barra, Gianfranco",10172,interprete
57207,Lisetta,attore,"Picconi, Annalisa",10173,interprete
57207,Orsolina,attore,"Fuser, Eleonora",10174,interprete
57207,Un aiutante,attore,"Tricamo, Mario",10175,interprete
57207,Un caporale,attore,"Failla, Vincenzo",10176,interprete
57207,I soldato,attore,"Barbieri, Gianluca",10177,interprete
57207,II soldato,attore,"Andrighetto, Massimiliano",10178,interprete
57207,III soldato / corriere,attore,"Maggi, Alessandro",10179,interprete
57207,IV soldato / Brighella,attore,"Bettermann, Hugo",10180,interprete
57207,Un garzone,attore,"Ferro, Daniele",10181,interprete
57207,Suonatore,violino,"Pietroniro, Pierluigi",10182,interprete
57207,Suonatore,percussioni,"Querci, Guido",10183,interprete
57207,Suonatore,chitarra,"Reina, Filippo",10184,interprete
57207,Suonatore,tromba,"Missanelli, Rosario",10185,interprete
57207,Donn'Aspasia,attore,"Buccellato, Benedetta",31638,interprete
57208,Don Egidio,attore,"Basile, Sergio",10164,interprete
57208,Donna Florida,attore,"Franzo, Sandra",10165,interprete
57208,Don Sigismondo,attore,"Milani, Roberto",10166,interprete
57208,Il Conte Claudio,attore,"Giuliano, Gianni",10167,interprete
57208,Don Cirillo,attore,"De Marchi, Michele",10168,interprete
57208,Don Fabio,attore,"Bertan, Giorgio",10169,interprete
57208,Don Faustino,attore,"Roman, Luciano",10170,interprete
57208,Don Ferdinando,attore,"Di Clemente, Alessio",10171,interprete
57208,Don Polidoro,attore,"Barra, Gianfranco",10172,interprete
57208,Lisetta,attore,"Picconi, Annalisa",10173,interprete
57208,Orsolina,attore,"Fuser, Eleonora",10174,interprete
57208,Un aiutante,attore,"Tricamo, Mario",10175,interprete
57208,Un caporale,attore,"Failla, Vincenzo",10176,interprete
57208,I soldato,attore,"Barbieri, Gianluca",10177,interprete
57208,II soldato,attore,"Andrighetto, Massimiliano",10178,interprete
57208,III soldato / corriere,attore,"Maggi, Alessandro",10179,interprete
57208,IV soldato / Brighella,attore,"Bettermann, Hugo",10180,interprete
57208,Un garzone,attore,"Ferro, Daniele",10181,interprete
57208,Suonatore,violino,"Pietroniro, Pierluigi",10182,interprete
57208,Suonatore,percussioni,"Querci, Guido",10183,interprete
57208,Suonatore,chitarra,"Reina, Filippo",10184,interprete
57208,Suonatore,tromba,"Missanelli, Rosario",10185,interprete
57208,Donn'Aspasia,attore,"Buccellato, Benedetta",31638,interprete
57209,Don Egidio,attore,"Basile, Sergio",10164,interprete
57209,Donna Florida,attore,"Franzo, Sandra",10165,interprete
57209,Don Sigismondo,attore,"Milani, Roberto",10166,interprete
57209,Il Conte Claudio,attore,"Giuliano, Gianni",10167,interprete
57209,Don Cirillo,attore,"De Marchi, Michele",10168,interprete
57209,Don Fabio,attore,"Bertan, Giorgio",10169,interprete
57209,Don Faustino,attore,"Roman, Luciano",10170,interprete
57209,Don Ferdinando,attore,"Di Clemente, Alessio",10171,interprete
57209,Don Polidoro,attore,"Barra, Gianfranco",10172,interprete
57209,Lisetta,attore,"Picconi, Annalisa",10173,interprete
57209,Orsolina,attore,"Fuser, Eleonora",10174,interprete
57209,Un aiutante,attore,"Tricamo, Mario",10175,interprete
57209,Un caporale,attore,"Failla, Vincenzo",10176,interprete
57209,I soldato,attore,"Barbieri, Gianluca",10177,interprete
57209,II soldato,attore,"Andrighetto, Massimiliano",10178,interprete
57209,III soldato / corriere,attore,"Maggi, Alessandro",10179,interprete
57209,IV soldato / Brighella,attore,"Bettermann, Hugo",10180,interprete
57209,Un garzone,attore,"Ferro, Daniele",10181,interprete
57209,Suonatore,violino,"Pietroniro, Pierluigi",10182,interprete
57209,Suonatore,percussioni,"Querci, Guido",10183,interprete
57209,Suonatore,chitarra,"Reina, Filippo",10184,interprete
57209,Suonatore,tromba,"Missanelli, Rosario",10185,interprete
57209,Donn'Aspasia,attore,"Buccellato, Benedetta",31638,interprete
57210,Don Egidio,attore,"Basile, Sergio",10164,interprete
57210,Donna Florida,attore,"Franzo, Sandra",10165,interprete
57210,Don Sigismondo,attore,"Milani, Roberto",10166,interprete
57210,Il Conte Claudio,attore,"Giuliano, Gianni",10167,interprete
57210,Don Cirillo,attore,"De Marchi, Michele",10168,interprete
57210,Don Fabio,attore,"Bertan, Giorgio",10169,interprete
57210,Don Faustino,attore,"Roman, Luciano",10170,interprete
57210,Don Ferdinando,attore,"Di Clemente, Alessio",10171,interprete
57210,Don Polidoro,attore,"Barra, Gianfranco",10172,interprete
57210,Lisetta,attore,"Picconi, Annalisa",10173,interprete
57210,Orsolina,attore,"Fuser, Eleonora",10174,interprete
57210,Un aiutante,attore,"Tricamo, Mario",10175,interprete
57210,Un caporale,attore,"Failla, Vincenzo",10176,interprete
57210,I soldato,attore,"Barbieri, Gianluca",10177,interprete
57210,II soldato,attore,"Andrighetto, Massimiliano",10178,interprete
57210,III soldato / corriere,attore,"Maggi, Alessandro",10179,interprete
57210,IV soldato / Brighella,attore,"Bettermann, Hugo",10180,interprete
57210,Un garzone,attore,"Ferro, Daniele",10181,interprete
57210,Suonatore,violino,"Pietroniro, Pierluigi",10182,interprete
57210,Suonatore,percussioni,"Querci, Guido",10183,interprete
57210,Suonatore,chitarra,"Reina, Filippo",10184,interprete
57210,Suonatore,tromba,"Missanelli, Rosario",10185,interprete
57210,Donn'Aspasia,attore,"Buccellato, Benedetta",31638,interprete
57211,Ellida Wangel,attore,"Sanda, Dominique",10196,interprete
57211,Hartwig Wangel,attore,"Leroy, Philippe",10197,interprete
57211,Bolette Wangel,attore,"Bozzolo, Giovanna",10198,interprete
57211,Hilde Wangel,attore,"Torelli, Laura",10199,interprete
57211,Il signor Arnholm,attore,"Ceriani, Umberto",10200,interprete
57211,Lo Straniero,attore,"Anzalone, Cristian",10201,interprete
57212,Sir John Falstaff,baritono,"De Candia, Roberto",10028,interprete
57212,Ford,baritono,"Corbelli, Alessandro",31551,interprete
57212,Fenton,tenore,"Giordano, Massimo",10206,interprete
57212,Dr Cajus,tenore,"Floris, Gianluca",10207,interprete
57212,Bardolfo,tenore,"Consolini, Stefano",10208,interprete
57212,Pistola,basso,"Alberghini, Simone",10209,interprete
57212,Mrs Alice Ford,soprano,"Brown, Antonia",31587,interprete
57212,Nannetta,soprano,"Nocentini, Maria Costanza",10033,interprete
57212,Mrs Quickly,mezzosoprano,"Chiuri, Anna Maria",10210,interprete
57212,Mrs Meg Page,mezzosoprano,"Zaramella, Sonia",10002,interprete
57213,Sir John Falstaff,baritono,"De Candia, Roberto",10028,interprete
57213,Ford,baritono,"Corbelli, Alessandro",31551,interprete
57213,Fenton,tenore,"Giordano, Massimo",10206,interprete
57213,Dr Cajus,tenore,"Floris, Gianluca",10207,interprete
57213,Bardolfo,tenore,"Consolini, Stefano",10208,interprete
57213,Pistola,basso,"Alberghini, Simone",10209,interprete
57213,Mrs Alice Ford,soprano,"Brown, Antonia",31587,interprete
57213,Nannetta,soprano,"Nocentini, Maria Costanza",10033,interprete
57213,Mrs Quickly,mezzosoprano,"Chiuri, Anna Maria",10210,interprete
57213,Mrs Meg Page,mezzosoprano,"Zaramella, Sonia",10002,interprete
57214,Fata rubino,ballerino/danzatore,"Kalef, Breda",9828,interprete
57214,Principessa Aurora,ballerino/danzatore,"De Lignière, Vanessa",10225,interprete
57214,La regina Silvia,ballerino/danzatore,"Hammar, Gunilla",10226,interprete
57214,Il re Florestano,ballerino/danzatore,"Elkin, George",10227,interprete
57214,La Fata Carabosse,ballerino/danzatore,"Sadi, Rafi",10228,interprete
57214,Fata d'oro,ballerino/danzatore,"Paz, Talia",10229,interprete
57214,Fata smeraldo,ballerino/danzatore,"Lindh, Johanna",10230,interprete
