id_recita,esecutore_nome,esecutore_id,esecutore_ruolo
61029,Teatro Municipale Romolo Valli,29664,produzione
61030,Teatro Municipale Romolo Valli,29664,produzione
61031,Teatro Municipale Romolo Valli,29664,produzione
61032,Aterballetto,29463,compagnia di balletto/danza
61033,Orchestra 1813,30931,interprete
61034,Orchestra 1813,30931,interprete
61035,Orchestra 1813,30931,interprete
61036,Orchestra Sinfonica dell'Emilia Romagna Arturo Toscanini,31956,orchestra
61036,Aterballetto,29463,compagnia di balletto/danza
61037,Orchestra Sinfonica dell'Emilia Romagna Arturo Toscanini,31956,orchestra
61037,Aterballetto,29463,compagnia di balletto/danza
61038,Orchestra Filarmonica Italiana,29536,orchestra
61038,Aterballetto,29463,compagnia di balletto/danza
61039,Orchestra Filarmonica Italiana,29536,orchestra
61039,Aterballetto,29463,compagnia di balletto/danza
61040,Aterballetto,29463,compagnia di balletto/danza
61041,Aterballetto,29463,compagnia di balletto/danza
61042,Corpo di ballo del Teatro Nazionale dell'Opera di Praga,30360,interprete
61043,Corpo di ballo del Teatro Nazionale dell'Opera di Praga,30360,interprete
61044,Elisa Monte Dance Company,30009,interprete
61045,Alvin Ailey American Dance Company,29933,interprete
61046,Alvin Ailey American Dance Company,29933,interprete
61047,San Francisco Ballet,30401,interprete
61048,San Francisco Ballet,30401,interprete
61049,Australian Dance Theatre,31004,interprete
61050,Washington Ballet,31005,compagnia di balletto/danza
61051,Aterballetto,29463,compagnia di balletto/danza
61052,Het Nationale Ballet,29940,compagnia di balletto/danza
61053,Het Nationale Ballet,29940,interprete
61054,Danza Prospettiva,30019,interprete
61055,Alvin Ailey American Dance Company,29933,interprete
61056,Alvin Ailey American Dance Company,29933,interprete
61057,Orchestra del Teatro Regio di Parma,29500,orchestra
