id_recita,curatore_nome,curatore_id,curatore_ruolo
59034,"Sebastiani, Franco",10009,maestro del coro
59075,"La Licata, Francesco",17181,direzione d'orchestra
59076,"La Licata, Francesco",17181,direzione d'orchestra
59122,"Questa, Angelo",17382,direzione d'orchestra
59122,"Giannini, Vincenzo",9967,maestro del coro
59123,"Questa, Angelo",17382,direzione d'orchestra
59123,"Giannini, Vincenzo",9967,maestro del coro
59124,"Questa, Angelo",17382,direzione d'orchestra
59124,"Giannini, Vincenzo",9967,maestro del coro
59135,"Greco, Emio",17423,ballerino/danzatore
59135,"Meneses Gutiérrez, Barbara",17425,ballerino/danzatore
59143,"Ghione, Franco",9962,direzione d'orchestra
59143,"Giannini, Vincenzo",9967,maestro del coro
59144,"Ghione, Franco",9962,direzione d'orchestra
59144,"Giannini, Vincenzo",9967,maestro del coro
59145,"Martin, Wolfgang",9966,direzione d'orchestra
59145,"Giannini, Vincenzo",9967,maestro del coro
59146,"Martin, Wolfgang",9966,direzione d'orchestra
59146,"Giannini, Vincenzo",9967,maestro del coro
59147,"Molinari Pradelli, Francesco",9749,direzione d'orchestra
59147,"Giannini, Vincenzo",9967,maestro del coro
59148,"Molinari Pradelli, Francesco",9749,direzione d'orchestra
59148,"Giannini, Vincenzo",9967,maestro del coro
59149,"Quadri, Argeo",17478,direzione d'orchestra
59149,"Giannini, Vincenzo",9967,maestro del coro
59150,"Quadri, Argeo",17478,direzione d'orchestra
59150,"Giannini, Vincenzo",9967,maestro del coro
59166,"Webb, Jonathan",17589,direzione d'orchestra
59167,"Webb, Jonathan",17589,direzione d'orchestra
59168,"Abbado, Claudio",10324,direzione d'orchestra
59169,"Abbado, Claudio",10324,direzione d'orchestra
59170,"Dantone, Ottavio",16801,direzione d'orchestra
