id_recita,curatore_nome,curatore_id,curatore_ruolo
59171,"Dantone, Ottavio",16801,direzione d'orchestra
59210,"Albiach, Alvaro",17705,direzione d'orchestra
59210,"Seminara, Marcel",17706,maestro del coro
59211,"Albiach, Alvaro",17705,direzione d'orchestra
59211,"Seminara, Marcel",17706,maestro del coro
59238,"Cannistrà, Arturo",12355,direttore dello spettacolo
59239,"Cannistrà, Arturo",12355,direttore dello spettacolo
59256,"Basti, Anna",34758,ballerino/danzatore
59256,"De Giorgi, Alfonso",34759,ballerino/danzatore
59256,"Pirotto, Margherita",34760,ballerino/danzatore
59264,"Belardinelli, Daniele",17987,direzione d'orchestra
59265,"Belardinelli, Daniele",17987,direzione d'orchestra
59281,"Dantone, Ottavio",16801,direzione d'orchestra
59281,"Greco, Antonio",18037,maestro del coro
59282,"Dantone, Ottavio",16801,direzione d'orchestra
59282,"Greco, Antonio",18037,maestro del coro
59285,"Vanderzand, Charles",18151,direzione d'orchestra
59286,"Vanderzand, Charles",18151,direzione d'orchestra
59302,"Bellugi, Piero",9934,direzione d'orchestra
59302,"Moro, Moreno",18090,maestro del coro
59302,Società Corale Città di Parma,18089,coro
59314,"Vanderzand, Charles",18151,direzione d'orchestra
59332,"Cerrone, Sabrina",18244,ballerino/danzatore
59332,"Webb, Jonathan",17589,direzione d'orchestra
59332,"Sebastiani, Franco",10009,maestro del coro
59333,"Cerrone, Sabrina",18244,ballerino/danzatore
59333,"Webb, Jonathan",17589,direzione d'orchestra
59333,"Sebastiani, Franco",10009,maestro del coro
59351,"Dawes, Alistair",18304,direzione d'orchestra
59351,"Colò, Stefano",10544,maestro del coro
59352,"Dawes, Alistair",18304,direzione d'orchestra
59352,"Colò, Stefano",10544,maestro del coro
59355,"Abbado, Claudio",10324,direzione d'orchestra
59355,"Manson, Anne",36267,maestro del coro
59356,"Abbado, Claudio",10324,direzione d'orchestra
59356,"Manson, Anne",36267,maestro del coro
59383,"Wanderzand, Charles",16620,direzione d'orchestra
59388,"Chaloupka, Josef",18799,direzione d'orchestra
59388,"Metti, Valentino",13157,maestro del coro
59389,"Chaloupka, Josef",18799,direzione d'orchestra
59389,"Metti, Valentino",13157,maestro del coro
59390,"Bellugi, Piero",9934,direzione d'orchestra
59391,"Bellugi, Piero",9934,direzione d'orchestra
59392,"Previtali, Fernando",18417,direzione d'orchestra
59392,"Egaddi, Edgardo",10302,maestro del coro
59393,"Previtali, Fernando",18417,direzione d'orchestra
59393,"Egaddi, Edgardo",10302,maestro del coro
59394,"Franci, Carlo",31677,direzione d'orchestra
59394,"Metti, Valentino",13157,maestro del coro
59395,"Franci, Carlo",31677,direzione d'orchestra
59395,"Metti, Valentino",13157,maestro del coro
59396,"Pradella, Massimo",9937,direzione d'orchestra
59396,"Metti, Valentino",13157,maestro del coro
59397,"Pradella, Massimo",9937,direzione d'orchestra
59397,"Metti, Valentino",13157,maestro del coro
59398,"Rosenthal, Manuel",16667,direzione d'orchestra
59398,"Tinelli, Dario",18430,maestro del coro
59399,"Rosenthal, Manuel",16667,direzione d'orchestra
59399,"Tinelli, Dario",18430,maestro del coro
59400,"Rosenthal, Manuel",16667,direzione d'orchestra
59400,"Tinelli, Dario",18430,maestro del coro
59401,"Chailly, Riccardo",10480,direzione d'orchestra
59401,"Egaddi, Edgardo",10302,maestro del coro
59402,"Chailly, Riccardo",10480,direzione d'orchestra
59402,"Egaddi, Edgardo",10302,maestro del coro
59403,"Campori, Angelo",31575,direzione d'orchestra
59403,"Egaddi, Edgardo",10302,maestro del coro
59404,"Campori, Angelo",31575,direzione d'orchestra
59404,"Egaddi, Edgardo",10302,maestro del coro
59405,"Panni, Marcello",11458,direzione d'orchestra
59405,"Magiera, Leone",10686,maestro del coro
59406,"Gatto, Armando",9835,direzione d'orchestra
59406,"Metti, Valentino",13157,maestro del coro
59407,"Gatto, Armando",9835,direzione d'orchestra
59407,"Metti, Valentino",13157,maestro del coro
59408,"Veltri, Michelangelo",16013,direzione d'orchestra
59408,"Egaddi, Edgardo",10302,maestro del coro
59409,"Veltri, Michelangelo",16013,direzione d'orchestra
59409,"Egaddi, Edgardo",10302,maestro del coro
59410,"Levin, A.A.",18483,direzione d'orchestra
59411,"Zedda, Alberto",31539,direzione d'orchestra
59411,"Metti, Valentino",13157,maestro del coro
59412,"Zedda, Alberto",31539,direzione d'orchestra
59412,"Metti, Valentino",13157,maestro del coro
59413,"Kuchinka, Josef",16228,direzione d'orchestra
59413,"Pollina, Mauro",18489,maestro del coro
59414,"Kuchinka, Josef",16228,direzione d'orchestra
59414,"Pollina, Mauro",18489,maestro del coro
59415,"Ricci Muti, Lorenzo",18497,direzione d'orchestra
59415,"Metti, Valentino",13157,maestro del coro
59416,"Ricci Muti, Lorenzo",18497,direzione d'orchestra
59416,"Metti, Valentino",13157,maestro del coro
59417,"Campanella, Bruno",31652,direzione d'orchestra
59417,"Mauri, Ada",16345,orchestrale
59418,"Campanella, Bruno",31652,direzione d'orchestra
59418,"Mauri, Ada",16345,orchestrale
59419,"Gusella, Mario",18502,direzione d'orchestra
59419,"Metti, Valentino",13157,maestro del coro
59420,"Gusella, Mario",18502,direzione d'orchestra
59420,"Metti, Valentino",13157,maestro del coro
59421,"Gusella, Mario",18502,direzione d'orchestra
59421,"Metti, Valentino",13157,maestro del coro
59422,"Neuhold, Günther",10883,direzione d'orchestra
59422,"Egaddi, Edgardo",10302,maestro del coro
59423,"Neuhold, Günther",10883,direzione d'orchestra
59423,"Egaddi, Edgardo",10302,maestro del coro
59424,"Gregor, Bohumil",9954,direzione d'orchestra
59424,"Maly, Milan",18543,maestro del coro
59425,"Campanella, Bruno",31652,direzione d'orchestra
59425,"Metti, Valentino",13157,maestro del coro
59426,"Campanella, Bruno",31652,direzione d'orchestra
59426,"Metti, Valentino",13157,maestro del coro
59427,"Zedda, Alberto",31539,direzione d'orchestra
59427,"Metti, Valentino",13157,maestro del coro
59428,"Zedda, Alberto",31539,direzione d'orchestra
59428,"Metti, Valentino",13157,maestro del coro
59429,"Zedda, Alberto",31539,direzione d'orchestra
59429,"Metti, Valentino",13157,maestro del coro
59430,"Peskò, Zoltan",15965,direzione d'orchestra
59430,"Magiera, Leone",10686,maestro del coro
59456,"Panni, Marcello",11458,direzione d'orchestra
59457,"Panni, Marcello",11458,direzione d'orchestra
59458,"Veltri, Michelangelo",16013,orchestra
59458,"Metti, Valentino",13157,maestro del coro
59459,"Veltri, Michelangelo",16013,direzione d'orchestra
59459,"Metti, Valentino",13157,maestro del coro
59460,"Kobayashi, Ken-Ichiro",15805,direzione d'orchestra
59460,"Egaddi, Edgardo",10302,maestro del coro
59461,"Kobayashi, Ken-Ichiro",15805,direzione d'orchestra
59461,"Egaddi, Edgardo",10302,maestro del coro
59462,"Gusella, Mario",18502,direzione d'orchestra
59463,"Gusella, Mario",18502,direzione d'orchestra
59464,"Kowalski, Edwin",19481,direzione d'orchestra
59464,"Gorski, Henryk",19480,maestro del coro
59465,"Kowalski, Edwin",19481,direzione d'orchestra
59465,"Gorski, Henryk",19480,maestro del coro
59466,"Albrecht, George Alexander",18740,direzione d'orchestra
59466,"Magiera, Leone",10686,maestro del coro
59471,"De Mori, Enrico",18761,direzione d'orchestra
59472,"De Mori, Enrico",18761,direzione d'orchestra
59473,"Tichy, Jan H.",18777,direzione d'orchestra
59473,"Pollina, Mauro",18489,maestro del coro
59474,"Tichy, Jan H.",18777,direzione d'orchestra
59474,"Pollina, Mauro",18489,maestro del coro
59475,"Charvat, Premysl",18784,direzione d'orchestra
59475,"Jankovsky, Vladivoj",19457,maestro del coro
59477,"Charvat, Premysl",18784,direzione d'orchestra
59477,"Jankovsky, Vladivoj",19457,maestro del coro
59478,"Vernizzi, Fulvio",9812,direzione d'orchestra
59478,"Indrigo, Dario",11367,maestro del coro
59479,"Vernizzi, Fulvio",9812,direzione d'orchestra
59479,"Indrigo, Dario",11367,maestro del coro
59480,"Masini, Gianfranco",10053,direzione d'orchestra
59480,"Egaddi, Edgardo",10302,maestro del coro
59481,"Masini, Gianfranco",10053,direzione d'orchestra
59481,"Egaddi, Edgardo",10302,maestro del coro
59482,"Gusella, Mario",18502,direzione d'orchestra
59483,"Gusella, Mario",18502,direzione d'orchestra
59484,"Indrigo, Dario",11367,direzione d'orchestra
59485,"Peskò, Zoltan",15965,direzione d'orchestra
59485,"Magiera, Leone",10686,maestro del coro
59486,"Peskò, Zoltan",15965,direzione d'orchestra
59486,"Magiera, Leone",10686,maestro del coro
59487,"Chaloupka, Josef",18799,direzione d'orchestra
59488,"Chaloupka, Josef",18799,direzione d'orchestra
59490,"Molinari Pradelli, Francesco",9749,direzione d'orchestra
59490,"Angius, Fulvio",13074,maestro del coro
59491,"Molinari Pradelli, Francesco",9749,direzione d'orchestra
59491,"Angius, Fulvio",13074,maestro del coro
59492,"Morelli, Giuseppe",18816,direzione d'orchestra
59492,"Nistri, Lido",19418,maestro del coro
59493,"Kuchinka, Josef",16228,direzione d'orchestra
59493,"Maly, Milan",18543,maestro del coro
59495,"Maag, Peter",10675,direzione d'orchestra
59496,"Kuchinka, Josef",16228,direzione d'orchestra
59496,"Indrigo, Dario",11367,maestro del coro
59497,"Kuchinka, Josef",16228,direzione d'orchestra
59497,"Indrigo, Dario",11367,maestro del coro
59498,"Caracciolo, Franco",18863,direzione d'orchestra
59498,"Fogliazza, Fulvio",18864,maestro del coro
59499,"Gatto, Armando",9835,direzione d'orchestra
59499,"Indrigo, Dario",11367,maestro del coro
59503,"Gatto, Armando",9835,direzione d'orchestra
59503,"Indrigo, Dario",11367,maestro del coro
59504,"Campori, Angelo",31575,direzione d'orchestra
59505,"Campori, Angelo",31575,direzione d'orchestra
59508,"Peskò, Zoltan",15965,direzione d'orchestra
59508,"Angius, Fulvio",13074,maestro del coro
59510,"Urbini, Pier Luigi",18526,direzione d'orchestra
59512,"Morales, Ordulio",18906,direzione d'orchestra
59514,"Peloso, Paolo",18924,direzione d'orchestra
59514,"Egaddi, Edgardo",10302,maestro del coro
59515,"Pinkas, Jiri",18938,direzione d'orchestra
59515,"Kupka, Karel",34390,maestro del coro
59516,"Leskovic, Bogomir",18945,direzione d'orchestra
59516,"Lamberti, Silvio",18946,maestro del coro
59517,"Leskovic, Bogomir",18945,direzione d'orchestra
59517,"Lamberti, Silvio",18946,maestro del coro
59518,"Gusella, Mario",18502,direzione d'orchestra
59518,"Dondi, Giampaolo",19036,maestro del coro
59521,"Gusella, Mario",18502,direzione d'orchestra
59521,"Dondi, Giampaolo",19036,maestro del coro
59522,"Leskovic, Bogomir",18945,direzione d'orchestra
59522,"Hanc, Joze",18969,maestro del coro
59557,"Peloso, Paolo",18924,direzione d'orchestra
59557,"Dondi, Giampaolo",19036,maestro del coro
59558,"Rizzi, Italo",19038,direzione d'orchestra
59559,"Rigacci, Bruno",19045,direzione d'orchestra
59560,"Rigacci, Bruno",19045,direzione d'orchestra
59560,"Egaddi, Edgardo",10302,maestro del coro
59561,"Sahm, Rolf",19070,direzione d'orchestra
59561,"Wynn Jackson, Robert",19071,maestro del coro
59567,"Kuchinka, Josef",16228,direzione d'orchestra
59567,"Jankovsky, Vladivoj",19457,maestro del coro
59568,"Masini, Gianfranco",10053,direzione d'orchestra
59568,"Dondi, Giampaolo",19036,maestro del coro
59569,"Masini, Gianfranco",10053,direzione d'orchestra
59569,"Dondi, Giampaolo",19036,maestro del coro
59570,"Savini, Ino",19118,direzione d'orchestra
59570,"Angius, Fulvio",13074,maestro del coro
59571,"Zani, Giacomo",19363,direzione d'orchestra
59571,"Dondi, Giampaolo",19036,maestro del coro
59572,"Zani, Giacomo",19363,direzione d'orchestra
59572,"Dondi, Giampaolo",19036,maestro del coro
59573,"Gusella, Mario",18502,direzione d'orchestra
59573,"Dondi, Giampaolo",19036,maestro del coro
59574,"Gusella, Mario",18502,direzione d'orchestra
59574,"Dondi, Giampaolo",19036,maestro del coro
59575,"Maag, Peter",10675,direzione d'orchestra
59575,"Angius, Fulvio",13074,maestro del coro
59576,"Ryine, A.",19364,direzione d'orchestra
59580,"Gardelli, Lamberto",9724,direzione d'orchestra
59580,"Egaddi, Edgardo",10302,maestro del coro
59582,"Inbal, Eliahu",10216,direzione d'orchestra
59582,"Angius, Fulvio",13074,maestro del coro
59582,"Köllner, Alfredo",18460,ballerino/danzatore
59582,"Rimoldi, Layla",18462,ballerino/danzatore
59583,"Inbal, Eliahu",10216,direzione d'orchestra
59583,"Angius, Fulvio",13074,maestro del coro
59583,"Köllner, Alfredo",18460,ballerino/danzatore
59583,"Rimoldi, Layla",18462,ballerino/danzatore
59584,"Gusella, Mario",18502,direzione d'orchestra
59584,"Angius, Fulvio",13074,maestro del coro
59585,"Stajcer, Ivan",19159,direzione d'orchestra
59585,"Stakuljak, Mladen",19180,maestro del coro
59588,"Gatti, Daniele",10077,direzione d'orchestra
59588,"Seminara, Marcel",17706,maestro del coro
59589,"Gatti, Daniele",10077,direzione d'orchestra
59589,"Seminara, Marcel",17706,maestro del coro
59590,"Zedda, Alberto",31539,direzione d'orchestra
59590,"Veneri, Giovanni",16283,maestro del coro
59591,"Zedda, Alberto",31539,direzione d'orchestra
59591,"Veneri, Giovanni",16283,maestro del coro
59592,"Zedda, Alberto",31539,direzione d'orchestra
59592,"Veneri, Giovanni",16283,maestro del coro
59593,"Wolf-Ferrari, Ermanno",9643,direzione d'orchestra
59593,"Dondi, Giampaolo",19036,maestro del coro
59594,"Wolf-Ferrari, Ermanno",9643,direzione d'orchestra
59594,"Dondi, Giampaolo",19036,maestro del coro
59595,"Wolf-Ferrari, Ermanno",9643,direzione d'orchestra
59595,"Dondi, Giampaolo",19036,maestro del coro
59596,"Gusella, Mario",18502,direzione d'orchestra
59596,"Dondi, Giampaolo",19036,maestro del coro
59597,"Gusella, Mario",18502,direzione d'orchestra
59597,"Dondi, Giampaolo",19036,maestro del coro
59598,"Gusella, Mario",18502,direzione d'orchestra
59598,"Dondi, Giampaolo",19036,maestro del coro
59600,"Hary, Bela",19227,direzione d'orchestra
59600,"Debreczeni, Karoly",19219,maestro del coro
59601,"Vernizzi, Fulvio",9812,direzione d'orchestra
59601,"Egaddi, Edgardo",10302,maestro del coro
59602,"Vernizzi, Fulvio",9812,direzione d'orchestra
59602,"Egaddi, Edgardo",10302,maestro del coro
59603,"Kuchinka, Josef",16228,direzione d'orchestra
59604,"Slovak, Ladislav",19246,direzione d'orchestra
59605,"Masini, Gianfranco",10053,direzione d'orchestra
59605,"Angius, Fulvio",13074,maestro del coro
59605,"Ventre, Mariele",19289,maestro del coro
59612,"Cristofoli, Francesco",19285,direzione d'orchestra
59612,"Dondi, Giampaolo",19036,maestro del coro
59613,"Cillario, Carlo Felice",9672,direzione d'orchestra
59613,"Angius, Fulvio",13074,maestro del coro
59614,"Wolf-Ferrari, Ermanno",9643,direzione d'orchestra
59614,"Veneri, Giovanni",16283,maestro del coro
59615,"Wolf-Ferrari, Ermanno",9643,direzione d'orchestra
59615,"Veneri, Giovanni",16283,maestro del coro
59616,"Belardinelli, Danilo",20279,direzione d'orchestra
59616,"Veneri, Giovanni",16283,maestro del coro
59620,"Gerelli, Ennio",19323,direzione d'orchestra
59620,"Veneri, Giovanni",16283,maestro del coro
59621,"Gerelli, Ennio",19323,direzione d'orchestra
59621,"Veneri, Giovanni",16283,maestro del coro
59622,"Masini, Gianfranco",10053,direzione d'orchestra
59622,"Veneri, Giovanni",16283,maestro del coro
59623,"Masini, Gianfranco",10053,direzione d'orchestra
59623,"Veneri, Giovanni",16283,maestro del coro
59624,"Ventura, Alberto",19327,direzione d'orchestra
59624,"Dondi, Giampaolo",19036,maestro del coro
59625,"Ventura, Alberto",19327,direzione d'orchestra
59625,"Dondi, Giampaolo",19036,maestro del coro
59626,"Ventura, Alberto",19327,direzione d'orchestra
59626,"Dondi, Giampaolo",19036,maestro del coro
59627,"Ferraris, Franco",19328,direzione d'orchestra
59627,"Egaddi, Edgardo",10302,maestro del coro
59628,"Gaslini, Giorgio",12823,direzione d'orchestra
59628,"Egaddi, Edgardo",10302,maestro del coro
59629,"Gusella, Mario",18502,direzione d'orchestra
59630,"Gusella, Mario",18502,direzione d'orchestra
59631,"Savini, Ino",19118,direzione d'orchestra
59631,"Veneri, Giovanni",16283,maestro del coro
59643,"Savini, Ino",19118,direzione d'orchestra
59643,"Angius, Fulvio",13074,maestro del coro
59648,"Urbini, Pier Luigi",18526,direzione d'orchestra
59649,"Urbini, Pier Luigi",18526,direzione d'orchestra
59655,"Chan, Donald",19410,direzione d'orchestra
59656,"Chan, Donald",19410,direzione d'orchestra
59657,"Peloso, Paolo",18924,direzione d'orchestra
59657,"Dondi, Giampaolo",19036,maestro del coro
59658,"Reck, Stefan Anton",19426,direzione d'orchestra
59659,"Reck, Stefan Anton",19426,direzione d'orchestra
59660,"Caracciolo, Franco",18863,direzione d'orchestra
59660,"Fogliazza, Fulvio",18864,maestro del coro
59687,"Gusella, Mario",18502,direzione d'orchestra
59704,"Panni, Marcello",11458,direzione d'orchestra
59705,"Zebre, Demetrij",19536,direzione d'orchestra
59706,"Leskovic, Bogomir",18945,direzione d'orchestra
59706,"Hanc, Joze",18969,maestro del coro
59707,"Stajcer, Ivan",19159,direzione d'orchestra
59707,"Homen, Miroslav",19565,direzione d'orchestra
59708,"Molinari Pradelli, Francesco",9749,direzione d'orchestra
59708,"Angius, Fulvio",13074,maestro del coro
59709,"Webb, Jonathan",17589,direzione d'orchestra
59709,"Cristofolini, Andrea",19578,maestro del coro
59710,"Webb, Jonathan",17589,direzione d'orchestra
59710,"Cristofolini, Andrea",19578,maestro del coro
59711,"Webb, Jonathan",17589,direzione d'orchestra
59711,"Faelli, Marco",10051,maestro del coro
59712,"Webb, Jonathan",17589,direzione d'orchestra
59712,"Faelli, Marco",10051,maestro del coro
59713,"Webb, Jonathan",17589,direzione d'orchestra
59713,"Faelli, Marco",10051,maestro del coro
59714,"Webb, Jonathan",17589,direzione d'orchestra
59714,"Faelli, Marco",10051,maestro del coro
59726,"Rigacci, Bruno",19045,direzione d'orchestra
59726,"Angius, Fulvio",13074,maestro del coro
59727,"Masini, Gianfranco",10053,direzione d'orchestra
59727,"Egaddi, Edgardo",10302,maestro del coro
59727,"Pistoni, Mario",13871,ballerino/danzatore
59727,"Gai, Loris",13877,ballerino/danzatore
59727,"Cova, Fiorella",19602,ballerino/danzatore
59727,"Ricci, Gianna",19603,ballerino/danzatore
59727,"Morini, Elettra",19604,ballerino/danzatore
59840,"Puls, Gerd",19895,direzione d'orchestra
59842,"Maag, Peter",10675,direzione d'orchestra
59842,"Egaddi, Edgardo",10302,maestro del coro
59843,"Gusella, Mario",18502,direzione d'orchestra
59844,"Vernizzi, Fulvio",9812,direzione d'orchestra
59844,"Egaddi, Edgardo",10302,maestro del coro
59845,"Krombholc, Jaroslav",19931,direzione d'orchestra
59846,"Hornsteiner, Walter",19940,direzione d'orchestra
59847,"Kuchinka, Josef",16228,direzione d'orchestra
59848,"Bartoletti, Bruno",9825,direzione d'orchestra
59848,"Dondi, Giampaolo",19036,maestro del coro
59849,"Zeller, Robert",24122,direzione d'orchestra
59849,"Egaddi, Edgardo",10302,maestro del coro
59859,"Cattini, Umberto",9766,direzione d'orchestra
59861,"Ceccato, Aldo",9957,direzione d'orchestra
59861,"Egaddi, Edgardo",10302,maestro del coro
59862,"Ceccato, Aldo",9957,direzione d'orchestra
59862,"Giani, Emilio",20033,maestro del coro
59863,"Ceccato, Aldo",9957,direzione d'orchestra
59863,"Giani, Emilio",20033,maestro del coro
59909,"Barbut, Philippe",18848,ballerino/danzatore
59909,"Bracci, Rhuena",18849,ballerino/danzatore
59909,"Caravano, Biagio",18850,ballerino/danzatore
59909,"Scarpini, Laura",18851,ballerino/danzatore
59909,"Wade, Mamadou",18852,ballerino/danzatore
59909,"Sini, Antonella",18854,ballerino/danzatore
59916,"Belardinelli, Danilo",20279,direzione d'orchestra
59916,"Borri, Livio",20280,maestro del coro
59917,"Rivoli, Gianfranco",20284,direzione d'orchestra
59917,"Borri, Livio",20280,maestro del coro
59918,"Annovazzi, Napoleone",20288,direzione d'orchestra
59918,"Riccitelli, Gaetano",16722,maestro del coro
59919,"Rapalo, Ugo",9837,direzione d'orchestra
59919,"Riccitelli, Gaetano",16722,maestro del coro
59919,"Di Pardo, Ciro",20291,ballerino/danzatore
59920,"Spinelli, Gianfranco",9870,direzione d'orchestra
59921,"Ungar, Thomas",20294,direzione d'orchestra
59921,"Borri, Livio",20280,maestro del coro
59923,"Molinari Pradelli, Francesco",9749,direzione d'orchestra
59923,"Masini, Gianfranco",10053,maestro del coro
59923,"Riccitelli, Gaetano",16722,maestro del coro
59924,"Zedda, Alberto",31539,direzione d'orchestra
59924,"Masini, Gianfranco",10053,maestro del coro
59947,"Masini, Gianfranco",10053,direzione d'orchestra
59947,"Giani, Emilio",20033,maestro del coro
59948,"Zedda, Alberto",31539,direzione d'orchestra
59948,"Dondi, Giampaolo",19036,maestro del coro
59949,"Zedda, Alberto",31539,direzione d'orchestra
59949,"Dondi, Giampaolo",19036,maestro del coro
59950,"Gusella, Mario",18502,direzione d'orchestra
59951,"Martin, Wolfgang",9966,direzione d'orchestra
59951,"Bottino, Riccardo",20614,maestro del coro
59952,"Parenti, Mario",20616,direzione d'orchestra
59952,"Bottino, Riccardo",20614,maestro del coro
59953,"Annovazzi, Napoleone",20288,direzione d'orchestra
59953,"Bottino, Riccardo",20614,maestro del coro
59978,"Ghione, Franco",9962,direzione d'orchestra
59978,"Giannini, Vincenzo",9967,maestro del coro
59978,"Egri, Susanna",16376,ballerino/danzatore
59979,"Vaughan, Denis",9855,direzione d'orchestra
59979,"Giannini, Vincenzo",9967,maestro del coro
59979,"Egri, Susanna",16376,ballerino/danzatore
59980,"Rapalo, Ugo",9837,direzione d'orchestra
59980,"Giannini, Vincenzo",9967,maestro del coro
59980,"Egri, Susanna",16376,ballerino/danzatore
59984,"Peloso, Paolo",18924,direzione d'orchestra
59989,"Ziino, Ottavio",20956,direzione d'orchestra
59989,"Giannini, Vincenzo",9967,maestro del coro
59989,"Zanoli, Fernando",20958,ballerino/danzatore
59990,"Ziino, Ottavio",20956,direzione d'orchestra
59990,"Giannini, Vincenzo",9967,maestro del coro
59990,"Zanoli, Fernando",20958,ballerino/danzatore
59991,"Martin, Wolfgang",9966,direzione d'orchestra
59991,"Giannini, Vincenzo",9967,maestro del coro
59992,"Martin, Wolfgang",9966,direzione d'orchestra
59992,"Giannini, Vincenzo",9967,maestro del coro
59993,"Patanè, Franco",20970,direzione d'orchestra
60021,"Maag, Peter",10675,direzione d'orchestra
60021,"Magiera, Leone",10686,maestro del coro
60022,"Bartoletti, Bruno",9825,direzione d'orchestra
60022,"Magiera, Leone",10686,maestro del coro
60023,"Bartoletti, Bruno",9825,direzione d'orchestra
60023,"Magiera, Leone",10686,maestro del coro
60024,"Bartoletti, Bruno",9825,direzione d'orchestra
60024,"Magiera, Leone",10686,maestro del coro
60025,"Strauss, Paul",21211,direzione d'orchestra
60025,"Magiera, Leone",10686,maestro del coro
60026,"Magiera, Leone",10686,direzione d'orchestra
60026,"Patanè, Giuseppe",21214,direzione d'orchestra
60027,"Patanè, Giuseppe",21214,direzione d'orchestra
60027,"Magiera, Leone",10686,maestro del coro
60028,"Zebre, Demetrij",19536,direzione d'orchestra
60028,"Hanc, Joze",18969,maestro del coro
60029,"Erede, Alberto",12663,direzione d'orchestra
60029,"Egaddi, Edgardo",10302,maestro del coro
60030,"Gavazzeni, Gianandrea",10882,direzione d'orchestra
60030,"Masini, Gianfranco",10053,maestro del coro
60031,"Gavazzeni, Gianandrea",10882,direzione d'orchestra
60031,"Masini, Gianfranco",10053,maestro del coro
60032,"Rescigno, Nicola",9674,direzione d'orchestra
60032,"Masini, Gianfranco",10053,maestro del coro
60033,"Rescigno, Nicola",9674,direzione d'orchestra
60033,"Masini, Gianfranco",10053,maestro del coro
60034,"Stajcer, Ivan",19159,direzione d'orchestra
60034,"Stakuljak, Mladen",19180,maestro del coro
60035,"Baudo, Serge",21237,direzione d'orchestra
60035,"Riccitelli, Gaetano",16722,maestro del coro
60036,"Maag, Peter",10675,direzione d'orchestra
60036,"Giani, Emilio",20033,maestro del coro
60037,"Maag, Peter",10675,direzione d'orchestra
60037,"Dondi, Giampaolo",19036,maestro del coro
60038,"De Fabritiis, Oliviero",21243,direzione d'orchestra
60038,"Riccitelli, Gaetano",16722,maestro del coro
60080,"Verchi, Nino",21538,direzione d'orchestra
60080,"Nistri, Lido",19418,maestro del coro
60081,"Verchi, Nino",21538,direzione d'orchestra
60081,"Nistri, Lido",19418,maestro del coro
60082,"Molinari Pradelli, Francesco",9749,direzione d'orchestra
60082,"Nistri, Lido",19418,maestro del coro
60083,"Molinari Pradelli, Francesco",9749,direzione d'orchestra
60083,"Nistri, Lido",19418,maestro del coro
60084,"Pitamic, Axel von",24156,direzione d'orchestra
60148,"Leskovic, Bogomir",18945,direzione d'orchestra
60148,"Hanc, Joze",18969,maestro del coro
60148,"Polik, Stane",19126,ballerino/danzatore
60148,"Sotlar, Lidija",19128,ballerino/danzatore
60148,"Hafner, Jaka",19539,ballerino/danzatore
60148,"Jeras, Metod",19550,ballerino/danzatore
60148,"Smid, Breda",21932,ballerino/danzatore
60149,"Spottswood, Don",21939,ballerino/danzatore
60149,"Brabant, Christina",21940,ballerino/danzatore
60149,"Molinari Pradelli, Francesco",9749,direzione d'orchestra
60149,"Riccitelli, Gaetano",16722,maestro del coro
60150,"Rubany, Vilmos",21973,direzione d'orchestra
60150,"Litvan, Gabor",21974,maestro del coro
60151,"Zedda, Alberto",31539,direzione d'orchestra
60151,"Masini, Gianfranco",10053,maestro del coro
60152,"Zedda, Alberto",31539,direzione d'orchestra
60152,"Masini, Gianfranco",10053,maestro del coro
60153,"Apelt, Arthur",21989,direzione d'orchestra
60153,"Tagini, Mario",21987,maestro del coro
60154,"Belardinelli, Danilo",20279,direzione d'orchestra
60154,"Borri, Livio",20280,maestro del coro
60155,"Rapalo, Ugo",9837,direzione d'orchestra
60155,"Riccitelli, Gaetano",16722,maestro del coro
60260,"Wanderzand, Charles",16620,direzione d'orchestra
60513,"Astronio, Claudio",23398,direzione d'orchestra
60513,"Sartori, Elena",23402,maestro del coro
60514,"Astronio, Claudio",23398,direzione d'orchestra
60514,"Sartori, Elena",23402,maestro del coro
60584,"Cristofoli, Francesco",19285,direzione d'orchestra
60584,"Dondi, Giampaolo",19036,maestro del coro
60605,"Rouits, Dominique",23710,direzione d'orchestra
60605,"Kirpanev, Denis",23716,maestro del coro
60606,"Rouits, Dominique",23710,direzione d'orchestra
60606,"Kirpanev, Denis",23716,maestro del coro
60682,"Leskovic, Bogomir",18945,direzione d'orchestra
60682,"Sotlar, Lidija",19128,ballerino/danzatore
60683,"Zebre, Demetrij",19536,direzione d'orchestra
60685,"Zeller, Robert",24122,direzione d'orchestra
60685,"Egaddi, Edgardo",10302,maestro del coro
60687,"Vykydal, Adolfo",24129,direzione d'orchestra
60688,"Stajcer, Ivan",19159,direzione d'orchestra
60690,"Leskovic, Bogomir",18945,direzione d'orchestra
60690,"Hanc, Joze",18969,maestro del coro
60691,"Leskovic, Bogomir",18945,direzione d'orchestra
60693,"Stajcer, Ivan",19159,direzione d'orchestra
60694,"Sugiyama, Yoichi",20225,direzione d'orchestra
60694,"Caiani, Alfonso",10024,maestro del coro
60695,"Sugiyama, Yoichi",20225,direzione d'orchestra
60695,"Caiani, Alfonso",10024,maestro del coro
60696,"Guliaiev, V.",17372,produzione
60697,"Stajcer, Ivan",19159,direzione d'orchestra
60698,"Bowman, Aubrey",24155,direzione d'orchestra
60699,"Bowman, Aubrey",24155,direzione d'orchestra
60701,"Stajcer, Ivan",19159,direzione d'orchestra
