id_recita,curatore_nome,curatore_id,curatore_ruolo
35273,Massimo Peiretti,8200,Maestro del coro
35274,Donato Renzetti,6344,Direttore d'orchestra
35274,Massimo Peiretti,8200,Maestro del coro
35275,Donato Renzetti,6344,Direttore d'orchestra
35275,Massimo Peiretti,8200,Maestro del coro
35276,Donato Renzetti,6344,Direttore d'orchestra
35276,Massimo Peiretti,8200,Maestro del coro
35277,Donato Renzetti,6344,Direttore d'orchestra
35277,Massimo Peiretti,8200,Maestro del coro
35278,Donato Renzetti,6344,Direttore d'orchestra
35278,Massimo Peiretti,8200,Maestro del coro
35279,Daniel Oren,7996,Direttore d'orchestra
35279,Massimo Peiretti,8200,Maestro del coro
35280,Daniel Oren,7996,Direttore d'orchestra
35280,Massimo Peiretti,8200,Maestro del coro
35281,Daniel Oren,7996,Direttore d'orchestra
35281,Massimo Peiretti,8200,Maestro del coro
35282,Daniel Oren,7996,Direttore d'orchestra
35282,Massimo Peiretti,8200,Maestro del coro
35283,Daniel Oren,7996,Direttore d'orchestra
35283,Massimo Peiretti,8200,Maestro del coro
35284,Daniel Oren,7996,Direttore d'orchestra
35284,Massimo Peiretti,8200,Maestro del coro
35285,Daniel Oren,7996,Direttore d'orchestra
35285,Massimo Peiretti,8200,Maestro del coro
35286,Daniel Oren,7996,Direttore d'orchestra
35286,Massimo Peiretti,8200,Maestro del coro
35287,Daniel Oren,7996,Direttore d'orchestra
35287,Massimo Peiretti,8200,Maestro del coro
35288,Daniel Oren,7996,Direttore d'orchestra
35288,Massimo Peiretti,8200,Maestro del coro
35289,Fabrizio Carminati,6480,Direttore d'orchestra
35289,Massimo Peiretti,8200,Maestro del coro
35290,Fabrizio Carminati,6480,Direttore d'orchestra
35290,Massimo Peiretti,8200,Maestro del coro
35291,Fabrizio Carminati,6480,Direttore d'orchestra
35291,Massimo Peiretti,8200,Maestro del coro
35292,Fabrizio Carminati,6480,Direttore d'orchestra
35292,Massimo Peiretti,8200,Maestro del coro
35293,Fabrizio Carminati,6480,Direttore d'orchestra
35293,Massimo Peiretti,8200,Maestro del coro
35294,Bruno Campanella,4305,Direttore d'orchestra
35294,Massimo Peiretti,8200,Maestro del coro
35295,Bruno Campanella,4305,Direttore d'orchestra
35295,Massimo Peiretti,8200,Maestro del coro
35296,Bruno Campanella,4305,Direttore d'orchestra
35296,Massimo Peiretti,8200,Maestro del coro
35297,Bruno Campanella,4305,Direttore d'orchestra
35297,Massimo Peiretti,8200,Maestro del coro
35298,Bruno Campanella,4305,Direttore d'orchestra
35298,Massimo Peiretti,8200,Maestro del coro
35299,Bruno Campanella,4305,Direttore d'orchestra
35299,Massimo Peiretti,8200,Maestro del coro
35300,Bruno Campanella,4305,Direttore d'orchestra
35300,Massimo Peiretti,8200,Maestro del coro
35301,Bruno Campanella,4305,Direttore d'orchestra
35301,Massimo Peiretti,8200,Maestro del coro
35302,Bruno Campanella,4305,Direttore d'orchestra
35302,Massimo Peiretti,8200,Maestro del coro
35303,Bruno Campanella,4305,Direttore d'orchestra
35303,Massimo Peiretti,8200,Maestro del coro
35305,Bruno Campanella,4305,Direttore d'orchestra
35305,Bruno Casoni,7195,Maestro del coro
35306,Bruno Campanella,4305,Direttore d'orchestra
35306,Bruno Casoni,7195,Maestro del coro
35307,Bruno Campanella,4305,Direttore d'orchestra
35307,Bruno Casoni,7195,Maestro del coro
35308,Bruno Campanella,4305,Direttore d'orchestra
35308,Bruno Casoni,7195,Maestro del coro
35309,Bruno Campanella,4305,Direttore d'orchestra
35309,Bruno Casoni,7195,Maestro del coro
35310,Bruno Campanella,4305,Direttore d'orchestra
35310,Bruno Casoni,7195,Maestro del coro
35311,Bruno Campanella,4305,Direttore d'orchestra
35311,Bruno Casoni,7195,Maestro del coro
35312,Bruno Campanella,4305,Direttore d'orchestra
35312,Bruno Casoni,7195,Maestro del coro
35313,Bruno Campanella,4305,Direttore d'orchestra
35313,Bruno Casoni,7195,Maestro del coro
35314,Bruno Campanella,4305,Direttore d'orchestra
35314,Bruno Casoni,7195,Maestro del coro
35315,Valerij Ovsiannikov,8143,Direttore d'orchestra
35315,Giorgio Guiot,8142,Maestro del coro
35316,Valerij Ovsiannikov,8143,Direttore d'orchestra
35316,Giorgio Guiot,8142,Maestro del coro
35317,Valerij Ovsiannikov,8143,Direttore d'orchestra
35317,Giorgio Guiot,8142,Maestro del coro
