id_recita,esecutore_nome,esecutore_id,esecutore_ruolo
38516,"Coro di voci bianche del Teatro Regio e del Conservatorio “G. Verdi”, Torino",7222,Coro
38516,"Conservatorio di Musica “A. Vivaldi”, Alessandria",21407,Orchestra
38517,"Orchestra del Teatro Regio, Torino",7197,Orchestra
38517,"Coro di voci bianche del Teatro Regio e del Conservatorio “G. Verdi”, Torino",7222,Coro
38517,"Conservatorio di Musica “A. Vivaldi”, Alessandria",21407,Orchestra
38518,"Orchestra del Teatro Regio, Torino",7197,Orchestra
38518,"Coro di voci bianche del Teatro Regio e del Conservatorio “G. Verdi”, Torino",7222,Coro
38518,"Conservatorio di Musica “A. Vivaldi”, Alessandria",21407,Orchestra
38519,"Orchestra del Teatro Regio, Torino",7197,Orchestra
38519,"Coro di voci bianche del Teatro Regio e del Conservatorio “G. Verdi”, Torino",7222,Coro
38519,"Conservatorio di Musica “A. Vivaldi”, Alessandria",21407,Orchestra
38520,"Orchestra del Teatro Regio, Torino",7197,Orchestra
38520,"Coro di voci bianche del Teatro Regio e del Conservatorio “G. Verdi”, Torino",7222,Coro
38520,"Conservatorio di Musica “A. Vivaldi”, Alessandria",21407,Orchestra
38521,"Orchestra del Teatro Regio, Torino",7197,Orchestra
38521,"Coro di voci bianche del Teatro Regio e del Conservatorio “G. Verdi”, Torino",7222,Coro
38521,"Conservatorio di Musica “A. Vivaldi”, Alessandria",21407,Orchestra
38524,"Orchestra del Teatro Regio, Torino",7197,Orchestra
38525,"Orchestra del Teatro Regio, Torino",7197,Orchestra
38526,"Orchestra del Teatro Regio, Torino",7197,Orchestra
38527,"Orchestra del Teatro Regio, Torino",7197,Orchestra
38528,"Orchestra del Teatro Regio, Torino",7197,Orchestra
38529,"Orchestra del Teatro Regio, Torino",7197,Orchestra
38530,"Orchestra del Teatro Regio, Torino",7197,Orchestra
38556,"Orchestra del Teatro Regio, Torino",7197,Orchestra
38556,"Coro del Teatro Regio, Torino",7196,Coro
38556,"Allievi del Conservatorio “Giuseppe Verdi”, Torino",28473,Orchestra
38559,"Coro di voci bianche del Teatro Regio e del Conservatorio “G. Verdi”, Torino",7222,Coro
38559,"Allievi del Conservatorio “Giuseppe Verdi”, Torino",28473,Orchestra
38560,"Coro di voci bianche del Teatro Regio e del Conservatorio “G. Verdi”, Torino",7222,Coro
38560,"Allievi del Conservatorio “Giuseppe Verdi”, Torino",28473,Orchestra
38561,"Coro di voci bianche del Teatro Regio e del Conservatorio “G. Verdi”, Torino",7222,Coro
38561,"Allievi del Conservatorio “Giuseppe Verdi”, Torino",28473,Orchestra
38562,"Coro di voci bianche del Teatro Regio e del Conservatorio “G. Verdi”, Torino",7222,Coro
38562,"Allievi del Conservatorio “Giuseppe Verdi”, Torino",28473,Orchestra
38564,"Orchestra del Teatro Regio, Torino",7197,Orchestra
38564,"Coro del Teatro Regio, Torino",7196,Coro
38564,"Coro di voci bianche del Teatro Regio e del Conservatorio “G. Verdi”, Torino",7222,Coro
38565,"Orchestra del Teatro Regio, Torino",7197,Orchestra
38565,"Coro del Teatro Regio, Torino",7196,Coro
38565,"Coro di voci bianche del Teatro Regio e del Conservatorio “G. Verdi”, Torino",7222,Coro
38566,"Orchestra del Teatro Regio, Torino",7197,Orchestra
38566,"Coro del Teatro Regio, Torino",7196,Coro
38566,"Coro di voci bianche del Teatro Regio e del Conservatorio “G. Verdi”, Torino",7222,Coro
38567,"Orchestra del Teatro Regio, Torino",7197,Orchestra
38567,"Coro del Teatro Regio, Torino",7196,Coro
38567,"Coro di voci bianche del Teatro Regio e del Conservatorio “G. Verdi”, Torino",7222,Coro
38568,"Orchestra del Teatro Regio, Torino",7197,Orchestra
38568,"Coro del Teatro Regio, Torino",7196,Coro
38568,"Coro di voci bianche del Teatro Regio e del Conservatorio “G. Verdi”, Torino",7222,Coro
38569,"Orchestra del Teatro Regio, Torino",7197,Orchestra
38569,"Coro del Teatro Regio, Torino",7196,Coro
38569,"Coro di voci bianche del Teatro Regio e del Conservatorio “G. Verdi”, Torino",7222,Coro
38570,"Orchestra del Teatro Regio, Torino",7197,Orchestra
38570,"Coro del Teatro Regio, Torino",7196,Coro
38570,"Coro di voci bianche del Teatro Regio e del Conservatorio “G. Verdi”, Torino",7222,Coro
38571,"Orchestra del Teatro Regio, Torino",7197,Orchestra
38571,"Coro del Teatro Regio, Torino",7196,Coro
38571,"Coro di voci bianche del Teatro Regio e del Conservatorio “G. Verdi”, Torino",7222,Coro
38572,"Orchestra del Teatro Regio, Torino",7197,Orchestra
38572,"Coro del Teatro Regio, Torino",7196,Coro
