performance_id,credit_type,person_id,person_name,role
32649,technical,7159,"Mario Audello, Torino",Parrucche
32649,technical,7162,"Eikon Multivision, Firenze",Realizzazione sopratitoli
32650,artistic,3910,Giorgio Gallione,Regista
32650,artistic,8021,Daniel Costello,Coreografo
32650,artistic,8022,Silvano Cova,Scenografo
32650,artistic,11409,Luigi Benedicenti,Scenografo
32650,artistic,7860,Laura Viglione,Costumista
32650,artistic,5716,Valeria Campo,Assistente alla regia
32650,technical,26822,Roberto Devalle,Costumista
32650,technical,8078,"Sonus, Roma",Realizzazione
32650,technical,7160,"Epoca (di Biagio), Milano",Calzature
32650,technical,7159,"Mario Audello, Torino",Parrucche
32650,technical,7162,"Eikon Multivision, Firenze",Realizzazione sopratitoli
32650,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
32651,artistic,10741,Giuseppe Patroni Griffi,Regista
32651,artistic,3765,Aldo Terlizzi,"Costumista,Scenografo"
32651,artistic,8044,Domenico Maggiotti,Luci
32651,artistic,9940,Mario Brancaccio,Assistente alla regia
32651,artistic,7168,Pier Paolo Bisleri,Assistente alle scene
32651,artistic,11411,Maria Luisa Di Luzio,Assistente ai costumi
32651,technical,7883,"G.P. 11, Roma",Sartoria
32651,technical,10521,"Calzature artistiche Sacchi, Firenze",Calzature
32651,technical,7159,"Mario Audello, Torino",Parrucche
32651,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
32652,artistic,6076,Mauro Avogadro,Regista
32652,artistic,7928,Carmelo Giammello,Scenografo
32652,artistic,6363,Giovanna Buzzi,Costumista
32652,technical,7749,"Mekane, Guidonia (Roma)",Realizzazione
32652,technical,7166,"Tirelli, Roma",Sartoria
32652,technical,7160,"Epoca (di Biagio), Milano",Calzature
32652,technical,7159,"Mario Audello, Torino",Parrucche
32652,technical,7162,"Eikon Multivision, Firenze",Realizzazione sopratitoli
32652,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
32653,artistic,11413,Elena Barbalich,Assistente alla regia
32653,artistic,4298,Giorgio Marini,Regista
32653,artistic,21056,Raffaele Del Savio,Realizzazione
32653,artistic,4293,Edoardo Sanchi,Scenografo
32653,artistic,11412,Giorgio De Chirico,"Costumista,Scenografo"
32653,artistic,11414,Simona Ferrari,Assistente alle scene
32653,artistic,4300,Ettora D’Ettorre,Costumista
32653,technical,8588,Casa d’arte Cerratelli,Sartoria
32653,technical,10521,"Calzature artistiche Sacchi, Firenze",Calzature
32653,technical,7159,"Mario Audello, Torino",Parrucche
32653,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
32654,artistic,7517,Robert Carsen,Regista
32654,artistic,11415,Jean-Philippe Delavault,Assistente alla regia
32654,artistic,7525,Michael Levine,"Costumista,Scenografo"
32654,artistic,11417,Terry Frances Parr,Assistente ai costumi
32654,artistic,11416,Maggie Nottage,Assistente alle scene
32654,artistic,8066,Michael Popper,Coreografo
32654,artistic,8065,Davy Cunningham,Luci
32654,technical,7160,"Epoca (di Biagio), Milano",Calzature
32654,technical,7159,"Mario Audello, Torino",Parrucche
32654,technical,7162,"Eikon Multivision, Firenze",Realizzazione sopratitoli
32655,artistic,4292,Franco Ripa di Meana,Regista
32655,artistic,8076,Stefania Battaglia,Scenografo
32655,artistic,6899,Gabriele Pellegrini,Scenografo
32655,artistic,5061,Jacques Reynaud,Costumista
32655,technical,7175,"Arianese, Pero (MI)",Realizzazione
32655,technical,26822,Roberto Devalle,Costumista
32655,technical,8077,"L.C.P., Roma",Calzature
32655,technical,7159,"Mario Audello, Torino",Parrucche
32656,artistic,11413,Elena Barbalich,Assistente alla regia
32656,artistic,4298,Giorgio Marini,Regista
32656,artistic,4293,Edoardo Sanchi,Scenografo
32656,artistic,11418,Simona Polloni,Assistente alle scene
32656,artistic,5897,Elena Cicorella,Costumista
32656,technical,8120,"Il Baule di Bertinato Paolo, Venezia",Costumista
32656,technical,7160,"Epoca (di Biagio), Milano",Calzature
32656,technical,7159,"Mario Audello, Torino",Parrucche
32656,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
32657,artistic,3950,Enzo Dara,Regista
32657,artistic,8113,Sandro Angelini,Scenografo
32657,artistic,11398,Giovanna Maresta,Assistente alla regia
32657,technical,8114,"Centro Telecinematografico Culturale, Milano",Calzature
32657,technical,7159,"Mario Audello, Torino",Parrucche
32657,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
32658,artistic,4854,Tonino Conte,Regista
32658,artistic,4333,Emanuele Luzzati,Scenografo
32658,artistic,4438,Santuzza Calì,Costumista
32658,artistic,7487,Vittorio Borrelli,Ripresa della regia
32658,technical,6441,"Teatro Regio, Torino",Attrezzeria
32658,technical,5400,Gabriella Saladino,Attrezzeria
32658,technical,7173,"Farani, Roma",Sartoria
32658,technical,7160,"Epoca (di Biagio), Milano",Calzature
32658,technical,7159,"Mario Audello, Torino",Parrucche
32659,artistic,7928,Carmelo Giammello,Scenografo
32659,artistic,6363,Giovanna Buzzi,Costumista
32659,artistic,7548,Tiziana Tosco,Coreografo
32659,technical,7166,"Tirelli, Roma",Sartoria
32659,technical,7167,"Pompei 2000, Roma",Calzature
32659,technical,7159,"Mario Audello, Torino",Parrucche
32659,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
32660,artistic,7936,Andrej Tarkovskij,Regista
32660,artistic,7937,Nicolas Dvigubsky,"Costumista,Scenografo"
32660,artistic,7165,Robert Bryan,Luci
32660,artistic,7938,Romayne Grigorova,Coreografo
32660,technical,7159,"Mario Audello, Torino",Parrucche
32660,technical,7162,"Eikon Multivision, Firenze",Realizzazione sopratitoli
32661,artistic,6588,Daniele Abbado,Regista
32661,artistic,8849,Boris Stetka,Assistente alla regia
32661,artistic,3664,Luigi Perego,"Costumista,Scenografo"
32661,artistic,5335,Marina Luxardo,"Assistente ai costumi,Assistente alle scene"
32661,artistic,11199,Luca Scarzella,Video
32661,technical,7160,"Epoca (di Biagio), Milano",Calzature
32661,technical,7159,"Mario Audello, Torino",Parrucche
32661,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
32662,artistic,7169,Andrea Anfossi,Luci
32662,artistic,3992,Pier Luigi Pieralli,"Costumista,Regista,Scenografo"
32662,technical,7544,Annamode 68 S.r.l.,Costumista
32662,technical,7167,"Pompei 2000, Roma",Calzature
32662,technical,7159,"Mario Audello, Torino",Parrucche
32662,technical,7162,"Eikon Multivision, Firenze",Realizzazione sopratitoli
32663,artistic,7694,Jonathan Miller,Regista
32663,artistic,7611,Roni Toren,Scenografo
32663,artistic,7612,Claire Mitchell,Costumista
32663,artistic,7165,Robert Bryan,Luci
32663,technical,7159,"Mario Audello, Torino",Parrucche
32663,technical,7162,"Eikon Multivision, Firenze",Realizzazione sopratitoli
32664,artistic,7956,Ermanno Olmi,Regista
32664,artistic,7957,Lucio Fanti,Scenografo
32664,artistic,7958,Chloe Obolensky,Costumista
32664,artistic,11419,Piergiorgio Gay,Assistente alla regia
32664,technical,10878,"Compagnia di San Paolo, Torino",Sponsor
32664,technical,11047,"Fondazione CRT, Torino",Sponsor
32665,artistic,3753,Maurice Béjart,"Coreografo,Regista"
32665,artistic,7014,Anna De Giorgi,Costumista
32665,artistic,6722,Clément Cayrol,Luci
32666,artistic,6588,Daniele Abbado,Regista
32666,artistic,3664,Luigi Perego,"Costumista,Scenografo"
32666,artistic,5335,Marina Luxardo,Assistente alle scene
32666,artistic,11420,Sandro Terrosi,Assistente ai costumi
32666,technical,26822,Roberto Devalle,Costumista
32666,technical,7160,"Epoca (di Biagio), Milano",Calzature
32666,technical,7159,"Mario Audello, Torino",Parrucche
32666,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
32667,artistic,3910,Giorgio Gallione,Regista
32667,artistic,7140,Giovanni Di Cicco,Coreografo
32667,artistic,8008,Daniela Dal Cin,"Costumista,Scenografo"
32667,technical,7883,"G.P. 11, Roma",Sartoria
32667,technical,7160,"Epoca (di Biagio), Milano",Calzature
32667,technical,7159,"Mario Audello, Torino",Parrucche
32667,technical,7162,"Eikon Multivision, Firenze",Realizzazione sopratitoli
32668,artistic,3919,Ugo Tessitore,Assistente alla regia
32668,artistic,4025,Luca Ronconi,Regista
32668,artistic,7548,Tiziana Tosco,Coreografo
32668,artistic,6079,Margherita Palli,Scenografo
32668,artistic,3776,Vera Marzot,Costumista
32668,artistic,11407,Marco Capuana,Assistente alle scene
32668,artistic,11421,Chiara Donato,Assistente ai costumi
32668,technical,7175,"Arianese, Pero (MI)",Realizzazione
32668,technical,7749,"Mekane, Guidonia (Roma)",Realizzazione
32668,technical,7883,"G.P. 11, Roma",Sartoria
32668,technical,7160,"Epoca (di Biagio), Milano",Calzature
32668,technical,7159,"Mario Audello, Torino",Parrucche
32668,technical,7162,"Eikon Multivision, Firenze",Realizzazione sopratitoli
32669,artistic,7897,Robert Fortune,Regista
32669,artistic,7548,Tiziana Tosco,Coreografo
32669,artistic,7898,Dominique Pichou,Scenografo
32669,artistic,7899,Rosalie Varda,Costumista
32669,artistic,7900,Jean-Michel Bauer,Luci
32669,artistic,11422,Sylvie Auget,Assistente alla regia
32669,technical,7160,"Epoca (di Biagio), Milano",Calzature
32669,technical,7159,"Mario Audello, Torino",Parrucche
32669,technical,7162,"Eikon Multivision, Firenze",Realizzazione sopratitoli
32670,artistic,7764,Nicholas Hytner,Regista
32670,artistic,7487,Vittorio Borrelli,Regista
32670,artistic,7765,Maria Björnson,"Costumista,Scenografo"
32670,technical,7160,"Epoca (di Biagio), Milano",Calzature
32670,technical,7159,"Mario Audello, Torino",Parrucche
32671,artistic,7487,Vittorio Borrelli,Regista
32671,artistic,4329,Georgi Aleksi-Meskhishvili,Scenografo
32671,artistic,3917,Steve Almerighi,Costumista
32671,artistic,11423,Ivano Coviello,Assistente alla regia
32671,technical,7166,"Tirelli, Roma",Sartoria
32671,technical,10521,"Calzature artistiche Sacchi, Firenze",Calzature
32671,technical,7159,"Mario Audello, Torino",Parrucche
32671,technical,7162,"Eikon Multivision, Firenze",Realizzazione sopratitoli
32671,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
32672,artistic,3692,Alberto Fassini,Regista
32672,artistic,7422,Marta Ferri,Coreografo
32672,artistic,7780,Alessandro Guerzoni,"Costumista,Scenografo"
32672,artistic,11397,Joseph Lee,Assistente alla regia
32672,technical,7167,"Pompei 2000, Roma",Calzature
32672,technical,7159,"Mario Audello, Torino",Parrucche
32672,technical,7162,"Eikon Multivision, Firenze",Realizzazione sopratitoli
32672,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
32673,artistic,7787,Frederick Ashton,Coreografo
32673,artistic,7789,David Walker,"Costumista,Scenografo"
32673,artistic,7790,John B. Read,Luci
32674,artistic,11413,Elena Barbalich,Assistente alla regia
32674,artistic,4298,Giorgio Marini,Regista
32674,artistic,7859,Tobias Hoheisel,Scenografo
32674,artistic,7860,Laura Viglione,Costumista
32674,artistic,11424,Jessica Karge,Costumista
32674,artistic,7857,Emanuele De Checchi,Assistente alla regia
32674,technical,7160,"Epoca (di Biagio), Milano",Calzature
32674,technical,7159,"Mario Audello, Torino",Parrucche
32674,technical,7162,"Eikon Multivision, Firenze",Realizzazione sopratitoli
32674,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
32675,artistic,7547,Ugo Gregoretti,Regista
32675,artistic,7548,Tiziana Tosco,Coreografo
32675,artistic,7220,Eugenio Guglielminetti,"Costumista,Scenografo"
32675,technical,26822,Roberto Devalle,Costumista
32675,technical,7160,"Epoca (di Biagio), Milano",Calzature
32675,technical,7159,"Mario Audello, Torino",Parrucche
32675,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
32676,artistic,7871,Zhāng Yìmóu,Regista
32676,artistic,7872,Gao Guangjan,Scenografo
32676,artistic,7873,Zeng Li,Scenografo
32676,artistic,7874,Huang Haiwei,Scenografo
32676,artistic,7875,Wang Yin,Costumista
32676,artistic,7877,Chen Weiya,Assistente alla regia
32676,technical,7159,"Mario Audello, Torino",Parrucche
32677,artistic,6076,Mauro Avogadro,Regista
32677,artistic,7882,Giacomo Andrico,Scenografo
32677,artistic,6363,Giovanna Buzzi,Costumista
32677,artistic,11399,Ola Cavagna,Assistente alla regia
32677,technical,7166,"Tirelli, Roma",Sartoria
32677,technical,7160,"Epoca (di Biagio), Milano",Calzature
32677,technical,7159,"Mario Audello, Torino",Parrucche
32677,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
32678,artistic,7169,Andrea Anfossi,Luci
32678,artistic,3992,Pier Luigi Pieralli,"Costumista,Luci,Regista,Scenografo"
32678,artistic,7543,Simona Chiesa,Coreografo
32678,artistic,11398,Giovanna Maresta,Assistente alla regia
32678,artistic,11425,Manuela Gasperoni,Assistente alle scene
32678,artistic,11426,Francesca Brunori,Assistente ai costumi
32678,technical,7544,Annamode 68 S.r.l.,Costumista
32678,technical,26822,Roberto Devalle,Costumista
32678,technical,7160,"Epoca (di Biagio), Milano",Calzature
32678,technical,7159,"Mario Audello, Torino",Parrucche
32678,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
32679,artistic,7547,Ugo Gregoretti,Regista
32679,artistic,7548,Tiziana Tosco,Coreografo
32679,artistic,7220,Eugenio Guglielminetti,"Costumista,Scenografo"
32679,artistic,11526,Giuseppe Orlandi,Assistente ai costumi
32679,technical,26822,Roberto Devalle,Costumista
32679,technical,7160,"Epoca (di Biagio), Milano",Calzature
32679,technical,7159,"Mario Audello, Torino",Parrucche
32679,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
32681,artistic,7169,Andrea Anfossi,Luci
32681,artistic,5793,Jérôme Savary,Regista
32681,artistic,7559,Ezio Toffolutti,"Costumista,Scenografo"
32681,artistic,11427,Frédérique Lombart,Assistente alla regia
32681,technical,7160,"Epoca (di Biagio), Milano",Calzature
32681,technical,7159,"Mario Audello, Torino",Parrucche
32681,technical,7162,"Eikon Multivision, Firenze",Realizzazione sopratitoli
32682,artistic,7127,John Cranko,"Coreografo,Regista"
32682,artistic,7560,Elisabeth Dalton,"Costumista,Scenografo"
32682,artistic,7601,Reid Anderson,Realizzazione
32682,artistic,7755,Georgette Tsinguirides,Realizzazione
32682,artistic,7756,Kurt Speker,Realizzazione
32683,artistic,7694,Jonathan Miller,Regista
32683,artistic,7757,Gianfranco Ventura,Regista
32683,artistic,7611,Roni Toren,Scenografo
32683,artistic,7612,Claire Mitchell,Costumista
32683,technical,7160,"Epoca (di Biagio), Milano",Calzature
32683,technical,7159,"Mario Audello, Torino",Parrucche
32684,artistic,5989,Lindsay Kemp,"Costumista,Luci,Regista"
32684,artistic,7614,Christopher Bruce,"Coreografo,Regista"
32684,artistic,7617,Ralph Koltai,Scenografo
32684,artistic,7652,Sandy Powell,Costumista
32684,artistic,7618,John Spradbery,Luci
32684,artistic,11428,Malcolm Glanville,Luci
32685,artistic,7654,Alberto Renault,Regista
32685,artistic,7655,Freusa Zechmeister,"Costumista,Scenografo"
32685,artistic,7656,Paulo Pederneiras,"Luci,Scenografo"
32685,artistic,7658,Maria Cândida Sarmento,Costumista
32685,technical,7159,"Mario Audello, Torino",Parrucche
32685,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
32686,artistic,3692,Alberto Fassini,Regista
32686,artistic,7422,Marta Ferri,Coreografo
32686,artistic,4439,Pier Luigi Samaritani,"Costumista,Scenografo"
32686,artistic,9587,Alessandro Ciammarughi,"Assistente ai costumi,Assistente alle scene"
32686,technical,10801,"Carlo Rubechini, Firenze",Attrezzeria
32686,technical,7423,"Arditi, Roma",Calzature
32686,technical,7159,"Mario Audello, Torino",Parrucche
32686,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
32687,artistic,7675,Jorge Lavelli,Regista
32687,artistic,7221,Laurence Fanon,Coreografo
32687,artistic,7676,Antonio Lagarto,Scenografo
32687,artistic,7677,Francesco Zito,Costumista
32687,artistic,11430,Franciska Severin,Assistente alla regia
32687,technical,7160,"Epoca (di Biagio), Milano",Calzature
32687,technical,7159,"Mario Audello, Torino",Parrucche
32687,technical,7162,"Eikon Multivision, Firenze",Realizzazione sopratitoli
32688,artistic,7157,Tobias Richter,Regista
32688,artistic,3727,Mauro Carosi,Scenografo
32688,artistic,4477,Ferdinando Bruni,Costumista
32688,artistic,6058,Daniela Verdenelli,Costumista
32688,artistic,3853,Ivo Guerra,Assistente alla regia
32688,technical,7159,"Mario Audello, Torino",Costumista
32688,technical,7158,"Brancato, Milano",Sartoria
32688,technical,7160,"Epoca (di Biagio), Milano",Calzature
32688,technical,7162,"Eikon Multivision, Firenze",Realizzazione sopratitoli
32688,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
32689,artistic,11431,Patrick Young,Assistente alla regia
32689,artistic,7165,Robert Bryan,Luci
32689,artistic,7163,John Cox,Regista
32689,artistic,7164,David Hockney,"Costumista,Scenografo"
32689,technical,7162,"Eikon Multivision, Firenze",Realizzazione sopratitoli
32690,artistic,11432,Giovanni Scandella,Assistente alla regia
32690,artistic,7169,Andrea Anfossi,Luci
32690,artistic,4052,Federico Tiezzi,Regista
32690,artistic,7168,Pier Paolo Bisleri,Scenografo
32690,artistic,6363,Giovanna Buzzi,Costumista
32690,technical,7166,"Tirelli, Roma",Sartoria
32690,technical,7167,"Pompei 2000, Roma",Calzature
32690,technical,7159,"Mario Audello, Torino",Parrucche
32690,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
32692,artistic,7171,José Carlos Plaza,Regista
32692,artistic,7172,Francisco Leal,"Luci,Scenografo"
32692,artistic,6782,Pedro Moreno,Costumista
32692,artistic,11434,Micaela Bottinelli,Assistente alla regia
32692,artistic,11433,Enrique Marty,Assistente alle scene
32692,technical,7170,"Odeon Decorados, Valencia",Realizzazione
32692,technical,7173,"Farani, Roma",Sartoria
32692,technical,7160,"Epoca (di Biagio), Milano",Calzature
32692,technical,7159,"Mario Audello, Torino",Parrucche
32692,technical,7162,"Eikon Multivision, Firenze",Realizzazione sopratitoli
32692,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
32693,artistic,4339,Francesco Esposito,"Costumista,Regista"
32693,artistic,5856,Italo Grassi,Scenografo
32693,artistic,11435,Maria Rita Romagnoli,Assistente alla regia
32693,artistic,11436,Franco Arnieri,Assistente alle scene
32693,artistic,11437,Maria Hoffman,Assistente ai costumi
32693,technical,6441,"Teatro Regio, Torino",Attrezzeria
32693,technical,7174,"Opera Scene, Roma",Realizzazione
32693,technical,10801,"Carlo Rubechini, Firenze",Attrezzeria
32693,technical,7158,"Brancato, Milano",Sartoria
32693,technical,7160,"Epoca (di Biagio), Milano",Calzature
32693,technical,7159,"Mario Audello, Torino",Parrucche
32694,artistic,7163,John Cox,Regista
32694,artistic,3921,Giovanni Agostinucci,"Costumista,Scenografo"
32694,artistic,7165,Robert Bryan,Luci
32694,artistic,11431,Patrick Young,Assistente alla regia
32694,artistic,11438,Giovanna Montgomery,"Assistente ai costumi,Assistente alle scene"
32694,technical,7175,"Arianese, Pero (MI)",Realizzazione
32694,technical,7176,"Arrigo, Milano",Sartoria
32694,technical,7167,"Pompei 2000, Roma",Calzature
32694,technical,7159,"Mario Audello, Torino",Parrucche
32694,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
32695,artistic,7177,Lamberto Puggelli,Regista
32695,artistic,4838,Luisa Spinatelli,"Costumista,Scenografo"
32695,artistic,11439,Rossella Bisazza,Assistente alla regia
32695,technical,7178,"C.T.C. Pedrazzoli, Milano",Calzature
32695,technical,7159,"Mario Audello, Torino",Parrucche
32696,artistic,7179,Roberto Laganà Manoli,"Costumista,Luci,Regista,Scenografo"
32696,artistic,7180,Alessandra Panzavolta,Assistente alla regia
32696,artistic,11440,Paola Gualtieri,"Assistente ai costumi,Assistente alle scene"
32696,technical,7176,"Arrigo, Milano",Sartoria
32696,technical,7160,"Epoca (di Biagio), Milano",Calzature
32696,technical,7159,"Mario Audello, Torino",Parrucche
32696,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
32697,artistic,7182,Marc Adam,Regista
32697,artistic,7183,Jean Bauer,"Costumista,Scenografo"
32697,artistic,7184,Hervé Gary,Luci
32697,technical,6441,"Teatro Regio, Torino","Realizzazione,Attrezzeria"
32697,technical,7181,"Théâtre des Arts, Rouen",Sartoria
32697,technical,7160,"Epoca (di Biagio), Milano",Calzature
32697,technical,7159,"Mario Audello, Torino",Parrucche
32697,technical,7162,"Eikon Multivision, Firenze",Realizzazione sopratitoli
32698,artistic,4237,Jean-Pierre Ponnelle,"Costumista,Regista,Scenografo"
32698,artistic,7185,Sonja Frisell,Regista
32698,technical,6425,"Teatro alla Scala, Milano","Attrezzeria,Sartoria"
32698,technical,7167,"Pompei 2000, Roma",Calzature
32698,technical,7159,"Mario Audello, Torino",Parrucche
32698,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
32699,artistic,7177,Lamberto Puggelli,Regista
32699,artistic,7221,Laurence Fanon,Coreografo
32699,artistic,7220,Eugenio Guglielminetti,"Costumista,Scenografo"
32699,artistic,11442,Grazia Pulvirenti,Assistente alla regia
32699,artistic,11443,Valerie Balmayer,Assistente alla coreografia
32699,technical,6441,"Teatro Regio, Torino",Costumista
32699,technical,26822,Roberto Devalle,Costumista
32699,technical,7160,"Epoca (di Biagio), Milano",Calzature
32699,technical,7159,"Mario Audello, Torino",Parrucche
32699,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
32700,artistic,7326,Hans Hollmann,Regista
32700,artistic,7327,Hans Hoffer,Scenografo
32700,artistic,7328,Dirk Bodisco,Costumista
32700,artistic,7329,Jürgen Hoffmann,Luci
32700,technical,7159,"Mario Audello, Torino",Parrucche
32701,artistic,7338,Ferruccio Soleri,Regista
32701,artistic,4838,Luisa Spinatelli,"Costumista,Scenografo"
32701,artistic,11439,Rossella Bisazza,Assistente alla regia
32701,artistic,11444,Monia Felicia Torchia,Assistente ai costumi
32701,technical,7158,"Brancato, Milano",Sartoria
32701,technical,7160,"Epoca (di Biagio), Milano",Calzature
32701,technical,7159,"Mario Audello, Torino",Parrucche
32702,artistic,5247,Filippo Crivelli,Regista
32702,artistic,11445,Patrizia Frini,Regista
32702,artistic,3855,Michele Della Cioppa,Scenografo
32702,artistic,7357,Giulio Coltellacci,"Costumista,Scenografo"
32702,artistic,7358,Marco Filibeck,Luci
32703,artistic,7386,Nicolas Joel,Regista
32703,artistic,3678,Ezio Frigerio,Scenografo
32703,artistic,3679,Franca Squarciapino,Costumista
32703,artistic,4022,Vinicio Cheli,Luci
32703,artistic,11446,Arnaud Bernard,Assistente alla regia
32703,technical,7167,"Pompei 2000, Roma",Calzature
32703,technical,7159,"Mario Audello, Torino",Parrucche
32703,technical,7162,"Eikon Multivision, Firenze",Realizzazione sopratitoli
32704,artistic,11447,Davide Gilioli,Assistente alla regia
32704,artistic,7169,Andrea Anfossi,Luci
32704,artistic,7393,Stefano Monti,Regista
32704,artistic,7394,Antonio Mastromattei,Scenografo
32704,technical,7176,"Arrigo, Milano",Sartoria
32704,technical,7160,"Epoca (di Biagio), Milano",Calzature
32704,technical,7159,"Mario Audello, Torino",Parrucche
32704,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
32705,artistic,7171,José Carlos Plaza,Regista
32705,artistic,7172,Francisco Leal,"Luci,Scenografo"
32705,artistic,6782,Pedro Moreno,Costumista
32705,artistic,11448,Riccardo Fracchia,Assistente alle scene
32705,artistic,11449,Maria Filippi,Assistente ai costumi
32706,artistic,3919,Ugo Tessitore,Assistente alla regia
32706,artistic,4025,Luca Ronconi,Regista
32706,artistic,6079,Margherita Palli,Scenografo
32706,artistic,3776,Vera Marzot,Costumista
32706,artistic,4036,Guido Levi,Luci
32706,artistic,11450,Guia Buzzi,Assistente alle scene
32706,technical,7160,"Epoca (di Biagio), Milano",Calzature
32706,technical,7159,"Mario Audello, Torino",Parrucche
32706,technical,7162,"Eikon Multivision, Firenze",Realizzazione sopratitoli
32706,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
32707,artistic,3692,Alberto Fassini,Regista
32707,artistic,7422,Marta Ferri,Coreografo
32707,artistic,4439,Pier Luigi Samaritani,"Costumista,Scenografo"
32707,artistic,9587,Alessandro Ciammarughi,"Assistente ai costumi,Assistente alle scene"
32707,technical,10801,"Carlo Rubechini, Firenze",Attrezzeria
32707,technical,7423,"Arditi, Roma",Calzature
32707,technical,7159,"Mario Audello, Torino",Parrucche
32707,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
32708,artistic,7446,Franco Zeffirelli,"Regista,Scenografo"
32708,technical,6425,"Teatro alla Scala, Milano",Attrezzeria
32708,technical,11521,"Orecchia, Cav., Tavazzano (MI)",Attrezzeria
32708,technical,8588,Casa d’arte Cerratelli,Sartoria
32708,technical,7160,"Epoca (di Biagio), Milano",Calzature
32708,technical,7159,"Mario Audello, Torino",Parrucche
32708,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
32718,artistic,3919,Ugo Tessitore,Assistente alla regia
32718,artistic,7169,Andrea Anfossi,Luci
32718,artistic,4025,Luca Ronconi,Regista
32718,artistic,6079,Margherita Palli,Scenografo
32718,artistic,3776,Vera Marzot,Costumista
32718,artistic,11450,Guia Buzzi,Assistente alle scene
32718,artistic,11452,Claudia Barone,Assistente ai costumi
32718,technical,26822,Roberto Devalle,Costumista
32718,technical,10878,"Compagnia di San Paolo, Torino",Sponsor
32718,technical,10801,"Carlo Rubechini, Firenze",Attrezzeria
32718,technical,7160,"Epoca (di Biagio), Milano",Calzature
32718,technical,7159,"Mario Audello, Torino",Parrucche
32719,artistic,7169,Andrea Anfossi,Luci
32719,artistic,5793,Jérôme Savary,Regista
32719,artistic,7489,Michel Lebois,Scenografo
32719,artistic,7490,Michel Dussarrat,Costumista
32719,artistic,11427,Frédérique Lombart,Assistente alla regia
32719,artistic,11453,Aimée Blanc,Assistente ai costumi
32719,technical,6441,"Teatro Regio, Torino",Attrezzeria
32719,technical,6499,"Opéra Comique, Paris",Costumista
32719,technical,11047,"Fondazione CRT, Torino",Sponsor
32719,technical,7492,Plastic,Attrezzeria
32719,technical,7491,Guaschino,Attrezzeria
32719,technical,7160,"Epoca (di Biagio), Milano",Calzature
32719,technical,7159,"Mario Audello, Torino",Parrucche
32720,artistic,6871,Jurij Nikolaevič Grigorovič,Coreografo
32720,artistic,6892,Simon Virsaladze,"Costumista,Scenografo"
32720,technical,11227,"Lancia, Torino",Sponsor
32721,artistic,4895,Marius Petipa,Coreografo
32721,artistic,6871,Jurij Nikolaevič Grigorovič,Coreografo
32721,artistic,6892,Simon Virsaladze,"Costumista,Scenografo"
32721,technical,11227,"Lancia, Torino",Sponsor
32722,artistic,3692,Alberto Fassini,Regista
32722,artistic,7497,William Orlandi,"Costumista,Scenografo"
32722,technical,7174,"Opera Scene, Roma",Realizzazione
32722,technical,7176,"Arrigo, Milano",Sartoria
32722,technical,10521,"Calzature artistiche Sacchi, Firenze",Calzature
32722,technical,7159,"Mario Audello, Torino",Parrucche
32722,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
32723,artistic,8705,Michael Hampe,Regista
32723,artistic,9309,Jan Schlubach,Scenografo
32723,artistic,9310,Martin Rupprecht,Costumista
32723,technical,7883,"G.P. 11, Roma",Sartoria
32723,technical,7167,"Pompei 2000, Roma",Calzature
32723,technical,7159,"Mario Audello, Torino",Parrucche
32724,artistic,7177,Lamberto Puggelli,Regista
32724,artistic,7548,Tiziana Tosco,Coreografo
32724,artistic,4838,Luisa Spinatelli,"Costumista,Scenografo"
32724,artistic,11451,Nathalie Lanzarini,Assistente alla regia
32724,artistic,11444,Monia Felicia Torchia,"Assistente ai costumi,Assistente alle scene"
