performance_id,credit_type,person_id,person_name,role
32950,technical,6438,"Teatro dell’Opera, Roma","Attrezzeria,Sartoria"
32951,artistic,7116,Paolo Bortoluzzi,Coreografo
32951,technical,6441,"Teatro Regio, Torino",Sartoria
32952,artistic,3755,George Balanchine,Coreografo
32953,artistic,3755,George Balanchine,Coreografo
32955,artistic,9254,Milorad Mišković,Coreografo
32955,artistic,6930,Aleksandr Benois,Costumista
32955,technical,6425,"Teatro alla Scala, Milano",Realizzazione
32955,technical,9276,Nervo,Sartoria
32959,artistic,9048,John Taras,Coreografo
32959,artistic,10447,André Delfau,Costumista
32959,technical,7522,"Grand Théâtre, Ginevra","Realizzazione,Sartoria"
32960,artistic,9346,Jean Claude Riber,Regista
32960,artistic,25350,Oldřich Šimáček,"Costumista,Scenografo"
32960,technical,7522,"Grand Théâtre, Ginevra","Realizzazione,Calzature,Sartoria"
32960,technical,6441,"Teatro Regio, Torino",Parrucche
32961,artistic,8485,Sylvano Bussotti,"Coreografo,Costumista,Regista"
32961,artistic,8844,Antonio Zancanaro,"Costumista,Scenografo"
32961,technical,6458,"Teatro Comunale, Treviso",Realizzazione
32961,technical,7544,Annamode 68 S.r.l.,Sartoria
32961,technical,6441,"Teatro Regio, Torino",Parrucche
32961,technical,8418,"Pedrazzoli, Milano",Attrezzeria
32961,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
32962,artistic,3918,Pier Luigi Pizzi,"Costumista,Regista,Scenografo"
32962,artistic,25386,Gerardo Vignoli,Assistente alla regia
32962,technical,9313,"Firenze Scena, Calenzano",Realizzazione
32962,technical,7166,"Tirelli, Roma",Sartoria
32962,technical,7159,"Mario Audello, Torino",Parrucche
32962,technical,7167,"Pompei 2000, Roma",Calzature
32962,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
32963,artistic,10284,Jan Brazda,Scenografo
32963,artistic,10286,Eva Schaeffer,Costumista
32964,artistic,10404,Gretchen Warren,Costumista
32964,artistic,10403,Tim Novick,Luci
32964,technical,10405,Jimmy Meyer corp.,Sartoria
32965,artistic,10414,Randy Barceló,"Costumista,Scenografo"
32965,artistic,10403,Tim Novick,Luci
32966,artistic,10440,Tom Schenk,Costumista
32966,artistic,5997,Joop Caboort,Luci
32967,artistic,5996,Jiri Kylián,"Costumista,Scenografo"
32967,artistic,5997,Joop Caboort,Luci
32969,artistic,5981,Mario Missiroli,Regista
32969,artistic,9213,Michele Canzoneri,Scenografo
32969,artistic,9214,Dory Bignotti,Costumista
32969,technical,10801,"Carlo Rubechini, Firenze",Attrezzeria
32969,technical,7173,"Farani, Roma",Sartoria
32969,technical,8418,"Pedrazzoli, Milano",Calzature
32970,artistic,9211,Andrè Prokovski,Coreografo
32970,artistic,9213,Michele Canzoneri,Scenografo
32970,artistic,9214,Dory Bignotti,Costumista
32970,technical,10801,"Carlo Rubechini, Firenze",Attrezzeria
32970,technical,7173,"Farani, Roma",Sartoria
32970,technical,8418,"Pedrazzoli, Milano",Calzature
32971,artistic,8485,Sylvano Bussotti,Regista
32971,artistic,9135,Geoffrey Cauley,Coreografo
32971,technical,8463,"La Bottega Veneziana, Treviso",Attrezzeria
32971,technical,7544,Annamode 68 S.r.l.,Sartoria
32971,technical,8418,"Pedrazzoli, Milano",Calzature
32971,technical,6441,"Teatro Regio, Torino",Sartoria
32972,artistic,8485,Sylvano Bussotti,Regista
32972,artistic,10474,Giancarlo Vantaggio,Coreografo
32972,technical,7544,Annamode 68 S.r.l.,Sartoria
32972,technical,8418,"Pedrazzoli, Milano",Calzature
32972,technical,6441,"Teatro Regio, Torino","Realizzazione,Attrezzeria,Sartoria"
32973,artistic,4333,Emanuele Luzzati,"Costumista,Scenografo"
32974,artistic,7024,Ljuba Dobrievich,"Coreografo,Costumista"
32975,artistic,7110,Giuseppe Carbone,Coreografo
32975,artistic,10241,Salvatore Russo,Costumista
32975,artistic,10284,Jan Brazda,Video
32975,technical,7159,"Mario Audello, Torino",Parrucche
32976,artistic,7110,Giuseppe Carbone,Coreografo
32976,artistic,7112,Birgit Cullberg,Coreografo
32976,artistic,10242,Kerstin Hedeby-Pawlo,Costumista
32976,technical,8909,"Jacobelli, Roma",Sartoria
32976,technical,7158,"Brancato, Milano",Sartoria
32976,technical,7330,"Opernhaus, Zürich",Sartoria
32976,technical,8529,"Biagio, Milano",Calzature
32976,technical,7159,"Mario Audello, Torino",Parrucche
32977,artistic,10256,Marie Louise De Geer Bergenstråhle,Costumista
32977,artistic,10279,Mats Ek,"Coreografo,Luci"
32978,artistic,6348,Micha van Hoecke,Coreografo
32978,artistic,10241,Salvatore Russo,"Costumista,Scenografo"
32978,technical,8909,"Jacobelli, Roma",Sartoria
32978,technical,11611,"Teatro Comunale, Firenze",Sartoria
32978,technical,10801,"Carlo Rubechini, Firenze",Attrezzeria
32978,technical,7159,"Mario Audello, Torino",Parrucche
32979,artistic,6348,Micha van Hoecke,Coreografo
32979,artistic,10241,Salvatore Russo,"Costumista,Scenografo"
32979,technical,8909,"Jacobelli, Roma",Sartoria
32979,technical,11611,"Teatro Comunale, Firenze",Sartoria
32979,technical,10801,"Carlo Rubechini, Firenze",Attrezzeria
32979,technical,7159,"Mario Audello, Torino",Parrucche
32980,artistic,11071,Elisabetta Acella,Assistente alla regia
32980,artistic,7169,Andrea Anfossi,Luci
32980,artistic,11069,Jean-Louis Grinda,Regista
32980,artistic,11070,Isabelle Partiot-Pieri,Scenografo
32980,artistic,9581,Christian Gasc,Costumista
32980,technical,24958,Banca Fideuram,Sponsor
32980,technical,11222,"Italgas, Torino",Sponsor
32981,artistic,9862,Bronislava Nijinska,Coreografo
32981,artistic,9863,Marie Laurencin,"Costumista,Scenografo"
32981,artistic,9893,Daniel Libert,Luci
32981,technical,21103,Ballet Théâtre Français de Nancy,"Attrezzeria,Calzature,Sartoria,Parrucche"
32982,artistic,6929,Michail Fokin,Coreografo
32982,artistic,6931,Léon Bakst,"Costumista,Scenografo"
32982,artistic,9893,Daniel Libert,Luci
32982,technical,21103,Ballet Théâtre Français de Nancy,"Attrezzeria,Calzature,Sartoria,Parrucche"
32983,artistic,6035,Vaslav Fomič Nižinskij,Coreografo
32983,artistic,6931,Léon Bakst,"Costumista,Scenografo"
32983,artistic,9893,Daniel Libert,Luci
32983,technical,21103,Ballet Théâtre Français de Nancy,"Attrezzeria,Calzature,Sartoria,Parrucche"
32984,artistic,3755,George Balanchine,Coreografo
32984,artistic,9046,Zelda Wynn,Costumista
32985,artistic,7021,Robert North,Coreografo
32985,artistic,8467,Peter Farmer,Scenografo
32986,artistic,25403,Vladi Spigarolo,"Luci,Video"
32986,artistic,7487,Vittorio Borrelli,Regista
32986,artistic,10685,Saverio Santoliquido,Scenografo
32986,artistic,10116,Claudia Boasso,Scenografo
32986,artistic,7860,Laura Viglione,Costumista
32986,artistic,25404,Luca Zilovich,Assistente alla regia
32986,technical,11188,"C.T.C. Calzature, Milano",Calzature
32986,technical,7159,"Mario Audello, Torino",Parrucche
32986,technical,11222,"Italgas, Torino",Sponsor
32986,technical,6441,"Teatro Regio, Torino","Realizzazione,Attrezzeria,Sartoria"
32987,artistic,25403,Vladi Spigarolo,"Luci,Video"
32987,artistic,7487,Vittorio Borrelli,Regista
32987,artistic,10685,Saverio Santoliquido,Scenografo
32987,artistic,10116,Claudia Boasso,Scenografo
32987,artistic,7860,Laura Viglione,Costumista
32987,artistic,25404,Luca Zilovich,Assistente alla regia
32987,technical,11222,"Italgas, Torino",Sponsor
32989,artistic,3755,George Balanchine,Coreografo
32989,artistic,9221,Colleen Neary,Regista
32989,artistic,9222,Liliane Delers,Costumista
32990,artistic,3755,George Balanchine,Coreografo
32990,artistic,9223,Karin von Aroldingen,Regista
32990,artistic,7089,Rouben Ter-Arutunian,"Costumista,Scenografo"
32991,artistic,8525,Jean-Luc Leguay,Coreografo
32991,artistic,9180,Carlo Ubertone,Costumista
32991,technical,6441,"Teatro Regio, Torino",Sartoria
32992,artistic,4098,Marco Paolini,"Ideazione,Regista"
32992,artistic,3732,Mario Brunello,Ideazione
32992,artistic,25086,César Brie,Regista
32992,artistic,25087,Michele Mescalchin,Luci
32992,artistic,25088,Gabriele Turra,Fonico
32993,artistic,8645,Agrippina Jakovlevna Vaganova,Coreografo
32993,artistic,6929,Michail Fokin,Coreografo
32993,artistic,8646,Igor Ivanov,Scenografo
32994,artistic,8650,Boris Eifman,Coreografo
32995,artistic,3753,Maurice Béjart,Coreografo
32996,artistic,8650,Boris Eifman,Coreografo
32997,artistic,8141,Oleg Vinogradov,Coreografo
32997,artistic,8769,Teimouraz Mourvanidze,"Costumista,Scenografo"
32998,artistic,8141,Oleg Vinogradov,Coreografo
32999,artistic,8141,Oleg Vinogradov,Coreografo
33000,artistic,8770,Dmitry Bryantsev,Coreografo
33001,artistic,4895,Marius Petipa,Coreografo
33002,artistic,8783,Konstantin Sergeev,Coreografo
33002,artistic,4895,Marius Petipa,Coreografo
33002,artistic,9057,Lev Ivanov,Coreografo
33002,artistic,8646,Igor Ivanov,Scenografo
33002,artistic,9058,Galina Solov’eva,Costumista
33003,artistic,25433,Federica Falasconi,Drammaturgo
33003,artistic,25434,Francesca Marchegiano,Drammaturgo
33003,artistic,25435,Alessia Gennari,Regista
33003,artistic,25436,Francesca Pedrotti,Scenografo
33005,artistic,8566,Janine Charrat,Coreografo
33005,artistic,8460,Enzo Busco,Scenografo
33005,artistic,11522,Pierre Roy,"Costumista,Scenografo"
33005,artistic,7860,Laura Viglione,Costumista
33005,technical,6441,"Teatro Regio, Torino",Sartoria
33006,artistic,7021,Robert North,Coreografo
33006,artistic,8573,Andrew Storer,"Costumista,Scenografo"
33006,technical,8571,"Sartoria Artistica Teatrale, Torino",Sartoria
33008,artistic,7064,Hans van Manen,Coreografo
33008,artistic,11520,Mea Venema,Assistente alla coreografia
33008,artistic,8519,Jan van der Wal,"Costumista,Scenografo"
33008,artistic,7068,Jan Hofstra,Luci
33008,technical,8571,"Sartoria Artistica Teatrale, Torino",Sartoria
33008,technical,7175,"Arianese, Pero (MI)",Realizzazione
33008,technical,10800,"Peroni S.p.a., Gallarate",Realizzazione
33009,artistic,6842,Claude Tissier,Luci
33009,artistic,5748,Oscar Araiz,Coreografo
33009,artistic,8758,Renata Schussheim,Costumista
33009,technical,8571,"Sartoria Artistica Teatrale, Torino",Sartoria
33010,artistic,7446,Franco Zeffirelli,Regista
33010,artistic,7447,Anna Anni,Costumista
33010,technical,8588,Casa d’arte Cerratelli,Sartoria
33010,technical,7160,"Epoca (di Biagio), Milano",Calzature
33010,technical,7159,"Mario Audello, Torino",Parrucche
33010,technical,11521,"Orecchia, Cav., Tavazzano (MI)",Attrezzeria
33010,technical,6425,"Teatro alla Scala, Milano",Attrezzeria
33010,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
33012,artistic,8464,Andrea Francalanci,Coreografo
33012,artistic,8460,Enzo Busco,Scenografo
33012,artistic,7860,Laura Viglione,Costumista
33012,technical,7158,"Brancato, Milano",Sartoria
33012,technical,8463,"La Bottega Veneziana, Treviso",Attrezzeria
33013,artistic,4895,Marius Petipa,Coreografo
33014,artistic,8468,Gianfranco Paoluzi,Coreografo
33014,artistic,3646,Giorgio Cristini,Scenografo
33014,artistic,8469,Fabrizio Onali,Costumista
33014,technical,8463,"La Bottega Veneziana, Treviso",Attrezzeria
33014,technical,7173,"Farani, Roma",Sartoria
33015,artistic,8466,Fernando Bujones da Petipa,Coreografo
33015,artistic,8467,Peter Farmer,"Costumista,Scenografo"
33016,artistic,11339,Martha Graham,"Coreografo,Costumista"
33016,artistic,11341,Isamu Noguchi,Scenografo
33016,artistic,11342,Jean Rosenthal,Luci
33017,artistic,11339,Martha Graham,"Coreografo,Costumista"
33017,artistic,11344,Beverly Emmons,Luci
33018,artistic,11339,Martha Graham,"Coreografo,Costumista"
33018,artistic,11341,Isamu Noguchi,Scenografo
33018,artistic,11342,Jean Rosenthal,Luci
33019,artistic,11339,Martha Graham,"Coreografo,Costumista"
33019,artistic,11364,David Finley,Luci
33020,artistic,7787,Frederick Ashton,Coreografo
33020,artistic,21125,Faith Worth,Coreografo
33020,artistic,8321,John Armstrong,"Costumista,Scenografo"
33020,technical,7160,"Epoca (di Biagio), Milano",Calzature
33021,artistic,4025,Luca Ronconi,Regista
33021,artistic,6076,Mauro Avogadro,Assistente alla regia
33021,artistic,6079,Margherita Palli,Scenografo
33021,artistic,11391,Daniela Di Scerni,Assistente alle scene
33021,artistic,4054,Carlo Diappi,Costumista
33021,artistic,11392,Paolo Dell'Oca,Assistente ai costumi
33021,artistic,7548,Tiziana Tosco,Assistente alla coreografia
33021,technical,10801,"Carlo Rubechini, Firenze",Attrezzeria
33021,technical,7883,"G.P. 11, Roma",Sartoria
33021,technical,8077,"L.C.P., Roma",Calzature
33022,artistic,5793,Jérôme Savary,Regista
33022,artistic,11396,Christoph Seuferle,Assistente alla regia
33022,artistic,7489,Michel Lebois,Scenografo
33022,artistic,8365,Jacques Schmidt,Costumista
33022,artistic,7548,Tiziana Tosco,Coreografo
33022,artistic,8366,Alain Poisson,Luci
33022,technical,8396,"Carpet’s Gallery, Torino",Attrezzeria
33022,technical,7160,"Epoca (di Biagio), Milano",Calzature
33022,technical,7159,"Mario Audello, Torino",Parrucche
33023,artistic,7169,Andrea Anfossi,Luci
33023,artistic,3950,Enzo Dara,Regista
33023,artistic,8113,Sandro Angelini,Scenografo
33023,artistic,11398,Giovanna Maresta,Assistente alla regia
33024,artistic,11393,Elisabetta Marini,Regista
33024,artistic,11450,Guia Buzzi,Scenografo
33024,artistic,7860,Laura Viglione,Costumista
33024,artistic,11326,Mario Merlino,Luci
33024,technical,6441,"Teatro Regio, Torino","Realizzazione,Attrezzeria,Calzature,Sartoria"
33024,technical,7159,"Mario Audello, Torino",Parrucche
33025,technical,11301,"Fondazione Cosso, Marino (TO)",Sponsor
33026,artistic,2652,Renata Scotto,Regista
33026,artistic,4054,Carlo Diappi,"Costumista,Scenografo"
33026,artistic,11429,Filippo Anselmi,Assistente alla regia
33026,technical,7167,"Pompei 2000, Roma",Calzature
33026,technical,7883,"G.P. 11, Roma",Sartoria
33026,technical,7159,"Mario Audello, Torino",Parrucche
33026,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
33027,artistic,25476,Marcin Lakomicki,Assistente alla regia
33027,artistic,25477,Fiammetta Baldiserri,Assistente alle luci
33027,artistic,8019,Ron Howell,Coreografo
33027,artistic,25475,Ilaria Landi,Coreografo
33027,artistic,7436,Giuseppe Di Iorio,Luci
33027,artistic,6591,Graham Vick,Regista
33027,artistic,25474,Lorenzo Nencini,Ripresa della regia
33027,artistic,6592,Paul Brown,"Costumista,Scenografo"
33027,artistic,25479,Euphon Communication,Video
33027,technical,6519,"Rossini Opera Festival, Pesaro","Realizzazione,Attrezzeria"
33027,technical,10801,"Carlo Rubechini, Firenze",Attrezzeria
33027,technical,7167,"Pompei 2000, Roma",Calzature
33027,technical,10853,"Lowcostume, Roma",Sartoria
33027,technical,7159,"Mario Audello, Torino",Parrucche
33027,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
33027,technical,25478,Reale Mutua Assicurazioni,Sponsor
33028,artistic,25524,David McVicar,Regista
33028,artistic,4827,John MacFarlane,"Costumista,Scenografo"
33028,artistic,6679,David Finn,Luci
33028,artistic,25525,Andrew George,Coreografo
33028,artistic,25526,Marie Lambert,Assistente alla regia
33028,artistic,10721,Bettina Neuhaus,Assistente alle scene
33028,artistic,25527,John Liddell,Assistente ai costumi
33028,technical,25503,"Scottish Opera, Glasgow","Realizzazione,Attrezzeria,Calzature,Sartoria"
33028,technical,7159,"Mario Audello, Torino",Parrucche
33029,artistic,10186,Cristina Aceti,Assistente ai costumi
33029,artistic,25502,Elena Marzoni-Kalabakas,Assistente alla regia
33029,artistic,10744,Leila Fteita,Assistente alle scene
33029,artistic,6272,Leda Lojodice,Coreografo
33029,artistic,21132,Hugo De Ana,"Costumista,Regista,Scenografo"
33029,artistic,25528,Paolo Menegotto,Video
33029,artistic,5160,Andrea Taddei,Video
33029,technical,11188,"C.T.C. Calzature, Milano",Calzature
33029,technical,25504,Li.Ve. Lirica Veneto,"Realizzazione,Sartoria"
33029,technical,6441,"Teatro Regio, Torino","Realizzazione,Sartoria"
33029,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
33029,technical,7159,"Mario Audello, Torino",Parrucche
33031,artistic,5114,Zaira De Vincentiis,Costumista
33031,artistic,25556,Patrizio Serra,Luci
33031,artistic,7511,Anna Maria Bruzzese,Regista
33031,artistic,25554,Barbara Agostini,Scenografo
33031,artistic,25555,Ilene Alciati,Scenografo
33031,technical,6441,"Teatro Regio, Torino","Realizzazione,Attrezzeria,Calzature,Sartoria"
33031,technical,7159,"Mario Audello, Torino",Parrucche
33032,artistic,25403,Vladi Spigarolo,Luci
33032,artistic,7529,Fabio Sparvoli,Regista
33032,artistic,7511,Anna Maria Bruzzese,Ripresa della regia
33032,artistic,10685,Saverio Santoliquido,Scenografo
33032,artistic,7531,Alessandra Torella,Costumista
33032,technical,7176,"Arrigo, Milano",Sartoria
33032,technical,10853,"Lowcostume, Roma",Sartoria
33032,technical,6441,"Teatro Regio, Torino","Realizzazione,Attrezzeria"
33032,technical,7167,"Pompei 2000, Roma",Calzature
33032,technical,7159,"Mario Audello, Torino",Parrucche
33033,artistic,7292,Merce Cunningham,Coreografo
33033,artistic,7246,Mark Lancaster,"Costumista,Luci,Scenografo"
33034,artistic,7292,Merce Cunningham,"Coreografo,Costumista"
33034,artistic,7262,Suzanne Gallo,Costumista
33034,artistic,7263,Kelly Attalah,Luci
33035,artistic,7292,Merce Cunningham,Coreografo
33035,artistic,7264,Shelley Eshkar,Scenografo
33035,artistic,7265,Paul Kaiser,Scenografo
33035,artistic,7262,Suzanne Gallo,Costumista
33035,artistic,7266,Aaron Copp,Luci
33037,artistic,9942,Alwin Nikolais,Coreografo
33038,artistic,9942,Alwin Nikolais,Coreografo
33039,artistic,9942,Alwin Nikolais,Coreografo
33040,artistic,5247,Filippo Crivelli,Regista
33040,artistic,8182,Carlo Savi,"Costumista,Scenografo"
33040,technical,7173,"Farani, Roma",Sartoria
33040,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
33040,technical,8418,"Pedrazzoli, Milano",Calzature
33040,technical,7159,"Mario Audello, Torino",Parrucche
33041,artistic,5247,Filippo Crivelli,Regista
33041,artistic,8182,Carlo Savi,"Costumista,Scenografo"
33041,technical,7173,"Farani, Roma",Sartoria
33041,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
33041,technical,8418,"Pedrazzoli, Milano",Calzature
33041,technical,7159,"Mario Audello, Torino",Parrucche
33042,artistic,5247,Filippo Crivelli,Regista
33042,artistic,8182,Carlo Savi,"Costumista,Scenografo"
33042,technical,9941,"Sormani, Milano",Realizzazione
33042,technical,7173,"Farani, Roma",Sartoria
33042,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria
33042,technical,8418,"Pedrazzoli, Milano",Calzature
33042,technical,7159,"Mario Audello, Torino",Parrucche
33043,artistic,9010,Geoffrey Holder,"Coreografo,Costumista"
33043,artistic,9012,Paul Sullivan,Luci
33044,artistic,7088,Glen Tetley,Coreografo
33046,artistic,25582,Walter Sutcliffe,Regista
33046,artistic,10685,Saverio Santoliquido,Scenografo
33046,artistic,5897,Elena Cicorella,Costumista
33046,artistic,25583,Hervé Chaussard,Coreografo
33046,artistic,25584,Rainer Casper,Luci
33046,artistic,7511,Anna Maria Bruzzese,Assistente alla regia
33046,technical,10879,"Intesa Sanpaolo S.p.A., Torino",Sponsor
33046,technical,6441,"Teatro Regio, Torino","Realizzazione,Attrezzeria,Calzature"
33046,technical,7544,Annamode 68 S.r.l.,Sartoria
33046,technical,11188,"C.T.C. Calzature, Milano",Calzature
33046,technical,7159,"Mario Audello, Torino",Parrucche
33047,artistic,7434,Annabel Arden,Regista
33047,artistic,7913,Leah Hausman,Assistente alla regia
33047,artistic,7435,Jamie Vartan,"Costumista,Scenografo"
33047,artistic,7436,Giuseppe Di Iorio,Luci
33047,technical,7176,"Arrigo, Milano",Sartoria
33047,technical,10801,"Carlo Rubechini, Firenze",Attrezzeria
33047,technical,7415,"Teatro Comunale, Firenze",Attrezzeria
33047,technical,10521,"Calzature artistiche Sacchi, Firenze",Calzature
33047,technical,7159,"Mario Audello, Torino",Parrucche
33050,artistic,7724,Les Dickert,Luci
33050,artistic,7723,Lucinda Childs,Coreografo
33051,artistic,7724,Les Dickert,Luci
33051,artistic,7733,Yvonne Rainer,Coreografo
33052,artistic,7726,Lucia Dlugoszewski,Coreografo
33052,artistic,7727,Katherine Duke,Regista
33052,artistic,7728,Ralph Dorazio,Scenografo
33052,artistic,7725,Erick Hawkins,Costumista
33052,artistic,7884,Robert Engstrom,Luci
33053,artistic,7723,Lucinda Childs,Coreografo
33053,artistic,7736,Deanna Berg,Costumista
33053,artistic,7724,Les Dickert,Luci
33055,artistic,6929,Michail Fokin,Coreografo
33055,artistic,8645,Agrippina Jakovlevna Vaganova,Coreografo
33055,artistic,9426,Orest Allegri,Scenografo
33056,artistic,6929,Michail Fokin,Coreografo
33056,artistic,10990,Isabelle Fokine,Coreografo
33056,artistic,9425,Andris Liepa,Coreografo
33056,artistic,9427,Anna Nežnaja,"Costumista,Scenografo"
33056,artistic,10995,Anatolij Nežnyj,"Costumista,Scenografo"
33056,artistic,9428,Vladimir Loukasevič,Luci
33057,artistic,6929,Michail Fokin,Coreografo
33057,artistic,10990,Isabelle Fokine,Coreografo
33057,artistic,9425,Andris Liepa,Coreografo
33057,artistic,9427,Anna Nežnaja,"Costumista,Scenografo"
33057,artistic,10995,Anatolij Nežnyj,"Costumista,Scenografo"
33057,artistic,9428,Vladimir Loukasevič,Luci
33058,artistic,10313,José Antonio,Coreografo
33058,artistic,6782,Pedro Moreno,Costumista
33058,artistic,10314,Juan Gomez Cornejo,Luci
33058,technical,10317,"Gonzales, Madrid",Sartoria
33058,technical,10316,Dos Santos,Sartoria
33058,technical,10315,"Arte Fyl, Madrid",Calzature
33059,artistic,25613,Joël Adam,Luci
33059,artistic,10592,Laurent Pelly,"Costumista,Regista"
33059,artistic,7518,Laurie Feldman,Ripresa della regia
33059,artistic,10593,Chantal Thomas,Scenografo
33059,artistic,7511,Anna Maria Bruzzese,Assistente alla regia
33059,artistic,25614,Victoria James,Assistente ai costumi
33059,technical,7678,"Opéra National, Paris","Realizzazione,Attrezzeria,Sartoria"
33059,technical,7160,"Epoca (di Biagio), Milano",Calzature
33059,technical,7159,"Mario Audello, Torino",Parrucche
33060,artistic,25627,Monica Luccisano,"Autore del testo,Ideazione,Regista"
33060,artistic,11326,Mario Merlino,Luci
33060,technical,25628,"Renato Ostorero, Avigliana",Realizzazione
33060,technical,7159,"Mario Audello, Torino",Parrucche
33060,technical,11301,"Fondazione Cosso, Marino (TO)",Sponsor
33060,technical,6441,"Teatro Regio, Torino","Attrezzeria,Calzature,Sartoria"
33061,artistic,11448,Riccardo Fracchia,Regista
33061,artistic,11423,Ivano Coviello,"Scenografo,Video"
33061,artistic,25426,Paolo Vettori,"Assistente alla regia,Video"
33061,artistic,7860,Laura Viglione,Costumista
33061,artistic,11326,Mario Merlino,Luci
33061,technical,11188,"C.T.C. Calzature, Milano",Calzature
33061,technical,7159,"Mario Audello, Torino",Parrucche
33061,technical,6441,"Teatro Regio, Torino","Realizzazione,Attrezzeria,Sartoria"
33061,technical,11301,"Fondazione Cosso, Marino (TO)",Sponsor
33062,artistic,25651,Alicia Alonso,Coreografo
33062,artistic,25652,Salvador Fernández,"Costumista,Scenografo"
33063,artistic,25651,Alicia Alonso,Coreografo
33063,artistic,25716,Marta García,Coreografo
33063,artistic,25717,María Elena Llorente,Coreografo
33065,artistic,10747,Andrea De Rosa,"Regista,Scenografo"
33065,artistic,9587,Alessandro Ciammarughi,Costumista
33065,artistic,4971,Pasquale Mari,Luci
33065,artistic,10753,Paola Rota,Assistente alla regia
33065,artistic,25795,Sonia Salvatori,Assistente ai costumi
33065,technical,25796,"Nicolao Atelier, Cannaregio (Venezia)",Sartoria
33065,technical,11188,"C.T.C. Calzature, Milano",Calzature
33065,technical,7159,"Mario Audello, Torino",Parrucche
33065,technical,6441,"Teatro Regio, Torino","Realizzazione,Sartoria"
33066,artistic,10747,Andrea De Rosa,"Regista,Scenografo"
33066,artistic,9587,Alessandro Ciammarughi,Costumista
33066,artistic,4971,Pasquale Mari,Luci
33066,artistic,10753,Paola Rota,Assistente alla regia
33066,artistic,25795,Sonia Salvatori,Assistente ai costumi
33066,technical,25796,"Nicolao Atelier, Cannaregio (Venezia)",Sartoria
33066,technical,11188,"C.T.C. Calzature, Milano",Calzature
33066,technical,7159,"Mario Audello, Torino",Parrucche
33066,technical,6441,"Teatro Regio, Torino","Realizzazione,Sartoria"
33067,technical,25826,Barilla,Sponsor
33067,technical,25827,Eataly,Sponsor
33067,technical,25828,Eni,Sponsor
33067,technical,25829,"Lavazza, Torino",Sponsor
33067,technical,25830,Maserati,Sponsor
33068,artistic,25849,Giuseppe Ruggiero,Luci
33068,artistic,11413,Elena Barbalich,Regista
33068,artistic,25848,Tommaso Lagattolla,"Costumista,Scenografo"
33068,artistic,25850,Danilo Rubeca,Assistente alla regia
33068,artistic,25851,Emanuele Sinisi,Assistente alle scene
33068,artistic,11468,Tiziano Musetti,Assistente ai costumi
33068,technical,7176,"Arrigo, Milano",Sartoria
33068,technical,7167,"Pompei 2000, Roma",Calzature
33068,technical,7159,"Mario Audello, Torino",Parrucche
33068,technical,25478,Reale Mutua Assicurazioni,Sponsor
33068,technical,6441,"Teatro Regio, Torino","Realizzazione,Attrezzeria"
33069,artistic,25403,Vladi Spigarolo,Luci
33069,artistic,25252,Vittorio Sabadin,Autore del testo
33069,artistic,7511,Anna Maria Bruzzese,Regista
33069,artistic,25848,Tommaso Lagattolla,Scenografo
33069,artistic,7860,Laura Viglione,Costumista
33069,artistic,25426,Paolo Vettori,Assistente alla regia
33069,technical,7176,"Arrigo, Milano",Sartoria
33069,technical,7167,"Pompei 2000, Roma",Calzature
33069,technical,7159,"Mario Audello, Torino",Parrucche
33069,technical,6441,"Teatro Regio, Torino","Realizzazione,Attrezzeria"
33070,artistic,9898,Roberto Andò,Regista
33070,artistic,10743,Marina Bianchi,Assistente alla regia
33070,artistic,9899,Mimmo Paladino,Scenografo
33070,artistic,4125,Giovanni Carluccio,"Costumista,Luci"
33070,artistic,11505,Giada Palloni,Assistente ai costumi
33070,artistic,11199,Luca Scarzella,Video
33070,technical,6441,"Teatro Regio, Torino","Realizzazione,Attrezzeria"
33070,technical,9901,"Whatever Scenotecnica, Roma",Realizzazione
33070,technical,7178,"C.T.C. Pedrazzoli, Milano",Calzature
33070,technical,7159,"Mario Audello, Torino",Parrucche
33071,artistic,25902,Domenico Torta,"Autore / Compositore,Autore del testo,Regista"
33071,artistic,11326,Mario Merlino,Luci
33071,technical,6441,"Teatro Regio, Torino","Realizzazione,Attrezzeria"
33072,artistic,25916,Christopher Alden,Regista
33072,artistic,25917,Karolina Sofulak,Ripresa della regia
33072,artistic,25918,Andrew Liebermann,Scenografo
33072,artistic,25919,Kaye Voyce,Costumista
33072,artistic,25920,Adam Silverman,Luci
33072,artistic,10927,Cécile Giovansili,Luci
33072,artistic,7511,Anna Maria Bruzzese,"Assistente alla coreografia,Assistente alla regia"
33072,technical,25921,Festival d’Aix-en-Provence,"Realizzazione,Attrezzeria,Calzature,Sartoria"
33072,technical,25796,"Nicolao Atelier, Cannaregio (Venezia)",Sartoria
33072,technical,7159,"Mario Audello, Torino",Parrucche
33072,technical,11222,"Italgas, Torino",Sponsor
33073,artistic,25938,Michele Losi,Drammaturgo
