id,dcType,dcTitle,dcDescription,to,from,datetext,fullpath,luoghi_collegati,enti_collegati,persone_collegate,produzioni_collegate,manifestazioni_recite_concerti_collegati,operemusicali_collegate,produzioni_collegate_id,manifestazioni_recite_concerti_collegati_id,operemusicali_collegate_id,persone_collegate_id,enti_collegati_id,luoghi_collegati_id
49610,Lirica,Anno Nuovo a Teatro 1992-93,,1993-01-01,1992-12-31,1992 - 1993,/Stagioni/1992 - 1993 Anno Nuovo a Teatro 1992-93 (49610),,,,/Produzioni/1992 La vedova allegra (55903),"/Recite/31-12-1992 La vedova allegra (60892),/Recite/01-01-1993 La vedova allegra (60893)",,55903,"60892, 60893",,,,
49611,Lirica,Stagione di operette 1993-94,,1994-01-30,1993-10-01,1993 - 1994,/Stagioni/1993 - 1994 Stagione di operette 1993-94 (49611),,,,"/Produzioni/1993 Cin Ci Là (55906),/Produzioni/Frasquita (55907),/Produzioni/1993 Scugnizza (55908)","/Recite/01-10-1993 Cin Ci Là (60894),/Recite/02-10-1993 Cin Ci Là (60895),/Recite/03-10-1993 Cin Ci Là (60896),/Recite/19-11-1993 Frasquita (60897),/Recite/20-11-1993 Frasquita (60898),/Recite/21-11-1993 Frasquita (60899),/Recite/28-01-1994 Scugnizza (60902),/Recite/29-01-1994 Scugnizza (60903),/Recite/30-01-1994 Scugnizza (60904)",,"55906, 55907, 55908","60894, 60895, 60896, 60897, 60898, 60899, 60902, 60903, 60904",,,,
49612,Lirica,Anno Nuovo a Teatro 1993-94,,1994-01-01,1993-12-31,1993 - 1994,/Stagioni/1993 - 1994 Anno Nuovo a Teatro 1993-94 (49612),,,,"/Produzioni/1993 Cin Ci Là (55906),/Produzioni/L'importanza di chiamarsi Agostino (56555)","/Recite/31-12-1993 Cin Ci Là (60900),/Recite/31-12-1993 L'importanza di chiamarsi Agostino (62363),/Recite/01-01-1994 Cin Ci Là (60901)",,"55906, 56555","60900, 62363, 60901",,,,
49613,Lirica,Stagione di operette 1994-95,,1995-02-19,1994-10-06,1994 - 1995,/Stagioni/1994 - 1995 Stagione di operette 1994-95 (49613),,,,"/Produzioni/1994 La danza delle libellule (55909),/Produzioni/1995 Il paese del sorriso (55911),/Produzioni/1994 La vedova allegra (55910)","/Recite/06-10-1994 La danza delle libellule (60905),/Recite/08-10-1994 La danza delle libellule (60906),/Recite/09-10-1994 La danza delle libellule (60907),/Recite/18-11-1994 La vedova allegra (60908),/Recite/19-11-1994 La vedova allegra (60909),/Recite/20-11-1994 La vedova allegra (60910),/Recite/17-02-1995 Il paese del sorriso (60913),/Recite/18-02-1995 Il paese del sorriso (60914),/Recite/19-02-1995 Il paese del sorriso (60915)",,"55909, 55911, 55910","60905, 60906, 60907, 60908, 60909, 60910, 60913, 60914, 60915",,,,
49614,Lirica,Anno Nuovo a Teatro 1994-95,,1995-01-01,1994-12-31,1994 - 1995,/Stagioni/1994 - 1995 Anno Nuovo a Teatro 1994-95 (49614),,,,"/Produzioni/1994 La danza delle libellule (55909),/Produzioni/1994 Al piò l'è capir (56554)","/Recite/31-12-1994 La danza delle libellule (60911),/Recite/31-12-1994 Al piò l'è capir (62362),/Recite/01-01-1995 La danza delle libellule (60912)",,"55909, 56554","60911, 62362, 60912",,,,
49615,Lirica,Stagione di operette 1995-96,,1996-01-21,1995-10-12,1995 - 1996,/Stagioni/1995 - 1996 Stagione di operette 1995-96 (49615),,,,"/Produzioni/1995 Il paese dei campanelli (54902),/Produzioni/1995 Madama di Tebe (55912),/Produzioni/1995 La Duchessa del Bal Tabarin (55914)","/Recite/12-10-1995 Il paese dei campanelli (60916),/Recite/13-10-1995 Il paese dei campanelli (60917),/Recite/14-10-1995 Il paese dei campanelli (60918),/Recite/15-10-1995 Il paese dei campanelli (60919),/Recite/16-11-1995 Madama di Tebe (60920),/Recite/17-11-1995 Madama di Tebe (60921),/Recite/18-11-1995 Madama di Tebe (60922),/Recite/19-11-1995 Madama di Tebe (60923),/Recite/20-01-1996 La Duchessa del Bal Tabarin (60924),/Recite/21-01-1996 La Duchessa del Bal Tabarin (60925),/Recite/21-01-1996 La Duchessa del Bal Tabarin (60926)",,"54902, 55912, 55914","60916, 60917, 60918, 60919, 60920, 60921, 60922, 60923, 60924, 60925, 60926",,,,
49616,Lirica,Anno Nuovo a Teatro 1995-96,,1995-12-31,1995-12-31,1995,/Stagioni/1995 Anno Nuovo a Teatro 1995-96 (49616),,,,"/Produzioni/Gran Gala della canzone italiana (55913),/Produzioni/1995 Adelmo, Adelmo (parte II) (56091)","/Concerti/31-12-1995 Gran Gala della canzone italiana (52792),/Recite/31-12-1995 Adelmo, Adelmo (parte II) (61308)",,"55913, 56091","52792, 61308",,,,
49617,Lirica,Stagione di operette 1996-97,,1997-02-16,1996-10-17,1996 - 1997,/Stagioni/1996 - 1997 Stagione di operette 1996-97 (49617),,,,"/Produzioni/2005 Il Conte di Lussemburgo (55902),/Produzioni/1996 Al cavallino bianco (55915),/Produzioni/1996 La Duchessa di Chicago (55917)","/Recite/17-10-1996 Al cavallino bianco (60927),/Recite/18-10-1996 Al cavallino bianco (60928),/Recite/20-10-1996 Al cavallino bianco (60929),/Recite/22-10-1996 Al cavallino bianco (60930),/Recite/10-01-1997 Il Conte di Lussemburgo (60931),/Recite/11-01-1997 Il Conte di Lussemburgo (60932),/Recite/12-01-1997 Il Conte di Lussemburgo (60933),/Recite/14-01-1997 Il Conte di Lussemburgo (60934),/Recite/15-02-1997 La Duchessa di Chicago (60935),/Recite/16-02-1997 La Duchessa di Chicago (60936),/Recite/16-02-1997 La Duchessa di Chicago (60937)",,"55902, 55915, 55917","60927, 60928, 60929, 60930, 60931, 60932, 60933, 60934, 60935, 60936, 60937",,,,
49618,Lirica,Anno Nuovo a Teatro 1996-97,,1996-12-31,1996-12-31,1996,/Stagioni/1996 Anno Nuovo a Teatro 1996-97 (49618),,,,"/Produzioni/Gran Galà dell'operetta (55918),/Produzioni/Vaca che testa ca g'ho (56097)","/Recite/31-12-1996 Gran Galà dell'operetta (60938),/Recite/31-12-1996 Vaca che testa ca g'ho (61307)",,"55918, 56097","60938, 61307",,,,
49619,Lirica,150°: Opera Domani 2006-07,,2007-04-03,2006-12-05,2006 - 2007,/Stagioni/2006 - 2007 150°: Opera Domani 2006-07 (49619),,,,/Produzioni/The Fairy Queen (55919),"/Manifestazioni/05-12-2006 Introduzione (64685),/Manifestazioni/16-01-2007 A scuola con 'The Fairy Queen' (64686),/Manifestazioni/08-02-2007 Drammatizzazione (64687),/Manifestazioni/05-03-2007 Il coro (64688),/Recite/03-04-2007 The Fairy Queen (60939),/Recite/03-04-2007 The Fairy Queen (60944),/Recite/03-04-2007 The Fairy Queen (60945)",,55919,"64685, 64686, 64687, 64688, 60939, 60944, 60945",,,,
49620,Lirica,Opera Domani 2005-06,,2006-03-24,2005-12-19,2005 - 2006,/Stagioni/2005 - 2006 Opera Domani 2005-06 (49620),,,,/Produzioni/2006 Don Giovanni (55920),"/Manifestazioni/19-12-2005 Introduzione (64689),/Manifestazioni/23-01-2006 A scuola con 'Don Giovanni' (64690),/Manifestazioni/09-02-2006 Il coro (64691),/Manifestazioni/02-03-2006 Drammatizzazione (64692),/Recite/24-03-2006 Don Giovanni ovvero l'ultimo dei libertini (60940),/Recite/24-03-2006 Don Giovanni ovvero l'ultimo dei libertini (60941),/Recite/24-03-2006 Don Giovanni ovvero l'ultimo dei libertini (60942)",,55920,"64689, 64690, 64691, 64692, 60940, 60941, 60942",,,,
49621,Lirica,Opera Domani 2004-05,,2005-06-30,2004-09-01,2004 - 2005,/Stagioni/2004 - 2005 Opera Domani 2004-05 (49621),,,,/Produzioni/2005 L'amore delle tre melarance (55921),"/Manifestazioni/13-12-2004 Introduzione (64693),/Manifestazioni/10-01-2005 A scuola con 'L'Amore delle tre melarance' (64694),/Manifestazioni/02-02-2005 Drammatizzazione (64695),/Manifestazioni/07-03-2005 Il coro (64696),/Recite/31-03-2005 L'amore delle tre melarance (60943)",,55921,"64693, 64694, 64695, 64696, 60943",,,,
49622,Lirica,Opera Domani 2003-04,,2004-06-30,2003-09-01,2003 - 2004,/Stagioni/2003 - 2004 Opera Domani 2003-04 (49622),,,,/Produzioni/2004 La storia di Orfeo e Euridice (55922),"/Manifestazioni/27-11-2003 Introduzione (64697),/Manifestazioni/01-12-2003 A scuola con 'Orfeo ed Euridice' (64698),/Manifestazioni/10-12-2003 Il coro (64699),/Manifestazioni/09-01-2004 Drammatizzazione (64700),/Recite/20-02-2004 La storia di Orfeo e Euridice (60946),/Recite/20-02-2004 La storia di Orfeo e Euridice (60947)",,55922,"64697, 64698, 64699, 64700, 60946, 60947",,,,
49627,Lirica,Opera 2008,,2008-10-30,2008-02-01,2008,/Stagioni/2008 Opera 2008 (49627),,,,"/Produzioni/2008 L'Alidoro (55930),/Produzioni/2008 L'Opera del mendicante (55945),/Produzioni/2008 Fidelio (55944),/Produzioni/2008 Nabucco (56000)","/Manifestazioni/06-02-2008 Roberto Scoccimarrro presenta L'Alidoro (64726),/Recite/10-02-2008 L'Alidoro (60966),/Recite/12-02-2008 L'Alidoro (60967),/Recite/04-04-2008 Fidelio (63247),/Recite/06-04-2008 Fidelio (60991),/Recite/08-04-2008 Fidelio (60992),/Manifestazioni/16-04-2008 Incontro su The Beggar's Opera (L'Opera del mendicante) (64731),/Recite/18-04-2008 L'Opera del mendicante (60997),/Recite/20-04-2008 L'Opera del mendicante (60998),/Recite/04-10-2008 Nabucco (61057),/Recite/08-10-2008 Nabucco (61058),/Recite/12-10-2008 Nabucco (61059),/Recite/14-10-2008 Nabucco (61060),/Recite/18-10-2008 Nabucco (61061)",,"55930, 55945, 55944, 56000","64726, 60966, 60967, 63247, 60991, 60992, 64731, 60997, 60998, 61057, 61058, 61059, 61060, 61061",,,,
49634,Lirica,Eventi fuori stagione 1985-86,,1985-11-23,1985-11-08,1985 - 1986,/Stagioni/1985 - 1986 Eventi fuori stagione 1985-86 (49634),,,,,"/Concerti/08-11-1985 Recital di Luciano Pavarotti (52823),/Manifestazioni/23-11-1985 Catalogo della Discoteca Storica Agosti.
Presentazione volume (65448),/Manifestazioni/23-11-1985 I mezzi di comunicazione di massa e l'interpretazione musicale (65856),/Manifestazioni/24-11-1985 I mezzi di comunicazione di massa e l'interpretazione musicale (65857),/Manifestazioni/19-12-1985  - 20-12-1985 La condizione del balletto in Italia (65858),/Manifestazioni/15-03-1986 Film ""Autoritratto di Pier Luigi Pizzi"" (66043)",,,"52823, 65448, 65856, 65857, 65858, 66043",,,,
49641,Lirica,Musical Operetta 2008-09,,2009-03-29,2008-11-07,2008 - 2009,/Stagioni/2008 - 2009 Musical Operetta 2008-09 (49641),,,,"/Produzioni/2008 I Legnanesi 60 anni (56011),/Produzioni/2008 Ballo al Savoy (56018),/Produzioni/Robin Hood (56072),/Produzioni/2009 Hair (56073),/Produzioni/2008 Sola me ne vo (56001)","/Recite/07-11-2008 Sola me ne vo (61062),/Recite/08-11-2008 Sola me ne vo (61063),/Recite/09-11-2008 Sola me ne vo (61064),/Recite/05-12-2008 I Legnanesi 60 anni (61081),/Recite/06-12-2008 I Legnanesi 60 anni (61082),/Recite/07-12-2008 I Legnanesi 60 anni (61083),/Recite/16-01-2009 Ballo al Savoy (61094),/Recite/17-01-2009 Ballo al Savoy (61095),/Recite/18-01-2009 Ballo al Savoy (61096),/Recite/13-03-2009 Robin Hood (61234),/Recite/14-03-2009 Robin Hood (61235),/Recite/15-03-2009 Robin Hood (61236),/Recite/15-03-2009 Robin Hood (61237),/Recite/27-03-2009 Hair (61238),/Recite/28-03-2009 Hair (61239),/Recite/29-03-2009 Hair (61240),/Recite/29-03-2009 Hair (61241)",,"56011, 56018, 56072, 56073, 56001","61062, 61063, 61064, 61081, 61082, 61083, 61094, 61095, 61096, 61234, 61235, 61236, 61237, 61238, 61239, 61240, 61241",,,,
49647,Lirica,Opera 2009,,2009-04-30,2009-02-01,2009,/Stagioni/2009 Opera 2009 (49647),,,,"/Produzioni/2008 The Blue Planet (56032),/Produzioni/2009 Madama Butterfly (56020),/Produzioni/2009 La gazza ladra (56031)","/Recite/03-02-2009 Madama Butterfly (63248),/Manifestazioni/04-02-2009 Troppo cattivi questi pettirossi che non rifanno la nidiata (64747),/Recite/05-02-2009 Madama Butterfly (61100),/Recite/07-02-2009 Madama Butterfly (61101),/Manifestazioni/20-03-2009 The Mother Earth - The Blue Planet. 
Conversazione (64748),/Recite/21-03-2009 The Blue Planet (61126),/Recite/22-03-2009 The Blue Planet (61127),/Manifestazioni/16-04-2009 Gazza ladra: dei delitti e delle pene (64749),/Recite/17-04-2009 La gazza ladra (61124),/Recite/19-04-2009 La gazza ladra (61125)",,"56032, 56020, 56031","63248, 64747, 61100, 61101, 64748, 61126, 61127, 64749, 61124, 61125",,,,
49648,Lirica,Opera Domani 2008-09,,2009-04-28,2008-12-11,2008 - 2009,/Stagioni/2008 - 2009 Opera Domani 2008-09 (49648),,,,/Produzioni/2009 Hansel e Gretel (56035),"/Manifestazioni/11-12-2008 Introduzione all'opera 'Hansel e Gretel' (64743),/Manifestazioni/14-01-2009 A scuola con... 
Didattica (64744),/Manifestazioni/20-02-2009 Il coro (64745),/Manifestazioni/05-03-2009 Incontro sulla regia e Drammatizzazione (64746),/Recite/28-04-2009 Hansel e Gretel (61133),/Recite/28-04-2009 Hansel e Gretel (61134),/Recite/28-04-2009 Hansel e Gretel (61135)",,56035,"64743, 64744, 64745, 64746, 61133, 61134, 61135",,,,
49660,Lirica,Opera 2009-10,,2010-06-30,2009-09-01,2009 - 2010,/Stagioni/2009 - 2010 Opera 2009-10 (49660),,,,"/Produzioni/2010 Idomeneo, re di Creta (56077),/Produzioni/2009 A Midsummer Night's Dream (56040),/Produzioni/2009 La vera costanza (56070),/Produzioni/2010 La Cenerentola (56083)","/Recite/05-11-2009 A Midsummer Night's Dream (61147),/Recite/06-11-2009 A Midsummer Night's Dream (61148),/Recite/03-03-2010 La vera costanza (61229),/Recite/05-03-2010 La vera costanza (61230),/Recite/26-03-2010 Idomeneo, re di Creta (61248),/Recite/28-03-2010 Idomeneo, re di Creta (61249),/Recite/21-04-2010 La Cenerentola (61254),/Recite/23-04-2010 La Cenerentola (61255)",,"56077, 56040, 56070, 56083","61147, 61148, 61229, 61230, 61248, 61249, 61254, 61255",,,,
49661,Lirica,Off Opera 2008-09: Opera Futura,,2009-06-30,2008-09-01,2009,/Stagioni/2009 Off Opera 2008-09: Opera Futura (49661),,,,/Produzioni/2009 Fidelio Off (56041),"/Manifestazioni/03-11-2008 Opera futura: percorso ""pensiero"" (65573),/Manifestazioni/04-11-2008 Opera futura: percorso ""azione"" (65575),/Manifestazioni/12-01-2009 Opera futura: percorso ""pensiero"" (65574),/Manifestazioni/13-01-2009 Opera futura: percorso ""azione"" (65576),/Manifestazioni/21-02-2009 Opera futura: percorso ""azione"" (65577),/Manifestazioni/23-02-2009 Opera futura: percorso ""azione"" (65578),/Recite/27-02-2009 Fidelio Off (61149)",,56041,"65573, 65575, 65574, 65576, 65577, 65578, 61149",,,,
49669,Lirica,Musical Operetta 2009-10,,2010-04-11,2009-12-04,2009 - 2010,/Stagioni/2009 - 2010 Musical Operetta 2009-10 (49669),,,,"/Produzioni/2009 Jesus Christ Superstar (56056),/Produzioni/2010 Al cavallino bianco (56071),/Produzioni/2008 Poveri ma belli (56053),/Produzioni/2009 Pippi Calzelunghe (56054),/Produzioni/2009 Cats (56039),/Produzioni/2009 My fair Lady (56057),/Produzioni/2010 Cenerentola (56058)","/Recite/04-12-2009 Poveri ma belli (61181),/Recite/05-12-2009 Poveri ma belli (61182),/Recite/06-12-2009 Poveri ma belli (61183),/Recite/15-12-2009 Pippi Calzelunghe (61184),/Recite/15-12-2009 Pippi Calzelunghe (61185),/Recite/16-12-2009 Pippi Calzelunghe (61186),/Recite/16-12-2009 Pippi Calzelunghe (61187),/Recite/18-12-2009 Jesus Christ Superstar (61196),/Recite/19-12-2009 Jesus Christ Superstar (61197),/Recite/20-12-2009 Jesus Christ Superstar (61198),/Recite/27-12-2009 My fair Lady (61199),/Recite/27-12-2009 My fair Lady (61200),/Recite/08-01-2010 Cenerentola (61201),/Recite/09-01-2010 Cenerentola (61202),/Recite/10-01-2010 Cenerentola (61203),/Recite/10-01-2010 Cenerentola (61204),/Recite/19-02-2010 Al cavallino bianco (61231),/Recite/20-02-2010 Al cavallino bianco (61232),/Recite/21-02-2010 Al cavallino bianco (61233),/Recite/09-04-2010 Cats (61256),/Recite/10-04-2010 Cats (61257),/Recite/11-04-2010 Cats (61258),/Recite/11-04-2010 Cats (61259)",,"56056, 56071, 56053, 56054, 56039, 56057, 56058","61181, 61182, 61183, 61184, 61185, 61186, 61187, 61196, 61197, 61198, 61199, 61200, 61201, 61202, 61203, 61204, 61231, 61232, 61233, 61256, 61257, 61258, 61259",,,,
49679,Lirica,Anno Nuovo a Teatro 1999-2000,,2000-01-01,1999-12-31,1999 - 2000,/Stagioni/1999 - 2000 Anno Nuovo a Teatro 1999-2000 (49679),,,,"/Produzioni/2000 La veritèe  la vin seimper a gala (56093),/Produzioni/1999 Una terrazza per due (56092)","/Recite/31-12-1999 Una terrazza per due (61299),/Recite/31-12-1999 La veritèe  la vin seimper a gala (61301),/Recite/31-12-1999 Kabaretmusik (61302),/Recite/01-01-2000 Una terrazza per due (61300)",,"56093, 56092","61299, 61301, 61302, 61300",,,,
49680,Lirica,Anno Nuovo a Teatro 1998-99,,1999-01-01,1998-12-31,1998 - 1999,/Stagioni/1998 - 1999 Anno Nuovo a Teatro 1998-99 (49680),,,,"/Produzioni/1998 Can Can (56094),/Produzioni/Mo guerda te' pinseva un lavor... (56095)","/Recite/31-12-1998 Can Can (61303),/Recite/31-12-1998 Mo guerda te' pinseva un lavor... (61305),/Recite/01-01-1999 Can Can (61304)",,"56094, 56095","61303, 61305, 61304",,,,
49688,Lirica,Opera 2010-11,,2011-06-30,2010-09-01,2010 - 2011,/Stagioni/2010 - 2011 Opera 2010-11 (49688),,,,"/Produzioni/2007 Die Dreigroschenoper (56117),/Produzioni/2010 Rigoletto (56154),/Produzioni/2011 Il Naso (56155),/Produzioni/2011 Tannhäuser (56140)","/Recite/11-12-2010 Die Dreigroschenoper (61340),/Recite/12-12-2010 Die Dreigroschenoper (61341),/Recite/06-02-2011 Tannhäuser (61412),/Recite/08-02-2011 Tannhäuser (61413),/Recite/01-03-2011 Il Naso (61461),/Recite/02-03-2011 Il Naso (61462),/Recite/06-04-2011 Rigoletto (61459),/Recite/09-04-2011 Rigoletto (61460)",,"56117, 56154, 56155, 56140","61340, 61341, 61412, 61413, 61461, 61462, 61459, 61460",,,,
49692,Lirica,Musical Operetta 2010-11,,2011-05-15,2010-11-12,2010 - 2011,/Stagioni/2010 - 2011 Musical Operetta 2010-11 (49692),,,,"/Produzioni/Mi scappa da ridere (56121),/Produzioni/2010 Aladin. Il musical (56122),/Produzioni/La Bajadera (56141),/Produzioni/2011 Oblivion Show (56153),/Produzioni/2011 Ciao Frankie (56166),/Produzioni/2009 Aggiungi un posto a tavola (56125)","/Recite/12-11-2010 Mi scappa da ridere (61347),/Recite/13-11-2010 Mi scappa da ridere (61348),/Recite/14-11-2010 Mi scappa da ridere (61349),/Recite/18-12-2010 Aladin. Il musical (61350),/Recite/19-12-2010 Aladin. Il musical (61351),/Recite/19-12-2010 Aladin. Il musical (61352),/Recite/20-12-2010 Aladin. Il musical (61353),/Recite/28-01-2011 Aggiungi un posto a tavola (61359),/Recite/29-01-2011 Aggiungi un posto a tavola (61363),/Recite/30-01-2011 Aggiungi un posto a tavola (61364),/Recite/30-01-2011 Aggiungi un posto a tavola (61365),/Recite/18-02-2011 La Bajadera (61414),/Recite/19-02-2011 La Bajadera (61415),/Recite/20-02-2011 La Bajadera (61416),/Recite/22-03-2011 Oblivion Show (61458),/Recite/13-05-2011 Ciao Frankie (61492),/Recite/14-05-2011 Ciao Frankie (61493),/Recite/15-05-2011 Ciao Frankie (61494)",,"56121, 56122, 56141, 56153, 56166, 56125","61347, 61348, 61349, 61350, 61351, 61352, 61353, 61359, 61363, 61364, 61365, 61414, 61415, 61416, 61458, 61492, 61493, 61494",,,,
49696,Lirica,Opera Kids 2011,,2011-02-16,2011-02-16,16/02/2011 - 16/02/2011,/Stagioni/16-02-2011 - 16-02-2011 Opera Kids 2011 (49696),,,,/Produzioni/2011 Nabuccolo (56145),"/Recite/16-02-2010 Nabuccolo (61430),/Recite/16-02-2011 Nabuccolo (61429)",,56145,"61430, 61429",,,,
49697,Lirica,Opera Domani 2010-11,,2011-03-08,2010-12-16,2010 - 2011,/Stagioni/2010 - 2011 Opera Domani 2010-11 (49697),,,,"/Produzioni/2011 Nabucco.
C'era una volta la figlia di un re (56146)","/Manifestazioni/16-12-2010 Introduzione al 'Nabucco' (64810),/Manifestazioni/12-01-2011 Didattica musicale (64811),/Manifestazioni/24-01-2011 I cori (64812),/Manifestazioni/07-02-2011 Drammatizzazione (64813),/Recite/08-03-2011 Nabucco. 
C'era una volta la figlia di un re (61431),/Recite/08-03-2011 Nabucco. 
C'era una volta la figlia di un re (61432),/Recite/08-03-2011 Nabucco. 
C'era una volta la figlia di un re (61433),/Recite/09-03-2011 Nabucco. 
C'era una volta la figlia di un re (61434),/Recite/09-03-2011 Nabucco. 
C'era una volta la figlia di un re (61435)",,56146,"64810, 64811, 64812, 64813, 61431, 61432, 61433, 61434, 61435",,,,
49700,Lirica,Opera 2011-12,,2012-06-30,2011-09-01,2011 - 2012,/Stagioni/2011 - 2012 Opera 2011-12 (49700),,,,"/Produzioni/2012 Aida (56180),/Produzioni/1976 Einstein on the beach (56181),/Produzioni/1987 L'occasione fa il ladro (56167),/Produzioni/2012 Rinaldo (56182)","/Recite/26-11-2011 L'occasione fa il ladro (61495),/Recite/27-11-2011 L'occasione fa il ladro (61496),/Recite/24-02-2012 Aida (61529),/Recite/26-02-2012 Aida (61530),/Recite/24-03-2012 Einstein on the beach (61531),/Recite/25-03-2012 Einstein on the beach (61532),/Recite/27-04-2012 Rinaldo (61533),/Recite/29-04-2012 Rinaldo (61534)",,"56180, 56181, 56167, 56182","61495, 61496, 61529, 61530, 61531, 61532, 61533, 61534",,,,
49707,Lirica,Musical Operetta 2011-12,,2012-04-01,2011-11-11,2011 - 2012,/Stagioni/2011 - 2012 Musical Operetta 2011-12 (49707),,,,"/Produzioni/2011 Happy Days, il musical (56194),/Produzioni/2011 Finché c'è la salute (56195),/Produzioni/2011 Il vizietto (56197),/Produzioni/2012 I promessi sposi (56198),/Produzioni/2012 Can Can (56199),/Produzioni/2011 La vedova allegra (56196)","/Recite/11-11-2011 Happy Days, il musical (61563),/Recite/12-11-2011 Happy Days, il musical (61564),/Recite/13-11-2011 Happy Days, il musical (61565),/Recite/13-11-2011 Happy Days, il musical (61566),/Recite/04-12-2011 Finché c'è la salute (61567),/Recite/09-12-2011 La vedova allegra (61568),/Recite/10-12-2011 La vedova allegra (61569),/Recite/11-12-2011 La vedova allegra (61570),/Recite/27-01-2012 Il vizietto (61571),/Recite/28-01-2012 Il vizietto (61572),/Recite/29-01-2012 Il vizietto (61573),/Recite/29-01-2012 Il vizietto (61574),/Recite/09-03-2012 I promessi sposi (61575),/Recite/10-03-2012 I promessi sposi (61576),/Recite/11-03-2012 I promessi sposi (61577),/Recite/11-03-2012 I promessi sposi (61578),/Recite/30-03-2012 Can-Can (61579),/Recite/31-03-2012 Can-Can (61580),/Recite/01-04-2012 Can-Can (61581)",,"56194, 56195, 56197, 56198, 56199, 56196","61563, 61564, 61565, 61566, 61567, 61568, 61569, 61570, 61571, 61572, 61573, 61574, 61575, 61576, 61577, 61578, 61579, 61580, 61581",,,,
49709,Lirica,Opera It 2012,,2012-02-10,2012-01-30,30/01/2012 - 10/02/2012,/Stagioni/30-01-2012 - 10-02-2012 Opera It 2012 (49709),,,,/Produzioni/W.A.M. (56213),"/Manifestazioni/30-01-2012 W.A.M.: Incontro (64838),/Manifestazioni/30-01-2012 W.A.M.: Incontro (64839),/Manifestazioni/31-01-2012 W.A.M.: Incontro (64840),/Manifestazioni/31-01-2012 W.A.M.: Incontro (64841),/Recite/31-03-2012 W.A.M. (61620)",,56213,"64838, 64839, 64840, 64841, 61620",,,,
49710,Lirica,Opera Domani 2011-12,,2012-04-04,2011-12-14,2011 - 2012,/Stagioni/2011 - 2012 Opera Domani 2011-12 (49710),,,,/Produzioni/Il Flauto magico. Sconfiggere i mostri (56214),"/Manifestazioni/14-12-2011 Introduzione al ""Flauto magico"" (64842),/Manifestazioni/20-01-2012 Didattica musicale (64843),/Manifestazioni/16-02-2012 Il coro (64844),/Manifestazioni/13-03-2012 Drammatizzazione (64845),/Recite/03-04-2012 Il Flauto magico. Sconfiggere i mostri (61621),/Recite/03-04-2012 Il Flauto magico. Sconfiggere i mostri (61622),/Recite/03-04-2012 Il Flauto magico. Sconfiggere i mostri (61623),/Recite/04-04-2012 Il Flauto magico. Sconfiggere i mostri (61624),/Recite/04-04-2012 Il Flauto magico. Sconfiggere i mostri (61625)",,56214,"64842, 64843, 64844, 64845, 61621, 61622, 61623, 61624, 61625",,,,
49711,Lirica,Opera Kids 2012,,2012-02-29,2012-02-29,29/02/2012 - 29/02/2012,/Stagioni/29-02-2012 - 29-02-2012 Opera Kids 2012 (49711),,,,/Produzioni/Il piccolo flauto magico (56215),"/Recite/29-02-2012 Il piccolo flauto magico (61626),/Recite/29-02-2012 Il piccolo flauto magico (61627)",,56215,"61626, 61627",,,,
49716,Lirica,Opera 2012-13,,2013-12-31,2012-01-01,2012 - 2013,/Stagioni/2012 - 2013 Opera 2012-13 (49716),,,,"/Produzioni/2011 Ring Saga (56254),/Produzioni/2013 Il barbiere di Siviglia (56250),/Produzioni/2013 Macbeth (56251),/Produzioni/2013 The Rape of Lucretia (88682)","/Recite/30-11-2012 Ring Saga: Das Rheingold (61723),/Recite/01-12-2012 Ring Saga: Die Walküre (61724),/Recite/01-12-2012 Ring Saga: Siegfried (61725),/Recite/02-12-2012 Ring Saga: Götterdämmerung (61726),/Recite/18-01-2013 Il barbiere di Siviglia (61715),/Recite/20-01-2013 Il barbiere di Siviglia (61716),/Recite/01-03-2013 Macbeth (61717),/Recite/03-03-2013 Macbeth (61718),/Recite/05-04-2013 The Rape of Lucretia (61719),/Recite/07-04-2013 The Rape of Lucretia (61720)",,"56254, 56250, 56251, 88682","61723, 61724, 61725, 61726, 61715, 61716, 61717, 61718, 61719, 61720",,,,
49718,Lirica,Opera It 2011,,2011-03-17,2011-03-08,08/03/2011 - 17/03/2011,/Stagioni/08-03-2011 - 17-03-2011 Opera It 2011 (49718),,,,/Produzioni/2011 Viva Verdi (56255),"/Manifestazioni/08-03-2011 Viva Verdi: Incontro (64850),/Manifestazioni/08-03-2011 Viva Verdi: Incontro (64851),/Manifestazioni/09-03-2011 Viva Verdi: Incontro (64852),/Manifestazioni/09-03-2011 Viva Verdi: Incontro (64853),/Recite/16-03-2011 Viva Verdi (61727)",,56255,"64850, 64851, 64852, 64853, 61727",,,,
