id,dcType,dcTitle,dcDescription,to,from,datetext,fullpath,luoghi_collegati,enti_collegati,persone_collegate,produzioni_collegate,manifestazioni_recite_concerti_collegati,operemusicali_collegate,produzioni_collegate_id,manifestazioni_recite_concerti_collegati_id,operemusicali_collegate_id,persone_collegate_id,enti_collegati_id,luoghi_collegati_id
49197,Lirica,Lirica 1991,,1991-05-31,1991-01-01,1991,/Stagioni/1991 Lirica 1991 (49197),,,,"/Produzioni/1990 La Cenerentola (53799),/Produzioni/1991 Evgenij Onegin' (53809),/Produzioni/1991 Don Pasquale (53735)","/Recite/11-01-1991 La Cenerentola (57264),/Recite/12-01-1991 La Cenerentola (57265),/Recite/13-01-1991 La Cenerentola (57266),/Concerti/25-01-1991 Renata Scotto in concerto (51711),/Concerti/29-01-1991 Renata Scotto in concerto (51959),/Recite/15-02-1991 Don Pasquale (57281),/Recite/17-02-1991 Don Pasquale (57282),/Recite/19-02-1991 Don Pasquale (57283),/Recite/21-02-1991 Don Pasquale (57284),/Recite/09-04-1991 Evgenij Onegin' (57292),/Recite/11-04-1991 Evgenij Onegin' (57293),/Concerti/29-04-1991 Luciano Pavarotti. 
Festeggiamenti per il 30° del debutto (51714)",,"53799, 53809, 53735","57264, 57265, 57266, 51711, 51959, 57281, 57282, 57283, 57284, 57292, 57293, 51714",,,,
49199,Lirica,Stagione lirica 1998-99,,1999-06-30,1998-09-01,1998 - 1999,/Stagioni/1998 - 1999 Stagione lirica 1998-99 (49199),,,,"/Produzioni/1998 Così fan tutte (53755),/Produzioni/1998 The Rake's Progress (53742),/Produzioni/1998 Don Giovanni (53745),/Produzioni/1999 Andrea Chénier (53744),/Produzioni/1999 Werther (53743),/Produzioni/1999 Attila (53746)","/Recite/06-12-1998 In treno all'opera: Don Giovanni (57963),/Recite/07-01-1999 The Rake's Progress (57176),/Recite/10-01-1999 The Rake's Progress (57177),/Recite/22-02-1999 Così fan tutte (57178),/Recite/23-02-1999 Così fan tutte (57179),/Recite/24-03-1999 Werther (57180),/Recite/26-03-1999 Werther (57181),/Recite/28-03-1999 Werther (57182),/Recite/16-04-1999 Andrea Chénier (57961),/Recite/18-04-1999 Andrea Chénier (57962),/Recite/24-04-1999 In treno all'opera: Attila (58633)",,"53755, 53742, 53745, 53744, 53743, 53746","57963, 57176, 57177, 57178, 57179, 57180, 57181, 57182, 57961, 57962, 58633",,,,
49203,Lirica,L'Opera 2000,,2000-04-30,2000-01-01,2000,/Stagioni/2000 L'Opera 2000 (49203),,,,"/Produzioni/2000 Falstaff (53959),/Produzioni/2000 Pelléas et Mélisande (53768),/Produzioni/2000 Otello (53767),/Produzioni/2000 Idomeneo, re di Creta (53769)","/Recite/23-01-2000 Falstaff (57212),/Recite/25-01-2000 Falstaff (57213),/Recite/20-02-2000 In treno all'opera: Pelléas et Mélisande (57235),/Concerti/25-02-2000 Luciana D'Intino. Recital
Identità mediterranee. Itinerario vocale tra musica e poesia italiana ed iberica (51788),/Recite/07-03-2000 Otello (57252),/Recite/09-03-2000 Otello (57361),/Concerti/15-03-2000 Anna Caterina Antonacci. Recital (51789),/Recite/31-03-2000 Idomeneo, re di Creta (57330),/Recite/02-04-2000 Idomeneo, re di Creta (57331)",,"53959, 53768, 53767, 53769","57212, 57213, 57235, 51788, 57252, 57361, 51789, 57330, 57331",,,,
49207,Lirica,Stagione di operetta 1999-2000,,2000-02-22,1999-11-26,1999 - 2000,/Stagioni/1999 - 2000 Stagione di operetta 1999-2000 (49207),,,,"/Produzioni/1999 Il pipistrello (53795),/Produzioni/1999 My Fair Lady (53796),/Produzioni/1999 Due ore sole ti vorrei (53798),/Produzioni/1999 Sogno viennese (53797)","/Recite/26-11-1999 Il pipistrello (57347),/Recite/27-11-1999 Il pipistrello (57348),/Recite/28-11-1999 Il pipistrello (57349),/Recite/30-11-1999 Il pipistrello (57350),/Recite/17-12-1999 My Fair Lady (57351),/Recite/18-12-1999 My Fair Lady (57352),/Recite/19-12-1999 My Fair Lady (57353),/Recite/19-12-1999 My Fair Lady (57354),/Recite/29-01-2000 2 ore sole ti vorrei (57355),/Recite/30-01-2000 2 ore sole ti vorrei (57356),/Recite/18-02-2000 Sogno viennese (57357),/Recite/19-02-2000 Sogno viennese (57358),/Recite/20-02-2000 Sogno viennese (57359),/Recite/22-02-2000 Sogno viennese (57360)",,"53795, 53796, 53798, 53797","57347, 57348, 57349, 57350, 57351, 57352, 57353, 57354, 57355, 57356, 57357, 57358, 57359, 57360",,,,
49211,Lirica,Lirica 1989-90,,1990-07-01,1989-09-01,1989 - 1990,/Stagioni/1989 - 1990 Lirica 1989-90 (49211),,,,"/Produzioni/1990 La fanciulla del West (53779),/Produzioni/1988 Maria Stuarda (53778),/Produzioni/1990 I Capuleti e I Montecchi (53777),/Produzioni/1990 La Traviata (53776),/Produzioni/1990 Il gallo d'oro (53780)","/Recite/02-01-1990 La traviata (57227),/Recite/05-01-1990 La traviata (57228),/Recite/07-01-1990 La traviata (57229),/Recite/25-01-1990 I Capuleti e i Montecchi (57230),/Recite/28-01-1990 I Capuleti e i Montecchi (57259),/Recite/08-02-1990 Maria Stuarda (57231),/Recite/12-02-1990 Maria Stuarda (57260),/Recite/14-02-1990 Maria Stuarda (57261),/Recite/23-02-1990 La fanciulla del West (57256),/Recite/25-02-1990 La fanciulla del West (57257),/Recite/28-02-1990 La fanciulla del West (57258),/Recite/03-04-1990 Il gallo d'oro (57262),/Recite/04-04-1990 Il gallo d'oro (57263)",,"53779, 53778, 53777, 53776, 53780","57227, 57228, 57229, 57230, 57259, 57231, 57260, 57261, 57256, 57257, 57258, 57262, 57263",,,,
49216,Lirica,Stagione lirica 1991-92,,1992-07-01,1991-09-01,1991 - 1992,/Stagioni/1991 - 1992 Stagione lirica 1991-92 (49216),,,,"/Produzioni/1985 Rinaldo (53781),/Produzioni/1991 Werther (53782),/Produzioni/1992 La serva padrona (53783),/Produzioni/1992 Il maestro di cappella (54066),/Produzioni/1992 Didone abbandonata (53784),/Produzioni/1992 Macbeth (53817),/Produzioni/1992 Otello (53822)","/Recite/22-11-1991 Rinaldo (57232),/Manifestazioni/22-11-1991 - 22-12-1991 Pier Luigi Pizzi.
10 anni di presenze a Reggio Emilia (1981-1991) (65476),/Recite/24-11-1991 Rinaldo (57305),/Recite/26-11-1991 Rinaldo (57307),/Recite/28-11-1991 Rinaldo (57308),/Recite/07-12-1991 In treno all'opera: Werther (57299),/Recite/11-01-1992 La serva padrona - Il maestro di cappella: La serva padrona (57311),/Recite/11-01-1992 La serva padrona - Il maestro di cappella: Il maestro di cappella (63256),/Recite/12-01-1992 La serva padrona - Il maestro di cappella: La serva padrona (58096),/Recite/12-01-1992 La serva padrona - Il maestro di cappella: Il maestro di cappella (63257),/Recite/31-01-1992 Didone abbandonata (57312),/Recite/02-02-1992 Didone abbandonata (57313),/Recite/03-03-1992 Macbeth (57314),/Recite/05-03-1992 Macbeth (57771),/Recite/08-03-1992 Macbeth (57772),/Concerti/16-04-1992 Anna Caterina Antonacci. Recital (51715),/Concerti/18-04-1992 Anna Caterina Antonacci. Recital (51716),/Recite/08-09-1992 Otello (57321),/Recite/11-09-1992 Otello (57323),/Recite/13-09-1992 Otello (57324)",,"53781, 53782, 53783, 54066, 53784, 53817, 53822","57232, 65476, 57305, 57307, 57308, 57299, 57311, 63256, 58096, 63257, 57312, 57313, 57314, 57771, 57772, 51715, 51716, 57321, 57323, 57324",,,,
49217,Lirica,Stagione lirica 1994-95,,1995-06-30,1994-09-01,1994 - 1995,/Stagioni/1994 - 1995 Stagione lirica 1994-95 (49217),,,,"/Produzioni/1994 Il turco in Italia (53785),/Produzioni/1995 Candide (53788),/Produzioni/1995 Il barbiere di Siviglia (53786),/Produzioni/1995 Macbeth (53787),/Produzioni/1995 Carmen (53789),/Produzioni/1995 El retablo de Maese Pedro (53790),/Produzioni/1995 Il cordovano (53791)","/Recite/21-12-1994 Il turco in Italia (57233),/Recite/17-01-1995 Il barbiere di Siviglia (57236),/Recite/19-01-1995 Il barbiere di Siviglia (57237),/Recite/14-02-1995 In treno all'opera: Macbeth (57238),/Recite/15-03-1995 Candide [Anteprima] (63815),/Recite/16-03-1995 Candide [Anteprima] (63816),/Recite/18-03-1995 Candide (57239),/Recite/20-03-1995 Candide (57240),/Recite/23-03-1995 Candide (57241),/Recite/29-03-1995 Carmen (57242),/Recite/31-03-1995 Carmen (63332),/Recite/28-04-1995 El retablo de Maese Pedro - Il cordovano: El retablo de Maese Pedro (57243),/Recite/28-04-1995 El retablo de Maese Pedro - Il cordovano: Il cordovano (63260),/Recite/30-04-1995 El retablo de Maese Pedro - Il cordovano: El retablo de Maese Pedro (58001),/Recite/30-04-1995 El retablo de Maese Pedro - Il cordovano: Il cordovano (63261)",,"53785, 53788, 53786, 53787, 53789, 53790, 53791","57233, 57236, 57237, 57238, 63815, 63816, 57239, 57240, 57241, 57242, 63332, 57243, 63260, 58001, 63261",,,,
49219,Lirica,Stagione lirica 1995-96,,1996-06-30,1995-09-01,1995 - 1996,/Stagioni/1995 - 1996 Stagione lirica 1995-96 (49219),,,,"/Produzioni/1995 La bohème (53800),/Produzioni/1996 La Cenerentola (53794),/Produzioni/1996 Simon Boccanegra (53802),/Produzioni/1996 Madama Butterfly (53801),/Produzioni/1996 Lo straordinario regno di Oz (56899)","/Recite/02-01-1996 La cenerentola (57253),/Recite/04-01-1996 La cenerentola (57254),/Recite/06-01-1996 La cenerentola (57255),/Recite/14-01-1996 La bohème (57267),/Recite/18-01-1996 La bohème (57268),/Recite/27-03-1996 In treno all'opera: Madama Butterfly (57269),/Recite/28-04-1996 Simon Boccanegra (57270),/Recite/30-04-1996 Simon Boccanegra (57271),/Recite/15-05-1996 Lo straordinario regno di Oz (62714),/Recite/16-05-1996 Lo straordinario regno di Oz (63255)",,"53800, 53794, 53802, 53801, 56899","57253, 57254, 57255, 57267, 57268, 57269, 57270, 57271, 62714, 63255",,,,
49222,Lirica,Stagione lirica 1996-97,,1997-06-30,1996-09-01,1996 - 1997,/Stagioni/1996 - 1997 Stagione lirica 1996-97 (49222),,,,"/Produzioni/1988 I Puritani (54465),/Produzioni/1990 Le nozze di Figaro (53804),/Produzioni/1996 Norma (53803),/Produzioni/1997 Les Martyrs (53805)","/Recite/24-11-1996 Norma (57272),/Recite/26-11-1996 Norma (57273),/Recite/28-11-1996 Norma (57274),/Recite/19-02-1997 Le nozze di Figaro (57275),/Recite/20-02-1997 Le nozze di Figaro (57276),/Manifestazioni/05-03-1997 Ugo Bedeschi presenta ""Les Martyrs"" di G. Donizetti (66010),/Manifestazioni/07-03-1997 Franca Cella e Fabrizio Frasnedi presentano ""Les Martyrs"" di G. Donizetti (66058),/Manifestazioni/10-03-1997 Giandomenico Vaccari presenta ""Les Martyrs"" di G. Donizetti (66057),/Recite/15-03-1997 Les Martyrs (57277),/Recite/17-03-1997 Les Martyrs (57278),/Recite/19-03-1997 Les Martyrs (57279),/Recite/25-03-1997 In treno all'opera: I Puritani (58542)",,"54465, 53804, 53803, 53805","57272, 57273, 57274, 57275, 57276, 66010, 66058, 66057, 57277, 57278, 57279, 58542",,,,
49223,Lirica,Stagione lirica 1997-98,,1998-06-30,1997-09-01,1997 - 1998,/Stagioni/1997 - 1998 Stagione lirica 1997-98 (49223),,,,"/Produzioni/1993 Rigoletto (53807),/Produzioni/1997 Saffo (53806),/Produzioni/1998 I Capuleti e i Montecchi (53808)","/Recite/24-11-1997 Saffo (57280),/Recite/26-11-1997 Saffo (57287),/Recite/28-11-1997 Saffo (57288),/Concerti/21-01-1998 Raina Kabaivanska. Recital lirico (51712),/Recite/08-02-1998 Rigoletto (57285),/Recite/10-02-1998 Rigoletto (57286),/Recite/20-03-1998 I Capuleti e i Montecchi (57289),/Recite/22-03-1998 I Capuleti e i Montecchi (57290),/Recite/24-03-1998 I Capuleti e i Montecchi (57291),/Concerti/22-04-1998 Giuseppe Sabbatini. Recital lirico (51713)",,"53807, 53806, 53808","57280, 57287, 57288, 51712, 57285, 57286, 57289, 57290, 57291, 51713",,,,
49224,Lirica,Stagione lirica 1994,,1994-05-31,1994-01-01,1994,/Stagioni/1994 Stagione lirica 1994 (49224),,,,"/Produzioni/1917 Parade (53812),/Produzioni/1992 L'italiana in Algeri (53811),/Produzioni/1994 Barbe-bleue (53810),/Produzioni/1994 La voix humaine (53813),/Produzioni/1994 Tosca (53814),/Produzioni/1994 L'amico Fritz (53815),/Produzioni/1994 Porgy and Bess (53816)","/Recite/14-01-1994 Barbe-bleue (57303),/Recite/16-01-1994 Barbe-bleue (57304),/Recite/25-02-1994 L'italiana in Algeri (57294),/Recite/27-02-1994 L'italiana in Algeri (57295),/Recite/13-03-1994 Parade - La voix humaine: Parade (57296),/Recite/13-03-1994 Parade - La voix humaine: La voix humaine (63258),/Recite/15-03-1994 Parade - La voix humaine: Parade (57297),/Recite/15-03-1994 Parade - La voix humaine: La voix humaine (63259),/Recite/04-04-1994 Tosca (57298),/Recite/06-04-1994 Tosca (57300),/Recite/08-04-1994 Tosca (57301),/Recite/10-04-1994 Tosca (57302),/Recite/06-05-1994 L'amico Fritz (57306),/Recite/08-05-1994 L'amico Fritz (57309),/Recite/09-05-1994 L'amico Fritz (57310),/Recite/17-05-1994 Porgy and Bess (57315),/Recite/18-05-1994 Porgy and Bess (58023)",,"53812, 53811, 53810, 53813, 53814, 53815, 53816","57303, 57304, 57294, 57295, 57296, 63258, 57297, 63259, 57298, 57300, 57301, 57302, 57306, 57309, 57310, 57315, 58023",,,,
49225,Lirica,Stagione lirica 1993,,1993-05-31,1993-01-01,1993,/Stagioni/1993 Stagione lirica 1993 (49225),,,,"/Produzioni/1993 Amor rende sagace (53818),/Produzioni/1993 La sonnambula (53820),/Produzioni/1993 La scala di seta (53819),/Produzioni/1993 La bohème (53821)","/Recite/15-01-1993 Amor rende sagace (57316),/Recite/17-01-1993 Amor rende sagace (57317),/Recite/17-03-1993 La scala di seta (57318),/Recite/19-03-1993 La scala di seta (57319),/Recite/21-03-1993 La scala di seta (57320),/Recite/08-04-1993 La sonnambula (57322),/Recite/10-04-1993 La sonnambula (57325),/Recite/25-04-1993 La bohème (57326),/Recite/27-04-1993 La bohème (57327),/Recite/29-04-1993 La bohème (57328),/Recite/01-05-1993 La bohème (57329)",,"53818, 53820, 53819, 53821","57316, 57317, 57318, 57319, 57320, 57322, 57325, 57326, 57327, 57328, 57329",,,,
49226,Lirica,Lirica 1988-89,,1989-07-01,1988-09-01,1988 - 1989,/Stagioni/1988 - 1989 Lirica 1988-89 (49226),,,,"/Produzioni/1989 Albert Herring (53826),/Produzioni/1988 Turandot (53823),/Produzioni/1988 Le maschere (53824),/Produzioni/1989 Un ballo in maschera (53825),/Produzioni/1989 Wozzeck (53827),/Produzioni/1989 La figlia del reggimento (53828)","/Recite/29-11-1988 Turandot (57739),/Recite/02-12-1988 Turandot (57740),/Recite/04-12-1988 Turandot (57741),/Recite/17-01-1989 Le maschere (57742),/Recite/19-01-1989 Le maschere (57743),/Recite/26-01-1989 Un ballo in maschera (57744),/Recite/28-01-1989 Un ballo in maschera (57745),/Recite/30-01-1989 Un ballo in maschera (57746),/Recite/04-02-1989 Albert Herring (57747),/Recite/05-02-1989 Albert Herring (57748),/Recite/21-04-1989 Wozzeck (57749),/Recite/23-04-1989 Wozzeck (57750),/Recite/12-05-1989 La figlia del reggimento (57751),/Recite/14-05-1989 La figlia del reggimento (57752)",,"53826, 53823, 53824, 53825, 53827, 53828","57739, 57740, 57741, 57742, 57743, 57744, 57745, 57746, 57747, 57748, 57749, 57750, 57751, 57752",,,,
49238,Lirica,Operetta 2000-01,,2001-01-23,2000-11-02,2000 - 2001,/Stagioni/2000 - 2001 Operetta 2000-01 (49238),,,,"/Produzioni/2000 Madama di Tebe (53858),/Produzioni/Se devi dire una bugia dilla grossa (53859),/Produzioni/1998 Sette spose per sette fratelli (53857),/Produzioni/2000 La vedova allegra (53856)","/Recite/02-11-2000 La vedova allegra (57650),/Recite/04-11-2000 La vedova allegra (57651),/Recite/04-11-2000 La vedova allegra (57652),/Recite/05-11-2000 La vedova allegra (57653),/Recite/07-11-2000 La vedova allegra (57654),/Recite/17-11-2000 Sette spose per sette fratelli (57676),/Recite/18-11-2000 Sette spose per sette fratelli (57677),/Recite/18-11-2000 Sette spose per sette fratelli (57678),/Recite/19-11-2000 Sette spose per sette fratelli (57679),/Recite/02-12-2000 Se devi dire una bugia dilla grossa (57680),/Recite/03-12-2000 Se devi dire una bugia dilla grossa (57681),/Recite/18-01-2001 Madama di Tebe (57697),/Recite/20-01-2001 Madama di Tebe (57698),/Recite/20-01-2001 Madama di Tebe (57699),/Recite/21-01-2001 Madama di Tebe (57700),/Recite/23-01-2001 Madama di Tebe (57701)",,"53858, 53859, 53857, 53856","57650, 57651, 57652, 57653, 57654, 57676, 57677, 57678, 57679, 57680, 57681, 57697, 57698, 57699, 57700, 57701",,,,
49249,Lirica,L'Opera 2001,,2001-05-31,2001-01-01,2001,/Stagioni/2001 L'Opera 2001 (49249),,,,"/Produzioni/2000 Der Fliegende Holländer (53950),/Produzioni/2001 L'elisir d'amore (53951),/Produzioni/2001 Un giorno di regno (53953),/Produzioni/12-04-2001 Il trovatore (53952)","/Recite/12-01-2001 Der Fliegende Holländer (57695),/Recite/14-01-2001 Der Fliegende Holländer (57696),/Concerti/15-02-2001 Recital di Sonia Ganassi (51896),/Concerti/18-02-2001 Recital di Sonia Ganassi (51897),/Recite/28-02-2001 L'elisir d'amore (57730),/Recite/02-03-2001 L'elisir d'amore (57731),/Recite/04-03-2001 L'elisir d'amore (57732),/Recite/07-04-2001 In treno all'opera: Un giorno di regno (57738),/Recite/04-05-2001 Il trovatore (57736),/Recite/06-05-2001 Il trovatore (57737)",,"53950, 53951, 53953, 53952","57695, 57696, 51896, 51897, 57730, 57731, 57732, 57738, 57736, 57737",,,,
49250,Lirica,Tout Rossini en un acte,,2001-02-23,2001-02-21,21/02/2001 - 23/02/2001,/Stagioni/21-02-2001 - 23-02-2001 Tout Rossini en un acte (49250),,,,"/Produzioni/2001 Il signor Bruschino (53954),/Produzioni/2001 L'inganno felice (53955),/Produzioni/2001 La cambiale di matrimonio (54096),/Produzioni/2001 La scala di seta (53956)","/Recite/21-02-2001 Il signor Bruschino (57733),/Recite/22-02-2001 L'inganno felice - La cambiale di matrimonio: L'inganno felice (57734),/Recite/22-02-2001 L'inganno felice - La cambiale di matrimonio: La cambiale di matrimonio (63262),/Recite/23-02-2001 La scala di seta (57735)",,"53954, 53955, 54096, 53956","57733, 57734, 63262, 57735",,,,
49253,Lirica,"Premio Gianfranco Masini-Credem 2000. 
2° Concorso Internazionale per giovani cantanti d'opera",,2000-04-16,2000-04-10,10/04/2000 - 16/04/2000,"/Stagioni/10-04-2000 - 16-04-2000 Premio Gianfranco Masini-Credem 2000. 
2° Concorso Internazionale per giovani cantanti d'opera (49253)",,,,,"/Concerti/10-04-2000 Premio Masini-Credem 2000. 
Eliminatorie (52175),/Manifestazioni/10-04-2000 Premio Masini-Credem 2000: Cerimonia di apertura e Insediamento della Giuria (64206),/Concerti/11-04-2000 Premio Masini-Credem 2000. 
Eliminatorie (52176),/Concerti/12-04-2000 Premio Masini-Credem 2000. 
Eliminatorie (52177),/Concerti/13-04-2000 Premio Masini-Credem 2000. 
Semifinale (52172),/Concerti/15-04-2000 Premio Masini-Credem 2000. 
Finale (52173),/Concerti/16-04-2000 Premio Masini-Credem 2000: Premiazione e Concerto dei vincitori (52174)",,,"52175, 64206, 52176, 52177, 52172, 52173, 52174",,,,
49259,Lirica,Operetta 2001-02,,2002-03-09,2001-11-01,2001 - 2002,/Stagioni/2001 - 2002 Operetta 2001-02 (49259),,,,"/Produzioni/2001 Cin Ci Là (53979),/Produzioni/2000 Un bellissimo settembre. Kurt Weill l'americano (53982),/Produzioni/2001 L'acqua cheta (53978),/Produzioni/2001 I promessi sposi (53980),/Produzioni/2001 Piccole donne (53981)","/Recite/01-11-2001 L'acqua cheta (57865),/Recite/03-11-2001 L'acqua cheta (57866),/Recite/03-11-2001 L'acqua cheta (57867),/Recite/04-11-2001 L'acqua cheta (57868),/Recite/06-11-2001 L'acqua cheta (57869),/Recite/13-12-2001 Cin Ci Là (58032),/Recite/15-12-2001 Cin Ci Là (58034),/Recite/15-12-2001 Cin Ci Là (58035),/Recite/16-12-2001 Cin Ci Là (58036),/Recite/18-12-2001 Cin Ci Là (58037),/Recite/05-01-2002 Piccole donne: il Musical! (63273),/Recite/06-01-2002 Piccole donne: il Musical! (63274),/Recite/01-03-2002 I promessi sposi. Il Musical (58039),/Recite/02-03-2002 I promessi sposi. Il Musical (58040),/Recite/02-03-2002 I promessi sposi. Il Musical (58041),/Recite/03-03-2002 I promessi sposi. Il Musical (58042),/Recite/09-03-2002 Un bellissimo settembre. 
Kurt Weill ""l'americano"" (58088)",,"53979, 53982, 53978, 53980, 53981","57865, 57866, 57867, 57868, 57869, 58032, 58034, 58035, 58036, 58037, 63273, 63274, 58039, 58040, 58041, 58042, 58088",,,,
49272,Lirica,Stagione lirica 1988,,1988-06-30,1988-01-01,1988,/Stagioni/1988 Stagione lirica 1988 (49272),,,,"/Produzioni/1988 La clemenza di Tito (54034),/Produzioni/1985 Il signor Bruschino (54035),/Produzioni/1987 Madama Butterfly (54037),/Produzioni/1987 Il cappello di paglia di Firenze (54038),/Produzioni/1988 Aida (54033),/Produzioni/1988 La fiaba dello zar Saltan (54036)","/Recite/28-01-1988 Aida (57912),/Recite/29-01-1988 Aida (57916),/Recite/31-01-1988 Aida (57913),/Recite/03-03-1988 La clemenza di Tito (57914),/Recite/04-03-1988 Il signor Bruschino (57917),/Recite/05-03-1988 La clemenza di Tito (57915),/Recite/06-03-1988 Il signor Bruschino (57918),/Recite/05-05-1988 La fiaba dello zar Saltan (57919),/Manifestazioni/05-05-1988 - 07-05-1988 Puskin e la musica (65454),/Recite/06-05-1988 La fiaba dello zar Saltan (57920),/Recite/07-05-1988 La fiaba dello zar Saltan (57921),/Recite/24-05-1988 Madama Butterfly (57922),/Recite/26-05-1988 Madama Butterfly (57923),/Recite/06-06-1988 Il cappello di paglia di Firenze (57924),/Recite/07-06-1988 Il cappello di paglia di Firenze (57925)",,"54034, 54035, 54037, 54038, 54033, 54036","57912, 57916, 57913, 57914, 57917, 57915, 57918, 57919, 65454, 57920, 57921, 57922, 57923, 57924, 57925",,,,
49276,Lirica,L'Opera 2002,,2002-05-31,2001-11-05,2001 - 2002,/Stagioni/2001 - 2002 L'Opera 2002 (49276),,,,"/Produzioni/2001 Maria Stuarda (54056),/Produzioni/2002 L'incoronazione di Poppea (54057),/Produzioni/2002 Manon Lescaut (54059),/Produzioni/2002 Il processo (54058)","/Concerti/05-11-2001 Luciano Pavarotti. Recital lirico. 
Quarant'anni di canto da Reggio al mondo. Reggio Emilia 1961-2001 (51957),/Recite/05-01-2002 Maria Stuarda (57931),/Recite/07-01-2002 Maria Stuarda (57932),/Recite/01-02-2002 L'incoronazione di Poppea (57959),/Recite/03-02-2002 L'incoronazione di Poppea (57960),/Recite/24-03-2002 Il processo (58134),/Recite/26-03-2002 Il processo (58135),/Recite/03-05-2002 Manon Lescaut (58360),/Recite/05-05-2002 Manon Lescaut (58361)",,"54056, 54057, 54059, 54058","51957, 57931, 57932, 57959, 57960, 58134, 58135, 58360, 58361",,,,
49281,Lirica,Stagione lirica 1987,,1987-05-31,1987-01-01,1987,/Stagioni/1987 Stagione lirica 1987 (49281),,,,"/Produzioni/1987 Boris Godunov (54069),/Produzioni/1987 Il cappello di paglia di Firenze (54038),/Produzioni/1987 Rigoletto (54067),/Produzioni/27-03-1987 Hippolyte et Aricie (54068)","/Recite/02-01-1987 Il cappello di paglia di Firenze (57933),/Manifestazioni/02-01-1987 - 18-01-1987 Omaggio a Nino Rota (65452),/Manifestazioni/02-01-1987 - 31-01-1987 Jacques-Henri Lartigue.
Mostra fotografica (65909),/Recite/04-01-1987 Il cappello di paglia di Firenze (57934),/Recite/07-01-1987 Il cappello di paglia di Firenze (57935),/Recite/11-01-1987 Il cappello di paglia di Firenze (57936),/Recite/18-01-1987 Il cappello di paglia di Firenze (57937),/Manifestazioni/28-01-1987 Due secoli di teatro per musica a Reggio Emilia (65453),/Recite/26-02-1987 Rigoletto (57938),/Recite/28-02-1987 Rigoletto (57939),/Recite/27-03-1987 Hippolyte et Aricie (57940),/Recite/29-03-1987 Hippolyte et Aricie (57941),/Recite/31-03-1987 Hippolyte et Aricie (57942),/Recite/02-04-1987 Hippolyte et Aricie (64160),/Recite/16-05-1987 Boris Godunov (57943),/Recite/17-05-1987 Boris Godunov (57944)",,"54069, 54038, 54067, 54068","57933, 65452, 65909, 57934, 57935, 57936, 57937, 65453, 57938, 57939, 57940, 57941, 57942, 64160, 57943, 57944",,,,
49295,Lirica,Stagione lirica 1986,,1986-05-31,1986-01-01,1986,/Stagioni/1986 Stagione lirica 1986 (49295),,,,"/Produzioni/1986 La Traviata (54250),/Produzioni/1986 Evgenij Onegin' (54253),/Produzioni/1984 Salome (54255),/Produzioni/1986 Dido and Aeneas (54251),/Produzioni/1986 Ode on St. Cecilia's day (54252),/Produzioni/1986 I Puritani (54257),/Produzioni/1986 Die Entführung aus dem Serail (54256)","/Recite/02-01-1986 La traviata (58232),/Recite/05-01-1986 La traviata (58233),/Recite/22-01-1986 Evgenij Onegin' (58235),/Recite/23-01-1986 Evgenij Onegin' (58236),/Recite/21-02-1986 Nel giorno di Santa Cecilia: Ode on St. Cecilia's day (58234),/Recite/21-02-1986 Nel giorno di Santa Cecilia: Dido and Aeneas (63265),/Recite/23-02-1986 Nel giorno di Santa Cecilia: Ode on St. Cecilia's day (63266),/Recite/23-02-1986 Nel giorno di Santa Cecilia: Dido and Aeneas (63267),/Recite/26-02-1986 Nel giorno di Santa Cecilia: Ode on St. Cecilia's day (63268),/Recite/26-02-1986 Nel giorno di Santa Cecilia: Dido and Aeneas (63269),/Recite/28-02-1986 Nel giorno di Santa Cecilia: Ode on St. Cecilia's day (63270),/Recite/28-02-1986 Nel giorno di Santa Cecilia: Dido and Aeneas (63271),/Recite/17-03-1986 Salome (58239),/Recite/19-03-1986 Salome (58240),/Recite/27-03-1986 Die Entführung aus dem Serail (58241),/Recite/28-03-1986 Die Entführung aus dem Serail (58242),/Recite/30-05-1986 I Puritani (58243),/Recite/31-05-1986 I Puritani (58244)",,"54250, 54253, 54255, 54251, 54252, 54257, 54256","58232, 58233, 58235, 58236, 58234, 63265, 63266, 63267, 63268, 63269, 63270, 63271, 58239, 58240, 58241, 58242, 58243, 58244",,,,
49317,Lirica,Stagione lirica 1985,,1985-04-30,1985-01-01,1985,/Stagioni/1985 Stagione lirica 1985 (49317),,,,"/Produzioni/1984 Ernani (54537),/Produzioni/1984 Il barbiere di Siviglia (54540),/Produzioni/1985 Samson et Dalila (54539),/Produzioni/1985 Rinaldo (53781),/Produzioni/1985 Tosca (54538)","/Recite/02-01-1985 Ernani (58702),/Recite/04-01-1985 Ernani (58703),/Recite/05-02-1985 Rinaldo (58704),/Manifestazioni/05-02-1985 - 09-02-1985 Haendel a Londra (65737),/Recite/07-02-1985 Rinaldo (58705),/Recite/09-02-1985 Rinaldo (58706),/Recite/26-02-1985 Tosca (58707),/Recite/28-02-1985 Tosca (58708),/Recite/08-03-1985 Samson et Dalila (58709),/Recite/10-03-1985 Samson et Dalila (58710),/Recite/01-04-1985 Il barbiere di Siviglia (58711),/Recite/03-04-1985 Il barbiere di Siviglia (58712)",,"54537, 54540, 54539, 53781, 54538","58702, 58703, 58704, 65737, 58705, 58706, 58707, 58708, 58709, 58710, 58711, 58712",,,,
