"id";"recite_collegate";"fullpath";"published"
"55408";"/Recite/18-10-2006 Aterballetto.
Absolutely free (60112)";"/Produzioni/2006 Chant pastoral (55408)";"1"
"55409";"/Recite/18-10-2006 Aterballetto.
Absolutely free (60112)";"/Produzioni/2006 Saminas (55409)";"1"
"55410";"/Recite/18-10-2006 Aterballetto.
Absolutely free (60112)";"/Produzioni/2006 Après midi d'enfants (55410)";"1"
"55411";"/Recite/18-10-2006 Aterballetto.
Absolutely free (60112),/Recite/01-05-2008 Aterballetto. 
Absolutely free (61032)";"/Produzioni/2006 Absolutely free (55411)";"1"
"55412";"/Recite/11-02-1964 Il flauto magico (60113),/Recite/23-04-1991 Il flauto magico (62954)";"/Produzioni/Il flauto magico (55412)";"1"
"55413";"/Recite/01-10-1961 La Resistibile Ascesa di Arturo Ui (60114),/Recite/02-10-1961 La Resistibile Ascesa di Arturo Ui (60115)";"/Produzioni/1961 La Resistibile Ascesa di Arturo Ui (55413)";"1"
"55414";"/Recite/08-11-1961 La cameriera brillante (60116)";"/Produzioni/La cameriera brillante (55414)";"1"
"55415";"/Recite/24-11-1961 Don Giovanni involontario (60117),/Recite/25-11-1961 Don Giovanni involontario (60118)";"/Produzioni/1961 Don Giovanni involontario (55415)";"1"
"55416";"/Recite/20-12-1961 Chi ruba un piede è fortunato in amore (60119)";"/Produzioni/1961 Chi ruba un piede è fortunato in amore (55416)";"1"
"55417";"/Recite/28-12-1961 Il più grande ladro della città (60120)";"/Produzioni/1961 Il più grande ladro della città (55417)";"1"
"55418";"/Recite/09-04-1962 La notte dell'Epifania (60121)";"/Produzioni/La notte dell'Epifania (55418)";"1"
"55419";"/Recite/01-05-1962 Miles gloriosus (60122)";"/Produzioni/Miles gloriosus (55419)";"1"
"55420";"/Recite/21-10-1961 Come prima, meglio di prima (60123)";"/Produzioni/1961 Come prima, meglio di prima (55420)";"1"
"55421";"/Recite/22-10-1961 Uno sguardo dal ponte (60124)";"/Produzioni/1961 Uno sguardo dal ponte (55421)";"1"
"55422";"/Recite/28-10-1961 Ricorda con rabbia (60125)";"/Produzioni/Ricorda con rabbia (55422)";"1"
"55423";"/Recite/29-10-1961 Angela e il diavolo (60126)";"/Produzioni/1961 Angela e il diavolo (55423)";"1"
"55424";"/Recite/04-11-1961 Le vergini - La cruna dell'ago (60127)";"/Produzioni/Le vergini - La cruna dell'ago (55424)";"1"
"55425";"/Recite/05-11-1961 La casa di Bernarda Alba (60128)";"/Produzioni/La casa di Bernarda Alba (55425)";"1"
"55426";"/Recite/09-10-1962 Otto donne (60129)";"/Produzioni/Otto donne (55426)";"1"
"55427";"/Recite/23-10-1962 La sua parte di storia (60130)";"/Produzioni/La sua parte di storia (55427)";"1"
"55428";"/Recite/09-12-1962 Gli sposi promessi (60131)";"/Produzioni/1962 Gli sposi promessi (55428)";"1"
"55429";"/Recite/08-12-1962 Morti senza tomba (60132)";"/Produzioni/Morti senza tomba (55429)";"1"
"55430";"/Recite/19-12-1962 Clerambard (60133)";"/Produzioni/1962 Clerambard (55430)";"1"
"55431";"/Recite/25-12-1962 I piccoli di Vanelli (60134)";"/Produzioni/1962 I piccoli di Vanelli (55431)";"1"
"55432";"/Recite/11-02-1963 Andorra (60135)";"/Produzioni/1963 Andorra (55432)";"1"
"55433";"/Recite/12-02-1963 La bisbetica domata (60136)";"/Produzioni/1963 La bisbetica domata (55433)";"1"
"55434";"/Recite/16-03-1963 Brodo di pollo con l'orzo (60137)";"/Produzioni/1963 Brodo di pollo con l'orzo (55434)";"1"
"55435";"/Recite/16-04-1963 Le catacombe ovvero Le donne confuse (60138)";"/Produzioni/Le catacombe ovvero Le donne confuse (55435)";"1"
"55436";"/Recite/24-04-1963 Il costo di una vita (60139)";"/Produzioni/1963 Il costo di una vita (55436)";"1"
"55437";"/Recite/20-10-2006 Compagnia Virgilio Sieni Danza.
Un respiro (60141)";"/Produzioni/20-10-2006 Un respiro (55437)";"1"
"55438";"/Recite/20-10-1962 Don Gil dalle calze verdi (60140)";"/Produzioni/1962 Don Gil dalle calze verdi (55438)";"1"
"55439";"/Recite/21-10-1962 Morte di un commesso viaggiatore (60142)";"/Produzioni/1962 Morte di un commesso viaggiatore (55439)";"1"
"55440";"/Recite/27-10-1962 Pensaci, Giacomino! (60143)";"/Produzioni/Pensaci, Giacomino! (55440)";"1"
"55441";"/Recite/28-10-1962 Giorgio Dandin (60144)";"/Produzioni/1962 Giorgio Dandin (55441)";"1"
"55442";"/Recite/04-11-1962 L'allodola (60145)";"/Produzioni/L'allodola (55442)";"1"
"55443";"/Recite/11-11-1962 La Ribellione dei Viventi (60146)";"/Produzioni/1962 La ribellione dei viventi (55443)";"1"
"55444";"/Recite/03-11-1962 La fanciulla da marito - Pantomime - L'amore di Don Perlimplino ... (60147)";"/Produzioni/1962 La fanciulla da marito (55444)";"1"
"55445";"/Recite/03-11-1962 La fanciulla da marito - Pantomime - L'amore di Don Perlimplino ... (60147)";"/Produzioni/Pantomine (55445)";"1"
"55446";"/Recite/03-11-1962 La fanciulla da marito - Pantomime - L'amore di Don Perlimplino ... (60147)";"/Produzioni/1962 L'amore di Don Perlimplino con Belisa nel giardino (55446)";"1"
"55447";"";"/Produzioni/2006 Tetralogia del sogno e del dolore (55447)";"1"
"55448";"/Recite/15-01-1963 L'amore delle tre melarance (60148)";"/Produzioni/1963 L'amore delle tre melarance (55448)";"1"
"55449";"/Recite/23-01-1963 Aida (60149),/Recite/25-01-1963 Aida (63328),/Recite/27-01-1963 Aida (63329)";"/Produzioni/1963 Aida (55449)";"1"
"55450";"/Recite/26-01-1963 Le nozze di Figaro (60150)";"/Produzioni/1963 Le nozze di Figaro (55450)";"1"
"55451";"/Recite/02-02-1963 L'amico Fritz (60151),/Recite/05-02-1963 L'amico Fritz (60152)";"/Produzioni/1963 L'amico Fritz (55451)";"1"
"55452";"/Recite/13-01-1962 Fidelio (60153)";"/Produzioni/1962 Fidelio (55452)";"1"
"55453";"/Recite/16-01-1962 La forza del destino (60154),/Recite/21-01-1962 La forza del destino (63326)";"/Produzioni/1962 La forza del destino (55453)";"1"
"55454";"/Recite/24-01-1962 La Bohème (60155),/Recite/28-01-1962 La Bohème (63327)";"/Produzioni/1962 La Bohème (55454)";"1"
"55455";"/Recite/12-02-1966 Il giuoco delle parti (60156),/Recite/13-02-1966 Il giuoco delle parti (60157)";"/Produzioni/1966 Il giuoco delle parti (55455)";"1"
"55456";"/Recite/25-02-1966 La cimice (60158)";"/Produzioni/La cimice (55456)";"1"
"55457";"/Recite/05-03-1966 Il sole e la luna (60159)";"/Produzioni/1966 Il sole e la luna (55457)";"1"
"55458";"/Recite/07-03-1966 Il giorno della tartaruga (60160),/Recite/08-03-1966 Il giorno della tartaruga (60161)";"/Produzioni/1966 Il giorno della tartaruga (55458)";"1"
"55459";"/Recite/13-03-1966 Candida (60162)";"/Produzioni/1966 Candida (55459)";"1"
"55460";"/Recite/18-03-1966 La stanza degli ospiti (60163)";"/Produzioni/La stanza degli ospiti (55460)";"1"
"55461";"/Recite/26-03-1966 Ma non è una cosa seria (60164),/Recite/27-03-1966 Ma non è una cosa seria (60165)";"/Produzioni/Ma non è una cosa seria (55461)";"1"
"55462";"";"/Produzioni/Non-Splendore Rock (55462)";"1"
"55463";"/Recite/31-03-1966 Amleto (60166)";"/Produzioni/1966 Amleto (55463)";"1"
"55464";"/Recite/10-11-2006 Memorie di Adriano (60167),/Recite/11-11-2006 Memorie di Adriano (60168),/Recite/12-11-2006 Memorie di Adriano (60169)";"/Produzioni/2006 Memorie di Adriano (55464)";"1"
"55465";"/Recite/02-04-1966 Los Titeres de Cachiporra - El Adefesio (60170)";"/Produzioni/Los titeres de Cachiporra (Il Teatrino delle Bastonate) (55465)";"1"
"55466";"/Recite/02-04-1966 Los Titeres de Cachiporra - El Adefesio (60170)";"/Produzioni/1966 El Adefesio (55466)";"1"
"55467";"/Recite/07-04-1966 Tutto per bene (60171)";"/Produzioni/Tutto per bene (55467)";"1"
"55468";"/Recite/13-04-1966 Luv (60172)";"/Produzioni/Luv (55468)";"1"
"55469";"/Recite/20-04-1966 The brig (60173)";"/Produzioni/The brig (55469)";"1"
"55470";"/Recite/26-04-1966 Motivo di scandalo e riflessione (60174)";"/Produzioni/Motivo di scandalo e riflessione (55470)";"1"
"55471";"/Recite/17-05-1966 La pietà di novembre (60175)";"/Produzioni/La pietà di novembre (55471)";"1"
"55472";"/Recite/26-10-1966 Rinaldo in campo (60176),/Recite/27-10-1966 Rinaldo in campo (60177)";"/Produzioni/Rinaldo in campo (55472)";"1"
"55473";"/Recite/03-11-1966 I lunatici (60178)";"/Produzioni/I lunatici (55473)";"1"
"55474";"/Recite/17-11-1966 Macbeth (60179),/Recite/18-11-1966 Macbeth (60180)";"/Produzioni/1966 Macbeth (55474)";"1"
"55475";"/Recite/26-11-1966 Ci ragiono e canto (60181)";"/Produzioni/1966 Ci ragiono e canto (55475)";"1"
"55476";"/Recite/04-12-1966 Del vento tra i rami del sassofrasso (60182),/Recite/05-12-1966 Del vento tra i rami del sassofrasso (60183)";"/Produzioni/1966 Del vento tra i rami del sassofrasso (55476)";"1"
"55477";"/Recite/15-12-1966 Medea (60184),/Recite/16-12-1966 Medea (60185)";"/Produzioni/Medea (55477)";"1"
"55478";"/Recite/22-12-1966 Arlecchino servitore di due padroni (60186)";"/Produzioni/1966 Arlecchino servitore di due padroni (55478)";"1"
"55479";"/Recite/27-12-1966 Il giardino dei ciliegi (60187),/Recite/28-12-1966 Il giardino dei ciliegi (88892)";"/Produzioni/1966 Il giardino dei ciliegi (55479)";"1"
"55480";"/Recite/07-03-1967 La passeggiata della domenica (60188)";"/Produzioni/La passeggiata della domenica (55480)";"1"
"55481";"/Recite/17-03-1967 Il grande coltello (60189)";"/Produzioni/Il grande coltello (55481)";"1"
"55482";"/Recite/21-03-1967 Il gabbiano (60190)";"/Produzioni/1967 Il gabbiano (55482)";"1"
"55483";"/Recite/30-03-1967 Black Comedy (60191)";"/Produzioni/1967 Black Comedy (55483)";"1"
"55484";"/Recite/06-04-1967 L'istruttoria (60192),/Recite/05-04-1967 L'istruttoria (60194)";"/Produzioni/1966 - 1967 L'istruttoria (55484)";"1"
"55485";"/Recite/14-04-1967 Un equilibrio delicato (60193)";"/Produzioni/Un equilibrio delicato (55485)";"1"
"55486";"/Recite/23-04-1967 Il piacere dell'onestà (60195)";"/Produzioni/1967 Il piacere dell'onestà (55486)";"1"
"55487";"/Recite/16-05-1967 Frankenstein (60196)";"/Produzioni/1967 Frankenstein (55487)";"1"
"55488";"/Recite/03-06-1967 I giganti della montagna (60197),/Recite/04-06-1967 I giganti della montagna (60198),/Recite/05-06-1967 I giganti della montagna (60199)";"/Produzioni/1967 I giganti della montagna (55488)";"1"
"55489";"/Recite/04-07-1967 La casa di Bernarda Alba (60200)";"/Produzioni/La casa di Bernarda Alba (55489)";"1"
"55490";"/Recite/05-10-1967 Uno sguardo dal ponte (60201),/Recite/06-10-1967 Uno sguardo dal ponte (60202)";"/Produzioni/1967 Uno sguardo dal ponte (55490)";"1"
"55491";"/Recite/25-10-1967 La strana coppia (60203),/Recite/26-10-1967 La strana coppia (60204)";"/Produzioni/La strana coppia (55491)";"1"
"55492";"/Recite/14-11-1967 Il mercante di Venezia (60205)";"/Produzioni/Il mercante di Venezia (55492)";"1"
"55493";"/Recite/18-11-1967 La signora è da buttare (60206),/Recite/19-11-1967 La signora è da buttare (60207)";"/Produzioni/1967 La signora è da buttare (55493)";"1"
"55494";"/Recite/02-12-1967 I dialoghi del Ruzante (60208)";"/Produzioni/1967 I dialoghi del Ruzante (55494)";"1"
"55495";"/Recite/11-12-1967 La voce dei padroni (60209),/Recite/12-12-1967 La voce dei padroni (60210)";"/Produzioni/La voce dei padroni (55495)";"1"
"55496";"/Recite/15-12-1967 Lutero (60211)";"/Produzioni/Lutero (55496)";"1"
"55497";"/Recite/18-12-1967 Come tu mi vuoi (60212),/Recite/19-12-1967 Come tu mi vuoi (60213)";"/Produzioni/1967 Come tu mi vuoi (55497)";"1"
"55498";"/Recite/29-12-1967 Morte di un commesso viaggiatore (60214),/Recite/30-12-1967 Morte di un commesso viaggiatore (60215)";"/Produzioni/1967 Morte di un commesso viaggiatore (55498)";"1"
"55499";"/Recite/10-03-1968 La segretaria (60216)";"/Produzioni/La segretaria (55499)";"1"
"55500";"/Recite/12-03-1968 La monaca di Monza (60217)";"/Produzioni/La monaca di Monza (55500)";"1"
"55501";"/Recite/16-03-1968 Napoli notte e giorno (60218)";"/Produzioni/Napoli notte e giorno (55501)";"1"
"55502";"/Recite/22-03-1968 La promessa (60219)";"/Produzioni/La promessa (55502)";"1"
"55503";"/Recite/30-03-1968 Il bagno (60220),/Recite/31-03-1968 Il bagno (60221)";"/Produzioni/1968 Il bagno (55503)";"1"
"55504";"/Recite/08-04-1968 Metti, una sera a cena (60222)";"/Produzioni/Metti, una sera a cena (55504)";"1"
"55505";"/Recite/21-04-1968 Il fattaccio del giugno (60223)";"/Produzioni/1968 Il fattaccio del giugno (55505)";"1"
"55506";"/Recite/25-05-1968 Masks (60224)";"/Produzioni/Masks (55506)";"1"
"55507";"/Recite/22-10-1968 Aspettando Jo (60225),/Recite/23-10-1968 Aspettando Jo (60226)";"/Produzioni/1968 Aspettando Jo (55507)";"1"
"55508";"/Recite/29-10-1968 Le mosche (60227)";"/Produzioni/Le mosche (55508)";"1"
"55509";"/Recite/23-11-2006 Compañía Nacional de Danza (60232),/Recite/24-11-2006 Compañía Nacional de Danza (60234)";"/Produzioni/2006 Gilded Goldbergs (55509)";"1"
"55510";"/Recite/23-11-2006 Compañía Nacional de Danza (60232),/Recite/24-11-2006 Compañía Nacional de Danza (60234)";"/Produzioni/2002 Castrati (55510)";"1"
"55511";"/Recite/23-11-2006 Compañía Nacional de Danza (60232),/Recite/24-11-2006 Compañía Nacional de Danza (60234)";"/Produzioni/2001 White Darkness (55511)";"1"
"55512";"/Recite/10-11-1968 Un debito pagato (60228)";"/Produzioni/Un debito pagato (55512)";"1"
"55513";"/Recite/14-11-1968 Il candelaio (60229)";"/Produzioni/1968 Il candelaio (55513)";"1"
"55514";"/Recite/23-11-1968 Discorso per la lettera a una professoressa dalla scuola di Barbiana e la rivolta degli studenti rappresentato dalla Compagnia dei Quattro (60230)";"/Produzioni/1968 Discorso per la lettera a una professoressa dalla scuola di Barbiana e la rivolta degli studenti rappresentato dalla Compagnia dei Quattro (55514)";"1"
"55515";"/Recite/05-12-1968 Ivan  Vasilevic (60231)";"/Produzioni/Ivan  Vasilevic (55515)";"1"
"55516";"/Recite/07-12-1968 Grande Pantomima con bandiere e pupazzi piccoli e medi (60233)";"/Produzioni/1968 Grande Pantomima con bandiere e pupazzi piccoli e medi (55516)";"1"
"55517";"/Recite/14-12-1968 Gli uccelli (60235),/Recite/15-12-1968 Gli uccelli (60236)";"/Produzioni/1968 Gli uccelli (55517)";"1"
"55518";"/Recite/19-12-1968 Bouvard e Pecuchet (60237),/Recite/20-12-1968 Bouvard e Pecuchet (60238)";"/Produzioni/1968 Bouvard e Pecuchet (55518)";"1"
"55519";"/Recite/01-03-1969 Plaza Suite (60239),/Recite/02-03-1969 Plaza Suite (60240)";"/Produzioni/Plaza Suite (55519)";"1"
"55520";"/Recite/12-03-1969 Woyzeck (60241),/Recite/13-03-1969 Woyzeck (60242)";"/Produzioni/Woyzeck (55520)";"1"
"55521";"/Recite/23-03-1969 Lascio alle mie donne... (60243)";"/Produzioni/Lascio alle mie donne... (55521)";"1"
"55522";"/Recite/13-04-1969 Il prezzo (60244)";"/Produzioni/Il prezzo (55522)";"1"
"55523";"/Recite/28-04-1969 Lo sai che non ti sento quando scorre l'acqua (60245)";"/Produzioni/Lo sai che non ti sento quando scorre l'acqua (55523)";"1"
"55524";"/Recite/07-05-1969 Il precettore (60246),/Recite/08-05-1969 Il precettore (60247)";"/Produzioni/1969 Il precettore (55524)";"1"
"55525";"/Recite/05-10-1969 L'amica delle mogli (60248),/Recite/06-10-1969 L'amica delle mogli (60249)";"/Produzioni/1968 L'amica delle mogli (55525)";"1"
"55526";"/Recite/31-10-1969 Faust (60250),/Recite/01-11-1969 Faust (60251)";"/Produzioni/1969 Faust (UrFaust) (55526)";"1"
"55527";"/Recite/12-11-1969 Antigone (60252)";"/Produzioni/1969 Antigone (55527)";"1"
"55528";"/Recite/17-11-2006 Le false confidenze (60253),/Recite/18-11-2006 Le false confidenze (60254),/Recite/19-11-2006 Le false confidenze (60255)";"/Produzioni/Le false confidenze (55528)";"1"
"55529";"/Recite/17-11-1969 Danza di morte (60256)";"/Produzioni/1969 Danza di morte (55529)";"1"
"55530";"/Recite/27-11-1969 Uomo massa (60257),/Recite/28-11-1969 Uomo massa (60258)";"/Produzioni/Uomo massa (55530)";"1"
"55531";"/Recite/01-12-1969 I Vicerè (60259)";"/Produzioni/1969 I Vicerè (55531)";"1"
"55533";"/Recite/20-12-1969 Nekrassov (60261)";"/Produzioni/Nekrassov (55533)";"1"
"55534";"/Recite/16-01-1970 Bestia ridens (60262),/Recite/17-01-1970 Bestia ridens (60263)";"/Produzioni/1969 Bestia ridens (55534)";"1"
"55535";"/Recite/22-01-1970 Joe Egg (60264)";"/Produzioni/Joe Egg (55535)";"1"
"55536";"/Recite/09-02-1970 La dame de Chez Maxim (60265)";"/Produzioni/La dame de Chez Maxim (55536)";"1"
"55537";"/Recite/17-03-1970 La vita è sogno (60267),/Recite/16-03-1970 La vita è sogno (60266)";"/Produzioni/La vita è sogno (55537)";"1"
"55538";"/Recite/01-04-1970 L'altra ferita (60268)";"/Produzioni/L'altra ferita (55538)";"1"
"55539";"/Recite/06-04-1970 Un uomo è un uomo (60269)";"/Produzioni/Un uomo è un uomo (55539)";"1"
"55540";"/Recite/13-04-1970 Magia rossa (60270)";"/Produzioni/Magia rossa (55540)";"1"
"55541";"/Recite/20-04-1970 Victor ovvero I bambini al potere (60271),/Recite/21-04-1970 Victor ovvero I bambini al potere (60272)";"/Produzioni/Victor ovvero I bambini al potere (55541)";"1"
"55542";"/Recite/28-04-1970 Madre Courage e i suoi figli (60273),/Recite/29-04-1970 Madre Courage e i suoi figli (60274)";"/Produzioni/Madre Courage e i suoi figli (55542)";"1"
"55543";"/Recite/25-04-1970 Roba di terza, roba da buttare (60276)";"/Produzioni/Roba di terza, roba da buttare (55543)";"1"
"55544";"/Recite/13-04-1970 Capitano c'è un uomo in cielo (60277)";"/Produzioni/1970 Capitano c'è un uomo in cielo (55544)";"1"
"55545";"/Recite/31-03-1970 Mistero buffo (60278)";"/Produzioni/Mistero buffo (55545)";"1"
"55546";"/Recite/15-03-1970 Gabriella tra le braci e la padella (60279),/Recite/16-03-1970 Gabriella tra le braci e la padella (62923),/Recite/16-05-1970 Gabriella tra le braci e la padella (60280)";"/Produzioni/1970 Gabriella tra le braci e la padella (55546)";"1"
"55547";"/Recite/25-01-1970 Carolina Invernizio (60281)";"/Produzioni/1969 Carolina Invernizio (55547)";"1"
"55548";"/Recite/27-12-1969 Amedeo o come sbarazzarsene (60282)";"/Produzioni/1969 Amedeo o come sbarazzarsene (55548)";"1"
"55549";"/Recite/25-11-1970 I tre moschettieri (60284)";"/Produzioni/1970 I tre moschettieri (55549)";"1"
"55550";"/Recite/07-12-1970 Angeli in bandiera (60285),/Recite/08-12-1970 Angeli in bandiera (60286)";"/Produzioni/1970 Angeli in bandiera (55550)";"1"
"55551";"/Recite/17-12-1970 La donna d'Andro (60287)";"/Produzioni/La donna d'Andro (55551)";"1"
"55552";"/Recite/21-12-1970 Otello (60288)";"/Produzioni/1969 Otello (55552)";"1"
"55553";"/Recite/25-12-1970 Il gioco del perchè (60289),/Recite/26-12-1970 Il gioco del perchè (60290),/Recite/27-12-1970 Il gioco del perchè (60291)";"/Produzioni/1970 Il gioco del perchè (55553)";"1"
"55554";"/Recite/29-12-1970 La cattiva erba (60292)";"/Produzioni/La cattiva erba (55554)";"1"
"55555";"/Recite/13-01-1971 Io, Raffaele Viviani... (60293)";"/Produzioni/Io, Raffaele Viviani... (55555)";"1"
"55556";"/Recite/18-01-1971 Il signor Puntila e il suo servo Matti (60294)";"/Produzioni/Il signor Puntila e il suo servo Matti (55556)";"1"
"55557";"/Recite/22-02-1971 Nel fondo (L'albergo dei poveri) (60295),/Recite/23-02-1971 Nel fondo (L'albergo dei poveri) (60296)";"/Produzioni/Nel fondo (L'albergo dei poveri) (55557)";"1"
"55558";"/Recite/27-02-1971 Caligola (60297)";"/Produzioni/1971 Caligola (55558)";"1"
"55559";"/Recite/05-03-1971 Festa della Beatificazione di Margherita Gautier, la Signora delle Camelie, Santa di seconda categoria (60298)";"/Produzioni/1971 Festa della Beatificazione di Margherita Gautier, la Signora delle Camelie, Santa di seconda categoria (55559)";"1"
"55560";"/Recite/11-03-1971 La madre (60299)";"/Produzioni/1971 La madre (55560)";"1"
"55561";"/Recite/27-03-1971 Anche se vi voglio un gran bene (60300)";"/Produzioni/1971 Anche se vi voglio un gran bene (55561)";"1"
"55562";"/Recite/08-04-1971 Nostro fratello donna (60301)";"/Produzioni/Nostro fratello donna (55562)";"1"
"55563";"/Recite/21-04-1971 Il geometro (60302)";"/Produzioni/1971 Il geometro (55563)";"1"
"55564";"/Recite/22-04-1971 R.U.R. Rezon's Universal Robots (60303)";"/Produzioni/R.U.R. Rezon's Universal Robots (55564)";"1"
"55565";"/Recite/10-11-1971 Adriano VII (60304)";"/Produzioni/1971 Adriano VII (55565)";"1"
